"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
60176,NA,"Šalčininkų r.",NA,NA,NA,NA,12,5,7,5,7,0,2020-05-29 11:07:46,0,0,12,39.3,30520,16.4,3,9.8,4.8
60177,NA,"Vilniaus r.",NA,NA,NA,NA,252,89,163,76,171,3,2020-05-29 11:07:47,0,0,252,251.6,100158,75.9,33,32.9,4.8
60178,NA,"Švenčionių r.",NA,NA,NA,NA,10,6,4,3,7,0,2020-05-29 11:07:48,0,0,10,43.6,22932,13.1,0,0,4.8
60179,NA,"Zarasų r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-05-29 11:07:48,0,0,1,6.7,14916,0,0,0,4.8
60180,NA,"Kėdainių r.",NA,NA,NA,NA,1,0,1,0,1,0,2020-05-29 11:07:49,0,0,1,2.2,45285,0,0,0,4.8
60181,NA,"Ukmergės r.",NA,NA,NA,NA,86,27,59,5,73,8,2020-05-29 11:07:50,0,0,86,256.9,33471,14.9,0,0,4.8
60182,NA,"Kelmės r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-05-29 11:07:50,0,0,2,7.9,25382,0,0,0,4.8
60183,NA,"Širvintų r.",NA,NA,NA,NA,8,4,4,2,5,0,2020-05-29 11:07:51,0,0,8,53.1,15076,13.3,0,0,4.8
60184,NA,"Kalvarijos",NA,NA,NA,NA,4,2,2,2,2,0,2020-05-29 11:07:52,0,0,4,39.3,10190,19.6,0,0,4.8
60185,NA,"Kauno r.",NA,NA,NA,NA,21,14,7,1,20,0,2020-05-29 11:07:52,0,0,21,21.8,96441,1,0,0,4.8
60186,NA,"Šilutės r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-05-29 11:07:53,0,0,7,18.6,37637,0,0,0,4.8
60187,NA,"Tauragės r.",NA,NA,NA,NA,9,5,4,2,7,0,2020-05-29 11:07:54,0,0,9,23.8,37805,5.3,1,2.6,4.8
60188,NA,"Lazdijų r.",NA,NA,NA,NA,5,2,3,3,2,0,2020-05-29 11:07:55,0,0,5,27.3,18331,16.4,3,16.4,4.8
60189,NA,"Jurbarko r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-05-29 11:07:55,0,0,2,8.1,24822,0,0,0,4.8
60190,NA,"Elektrėnų",NA,NA,NA,NA,6,2,4,3,3,0,2020-05-29 11:07:56,0,0,6,25,23992,12.5,3,12.5,4.8
60191,NA,"Neringos",NA,NA,NA,NA,1,1,0,0,1,0,2020-05-29 11:07:57,0,0,1,28.3,3530,0,0,0,4.8
60192,NA,"Mažeikių r.",NA,NA,NA,NA,7,4,3,1,5,1,2020-05-29 11:07:57,0,0,7,13.7,51067,2,0,0,4.8
60193,NA,"Ignalinos r.",NA,NA,NA,NA,3,1,2,1,2,0,2020-05-29 11:07:58,0,0,3,20.8,14433,6.9,0,0,4.8
60194,NA,"Telšių r.",NA,NA,NA,NA,10,5,5,0,8,2,2020-05-29 11:07:59,0,0,10,25.4,39317,0,0,0,4.8
60195,NA,"Plungės r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-05-29 11:07:59,0,0,7,21.2,32987,0,0,0,4.8
60196,NA,"Kretingos r.",NA,NA,NA,NA,59,22,37,19,38,2,2020-05-29 11:08:00,0,0,59,157.6,37427,50.8,1,2.7,4.8
60197,NA,"Varėnos r.",NA,NA,NA,NA,1,1,0,0,0,1,2020-05-29 11:08:01,0,0,1,4.8,20840,0,0,0,4.8
60198,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-05-29 11:08:01,0,0,7,27,25887,0,0,0,4.8
60199,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-05-29 11:08:02,0,0,6,19.2,31225,0,0,0,4.8
60200,NA,"Vilniaus m.",NA,NA,NA,NA,430,185,245,157,254,15,2020-05-29 11:08:03,0,0,430,76.5,562030,27.9,73,13,4.8
60201,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-05-29 11:08:04,0,0,3,13.7,21887,0,0,0,4.8
60202,NA,"Klaipėdos m.",NA,NA,NA,NA,273,90,183,55,202,16,2020-05-29 11:08:05,0,0,273,183,149157,36.9,5,3.4,4.8
60203,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-05-29 11:08:06,0,0,3,16.4,18250,0,0,0,4.8
60204,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-05-29 11:08:07,0,0,4,17.5,22816,4.4,0,0,4.8
60205,NA,"Panevėžio m.",NA,NA,NA,NA,21,13,8,1,19,1,2020-05-29 11:08:07,0,0,21,24.5,85878,1.2,0,0,4.8
60206,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-05-29 11:08:08,0,0,14,13.8,101514,1,1,1,4.8
60207,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-05-29 11:08:08,0,0,0,0,4069,0,0,0,4.8
60208,NA,"Pakruojo r.",NA,NA,NA,NA,0,0,0,0,0,0,2020-05-29 11:08:08,0,0,0,0,18606,0,0,0,4.8
