"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,33,14,19,18,15,0,2020-10-26 11:29:28,13,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,38,20,18,32,6,0,2020-10-26 11:29:29,23,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,18,6,12,8,9,1,2020-10-26 11:29:31,7,0
4,"69","Prienų r.","2","Kauno apskr.",NA,73,29,44,43,29,1,2020-10-26 11:29:32,41,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,54,18,36,32,22,0,2020-10-26 11:29:34,28,0
6,"74","Rietavo","8","Telšių apskr.",NA,30,12,18,17,13,0,2020-10-26 11:29:35,16,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,211,79,131,111,92,7,2020-10-26 11:29:37,110,0
8,"19","Kauno m.","2","Kauno apskr.",NA,1171,558,613,817,340,11,2020-10-26 11:29:40,483,3
9,"11","Alytaus m.","1","Alytaus apskr.",NA,55,29,26,19,35,1,2020-10-26 11:29:41,16,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,24,14,10,8,16,0,2020-10-26 11:29:43,2,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,97,42,55,77,17,2,2020-10-26 11:29:44,61,1
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,14,5,9,10,4,0,2020-10-26 11:29:46,10,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,22,10,12,4,18,0,2020-10-26 11:29:48,3,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,263,108,155,204,51,3,2020-10-26 11:29:50,119,5
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,183,92,91,94,85,4,2020-10-26 11:29:51,82,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,14,7,7,4,10,0,2020-10-26 11:29:53,3,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,27,16,11,7,18,2,2020-10-26 11:29:55,8,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,57,15,42,13,44,0,2020-10-26 11:29:56,11,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,242,89,153,39,188,2,2020-10-26 11:29:58,11,13
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,32,14,18,9,23,0,2020-10-26 11:30:00,8,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,41,20,21,14,26,1,2020-10-26 11:30:01,14,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,53,31,22,32,20,1,2020-10-26 11:30:03,21,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,75,35,40,40,35,0,2020-10-26 11:30:04,30,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,24,12,12,7,17,0,2020-10-26 11:30:06,5,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,62,28,34,53,9,0,2020-10-26 11:30:08,43,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,63,27,36,50,12,1,2020-10-26 11:30:10,44,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,8,1,7,2,6,0,2020-10-26 11:30:11,2,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,44,15,29,9,35,0,2020-10-26 11:30:12,8,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,558,236,321,219,331,3,2020-10-26 11:30:14,150,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,151,73,78,95,56,0,2020-10-26 11:30:16,87,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,7,6,1,1,6,0,2020-10-26 11:30:17,1,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,80,38,41,45,33,0,2020-10-26 11:30:18,39,1
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,135,46,89,41,84,9,2020-10-26 11:30:20,23,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,197,63,134,142,49,5,2020-10-26 11:30:21,123,1
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,55,22,33,34,20,0,2020-10-26 11:30:23,34,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,13,5,8,7,5,0,2020-10-26 11:30:24,7,1
42,"52","Kauno r.","2","Kauno apskr.",NA,412,189,223,320,87,5,2020-10-26 11:30:26,222,0
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,62,29,33,41,19,2,2020-10-26 11:30:27,43,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,76,51,25,22,53,1,2020-10-26 11:30:29,19,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,17,5,12,9,8,0,2020-10-26 11:30:30,8,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,75,37,38,49,24,1,2020-10-26 11:30:31,44,1
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,88,44,44,55,33,0,2020-10-26 11:30:33,42,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,5,1,3,3,1,0,2020-10-26 11:30:34,2,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,104,44,60,63,40,1,2020-10-26 11:30:35,52,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,24,12,12,1,23,0,2020-10-26 11:30:37,1,0
52,"78","Telšių r.","8","Telšių apskr.",NA,80,31,49,57,21,2,2020-10-26 11:30:38,53,0
53,"68","Plungės r.","8","Telšių apskr.",NA,220,80,138,194,21,2,2020-10-26 11:30:40,182,1
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,155,57,98,87,64,4,2020-10-26 11:30:42,85,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,12,6,6,6,5,1,2020-10-26 11:30:43,7,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,14,7,7,6,8,0,2020-10-26 11:30:45,6,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,724,278,446,339,374,9,2020-10-26 11:30:47,151,2
