"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,63,29,34,43,20,0,2020-11-03 11:10:27,41,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,114,72,42,108,6,0,2020-11-03 11:10:29,89,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,28,11,17,15,12,1,2020-11-03 11:10:30,15,0
4,"69","Prienų r.","2","Kauno apskr.",NA,116,46,70,79,36,1,2020-11-03 11:10:31,75,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,120,53,67,90,30,0,2020-11-03 11:10:33,88,0
6,"74","Rietavo","8","Telšių apskr.",NA,40,15,25,23,17,0,2020-11-03 11:10:34,23,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,372,157,212,258,99,12,2020-11-03 11:10:36,227,0
8,"19","Kauno m.","2","Kauno apskr.",NA,2029,960,1069,1554,454,15,2020-11-03 11:10:39,1185,6
9,"11","Alytaus m.","1","Alytaus apskr.",NA,146,57,89,106,39,1,2020-11-03 11:10:41,101,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,34,19,15,12,22,0,2020-11-03 11:10:42,11,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,128,51,76,84,39,3,2020-11-03 11:10:44,64,1
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,23,9,14,17,6,0,2020-11-03 11:10:45,15,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,53,19,34,34,19,0,2020-11-03 11:10:46,33,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,348,141,206,284,51,4,2020-11-03 11:10:48,155,8
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,342,165,177,249,88,5,2020-11-03 11:10:50,206,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,17,9,8,7,10,0,2020-11-03 11:10:52,4,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,33,20,13,13,18,2,2020-11-03 11:10:53,11,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,72,24,48,25,47,0,2020-11-03 11:10:54,27,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,271,102,169,52,202,2,2020-11-03 11:10:56,33,15
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,35,15,20,9,26,0,2020-11-03 11:10:59,7,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,61,29,31,30,29,1,2020-11-03 11:11:00,26,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,86,48,38,64,21,1,2020-11-03 11:11:02,40,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,121,53,67,73,47,0,2020-11-03 11:11:03,61,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,60,27,33,41,19,0,2020-11-03 11:11:05,36,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,102,41,61,82,19,1,2020-11-03 11:11:06,65,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,106,49,56,91,13,1,2020-11-03 11:11:08,75,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,11,2,9,5,6,0,2020-11-03 11:11:09,3,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,66,25,41,31,35,0,2020-11-03 11:11:10,30,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,754,316,436,405,340,3,2020-11-03 11:11:12,300,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,229,103,126,133,96,0,2020-11-03 11:11:14,117,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,8,7,1,2,6,0,2020-11-03 11:11:15,2,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,147,64,83,113,33,0,2020-11-03 11:11:16,99,1
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,174,55,119,69,95,9,2020-11-03 11:11:18,54,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,269,91,178,187,75,5,2020-11-03 11:11:19,138,2
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,119,43,76,92,26,0,2020-11-03 11:11:20,90,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,30,15,15,23,6,0,2020-11-03 11:11:22,21,1
42,"52","Kauno r.","2","Kauno apskr.",NA,632,292,340,494,131,6,2020-11-03 11:11:24,369,1
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,165,58,107,133,28,4,2020-11-03 11:11:25,129,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,133,78,55,78,54,1,2020-11-03 11:11:27,70,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,19,6,13,6,13,0,2020-11-03 11:11:28,4,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,157,60,97,125,27,3,2020-11-03 11:11:29,111,2
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,127,60,67,89,38,0,2020-11-03 11:11:30,63,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,6,2,3,4,1,0,2020-11-03 11:11:31,2,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,239,87,152,178,58,3,2020-11-03 11:11:33,176,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,28,13,15,4,24,0,2020-11-03 11:11:34,5,0
52,"78","Telšių r.","8","Telšių apskr.",NA,158,55,103,118,37,3,2020-11-03 11:11:36,120,0
53,"68","Plungės r.","8","Telšių apskr.",NA,521,199,319,452,59,6,2020-11-03 11:11:38,429,1
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,246,83,163,167,72,7,2020-11-03 11:11:39,142,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,53,19,33,45,6,1,2020-11-03 11:11:41,46,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,39,21,18,31,8,0,2020-11-03 11:11:42,30,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,782,310,472,277,491,12,2020-11-03 11:11:44,106,2
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,4372,2132,2229,3223,1104,26,2020-11-03 11:11:50,2406,8
60,"87","Šilalės r.","7","Tauragės apskr.",NA,125,47,78,103,22,0,2020-11-03 11:11:53,96,0
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,1365,588,773,1039,301,20,2020-11-03 11:11:57,847,1
20,"30","Visagino","9","Utenos apskr.",NA,26,12,14,8,16,2,2020-11-03 11:11:59,7,0
58,"67","Pasvalio r.","5","Panevėžio apskr.",NA,105,44,61,83,22,0,2020-11-03 11:12:01,68,0
21,"27","Panevėžio m.","5","Panevėžio apskr.",NA,314,150,163,191,119,3,2020-11-03 11:12:04,139,0
29,"29","Šiaulių m.","6","Šiaulių apskr.",NA,1084,432,643,867,191,11,2020-11-03 11:12:07,580,6
30,"12","Birštono","2","Kauno apskr.",NA,16,7,9,13,3,0,2020-11-03 11:12:09,13,0
43,"65","Pakruojo r.","6","Šiaulių apskr.",NA,23,12,11,14,9,0,2020-11-03 11:12:11,9,0
