"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
62453,NA,"Utenos r.",NA,NA,NA,NA,5,2,3,1,4,0,2020-06-09 06:55:12,0,0,5,13.4,37179,2.7,1,2.7,3.3
62454,NA,"Kaišiadorių r.",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-09 06:55:13,0,0,3,10.2,29526,0,0,0,3.3
62455,NA,"Vilkaviškio r.",NA,NA,NA,NA,7,4,3,0,6,1,2020-06-09 06:55:13,0,0,7,20.2,34660,0,0,0,3.3
62456,NA,"Prienų r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-06-09 06:55:14,0,0,5,19.4,25802,0,0,0,3.3
62457,NA,"Jonavos r.",NA,NA,NA,NA,11,2,9,2,9,0,2020-06-09 06:55:14,0,0,11,26.7,41163,4.9,2,4.9,3.3
62458,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-06-09 06:55:15,0,0,6,82.7,7258,0,0,0,3.3
62459,NA,"Marijampolės",NA,NA,NA,NA,75,31,44,0,71,4,2020-06-09 06:55:16,0,0,75,139.5,53772,0,0,0,3.3
62460,NA,"Kauno m.",NA,NA,NA,NA,103,51,52,12,87,4,2020-06-09 06:55:17,0,0,103,35.6,289380,4.1,2,0.7,3.3
62461,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-06-09 06:55:17,0,0,28,56.1,49888,0,0,0,3.3
62462,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-09 06:55:18,0,0,1,5.2,19109,0,0,0,3.3
62463,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-06-09 06:55:18,0,0,15,72.4,20726,0,0,0,3.3
62464,NA,"Kazlų Rūdos",NA,NA,NA,NA,3,0,3,1,2,0,2020-06-09 06:55:19,0,0,3,26.5,11337,8.8,0,0,3.3
63361,NA,"Biržų r.",NA,NA,NA,NA,10,5,5,0,10,0,2020-06-09 06:55:20,0,0,10,44,22718,0,0,0,3.3
63362,NA,"Šiaulių r.",NA,NA,NA,NA,11,6,5,0,10,1,2020-06-09 06:55:21,0,0,11,26.5,41442,0,0,0,3.3
63363,NA,"Klaipėdos r.",NA,NA,NA,NA,59,27,32,5,51,3,2020-06-09 06:55:21,0,0,59,98.1,60139,8.3,4,6.7,3.3
63364,NA,"Anykščių r.",NA,NA,NA,NA,6,2,4,0,6,0,2020-06-09 06:55:22,0,0,6,26,23034,0,0,0,3.3
63365,NA,"Akmenės r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-06-09 06:55:23,0,0,5,26.6,18764,0,0,0,3.3
63366,NA,"Molėtų r.",NA,NA,NA,NA,3,1,2,2,1,0,2020-06-09 06:55:23,0,0,3,17.5,17153,11.7,0,0,3.3
63367,NA,"Radviliškio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-09 06:55:24,0,0,4,11.4,34995,2.9,1,2.9,3.3
63368,NA,"Rokiškio r.",NA,NA,NA,NA,3,0,3,0,3,0,2020-06-09 06:55:25,0,0,3,10.7,28070,0,0,0,3.3
63369,NA,"Šakių r.",NA,NA,NA,NA,4,2,2,1,2,1,2020-06-09 06:55:25,0,0,4,15,26698,3.7,1,3.7,3.3
63370,NA,"Panevėžio r.",NA,NA,NA,NA,8,5,3,0,7,1,2020-06-09 06:55:26,0,0,8,22.6,35324,0,0,0,3.3
63371,NA,"Trakų r.",NA,NA,NA,NA,5,5,0,0,5,0,2020-06-09 06:55:27,0,0,5,15.4,32546,0,0,0,3.3
63372,NA,"Kupiškio r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-09 06:55:27,0,0,1,6.1,16356,0,0,0,3.3
63373,NA,"Skuodo r.",NA,NA,NA,NA,3,1,2,1,2,0,2020-06-09 06:55:27,0,0,3,18.7,16078,6.2,1,6.2,3.3
63374,NA,"Palangos m.",NA,NA,NA,NA,12,6,6,3,8,1,2020-06-09 06:55:28,0,0,12,74.8,16046,18.7,0,0,3.3
63375,NA,"Pagėgių",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-09 06:55:29,0,0,1,13.7,7288,0,0,0,3.3
63376,NA,"Šalčininkų r.",NA,NA,NA,NA,12,5,7,5,7,0,2020-06-09 06:55:29,0,0,12,39.3,30520,16.4,1,3.3,3.3
63377,NA,"Vilniaus r.",NA,NA,NA,NA,272,95,177,69,198,3,2020-06-09 06:55:30,0,0,272,271.6,100158,68.9,29,29,3.3
63378,NA,"Švenčionių r.",NA,NA,NA,NA,11,7,4,2,9,0,2020-06-09 06:55:31,0,0,11,48,22932,8.7,1,4.4,3.3
63379,NA,"Zarasų r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-09 06:55:32,0,0,1,6.7,14916,0,0,0,3.3
63380,NA,"Kėdainių r.",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-09 06:55:32,0,0,1,2.2,45285,0,0,0,3.3
