"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
63381,NA,"Ukmergės r.",NA,NA,NA,NA,88,28,60,6,73,9,2020-06-09 06:55:33,0,0,88,262.9,33471,17.9,2,6,3.3
63382,NA,"Kelmės r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-09 06:55:34,0,0,2,7.9,25382,0,0,0,3.3
63383,NA,"Širvintų r.",NA,NA,NA,NA,12,7,5,5,6,0,2020-06-09 06:55:35,0,0,12,79.6,15076,33.2,4,26.5,3.3
63384,NA,"Kalvarijos",NA,NA,NA,NA,5,2,3,0,4,0,2020-06-09 06:55:35,0,0,5,49.1,10190,0,0,0,3.3
63385,NA,"Kauno r.",NA,NA,NA,NA,21,14,7,0,21,0,2020-06-09 06:55:36,0,0,21,21.8,96441,0,0,0,3.3
63386,NA,"Šilutės r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-09 06:55:36,0,0,7,18.6,37637,0,0,0,3.3
63387,NA,"Tauragės r.",NA,NA,NA,NA,9,5,4,2,7,0,2020-06-09 06:55:37,0,0,9,23.8,37805,5.3,0,0,3.3
63388,NA,"Lazdijų r.",NA,NA,NA,NA,5,2,3,3,2,0,2020-06-09 06:55:38,0,0,5,27.3,18331,16.4,1,5.5,3.3
63389,NA,"Jurbarko r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-09 06:55:38,0,0,2,8.1,24822,0,0,0,3.3
63390,NA,"Elektrėnų",NA,NA,NA,NA,7,2,5,4,3,0,2020-06-09 06:55:39,0,0,7,29.2,23992,16.7,1,4.2,3.3
63391,NA,"Neringos",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-09 06:55:40,0,0,1,28.3,3530,0,0,0,3.3
63392,NA,"Mažeikių r.",NA,NA,NA,NA,7,4,3,1,5,1,2020-06-09 06:55:41,0,0,7,13.7,51067,2,0,0,3.3
63393,NA,"Ignalinos r.",NA,NA,NA,NA,5,1,4,2,3,0,2020-06-09 06:55:41,0,0,5,34.6,14433,13.9,2,13.9,3.3
63394,NA,"Telšių r.",NA,NA,NA,NA,10,5,5,0,8,2,2020-06-09 06:55:42,0,0,10,25.4,39317,0,0,0,3.3
63395,NA,"Plungės r.",NA,NA,NA,NA,8,5,3,1,7,0,2020-06-09 06:55:43,0,0,8,24.3,32987,3,1,3,3.3
63396,NA,"Kretingos r.",NA,NA,NA,NA,59,22,37,11,46,2,2020-06-09 06:55:44,0,0,59,157.6,37427,29.4,0,0,3.3
63397,NA,"Varėnos r.",NA,NA,NA,NA,1,1,0,0,0,1,2020-06-09 06:55:44,0,0,1,4.8,20840,0,0,0,3.3
63398,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-09 06:55:45,0,0,7,27,25887,0,0,0,3.3
63399,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-06-09 06:55:46,0,0,6,19.2,31225,0,0,0,3.3
63400,NA,"Vilniaus m.",NA,NA,NA,NA,451,195,256,126,303,17,2020-06-09 06:55:47,0,0,451,80.2,562030,22.4,32,5.7,3.3
63401,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-09 06:55:48,0,0,3,13.7,21887,0,0,0,3.3
63402,NA,"Klaipėdos m.",NA,NA,NA,NA,276,92,184,39,221,16,2020-06-09 06:55:49,0,0,276,185,149157,26.1,4,2.7,3.3
63403,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-09 06:55:50,0,0,3,16.4,18250,0,0,0,3.3
63404,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-09 06:55:50,0,0,4,17.5,22816,4.4,0,0,3.3
63405,NA,"Panevėžio m.",NA,NA,NA,NA,22,13,9,1,20,1,2020-06-09 06:55:51,0,0,22,25.6,85878,1.2,1,1.2,3.3
63406,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-06-09 06:55:52,0,0,14,13.8,101514,1,0,0,3.3
63407,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-09 06:55:52,0,0,0,0,4069,0,0,0,3.3
63408,NA,"Pakruojo r.",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-09 06:55:52,0,0,0,0,18606,0,0,0,3.3
61,NA,"Kita",NA,NA,NA,NA,0,9,5,1,12,1,2020-06-09 06:57:48,0,0,0,0,0,0,0,0,3.3
