"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,74,39,35,0,74,290102,148908,141194,26.2,24.8,25.5
2,"10-19",NA,167,97,70,0,167,263568,134947,128621,71.9,54.4,63.4
3,"20-29",NA,493,258,235,0,493,339736,177466,162270,145.4,144.8,145.1
4,"30-39",NA,504,276,228,0,504,359239,188972,170267,146.1,133.9,140.3
5,"40-49",NA,577,260,317,0,577,369722,183873,185849,141.4,170.6,156.1
6,"50-59",NA,632,256,376,0,632,419039,196469,222570,130.3,168.9,150.8
7,"60-69",NA,392,166,226,0,392,351248,147788,203460,112.3,111.1,111.6
8,"70-79",NA,164,67,97,0,164,236890,81674,155216,82,62.5,69.2
9,"Virš 80",NA,196,60,136,0,196,164546,44257,120289,135.6,113.1,119.1
