"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,63,29,34,43,20,0,2020-11-02 06:50:31,41,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,102,65,37,96,6,0,2020-11-02 06:50:32,77,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,25,9,16,14,10,1,2020-11-02 06:50:33,13,0
4,"69","Prienų r.","2","Kauno apskr.",NA,111,45,66,74,36,1,2020-11-02 06:50:35,72,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,93,40,53,65,28,0,2020-11-02 06:50:36,63,0
6,"74","Rietavo","8","Telšių apskr.",NA,41,15,26,24,17,0,2020-11-02 06:50:37,24,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,337,142,194,227,97,12,2020-11-02 06:50:39,202,0
8,"19","Kauno m.","2","Kauno apskr.",NA,1802,850,952,1335,449,13,2020-11-02 06:50:42,986,5
9,"11","Alytaus m.","1","Alytaus apskr.",NA,117,49,68,77,39,1,2020-11-02 06:50:43,72,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,32,19,13,12,20,0,2020-11-02 06:50:44,9,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,128,51,76,84,39,3,2020-11-02 06:50:46,66,1
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,22,9,13,16,6,0,2020-11-02 06:50:47,14,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,52,18,34,33,19,0,2020-11-02 06:50:48,32,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,347,141,205,283,51,4,2020-11-02 06:50:50,159,8
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,320,155,165,227,88,5,2020-11-02 06:50:51,187,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,17,9,8,7,10,0,2020-11-02 06:50:53,6,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,33,20,13,13,18,2,2020-11-02 06:50:54,11,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,71,24,47,24,47,0,2020-11-02 06:50:55,26,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,259,96,163,40,202,2,2020-11-02 06:50:57,22,15
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,35,15,20,9,26,0,2020-11-02 06:50:58,7,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,58,27,31,29,28,1,2020-11-02 06:50:59,24,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,78,45,33,57,20,1,2020-11-02 06:51:00,36,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,120,52,67,72,47,0,2020-11-02 06:51:02,62,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,50,22,28,31,19,0,2020-11-02 06:51:03,26,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,102,41,61,84,17,1,2020-11-02 06:51:04,67,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,90,42,48,76,13,1,2020-11-02 06:51:05,60,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,11,2,9,5,6,0,2020-11-02 06:51:06,3,0
