"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-06-28","VU ligoninės Santaros klinikų laboratorija",272,0,272,0,0,0,NA,NA,4,0
"2020-06-28","Klaipėdos universitetinės ligoninės laboratorija",203,101,202,100,1,1,NA,NA,0,0
"2020-06-28","Nacionalinė visuomenės sveikatos priežiūros laboratorija",229,48,229,48,0,0,NA,NA,45,0
"2020-06-28","Respublikinės Šiaulių ligoninės laboratorija",151,0,151,0,0,0,NA,NA,8,0
"2020-06-28","LSMU ligoninės Kauno klinikų laboratorija",494,207,494,207,0,0,NA,NA,0,0
"2020-06-28","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",186,183,185,182,1,0,NA,NA,100,100
"2020-06-28","UAB „Medicina practica laboratorija“",50,47,50,47,0,0,NA,NA,0,0
"2020-06-28","Respublikinės Panevėžio ligoninės laboratorija",44,0,44,0,0,0,NA,NA,0,0
