"day","laboratory","tested_all","tested_mobile","negative_all","negative_mobile","positive_all","positive_mobile","positive_new","positive_retested","not_tested","not_tested_mobile"
"2020-06-24","VU ligoninės Santaros klinikų laboratorija",431,0,429,0,2,0,NA,NA,9,0
"2020-06-24","Klaipėdos universitetinės ligoninės laboratorija",197,94,197,94,0,0,NA,NA,0,0
"2020-06-24","Nacionalinė visuomenės sveikatos priežiūros laboratorija",470,0,470,0,0,0,NA,NA,45,0
"2020-06-24","Respublikinės Šiaulių ligoninės laboratorija",139,0,139,0,0,0,NA,NA,0,0
"2020-06-24","LSMU ligoninės Kauno klinikų laboratorija",326,53,326,53,0,0,NA,NA,0,0
"2020-06-24","Nacionalinio maisto ir veterinarijos rizikos vertinimo instituto laboratorija",465,256,462,254,3,1,NA,NA,13,13
"2020-06-24","UAB „Diagnostikos laboratorija“ („Antėja“)",662,101,662,101,0,0,NA,NA,0,0
"2020-06-24","UAB „Medicina practica laboratorija“",26,0,26,0,0,0,NA,NA,0,0
