"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,8,4,4,0,8,0,2020-08-16 06:50:07,0,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,4,2,2,1,3,0,2020-08-16 06:50:08,1,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,8,4,4,0,7,1,2020-08-16 06:50:09,0,0
4,"69","Prienų r.","2","Kauno apskr.",NA,22,7,15,17,5,0,2020-08-16 06:50:09,13,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,19,6,13,6,13,0,2020-08-16 06:50:10,4,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-08-16 06:50:11,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,82,36,46,3,75,4,2020-08-16 06:50:11,0,0
8,"19","Kauno m.","2","Kauno apskr.",NA,270,155,114,161,104,3,2020-08-16 06:50:13,101,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,28,17,11,0,27,1,2020-08-16 06:50:13,0,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-08-16 06:50:14,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,15,8,7,0,14,1,2020-08-16 06:50:15,0,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-08-16 06:50:15,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,10,5,5,0,10,0,2020-08-16 06:50:16,0,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,12,7,5,1,10,1,2020-08-16 06:50:17,0,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,68,32,36,9,55,4,2020-08-16 06:50:17,2,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,8,3,5,0,8,0,2020-08-16 06:50:18,0,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,5,3,2,0,5,0,2020-08-16 06:50:19,0,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,11,4,7,6,5,0,2020-08-16 06:50:19,0,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,8,6,2,1,7,0,2020-08-16 06:50:20,1,0
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,5,1,4,1,4,0,2020-08-16 06:50:21,0,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,8,4,4,0,7,1,2020-08-16 06:50:21,0,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,13,7,6,4,8,1,2020-08-16 06:50:22,2,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,18,11,7,11,7,0,2020-08-16 06:50:23,3,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,5,3,2,5,0,0,2020-08-16 06:50:23,3,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,3,1,2,0,3,0,2020-08-16 06:50:24,0,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,12,6,6,1,10,1,2020-08-16 06:50:25,0,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,1,0,1,0,1,0,2020-08-16 06:50:26,0,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,27,8,19,8,19,0,2020-08-16 06:50:26,4,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,318,122,196,40,271,3,2020-08-16 06:50:27,10,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,11,7,4,0,11,0,2020-08-16 06:50:28,0,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,3,3,0,1,2,0,2020-08-16 06:50:29,1,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,12,5,7,8,4,0,2020-08-16 06:50:30,1,0
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,91,29,62,2,79,9,2020-08-16 06:50:30,2,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,3,2,1,1,2,0,2020-08-16 06:50:31,1,0
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,20,11,9,1,18,0,2020-08-16 06:50:32,0,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,5,2,3,0,4,0,2020-08-16 06:50:32,0,1
42,"52","Kauno r.","2","Kauno apskr.",NA,64,34,30,43,21,0,2020-08-16 06:50:33,34,0
