"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,8,4,4,2,6,0,2020-07-23 06:52:10,1,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,3,1,2,0,3,0,2020-07-23 06:52:10,0,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,8,4,4,1,6,1,2020-07-23 06:52:11,1,0
4,"69","Prienų r.","2","Kauno apskr.",NA,5,3,2,0,5,0,2020-07-23 06:52:12,0,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,15,4,11,2,13,0,2020-07-23 06:52:13,1,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-07-23 06:52:14,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,79,34,45,2,73,4,2020-07-23 06:52:15,1,0
8,"19","Kauno m.","2","Kauno apskr.",NA,130,73,57,25,101,3,2020-07-23 06:52:16,24,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,28,17,11,0,27,1,2020-07-23 06:52:17,0,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-07-23 06:52:18,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,15,8,7,0,14,1,2020-07-23 06:52:18,0,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-07-23 06:52:19,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,10,5,5,0,10,0,2020-07-23 06:52:20,0,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,11,6,5,0,10,1,2020-07-23 06:52:21,0,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,65,30,35,6,55,4,2020-07-23 06:52:22,5,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,8,3,5,1,7,0,2020-07-23 06:52:23,0,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,5,3,2,0,5,0,2020-07-23 06:52:24,0,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,7,3,4,4,3,0,2020-07-23 06:52:25,2,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,7,5,2,0,7,0,2020-07-23 06:52:26,0,0
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,4,0,4,1,3,0,2020-07-23 06:52:27,1,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,8,4,4,4,3,1,2020-07-23 06:52:27,4,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,9,6,3,1,7,1,2020-07-23 06:52:28,1,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,15,10,5,10,5,0,2020-07-23 06:52:29,8,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,1,1,0,0,1,0,2020-07-23 06:52:29,0,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,3,1,2,0,3,0,2020-07-23 06:52:30,0,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,12,6,6,1,10,1,2020-07-23 06:52:31,0,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,1,0,1,0,1,0,2020-07-23 06:52:32,0,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,17,5,12,2,15,0,2020-07-23 06:52:33,2,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,302,108,194,41,254,3,2020-07-23 06:52:34,9,4
