"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,35,16,19,0,35,290102,148908,141194,10.7,13.5,12.1
2,"10-19",NA,71,36,35,0,71,263568,134947,128621,26.7,27.2,26.9
3,"20-29",NA,256,132,124,0,256,339736,177466,162270,74.4,76.4,75.4
4,"30-39",NA,278,153,125,0,278,359239,188972,170267,81,73.4,77.4
5,"40-49",NA,359,155,204,0,359,369722,183873,185849,84.3,109.8,97.1
6,"50-59",NA,444,168,276,0,444,419039,196469,222570,85.5,124,106
7,"60-69",NA,295,130,165,0,295,351248,147788,203460,88,81.1,84
8,"70-79",NA,142,59,83,0,142,236890,81674,155216,72.2,53.5,59.9
9,"Virš 80",NA,230,82,148,0,230,164546,44257,120289,185.3,123,139.8
