"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,8,4,4,0,8,0,2020-08-04 06:50:08,0,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,3,1,2,0,3,0,2020-08-04 06:50:08,0,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,8,4,4,1,6,1,2020-08-04 06:50:09,0,0
4,"69","Prienų r.","2","Kauno apskr.",NA,11,4,7,6,5,0,2020-08-04 06:50:10,6,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,15,4,11,2,13,0,2020-08-04 06:50:11,0,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-08-04 06:50:11,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,82,36,46,5,73,4,2020-08-04 06:50:12,3,0
8,"19","Kauno m.","2","Kauno apskr.",NA,174,101,73,68,102,3,2020-08-04 06:50:13,44,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,28,17,11,0,27,1,2020-08-04 06:50:14,0,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-08-04 06:50:15,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,15,8,7,0,14,1,2020-08-04 06:50:16,0,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-08-04 06:50:16,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,10,5,5,0,10,0,2020-08-04 06:50:17,0,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,12,7,5,1,10,1,2020-08-04 06:50:18,1,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,66,30,36,7,55,4,2020-08-04 06:50:19,1,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,8,3,5,0,8,0,2020-08-04 06:50:19,0,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,5,3,2,0,5,0,2020-08-04 06:50:20,0,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,11,4,7,7,4,0,2020-08-04 06:50:21,4,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,8,6,2,1,7,0,2020-08-04 06:50:22,1,0
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,5,1,4,2,3,0,2020-08-04 06:50:22,1,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,8,4,4,4,3,1,2020-08-04 06:50:23,0,0
