"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,41,17,24,0,41,290102,148908,141194,11.4,17,14.1
2,"10-19",NA,74,39,35,0,74,263568,134947,128621,28.9,27.2,28.1
3,"20-29",NA,266,136,130,0,266,339736,177466,162270,76.6,80.1,78.3
4,"30-39",NA,300,163,137,0,300,359239,188972,170267,86.3,80.5,83.5
5,"40-49",NA,374,162,212,0,374,369722,183873,185849,88.1,114.1,101.2
6,"50-59",NA,469,181,288,0,469,419039,196469,222570,92.1,129.4,111.9
7,"60-69",NA,302,131,171,0,302,351248,147788,203460,88.6,84,86
8,"70-79",NA,144,60,84,0,144,236890,81674,155216,73.5,54.1,60.8
9,"Virš 80",NA,167,51,116,0,167,164546,44257,120289,115.2,96.4,101.5
