"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,8,4,4,0,8,0,2020-09-01 06:50:14,0,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,9,4,5,5,4,0,2020-09-01 06:50:15,4,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,8,4,4,0,7,1,2020-09-01 06:50:16,0,0
4,"69","Prienų r.","2","Kauno apskr.",NA,24,8,16,9,14,1,2020-09-01 06:50:17,2,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,20,7,13,6,14,0,2020-09-01 06:50:19,1,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-09-01 06:50:20,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,85,38,47,5,76,4,2020-09-01 06:50:21,3,0
8,"19","Kauno m.","2","Kauno apskr.",NA,347,193,154,207,132,7,2020-09-01 06:50:22,64,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,29,18,11,1,27,1,2020-09-01 06:50:24,1,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-09-01 06:50:25,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,15,8,7,0,14,1,2020-09-01 06:50:26,0,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-09-01 06:50:27,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,12,5,7,2,10,0,2020-09-01 06:50:28,2,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,12,7,5,1,10,1,2020-09-01 06:50:30,0,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,73,34,39,7,62,4,2020-09-01 06:50:31,4,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,9,4,5,1,8,0,2020-09-01 06:50:32,1,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,7,3,4,2,5,0,2020-09-01 06:50:33,2,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,40,9,31,31,9,0,2020-09-01 06:50:34,27,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,8,6,2,0,8,0,2020-09-01 06:50:35,0,0
