"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,22,10,12,0,22,290102,148908,141194,6.7,8.5,7.6
2,"10-19",NA,49,24,25,0,49,263568,134947,128621,17.8,19.4,18.6
3,"20-29",NA,227,111,116,0,227,339736,177466,162270,62.5,71.5,66.8
4,"30-39",NA,222,117,105,0,222,359239,188972,170267,61.9,61.7,61.8
5,"40-49",NA,296,123,173,0,296,369722,183873,185849,66.9,93.1,80.1
6,"50-59",NA,400,141,259,0,400,419039,196469,222570,71.8,116.4,95.5
7,"60-69",NA,266,112,154,0,266,351248,147788,203460,75.8,75.7,75.7
8,"70-79",NA,139,64,75,0,139,236890,81674,155216,78.4,48.3,58.7
9,"Virš 80",NA,163,48,115,0,163,164546,44257,120289,108.5,95.6,99.1
