"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
87681,NA,"Utenos r.",NA,NA,NA,NA,8,4,4,0,8,0,2020-08-29 06:50:08,0,0,8,21.5,37179,0,0,0,16.3,0
87682,NA,"Kaišiadorių r.",NA,NA,NA,NA,8,4,4,4,4,0,2020-08-29 06:50:09,0,0,8,27.1,29526,13.5,4,13.5,16.3,0
87683,NA,"Vilkaviškio r.",NA,NA,NA,NA,8,4,4,0,7,1,2020-08-29 06:50:10,0,0,8,23.1,34660,0,0,0,16.3,0
87684,NA,"Prienų r.",NA,NA,NA,NA,24,8,16,10,13,1,2020-08-29 06:50:11,0,0,24,93,25802,38.8,2,7.8,16.3,0
87685,NA,"Jonavos r.",NA,NA,NA,NA,20,7,13,6,14,0,2020-08-29 06:50:12,0,0,20,48.6,41163,14.6,1,2.4,16.3,0
87686,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-08-29 06:50:13,0,0,6,82.7,7258,0,0,0,16.3,0
87687,NA,"Marijampolės",NA,NA,NA,NA,85,38,47,5,76,4,2020-08-29 06:50:14,0,0,85,158.1,53772,9.3,3,5.6,16.3,0
87688,NA,"Kauno m.",NA,NA,NA,NA,340,191,149,200,132,7,2020-08-29 06:50:15,0,0,340,117.5,289380,69.1,80,27.6,16.3,1
87689,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-08-29 06:50:16,0,0,28,56.1,49888,0,0,0,16.3,0
87690,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-08-29 06:50:17,0,0,1,5.2,19109,0,0,0,16.3,0
