"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,76,41,35,0,76,290102,148908,141194,27.5,24.8,26.2
2,"10-19",NA,169,98,71,0,169,263568,134947,128621,72.6,55.2,64.1
3,"20-29",NA,500,263,237,0,500,339736,177466,162270,148.2,146.1,147.2
4,"30-39",NA,511,279,232,0,511,359239,188972,170267,147.6,136.3,142.2
5,"40-49",NA,589,261,328,0,589,369722,183873,185849,141.9,176.5,159.3
6,"50-59",NA,640,259,381,0,640,419039,196469,222570,131.8,171.2,152.7
7,"60-69",NA,397,168,229,0,397,351248,147788,203460,113.7,112.6,113
8,"70-79",NA,164,67,97,0,164,236890,81674,155216,82,62.5,69.2
9,"Virš 80",NA,196,60,136,0,196,164546,44257,120289,135.6,113.1,119.1
