"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,59,27,32,0,59,290102,148908,141194,18.1,22.7,20.3
2,"10-19",NA,114,63,51,0,114,263568,134947,128621,46.7,39.7,43.3
3,"20-29",NA,405,208,197,0,405,339736,177466,162270,117.2,121.4,119.2
4,"30-39",NA,440,235,205,0,440,359239,188972,170267,124.4,120.4,122.5
5,"40-49",NA,500,228,272,0,500,369722,183873,185849,124,146.4,135.2
6,"50-59",NA,578,233,345,0,578,419039,196469,222570,118.6,155,137.9
7,"60-69",NA,369,160,209,0,369,351248,147788,203460,108.3,102.7,105.1
8,"70-79",NA,158,66,92,0,158,236890,81674,155216,80.8,59.3,66.7
9,"Virš 80",NA,187,58,129,0,187,164546,44257,120289,131.1,107.2,113.6
