"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
66301,NA,"Utenos r.",NA,NA,NA,NA,6,3,3,1,5,0,2020-06-18 06:52:13,0,0,6,16.1,37179,2.7,1,2.7,3.4,0
66302,NA,"Kaišiadorių r.",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-18 06:52:14,0,0,3,10.2,29526,0,0,0,3.4,0
66303,NA,"Vilkaviškio r.",NA,NA,NA,NA,7,4,3,0,6,1,2020-06-18 06:52:15,0,0,7,20.2,34660,0,0,0,3.4,0
66304,NA,"Prienų r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-06-18 06:52:16,0,0,5,19.4,25802,0,0,0,3.4,0
66881,NA,"Jonavos r.",NA,NA,NA,NA,13,3,10,4,9,0,2020-06-18 06:52:17,0,0,13,31.6,41163,9.7,4,9.7,3.4,0
66882,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-06-18 06:52:18,0,0,6,82.7,7258,0,0,0,3.4,0
66883,NA,"Marijampolės",NA,NA,NA,NA,75,31,44,0,71,4,2020-06-18 06:52:18,0,0,75,139.5,53772,0,0,0,3.4,0
66884,NA,"Kauno m.",NA,NA,NA,NA,104,51,53,9,91,3,2020-06-18 06:52:20,0,0,104,35.9,289380,3.1,2,0.7,3.4,1
66885,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-06-18 06:52:20,0,0,28,56.1,49888,0,0,0,3.4,0
66886,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-18 06:52:20,0,0,1,5.2,19109,0,0,0,3.4,0
66887,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-06-18 06:52:21,0,0,15,72.4,20726,0,0,0,3.4,0
66888,NA,"Kazlų Rūdos",NA,NA,NA,NA,3,0,3,1,2,0,2020-06-18 06:52:22,0,0,3,26.5,11337,8.8,0,0,3.4,0
66889,NA,"Biržų r.",NA,NA,NA,NA,10,5,5,0,10,0,2020-06-18 06:52:23,0,0,10,44,22718,0,0,0,3.4,0
66890,NA,"Šiaulių r.",NA,NA,NA,NA,11,6,5,0,10,1,2020-06-18 06:52:24,0,0,11,26.5,41442,0,0,0,3.4,0
66891,NA,"Klaipėdos r.",NA,NA,NA,NA,59,27,32,3,52,4,2020-06-18 06:52:25,0,0,59,98.1,60139,5,3,5,3.4,0
66892,NA,"Anykščių r.",NA,NA,NA,NA,6,2,4,0,6,0,2020-06-18 06:52:26,0,0,6,26,23034,0,0,0,3.4,0
66893,NA,"Akmenės r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-06-18 06:52:27,0,0,5,26.6,18764,0,0,0,3.4,0
66894,NA,"Molėtų r.",NA,NA,NA,NA,3,1,2,2,1,0,2020-06-18 06:52:28,0,0,3,17.5,17153,11.7,0,0,3.4,0
66895,NA,"Radviliškio r.",NA,NA,NA,NA,5,4,1,2,3,0,2020-06-18 06:52:29,0,0,5,14.3,34995,5.7,2,5.7,3.4,0
66896,NA,"Rokiškio r.",NA,NA,NA,NA,3,0,3,0,3,0,2020-06-18 06:52:30,0,0,3,10.7,28070,0,0,0,3.4,0
66897,NA,"Šakių r.",NA,NA,NA,NA,4,2,2,0,3,1,2020-06-18 06:52:31,0,0,4,15,26698,0,0,0,3.4,0
66898,NA,"Panevėžio r.",NA,NA,NA,NA,8,5,3,0,7,1,2020-06-18 06:52:31,0,0,8,22.6,35324,0,0,0,3.4,0
66899,NA,"Trakų r.",NA,NA,NA,NA,5,5,0,0,5,0,2020-06-18 06:52:32,0,0,5,15.4,32546,0,0,0,3.4,0
66900,NA,"Kupiškio r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-18 06:52:32,0,0,1,6.1,16356,0,0,0,3.4,0
66901,NA,"Skuodo r.",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-18 06:52:33,0,0,3,18.7,16078,0,0,0,3.4,0
66902,NA,"Palangos m.",NA,NA,NA,NA,12,6,6,2,9,1,2020-06-18 06:52:34,0,0,12,74.8,16046,12.5,0,0,3.4,0
66903,NA,"Pagėgių",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-18 06:52:35,0,0,1,13.7,7288,0,0,0,3.4,0
66904,NA,"Šalčininkų r.",NA,NA,NA,NA,14,5,9,3,11,0,2020-06-18 06:52:35,0,0,14,45.9,30520,9.8,2,6.6,3.4,0
66905,NA,"Vilniaus r.",NA,NA,NA,NA,283,100,183,53,225,3,2020-06-18 06:52:36,0,0,283,282.6,100158,52.9,23,23,3.4,2
66906,NA,"Švenčionių r.",NA,NA,NA,NA,11,7,4,1,10,0,2020-06-18 06:52:37,0,0,11,48,22932,4.4,1,4.4,3.4,0
66907,NA,"Zarasų r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-18 06:52:38,0,0,1,6.7,14916,0,0,0,3.4,0
66908,NA,"Kėdainių r.",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-18 06:52:38,0,0,1,2.2,45285,0,0,0,3.4,0
66909,NA,"Ukmergės r.",NA,NA,NA,NA,88,28,60,1,78,9,2020-06-18 06:52:39,0,0,88,262.9,33471,3,1,3,3.4,0
66910,NA,"Kelmės r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-18 06:52:40,0,0,2,7.9,25382,0,0,0,3.4,0
66911,NA,"Širvintų r.",NA,NA,NA,NA,16,9,7,9,6,0,2020-06-18 06:52:41,0,0,16,106.1,15076,59.7,8,53.1,3.4,1
66912,NA,"Kalvarijos",NA,NA,NA,NA,5,2,3,0,4,0,2020-06-18 06:52:41,0,0,5,49.1,10190,0,0,0,3.4,1
66913,NA,"Kauno r.",NA,NA,NA,NA,21,14,7,0,21,0,2020-06-18 06:52:42,0,0,21,21.8,96441,0,0,0,3.4,0
66914,NA,"Šilutės r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-18 06:52:43,0,0,7,18.6,37637,0,0,0,3.4,0
66915,NA,"Tauragės r.",NA,NA,NA,NA,9,5,4,0,9,0,2020-06-18 06:52:43,0,0,9,23.8,37805,0,0,0,3.4,0
66916,NA,"Lazdijų r.",NA,NA,NA,NA,5,2,3,2,3,0,2020-06-18 06:52:44,0,0,5,27.3,18331,10.9,0,0,3.4,0
66917,NA,"Jurbarko r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-18 06:52:45,0,0,2,8.1,24822,0,0,0,3.4,0
66918,NA,"Elektrėnų",NA,NA,NA,NA,7,2,5,3,4,0,2020-06-18 06:52:45,0,0,7,29.2,23992,12.5,0,0,3.4,0
66919,NA,"Neringos",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-18 06:52:46,0,0,1,28.3,3530,0,0,0,3.4,0
66920,NA,"Mažeikių r.",NA,NA,NA,NA,7,4,3,1,5,1,2020-06-18 06:52:47,0,0,7,13.7,51067,2,0,0,3.4,0
66921,NA,"Ignalinos r.",NA,NA,NA,NA,5,1,4,0,5,0,2020-06-18 06:52:47,0,0,5,34.6,14433,0,0,0,3.4,0
66922,NA,"Telšių r.",NA,NA,NA,NA,11,6,5,1,8,2,2020-06-18 06:52:48,0,0,11,28,39317,2.5,1,2.5,3.4,0
66923,NA,"Plungės r.",NA,NA,NA,NA,8,5,3,1,7,0,2020-06-18 06:52:49,0,0,8,24.3,32987,3,0,0,3.4,0
66924,NA,"Kretingos r.",NA,NA,NA,NA,60,22,38,3,54,3,2020-06-18 06:52:49,0,0,60,160.3,37427,8,1,2.7,3.4,0
66925,NA,"Varėnos r.",NA,NA,NA,NA,1,1,0,0,0,1,2020-06-18 06:52:50,0,0,1,4.8,20840,0,0,0,3.4,0
66926,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-18 06:52:51,0,0,7,27,25887,0,0,0,3.4,0
66927,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-06-18 06:52:52,0,0,6,19.2,31225,0,0,0,3.4,0
66928,NA,"Vilniaus m.",NA,NA,NA,NA,483,211,272,125,333,20,2020-06-18 06:52:53,0,0,483,85.9,562030,22.2,44,7.8,3.4,5
66929,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-18 06:52:53,0,0,3,13.7,21887,0,0,0,3.4,0
66930,NA,"Klaipėdos m.",NA,NA,NA,NA,277,93,184,19,242,16,2020-06-18 06:52:54,0,0,277,185.7,149157,12.7,1,0.7,3.4,0
66931,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-18 06:52:55,0,0,3,16.4,18250,0,0,0,3.4,0
66932,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-18 06:52:56,0,0,4,17.5,22816,4.4,0,0,3.4,0
66933,NA,"Panevėžio m.",NA,NA,NA,NA,22,13,9,1,20,1,2020-06-18 06:52:56,0,0,22,25.6,85878,1.2,1,1.2,3.4,0
66934,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-06-18 06:52:57,0,0,14,13.8,101514,1,0,0,3.4,0
