"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,19,9,10,0,19,290102,148908,141194,6,7.1,6.5
2,"10-19",NA,42,20,22,0,42,263568,134947,128621,14.8,17.1,15.9
3,"20-29",NA,214,105,109,0,214,339736,177466,162270,59.2,67.2,63
4,"30-39",NA,206,108,98,0,206,359239,188972,170267,57.2,57.6,57.3
5,"40-49",NA,267,109,158,0,267,369722,183873,185849,59.3,85,72.2
6,"50-59",NA,371,126,245,0,371,419039,196469,222570,64.1,110.1,88.5
7,"60-69",NA,246,103,143,0,246,351248,147788,203460,69.7,70.3,70
8,"70-79",NA,136,63,73,0,136,236890,81674,155216,77.1,47,57.4
9,"Virš 80",NA,161,47,114,0,161,164546,44257,120289,106.2,94.8,97.8
