"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,60,29,31,0,60,290102,148908,141194,19.5,22,20.7
2,"10-19",NA,122,67,55,0,122,263568,134947,128621,49.6,42.8,46.3
3,"20-29",NA,416,211,205,0,416,339736,177466,162270,118.9,126.3,122.4
4,"30-39",NA,448,238,210,0,448,359239,188972,170267,125.9,123.3,124.7
5,"40-49",NA,516,235,281,0,516,369722,183873,185849,127.8,151.2,139.6
6,"50-59",NA,585,234,351,0,585,419039,196469,222570,119.1,157.7,139.6
7,"60-69",NA,376,162,214,0,376,351248,147788,203460,109.6,105.2,107
8,"70-79",NA,161,67,94,0,161,236890,81674,155216,82,60.6,68
9,"Virš 80",NA,191,58,131,2,189,164546,44257,120289,131.1,108.9,116.1
