"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,8,4,4,0,8,0,2020-08-20 06:50:08,0,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,8,4,4,5,3,0,2020-08-20 06:50:09,5,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,8,4,4,0,7,1,2020-08-20 06:50:10,0,0
4,"69","Prienų r.","2","Kauno apskr.",NA,23,8,15,17,5,1,2020-08-20 06:50:10,10,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,20,7,13,7,13,0,2020-08-20 06:50:11,4,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-08-20 06:50:12,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,82,36,46,3,75,4,2020-08-20 06:50:13,0,0
8,"19","Kauno m.","2","Kauno apskr.",NA,292,165,127,182,106,3,2020-08-20 06:50:14,107,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,28,17,11,0,27,1,2020-08-20 06:50:15,0,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-08-20 06:50:16,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,15,8,7,0,14,1,2020-08-20 06:50:16,0,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,4,1,3,1,3,0,2020-08-20 06:50:17,1,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,10,5,5,0,10,0,2020-08-20 06:50:18,0,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,12,7,5,1,10,1,2020-08-20 06:50:19,0,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,70,33,37,11,55,4,2020-08-20 06:50:20,4,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,8,3,5,0,8,0,2020-08-20 06:50:21,0,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,7,3,4,2,5,0,2020-08-20 06:50:21,2,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,13,5,8,8,5,0,2020-08-20 06:50:22,2,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,8,6,2,1,7,0,2020-08-20 06:50:23,0,0
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,5,1,4,0,5,0,2020-08-20 06:50:24,0,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,10,5,5,2,7,1,2020-08-20 06:50:25,2,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,15,8,7,6,8,1,2020-08-20 06:50:25,3,0
25,"79","Trakų r.","10","Vilniaus apskr.",NA,23,12,11,16,7,0,2020-08-20 06:50:26,8,0
27,"57","Kupiškio r.","5","Panevėžio apskr.",NA,6,3,3,3,3,0,2020-08-20 06:50:27,3,0
28,"75","Skuodo r.","3","Klaipėdos apskr.",NA,3,1,2,0,3,0,2020-08-20 06:50:28,0,0
31,"25","Palangos m.","3","Klaipėdos apskr.",NA,12,6,6,1,10,1,2020-08-20 06:50:28,0,0
32,"63","Pagėgių","7","Tauragės apskr.",NA,1,0,1,0,1,0,2020-08-20 06:50:29,0,0
33,"85","Šalčininkų r.","10","Vilniaus apskr.",NA,28,9,19,5,23,0,2020-08-20 06:50:30,2,0
34,"41","Vilniaus r.","10","Vilniaus apskr.",NA,320,122,198,39,274,3,2020-08-20 06:50:31,10,4
35,"86","Švenčionių r.","10","Vilniaus apskr.",NA,11,7,4,0,11,0,2020-08-20 06:50:32,0,0
36,"43","Zarasų r.","9","Utenos apskr.",NA,3,3,0,1,2,0,2020-08-20 06:50:33,1,0
37,"53","Kėdainių r.","2","Kauno apskr.",NA,12,5,7,2,10,0,2020-08-20 06:50:34,1,0
38,"81","Ukmergės r.","10","Vilniaus apskr.",NA,91,29,62,2,79,9,2020-08-20 06:50:34,2,1
39,"54","Kelmės r.","6","Šiaulių apskr.",NA,3,2,1,1,2,0,2020-08-20 06:50:35,0,0
40,"89","Širvintų r.","10","Vilniaus apskr.",NA,20,11,9,0,19,0,2020-08-20 06:50:36,0,1
41,"48","Kalvarijos","4","Marijampolės apskr.",NA,5,2,3,0,4,0,2020-08-20 06:50:37,0,1
42,"52","Kauno r.","2","Kauno apskr.",NA,76,38,38,54,22,0,2020-08-20 06:50:38,41,0
44,"88","Šilutės r.","3","Klaipėdos apskr.",NA,10,7,3,3,7,0,2020-08-20 06:50:38,2,0
45,"77","Tauragės r.","7","Tauragės apskr.",NA,17,10,7,6,11,0,2020-08-20 06:50:39,6,0
46,"59","Lazdijų r.","1","Alytaus apskr.",NA,6,3,3,0,6,0,2020-08-20 06:50:40,0,0
47,"94","Jurbarko r.","7","Tauragės apskr.",NA,3,1,2,1,2,0,2020-08-20 06:50:41,0,0
48,"42","Elektrėnų","10","Vilniaus apskr.",NA,10,3,7,5,5,0,2020-08-20 06:50:42,1,0
49,"23","Neringos","3","Klaipėdos apskr.",NA,1,1,0,0,1,0,2020-08-20 06:50:42,0,0
50,"61","Mažeikių r.","8","Telšių apskr.",NA,10,5,5,3,6,1,2020-08-20 06:50:43,2,0
51,"45","Ignalinos r.","9","Utenos apskr.",NA,24,11,13,15,9,0,2020-08-20 06:50:44,4,0
52,"78","Telšių r.","8","Telšių apskr.",NA,11,6,5,0,9,2,2020-08-20 06:50:45,0,0
53,"68","Plungės r.","8","Telšių apskr.",NA,8,5,3,0,8,0,2020-08-20 06:50:46,0,0
54,"56","Kretingos r.","3","Klaipėdos apskr.",NA,64,24,40,2,58,4,2020-08-20 06:50:46,1,0
55,"38","Varėnos r.","1","Alytaus apskr.",NA,1,1,0,0,0,1,2020-08-20 06:50:47,0,0
56,"33","Alytaus r.","1","Alytaus apskr.",NA,7,4,3,0,7,0,2020-08-20 06:50:48,0,0
57,"72","Raseinių r.","2","Kauno apskr.",NA,7,1,6,1,5,1,2020-08-20 06:50:49,0,0
59,"13","Vilniaus m.","10","Vilniaus apskr.",NA,654,298,355,200,426,22,2020-08-20 06:50:50,83,5
60,"87","Šilalės r.","7","Tauragės apskr.",NA,3,2,1,0,3,0,2020-08-20 06:50:51,0,0
26,"21","Klaipėdos m.","3","Klaipėdos apskr.",NA,315,116,199,37,260,18,2020-08-20 06:50:52,28,0
