"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,60,29,31,0,60,290102,148908,141194,19.5,22,20.7
2,"10-19",NA,115,63,52,0,115,263568,134947,128621,46.7,40.4,43.6
3,"20-29",NA,412,208,204,0,412,339736,177466,162270,117.2,125.7,121.3
4,"30-39",NA,442,236,206,0,442,359239,188972,170267,124.9,121,123
5,"40-49",NA,511,234,277,0,511,369722,183873,185849,127.3,149,138.2
6,"50-59",NA,580,233,347,0,580,419039,196469,222570,118.6,155.9,138.4
7,"60-69",NA,371,161,210,0,371,351248,147788,203460,108.9,103.2,105.6
8,"70-79",NA,159,66,93,0,159,236890,81674,155216,80.8,59.9,67.1
9,"Virš 80",NA,191,58,130,3,188,164546,44257,120289,131.1,108.1,116.1
