"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,23,11,12,0,23,290102,148908,141194,7.4,8.5,7.9
2,"10-19",NA,51,25,26,0,51,263568,134947,128621,18.5,20.2,19.3
3,"20-29",NA,231,112,119,0,231,339736,177466,162270,63.1,73.3,68
4,"30-39",NA,230,121,109,0,230,359239,188972,170267,64,64,64
5,"40-49",NA,300,126,174,0,300,369722,183873,185849,68.5,93.6,81.1
6,"50-59",NA,409,146,263,0,409,419039,196469,222570,74.3,118.2,97.6
7,"60-69",NA,268,113,155,0,268,351248,147788,203460,76.5,76.2,76.3
8,"70-79",NA,141,65,76,0,141,236890,81674,155216,79.6,49,59.5
9,"Virš 80",NA,163,48,115,0,163,164546,44257,120289,108.5,95.6,99.1
