"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
61811,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-06-03 08:52:51,0,0,6,19.2,31225,0,0,0,3.6
61812,NA,"Vilniaus m.",NA,NA,NA,NA,437,188,249,142,273,17,2020-06-03 08:52:52,0,0,437,77.8,562030,25.3,47,8.4,3.6
61813,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-03 08:52:53,0,0,3,13.7,21887,0,0,0,3.6
61814,NA,"Klaipėdos m.",NA,NA,NA,NA,274,90,184,46,212,16,2020-06-03 08:52:54,0,0,274,183.7,149157,30.8,4,2.7,3.6
61815,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-03 08:52:54,0,0,3,16.4,18250,0,0,0,3.6
61816,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-03 08:52:55,0,0,4,17.5,22816,4.4,0,0,3.6
61817,NA,"Panevėžio m.",NA,NA,NA,NA,21,13,8,0,20,1,2020-06-03 08:52:56,0,0,21,24.5,85878,0,0,0,3.6
61818,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-06-03 08:52:56,0,0,14,13.8,101514,1,1,1,3.6
61819,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-03 08:52:57,0,0,0,0,4069,0,0,0,3.6
61820,NA,"Pakruojo r.",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-03 08:52:57,0,0,0,0,18606,0,0,0,3.6
61,NA,"Kita",NA,NA,NA,NA,1,1,0,1,0,0,2020-06-03 08:54:58,0,0,1,0,0,0,1,0,3.6
