"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,25,11,14,0,25,290102,148908,141194,7.4,9.9,8.6
2,"10-19",NA,51,25,26,0,51,263568,134947,128621,18.5,20.2,19.3
3,"20-29",NA,240,118,122,0,240,339736,177466,162270,66.5,75.2,70.6
4,"30-39",NA,249,138,111,0,249,359239,188972,170267,73,65.2,69.3
5,"40-49",NA,318,138,180,0,318,369722,183873,185849,75.1,96.9,86
6,"50-59",NA,425,154,271,0,425,419039,196469,222570,78.4,121.8,101.4
7,"60-69",NA,280,119,161,0,280,351248,147788,203460,80.5,79.1,79.7
8,"70-79",NA,148,67,81,0,148,236890,81674,155216,82,52.2,62.5
9,"Virš 80",NA,166,49,117,0,166,164546,44257,120289,110.7,97.3,100.9
