"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,66,33,33,0,66,290102,148908,141194,22.2,23.4,22.8
2,"10-19",NA,155,89,66,0,155,263568,134947,128621,66,51.3,58.8
3,"20-29",NA,458,241,217,0,458,339736,177466,162270,135.8,133.7,134.8
4,"30-39",NA,469,251,218,0,469,359239,188972,170267,132.8,128,130.6
5,"40-49",NA,549,249,300,0,549,369722,183873,185849,135.4,161.4,148.5
6,"50-59",NA,602,243,359,0,602,419039,196469,222570,123.7,161.3,143.7
7,"60-69",NA,385,164,221,0,385,351248,147788,203460,111,108.6,109.6
8,"70-79",NA,163,67,96,0,163,236890,81674,155216,82,61.8,68.8
9,"Virš 80",NA,192,59,133,0,192,164546,44257,120289,133.3,110.6,116.7
