"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,28,13,15,0,28,290102,148908,141194,8.7,10.6,9.7
2,"10-19",NA,52,25,27,0,52,263568,134947,128621,18.5,21,19.7
3,"20-29",NA,244,121,123,0,244,339736,177466,162270,68.2,75.8,71.8
4,"30-39",NA,264,148,116,0,264,359239,188972,170267,78.3,68.1,73.5
5,"40-49",NA,326,140,186,0,326,369722,183873,185849,76.1,100.1,88.2
6,"50-59",NA,438,161,277,0,438,419039,196469,222570,81.9,124.5,104.5
7,"60-69",NA,290,121,169,0,290,351248,147788,203460,81.9,83.1,82.6
8,"70-79",NA,150,68,82,0,150,236890,81674,155216,83.3,52.8,63.3
9,"Virš 80",NA,168,50,118,0,168,164546,44257,120289,113,98.1,102.1
