"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
90093,NA,"Utenos r.",NA,NA,NA,NA,9,4,5,1,8,0,2020-09-08 06:50:13,0,0,9,24.2,37179,2.7,1,2.7,15.6,0
90094,NA,"Kaišiadorių r.",NA,NA,NA,NA,9,4,5,5,4,0,2020-09-08 06:50:14,0,0,9,30.5,29526,16.9,1,3.4,15.6,0
90095,NA,"Vilkaviškio r.",NA,NA,NA,NA,8,4,4,0,7,1,2020-09-08 06:50:15,0,0,8,23.1,34660,0,0,0,15.6,0
90096,NA,"Prienų r.",NA,NA,NA,NA,28,10,18,7,20,1,2020-09-08 06:50:17,0,0,28,108.5,25802,27.1,4,15.5,15.6,0
90305,NA,"Jonavos r.",NA,NA,NA,NA,20,7,13,1,19,0,2020-09-08 06:50:18,0,0,20,48.6,41163,2.4,0,0,15.6,0
90306,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-09-08 06:50:19,0,0,6,82.7,7258,0,0,0,15.6,0
90307,NA,"Marijampolės",NA,NA,NA,NA,87,38,49,6,77,4,2020-09-08 06:50:21,0,0,87,161.8,53772,11.2,4,7.4,15.6,0
90308,NA,"Kauno m.",NA,NA,NA,NA,366,204,162,212,146,7,2020-09-08 06:50:22,0,0,366,126.5,289380,73.3,45,15.6,15.6,1
90309,NA,"Alytaus m.",NA,NA,NA,NA,30,19,11,2,27,1,2020-09-08 06:50:24,0,0,30,60.1,49888,4,2,4,15.6,0
90310,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-09-08 06:50:25,0,0,1,5.2,19109,0,0,0,15.6,0
90311,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-09-08 06:50:27,0,0,15,72.4,20726,0,0,0,15.6,0
90312,NA,"Kazlų Rūdos",NA,NA,NA,NA,3,0,3,0,3,0,2020-09-08 06:50:28,0,0,3,26.5,11337,0,0,0,15.6,0
90313,NA,"Biržų r.",NA,NA,NA,NA,12,5,7,2,10,0,2020-09-08 06:50:30,0,0,12,52.8,22718,8.8,2,8.8,15.6,0
