"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
73773,NA,"Utenos r.",NA,NA,NA,NA,8,4,4,2,6,0,2020-07-14 06:52:08,0,0,8,21.5,37179,5.4,2,5.4,2.1,0
73774,NA,"Kaišiadorių r.",NA,NA,NA,NA,3,1,2,0,3,0,2020-07-14 06:52:09,0,0,3,10.2,29526,0,0,0,2.1,0
73775,NA,"Vilkaviškio r.",NA,NA,NA,NA,7,4,3,0,6,1,2020-07-14 06:52:10,0,0,7,20.2,34660,0,0,0,2.1,0
73776,NA,"Prienų r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-07-14 06:52:10,0,0,5,19.4,25802,0,0,0,2.1,0
73921,NA,"Jonavos r.",NA,NA,NA,NA,14,4,10,1,13,0,2020-07-14 06:52:11,0,0,14,34,41163,2.4,1,2.4,2.1,0
73922,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-07-14 06:52:12,0,0,6,82.7,7258,0,0,0,2.1,0
73923,NA,"Marijampolės",NA,NA,NA,NA,80,34,45,3,72,4,2020-07-14 06:52:13,0,0,80,148.8,53772,5.6,4,7.4,2.1,0
73924,NA,"Kauno m.",NA,NA,NA,NA,109,56,53,6,99,3,2020-07-14 06:52:14,0,0,109,37.7,289380,2.1,5,1.7,2.1,1
73925,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-07-14 06:52:15,0,0,28,56.1,49888,0,0,0,2.1,0
73926,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-07-14 06:52:16,0,0,1,5.2,19109,0,0,0,2.1,0
73927,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-07-14 06:52:17,0,0,15,72.4,20726,0,0,0,2.1,0
73928,NA,"Kazlų Rūdos",NA,NA,NA,NA,3,0,3,0,3,0,2020-07-14 06:52:17,0,0,3,26.5,11337,0,0,0,2.1,0
73929,NA,"Biržų r.",NA,NA,NA,NA,10,5,5,0,10,0,2020-07-14 06:52:18,0,0,10,44,22718,0,0,0,2.1,0
73930,NA,"Šiaulių r.",NA,NA,NA,NA,11,6,5,0,10,1,2020-07-14 06:52:19,0,0,11,26.5,41442,0,0,0,2.1,0
