"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
61821,NA,"Utenos r.",NA,NA,NA,NA,5,2,3,1,4,0,2020-06-04 08:52:06,0,0,5,13.4,37179,2.7,1,2.7,3.3
61822,NA,"Kaišiadorių r.",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-04 08:52:06,0,0,3,10.2,29526,0,0,0,3.3
61823,NA,"Vilkaviškio r.",NA,NA,NA,NA,7,4,3,0,6,1,2020-06-04 08:52:07,0,0,7,20.2,34660,0,0,0,3.3
61824,NA,"Prienų r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-06-04 08:52:08,0,0,5,19.4,25802,0,0,0,3.3
62081,NA,"Jonavos r.",NA,NA,NA,NA,9,1,8,0,9,0,2020-06-04 08:52:08,0,0,9,21.9,41163,0,0,0,3.3
62082,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-06-04 08:52:09,0,0,6,82.7,7258,0,0,0,3.3
62083,NA,"Marijampolės",NA,NA,NA,NA,77,31,46,1,71,4,2020-06-04 08:52:10,0,0,77,143.2,53772,1.9,0,0,3.3
62084,NA,"Kauno m.",NA,NA,NA,NA,102,50,52,14,85,3,2020-06-04 08:52:11,0,0,102,35.2,289380,4.8,3,1,3.3
62085,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-06-04 08:52:11,0,0,28,56.1,49888,0,0,0,3.3
62086,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-04 08:52:11,0,0,1,5.2,19109,0,0,0,3.3
62087,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-06-04 08:52:12,0,0,15,72.4,20726,0,0,0,3.3
62088,NA,"Kazlų Rūdos",NA,NA,NA,NA,2,0,2,1,1,0,2020-06-04 08:52:13,0,0,2,17.6,11337,8.8,0,0,3.3
62089,NA,"Biržų r.",NA,NA,NA,NA,10,5,5,0,10,0,2020-06-04 08:52:13,0,0,10,44,22718,0,0,0,3.3
62090,NA,"Šiaulių r.",NA,NA,NA,NA,11,6,5,0,10,1,2020-06-04 08:52:14,0,0,11,26.5,41442,0,0,0,3.3
62091,NA,"Klaipėdos r.",NA,NA,NA,NA,56,25,31,2,51,3,2020-06-04 08:52:14,0,0,56,93.1,60139,3.3,1,1.7,3.3
62092,NA,"Anykščių r.",NA,NA,NA,NA,6,2,4,0,6,0,2020-06-04 08:52:15,0,0,6,26,23034,0,0,0,3.3
62093,NA,"Akmenės r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-06-04 08:52:16,0,0,5,26.6,18764,0,0,0,3.3
62094,NA,"Molėtų r.",NA,NA,NA,NA,3,1,2,2,1,0,2020-06-04 08:52:17,0,0,3,17.5,17153,11.7,0,0,3.3
62095,NA,"Radviliškio r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-04 08:52:17,0,0,3,8.6,34995,0,0,0,3.3
62096,NA,"Rokiškio r.",NA,NA,NA,NA,3,0,3,0,3,0,2020-06-04 08:52:18,0,0,3,10.7,28070,0,0,0,3.3
62097,NA,"Šakių r.",NA,NA,NA,NA,4,2,2,1,2,1,2020-06-04 08:52:19,0,0,4,15,26698,3.7,1,3.7,3.3
62098,NA,"Panevėžio r.",NA,NA,NA,NA,8,5,3,1,6,1,2020-06-04 08:52:19,0,0,8,22.6,35324,2.8,0,0,3.3
