"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
62099,NA,"Trakų r.",NA,NA,NA,NA,5,5,0,0,5,0,2020-06-04 08:52:20,0,0,5,15.4,32546,0,0,0,3.3
62100,NA,"Kupiškio r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-04 08:52:20,0,0,1,6.1,16356,0,0,0,3.3
62101,NA,"Skuodo r.",NA,NA,NA,NA,3,1,2,1,2,0,2020-06-04 08:52:21,0,0,3,18.7,16078,6.2,1,6.2,3.3
62102,NA,"Palangos m.",NA,NA,NA,NA,12,6,6,4,7,1,2020-06-04 08:52:21,0,0,12,74.8,16046,24.9,0,0,3.3
62103,NA,"Pagėgių",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-04 08:52:22,0,0,1,13.7,7288,0,0,0,3.3
62104,NA,"Šalčininkų r.",NA,NA,NA,NA,12,5,7,5,7,0,2020-06-04 08:52:23,0,0,12,39.3,30520,16.4,2,6.6,3.3
62105,NA,"Vilniaus r.",NA,NA,NA,NA,259,90,169,72,182,3,2020-06-04 08:52:23,0,0,259,258.6,100158,71.9,26,26,3.3
62106,NA,"Švenčionių r.",NA,NA,NA,NA,10,6,4,3,7,0,2020-06-04 08:52:24,0,0,10,43.6,22932,13.1,0,0,3.3
62107,NA,"Zarasų r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-04 08:52:25,0,0,1,6.7,14916,0,0,0,3.3
62108,NA,"Kėdainių r.",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-04 08:52:26,0,0,1,2.2,45285,0,0,0,3.3
62109,NA,"Ukmergės r.",NA,NA,NA,NA,87,27,60,5,73,9,2020-06-04 08:52:26,0,0,87,259.9,33471,14.9,1,3,3.3
62110,NA,"Kelmės r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-04 08:52:27,0,0,2,7.9,25382,0,0,0,3.3
62111,NA,"Širvintų r.",NA,NA,NA,NA,8,4,4,1,6,0,2020-06-04 08:52:28,0,0,8,53.1,15076,6.6,0,0,3.3
62112,NA,"Kalvarijos",NA,NA,NA,NA,4,2,2,1,3,0,2020-06-04 08:52:28,0,0,4,39.3,10190,9.8,0,0,3.3
62113,NA,"Kauno r.",NA,NA,NA,NA,21,14,7,0,21,0,2020-06-04 08:52:29,0,0,21,21.8,96441,0,0,0,3.3
62114,NA,"Šilutės r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-04 08:52:30,0,0,7,18.6,37637,0,0,0,3.3
62115,NA,"Tauragės r.",NA,NA,NA,NA,9,5,4,2,7,0,2020-06-04 08:52:30,0,0,9,23.8,37805,5.3,1,2.6,3.3
62116,NA,"Lazdijų r.",NA,NA,NA,NA,5,2,3,3,2,0,2020-06-04 08:52:31,0,0,5,27.3,18331,16.4,3,16.4,3.3
62117,NA,"Jurbarko r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-04 08:52:31,0,0,2,8.1,24822,0,0,0,3.3
62118,NA,"Elektrėnų",NA,NA,NA,NA,7,2,5,4,3,0,2020-06-04 08:52:32,0,0,7,29.2,23992,16.7,1,4.2,3.3
62119,NA,"Neringos",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-04 08:52:33,0,0,1,28.3,3530,0,0,0,3.3
62120,NA,"Mažeikių r.",NA,NA,NA,NA,7,4,3,1,5,1,2020-06-04 08:52:34,0,0,7,13.7,51067,2,0,0,3.3
62121,NA,"Ignalinos r.",NA,NA,NA,NA,5,1,4,2,3,0,2020-06-04 08:52:34,0,0,5,34.6,14433,13.9,2,13.9,3.3
62122,NA,"Telšių r.",NA,NA,NA,NA,10,5,5,0,8,2,2020-06-04 08:52:35,0,0,10,25.4,39317,0,0,0,3.3
62123,NA,"Plungės r.",NA,NA,NA,NA,8,5,3,1,7,0,2020-06-04 08:52:36,0,0,8,24.3,32987,3,1,3,3.3
62124,NA,"Kretingos r.",NA,NA,NA,NA,59,22,37,18,39,2,2020-06-04 08:52:36,0,0,59,157.6,37427,48.1,0,0,3.3
62125,NA,"Varėnos r.",NA,NA,NA,NA,1,1,0,0,0,1,2020-06-04 08:52:37,0,0,1,4.8,20840,0,0,0,3.3
62126,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-04 08:52:38,0,0,7,27,25887,0,0,0,3.3
62127,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-06-04 08:52:38,0,0,6,19.2,31225,0,0,0,3.3
62128,NA,"Vilniaus m.",NA,NA,NA,NA,439,189,250,140,277,17,2020-06-04 08:52:40,0,0,439,78.1,562030,24.9,42,7.5,3.3
62129,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-04 08:52:40,0,0,3,13.7,21887,0,0,0,3.3
62130,NA,"Klaipėdos m.",NA,NA,NA,NA,274,90,184,45,213,16,2020-06-04 08:52:41,0,0,274,183.7,149157,30.2,3,2,3.3
62131,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-04 08:52:42,0,0,3,16.4,18250,0,0,0,3.3
62132,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-04 08:52:43,0,0,4,17.5,22816,4.4,0,0,3.3
62133,NA,"Panevėžio m.",NA,NA,NA,NA,21,13,8,0,20,1,2020-06-04 08:52:43,0,0,21,24.5,85878,0,0,0,3.3
62134,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-06-04 08:52:44,0,0,14,13.8,101514,1,1,1,3.3
62135,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-04 08:52:44,0,0,0,0,4069,0,0,0,3.3
62136,NA,"Pakruojo r.",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-04 08:52:44,0,0,0,0,18606,0,0,0,3.3
61,NA,"Kita",NA,NA,NA,NA,1,1,0,1,0,0,2020-06-04 08:54:38,0,0,1,NA,0,NA,1,NA,3.3
