"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
65601,NA,"Utenos r.",NA,NA,NA,NA,6,3,3,1,5,0,2020-06-16 06:52:08,0,0,6,16.1,37179,2.7,1,2.7,3.4
65602,NA,"Kaišiadorių r.",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-16 06:52:09,0,0,3,10.2,29526,0,0,0,3.4
65603,NA,"Vilkaviškio r.",NA,NA,NA,NA,7,4,3,0,6,1,2020-06-16 06:52:10,0,0,7,20.2,34660,0,0,0,3.4
65604,NA,"Prienų r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-06-16 06:52:10,0,0,5,19.4,25802,0,0,0,3.4
65605,NA,"Jonavos r.",NA,NA,NA,NA,13,3,10,4,9,0,2020-06-16 06:52:11,0,0,13,31.6,41163,9.7,4,9.7,3.4
65606,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-06-16 06:52:12,0,0,6,82.7,7258,0,0,0,3.4
65607,NA,"Marijampolės",NA,NA,NA,NA,75,31,44,0,71,4,2020-06-16 06:52:12,0,0,75,139.5,53772,0,0,0,3.4
65608,NA,"Kauno m.",NA,NA,NA,NA,104,51,53,10,90,3,2020-06-16 06:52:13,0,0,104,35.9,289380,3.5,2,0.7,3.4
65609,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-06-16 06:52:14,0,0,28,56.1,49888,0,0,0,3.4
65610,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-16 06:52:14,0,0,1,5.2,19109,0,0,0,3.4
65611,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-06-16 06:52:15,0,0,15,72.4,20726,0,0,0,3.4
65612,NA,"Kazlų Rūdos",NA,NA,NA,NA,3,0,3,1,2,0,2020-06-16 06:52:16,0,0,3,26.5,11337,8.8,0,0,3.4
65613,NA,"Biržų r.",NA,NA,NA,NA,10,5,5,0,10,0,2020-06-16 06:52:16,0,0,10,44,22718,0,0,0,3.4
65614,NA,"Šiaulių r.",NA,NA,NA,NA,11,6,5,0,10,1,2020-06-16 06:52:17,0,0,11,26.5,41442,0,0,0,3.4
65615,NA,"Klaipėdos r.",NA,NA,NA,NA,59,27,32,3,52,4,2020-06-16 06:52:18,0,0,59,98.1,60139,5,3,5,3.4
65616,NA,"Anykščių r.",NA,NA,NA,NA,6,2,4,0,6,0,2020-06-16 06:52:19,0,0,6,26,23034,0,0,0,3.4
65617,NA,"Akmenės r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-06-16 06:52:19,0,0,5,26.6,18764,0,0,0,3.4
65618,NA,"Molėtų r.",NA,NA,NA,NA,3,1,2,2,1,0,2020-06-16 06:52:20,0,0,3,17.5,17153,11.7,0,0,3.4
65619,NA,"Radviliškio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-16 06:52:21,0,0,4,11.4,34995,2.9,1,2.9,3.4
65620,NA,"Rokiškio r.",NA,NA,NA,NA,3,0,3,0,3,0,2020-06-16 06:52:22,0,0,3,10.7,28070,0,0,0,3.4
65621,NA,"Šakių r.",NA,NA,NA,NA,4,2,2,1,2,1,2020-06-16 06:52:23,0,0,4,15,26698,3.7,1,3.7,3.4
65622,NA,"Panevėžio r.",NA,NA,NA,NA,8,5,3,0,7,1,2020-06-16 06:52:24,0,0,8,22.6,35324,0,0,0,3.4
65623,NA,"Trakų r.",NA,NA,NA,NA,5,5,0,0,5,0,2020-06-16 06:52:25,0,0,5,15.4,32546,0,0,0,3.4
65624,NA,"Kupiškio r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-16 06:52:25,0,0,1,6.1,16356,0,0,0,3.4
65625,NA,"Skuodo r.",NA,NA,NA,NA,3,1,2,1,2,0,2020-06-16 06:52:26,0,0,3,18.7,16078,6.2,0,0,3.4
65626,NA,"Palangos m.",NA,NA,NA,NA,12,6,6,2,9,1,2020-06-16 06:52:26,0,0,12,74.8,16046,12.5,0,0,3.4
65627,NA,"Pagėgių",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-16 06:52:27,0,0,1,13.7,7288,0,0,0,3.4
65628,NA,"Šalčininkų r.",NA,NA,NA,NA,13,5,8,2,11,0,2020-06-16 06:52:28,0,0,13,42.6,30520,6.6,1,3.3,3.4
65629,NA,"Vilniaus r.",NA,NA,NA,NA,282,99,183,52,225,3,2020-06-16 06:52:29,0,0,282,281.6,100158,51.9,23,23,3.4
65630,NA,"Švenčionių r.",NA,NA,NA,NA,11,7,4,1,10,0,2020-06-16 06:52:30,0,0,11,48,22932,4.4,1,4.4,3.4
65631,NA,"Zarasų r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-16 06:52:31,0,0,1,6.7,14916,0,0,0,3.4
65632,NA,"Kėdainių r.",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-16 06:52:31,0,0,1,2.2,45285,0,0,0,3.4
65633,NA,"Ukmergės r.",NA,NA,NA,NA,88,28,60,2,77,9,2020-06-16 06:52:32,0,0,88,262.9,33471,6,1,3,3.4
65634,NA,"Kelmės r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-16 06:52:33,0,0,2,7.9,25382,0,0,0,3.4
65635,NA,"Širvintų r.",NA,NA,NA,NA,16,9,7,9,6,0,2020-06-16 06:52:34,0,0,16,106.1,15076,59.7,8,53.1,3.4
65636,NA,"Kalvarijos",NA,NA,NA,NA,5,2,3,0,4,0,2020-06-16 06:52:34,0,0,5,49.1,10190,0,0,0,3.4
65637,NA,"Kauno r.",NA,NA,NA,NA,21,14,7,0,21,0,2020-06-16 06:52:35,0,0,21,21.8,96441,0,0,0,3.4
65638,NA,"Šilutės r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-16 06:52:36,0,0,7,18.6,37637,0,0,0,3.4
65639,NA,"Tauragės r.",NA,NA,NA,NA,9,5,4,0,9,0,2020-06-16 06:52:37,0,0,9,23.8,37805,0,0,0,3.4
65640,NA,"Lazdijų r.",NA,NA,NA,NA,5,2,3,2,3,0,2020-06-16 06:52:38,0,0,5,27.3,18331,10.9,0,0,3.4
65641,NA,"Jurbarko r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-16 06:52:38,0,0,2,8.1,24822,0,0,0,3.4
65642,NA,"Elektrėnų",NA,NA,NA,NA,7,2,5,3,4,0,2020-06-16 06:52:39,0,0,7,29.2,23992,12.5,0,0,3.4
65643,NA,"Neringos",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-16 06:52:40,0,0,1,28.3,3530,0,0,0,3.4
65644,NA,"Mažeikių r.",NA,NA,NA,NA,7,4,3,1,5,1,2020-06-16 06:52:41,0,0,7,13.7,51067,2,0,0,3.4
65645,NA,"Ignalinos r.",NA,NA,NA,NA,5,1,4,2,3,0,2020-06-16 06:52:42,0,0,5,34.6,14433,13.9,0,0,3.4
65646,NA,"Telšių r.",NA,NA,NA,NA,11,6,5,1,8,2,2020-06-16 06:52:42,0,0,11,28,39317,2.5,1,2.5,3.4
65647,NA,"Plungės r.",NA,NA,NA,NA,8,5,3,1,7,0,2020-06-16 06:52:43,0,0,8,24.3,32987,3,0,0,3.4
65648,NA,"Kretingos r.",NA,NA,NA,NA,60,22,38,3,54,3,2020-06-16 06:52:44,0,0,60,160.3,37427,8,1,2.7,3.4
65649,NA,"Varėnos r.",NA,NA,NA,NA,1,1,0,0,0,1,2020-06-16 06:52:44,0,0,1,4.8,20840,0,0,0,3.4
65650,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-16 06:52:45,0,0,7,27,25887,0,0,0,3.4
65651,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-06-16 06:52:46,0,0,6,19.2,31225,0,0,0,3.4
65652,NA,"Vilniaus m.",NA,NA,NA,NA,478,208,270,120,333,20,2020-06-16 06:52:47,0,0,478,85,562030,21.4,42,7.5,3.4
65653,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-16 06:52:47,0,0,3,13.7,21887,0,0,0,3.4
65654,NA,"Klaipėdos m.",NA,NA,NA,NA,277,93,184,21,240,16,2020-06-16 06:52:48,0,0,277,185.7,149157,14.1,4,2.7,3.4
65655,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-16 06:52:49,0,0,3,16.4,18250,0,0,0,3.4
65656,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-16 06:52:50,0,0,4,17.5,22816,4.4,0,0,3.4
65657,NA,"Panevėžio m.",NA,NA,NA,NA,22,13,9,1,20,1,2020-06-16 06:52:50,0,0,22,25.6,85878,1.2,1,1.2,3.4
65658,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-06-16 06:52:51,0,0,14,13.8,101514,1,0,0,3.4
65659,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-16 06:52:51,0,0,0,0,4069,0,0,0,3.4
65660,NA,"Pakruojo r.",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-16 06:52:51,0,0,0,0,18606,0,0,0,3.4
61,NA,"Kita",NA,NA,NA,NA,0,9,5,1,12,1,2020-06-16 06:55:01,0,0,0,0,0,0,0,0,3.4
