"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
79101,NA,"Utenos r.",NA,NA,NA,NA,8,4,4,0,8,0,2020-07-31 08:20:46,0,0,8,21.5,37179,0,0,0,5.7,0
79102,NA,"Kaišiadorių r.",NA,NA,NA,NA,3,1,2,0,3,0,2020-07-31 08:20:47,0,0,3,10.2,29526,0,0,0,5.7,0
79103,NA,"Vilkaviškio r.",NA,NA,NA,NA,8,4,4,1,6,1,2020-07-31 08:20:47,0,0,8,23.1,34660,2.9,1,2.9,5.7,0
79104,NA,"Prienų r.",NA,NA,NA,NA,7,3,4,2,5,0,2020-07-31 08:20:48,0,0,7,27.1,25802,7.8,2,7.8,5.7,0
79105,NA,"Jonavos r.",NA,NA,NA,NA,15,4,11,2,13,0,2020-07-31 08:20:49,0,0,15,36.4,41163,4.9,1,2.4,5.7,0
79106,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-07-31 08:20:50,0,0,6,82.7,7258,0,0,0,5.7,0
79107,NA,"Marijampolės",NA,NA,NA,NA,82,36,46,5,73,4,2020-07-31 08:20:50,0,0,82,152.5,53772,9.3,3,5.6,5.7,0
79108,NA,"Kauno m.",NA,NA,NA,NA,162,96,66,56,102,3,2020-07-31 08:20:52,0,0,162,56,289380,19.4,35,12.1,5.7,1
79109,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-07-31 08:20:53,0,0,28,56.1,49888,0,0,0,5.7,0
79110,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-07-31 08:20:53,0,0,1,5.2,19109,0,0,0,5.7,0
