"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
86781,NA,"Utenos r.",NA,NA,NA,NA,8,4,4,0,8,0,2020-08-27 06:50:09,0,0,8,21.5,37179,0,0,0,15.5,0
86782,NA,"Kaišiadorių r.",NA,NA,NA,NA,8,4,4,4,4,0,2020-08-27 06:50:10,0,0,8,27.1,29526,13.5,4,13.5,15.5,0
86783,NA,"Vilkaviškio r.",NA,NA,NA,NA,8,4,4,0,7,1,2020-08-27 06:50:10,0,0,8,23.1,34660,0,0,0,15.5,0
86784,NA,"Prienų r.",NA,NA,NA,NA,24,8,16,11,12,1,2020-08-27 06:50:11,0,0,24,93,25802,42.6,4,15.5,15.5,0
87041,NA,"Jonavos r.",NA,NA,NA,NA,20,7,13,7,13,0,2020-08-27 06:50:12,0,0,20,48.6,41163,17,2,4.9,15.5,0
87042,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-08-27 06:50:13,0,0,6,82.7,7258,0,0,0,15.5,0
87043,NA,"Marijampolės",NA,NA,NA,NA,85,38,47,5,76,4,2020-08-27 06:50:14,0,0,85,158.1,53772,9.3,3,5.6,15.5,0
87044,NA,"Kauno m.",NA,NA,NA,NA,330,185,145,206,117,6,2020-08-27 06:50:16,0,0,330,114,289380,71.2,83,28.7,15.5,1
87045,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-08-27 06:50:16,0,0,28,56.1,49888,0,0,0,15.5,0
87046,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-08-27 06:50:17,0,0,1,5.2,19109,0,0,0,15.5,0
87047,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-08-27 06:50:18,0,0,15,72.4,20726,0,0,0,15.5,0
87048,NA,"Kazlų Rūdos",NA,NA,NA,NA,3,0,3,0,3,0,2020-08-27 06:50:19,0,0,3,26.5,11337,0,0,0,15.5,0
87049,NA,"Biržų r.",NA,NA,NA,NA,11,5,6,1,10,0,2020-08-27 06:50:20,0,0,11,48.4,22718,4.4,1,4.4,15.5,0
87050,NA,"Šiaulių r.",NA,NA,NA,NA,12,7,5,1,10,1,2020-08-27 06:50:21,0,0,12,29,41442,2.4,0,0,15.5,0
87051,NA,"Klaipėdos r.",NA,NA,NA,NA,71,33,38,8,59,4,2020-08-27 06:50:22,0,0,71,118.1,60139,13.3,3,5,15.5,0
87052,NA,"Anykščių r.",NA,NA,NA,NA,8,3,5,0,8,0,2020-08-27 06:50:23,0,0,8,34.7,23034,0,0,0,15.5,0
87053,NA,"Akmenės r.",NA,NA,NA,NA,7,3,4,2,5,0,2020-08-27 06:50:24,0,0,7,37.3,18764,10.7,2,10.7,15.5,0
87054,NA,"Molėtų r.",NA,NA,NA,NA,25,6,19,18,7,0,2020-08-27 06:50:24,0,0,25,145.7,17153,104.9,14,81.6,15.5,0
87055,NA,"Radviliškio r.",NA,NA,NA,NA,8,6,2,0,8,0,2020-08-27 06:50:25,0,0,8,22.9,34995,0,0,0,15.5,0
87056,NA,"Rokiškio r.",NA,NA,NA,NA,6,1,5,1,5,0,2020-08-27 06:50:26,0,0,6,21.4,28070,3.6,1,3.6,15.5,0
87057,NA,"Šakių r.",NA,NA,NA,NA,11,5,6,3,7,1,2020-08-27 06:50:27,0,0,11,41.2,26698,11.2,3,11.2,15.5,0
87058,NA,"Panevėžio r.",NA,NA,NA,NA,15,8,7,4,10,1,2020-08-27 06:50:28,0,0,15,42.5,35324,11.3,3,8.5,15.5,0
87059,NA,"Trakų r.",NA,NA,NA,NA,28,13,15,18,10,0,2020-08-27 06:50:29,0,0,28,86,32546,55.3,11,33.8,15.5,0
87060,NA,"Kupiškio r.",NA,NA,NA,NA,8,4,4,5,3,0,2020-08-27 06:50:30,0,0,8,48.9,16356,30.6,5,30.6,15.5,0
87061,NA,"Skuodo r.",NA,NA,NA,NA,6,1,5,3,3,0,2020-08-27 06:50:31,0,0,6,37.3,16078,18.7,3,18.7,15.5,0
87062,NA,"Palangos m.",NA,NA,NA,NA,12,6,6,1,10,1,2020-08-27 06:50:32,0,0,12,74.8,16046,6.2,0,0,15.5,0
87063,NA,"Pagėgių",NA,NA,NA,NA,1,0,1,0,1,0,2020-08-27 06:50:32,0,0,1,13.7,7288,0,0,0,15.5,0
87064,NA,"Šalčininkų r.",NA,NA,NA,NA,30,10,20,6,24,0,2020-08-27 06:50:33,0,0,30,98.3,30520,19.7,3,9.8,15.5,0
87065,NA,"Vilniaus r.",NA,NA,NA,NA,326,124,202,42,277,3,2020-08-27 06:50:35,0,0,326,325.5,100158,41.9,9,9,15.5,4
87066,NA,"Švenčionių r.",NA,NA,NA,NA,18,8,10,7,11,0,2020-08-27 06:50:36,0,0,18,78.5,22932,30.5,7,30.5,15.5,0
87067,NA,"Zarasų r.",NA,NA,NA,NA,5,5,0,3,2,0,2020-08-27 06:50:36,0,0,5,33.5,14916,20.1,3,20.1,15.5,0
87068,NA,"Kėdainių r.",NA,NA,NA,NA,14,7,7,4,10,0,2020-08-27 06:50:37,0,0,14,30.9,45285,8.8,2,4.4,15.5,0
87069,NA,"Ukmergės r.",NA,NA,NA,NA,92,29,63,3,79,9,2020-08-27 06:50:38,0,0,92,274.9,33471,9,1,3,15.5,1
87070,NA,"Kelmės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-08-27 06:50:39,0,0,3,11.8,25382,0,0,0,15.5,0
87071,NA,"Širvintų r.",NA,NA,NA,NA,20,11,9,0,19,0,2020-08-27 06:50:40,0,0,20,132.7,15076,0,0,0,15.5,1
87072,NA,"Kalvarijos",NA,NA,NA,NA,5,2,3,0,4,0,2020-08-27 06:50:41,0,0,5,49.1,10190,0,0,0,15.5,1
87073,NA,"Kauno r.",NA,NA,NA,NA,86,45,41,60,26,0,2020-08-27 06:50:42,0,0,86,89.2,96441,62.2,38,39.4,15.5,0
87074,NA,"Šilutės r.",NA,NA,NA,NA,12,8,4,5,7,0,2020-08-27 06:50:43,0,0,12,31.9,37637,13.3,3,8,15.5,0
