"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
61,NA,"Kita",NA,NA,NA,NA,1,0,0,0,0,0,2020-08-14 06:57:09,0,0,1,0,0,0,0,0,9.9,0
82941,NA,"Utenos r.",NA,NA,NA,NA,8,4,4,0,8,0,2020-08-14 06:50:38,0,0,8,21.5,37179,0,0,0,9.9,0
82942,NA,"Kaišiadorių r.",NA,NA,NA,NA,4,2,2,1,3,0,2020-08-14 06:50:44,0,0,4,13.5,29526,3.4,1,3.4,9.9,0
82943,NA,"Vilkaviškio r.",NA,NA,NA,NA,8,4,4,0,7,1,2020-08-14 06:50:47,0,0,8,23.1,34660,0,0,0,9.9,0
82944,NA,"Prienų r.",NA,NA,NA,NA,21,6,15,16,5,0,2020-08-14 06:50:48,0,0,21,81.4,25802,62,14,54.3,9.9,0
83201,NA,"Jonavos r.",NA,NA,NA,NA,18,6,12,5,13,0,2020-08-14 06:50:49,0,0,18,43.7,41163,12.1,3,7.3,9.9,0
83202,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-08-14 06:50:49,0,0,6,82.7,7258,0,0,0,9.9,0
83203,NA,"Marijampolės",NA,NA,NA,NA,82,36,46,3,75,4,2020-08-14 06:50:50,0,0,82,152.5,53772,5.6,0,0,9.9,0
83204,NA,"Kauno m.",NA,NA,NA,NA,252,148,104,144,104,3,2020-08-14 06:50:51,0,0,252,87.1,289380,49.8,89,30.8,9.9,1
83205,NA,"Alytaus m.",NA,NA,NA,NA,28,17,11,0,27,1,2020-08-14 06:50:52,0,0,28,56.1,49888,0,0,0,9.9,0
83206,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-08-14 06:50:53,0,0,1,5.2,19109,0,0,0,9.9,0
83207,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-08-14 06:50:54,0,0,15,72.4,20726,0,0,0,9.9,0
83208,NA,"Kazlų Rūdos",NA,NA,NA,NA,3,0,3,0,3,0,2020-08-14 06:50:55,0,0,3,26.5,11337,0,0,0,9.9,0
83209,NA,"Biržų r.",NA,NA,NA,NA,10,5,5,0,10,0,2020-08-14 06:50:56,0,0,10,44,22718,0,0,0,9.9,0
83210,NA,"Šiaulių r.",NA,NA,NA,NA,12,7,5,1,10,1,2020-08-14 06:50:57,0,0,12,29,41442,2.4,1,2.4,9.9,0
83211,NA,"Klaipėdos r.",NA,NA,NA,NA,68,32,36,9,55,4,2020-08-14 06:50:57,0,0,68,113.1,60139,15,2,3.3,9.9,0
83212,NA,"Anykščių r.",NA,NA,NA,NA,8,3,5,0,8,0,2020-08-14 06:50:58,0,0,8,34.7,23034,0,0,0,9.9,0
83213,NA,"Akmenės r.",NA,NA,NA,NA,5,3,2,0,5,0,2020-08-14 06:50:59,0,0,5,26.6,18764,0,0,0,9.9,0
