"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,9,4,5,1,8,0,2020-09-08 06:50:13,1,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,9,4,5,5,4,0,2020-09-08 06:50:14,1,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,8,4,4,0,7,1,2020-09-08 06:50:15,0,0
4,"69","Prienų r.","2","Kauno apskr.",NA,28,10,18,7,20,1,2020-09-08 06:50:17,4,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,20,7,13,1,19,0,2020-09-08 06:50:18,0,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-09-08 06:50:19,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,87,38,49,6,77,4,2020-09-08 06:50:21,4,0
8,"19","Kauno m.","2","Kauno apskr.",NA,366,204,162,212,146,7,2020-09-08 06:50:22,45,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,30,19,11,2,27,1,2020-09-08 06:50:24,2,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-09-08 06:50:25,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,15,8,7,0,14,1,2020-09-08 06:50:27,0,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-09-08 06:50:28,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,12,5,7,2,10,0,2020-09-08 06:50:30,2,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,14,7,7,2,11,1,2020-09-08 06:50:32,2,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,80,39,41,11,65,4,2020-09-08 06:50:35,10,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,10,4,6,2,8,0,2020-09-08 06:50:38,2,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,7,3,4,2,5,0,2020-09-08 06:50:40,0,0
