"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,41,17,24,0,41,290102,148908,141194,11.4,17,14.1
2,"10-19",NA,74,39,35,0,74,263568,134947,128621,28.9,27.2,28.1
3,"20-29",NA,266,136,130,0,266,339736,177466,162270,76.6,80.1,78.3
4,"30-39",NA,301,163,138,0,301,359239,188972,170267,86.3,81,83.8
5,"40-49",NA,375,163,212,0,375,369722,183873,185849,88.6,114.1,101.4
6,"50-59",NA,469,181,288,0,469,419039,196469,222570,92.1,129.4,111.9
7,"60-69",NA,303,131,172,0,303,351248,147788,203460,88.6,84.5,86.3
8,"70-79",NA,144,60,84,0,144,236890,81674,155216,73.5,54.1,60.8
9,"Virš 80",NA,168,52,116,0,168,164546,44257,120289,117.5,96.4,102.1
