"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,63,31,32,0,63,290102,148908,141194,20.8,22.7,21.7
2,"10-19",NA,148,85,63,0,148,263568,134947,128621,63,49,56.2
3,"20-29",NA,440,231,209,0,440,339736,177466,162270,130.2,128.8,129.5
4,"30-39",NA,458,246,212,0,458,359239,188972,170267,130.2,124.5,127.5
5,"40-49",NA,538,243,295,0,538,369722,183873,185849,132.2,158.7,145.5
6,"50-59",NA,594,238,356,0,594,419039,196469,222570,121.1,159.9,141.8
7,"60-69",NA,382,164,218,0,382,351248,147788,203460,111,107.1,108.8
8,"70-79",NA,162,67,95,0,162,236890,81674,155216,82,61.2,68.4
9,"Virš 80",NA,192,59,133,0,192,164546,44257,120289,133.3,110.6,116.7
