"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
90361,NA,"Utenos r.",NA,NA,NA,NA,9,4,5,1,8,0,2020-09-09 06:50:13,0,0,9,24.2,37179,2.7,1,2.7,15.6,0
90362,NA,"Kaišiadorių r.",NA,NA,NA,NA,9,4,5,5,4,0,2020-09-09 06:50:15,0,0,9,30.5,29526,16.9,1,3.4,15.6,0
90363,NA,"Vilkaviškio r.",NA,NA,NA,NA,8,4,4,0,7,1,2020-09-09 06:50:16,0,0,8,23.1,34660,0,0,0,15.6,0
90364,NA,"Prienų r.",NA,NA,NA,NA,28,10,18,7,20,1,2020-09-09 06:50:18,0,0,28,108.5,25802,27.1,4,15.5,15.6,0
90365,NA,"Jonavos r.",NA,NA,NA,NA,20,7,13,1,19,0,2020-09-09 06:50:19,0,0,20,48.6,41163,2.4,0,0,15.6,0
90366,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-09-09 06:50:21,0,0,6,82.7,7258,0,0,0,15.6,0
90367,NA,"Marijampolės",NA,NA,NA,NA,87,38,49,6,77,4,2020-09-09 06:50:22,0,0,87,161.8,53772,11.2,2,3.7,15.6,0
90368,NA,"Kauno m.",NA,NA,NA,NA,369,205,164,214,147,7,2020-09-09 06:50:24,0,0,369,127.5,289380,74,45,15.6,15.6,1
90625,NA,"Alytaus m.",NA,NA,NA,NA,31,19,12,3,27,1,2020-09-09 06:50:25,0,0,31,62.1,49888,6,3,6,15.6,0
90626,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-09-09 06:50:27,0,0,1,5.2,19109,0,0,0,15.6,0
90627,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-09-09 06:50:28,0,0,15,72.4,20726,0,0,0,15.6,0
90628,NA,"Kazlų Rūdos",NA,NA,NA,NA,3,0,3,0,3,0,2020-09-09 06:50:30,0,0,3,26.5,11337,0,0,0,15.6,0
90629,NA,"Biržų r.",NA,NA,NA,NA,12,5,7,2,10,0,2020-09-09 06:50:31,0,0,12,52.8,22718,8.8,2,8.8,15.6,0
90630,NA,"Šiaulių r.",NA,NA,NA,NA,14,7,7,2,11,1,2020-09-09 06:50:32,0,0,14,33.8,41442,4.8,2,4.8,15.6,0
90631,NA,"Klaipėdos r.",NA,NA,NA,NA,84,41,43,15,65,4,2020-09-09 06:50:34,0,0,84,139.7,60139,24.9,14,23.3,15.6,0
90632,NA,"Anykščių r.",NA,NA,NA,NA,10,4,6,2,8,0,2020-09-09 06:50:35,0,0,10,43.4,23034,8.7,2,8.7,15.6,0
90633,NA,"Akmenės r.",NA,NA,NA,NA,7,3,4,2,5,0,2020-09-09 06:50:36,0,0,7,37.3,18764,10.7,0,0,15.6,0
90634,NA,"Molėtų r.",NA,NA,NA,NA,44,11,33,35,9,0,2020-09-09 06:50:38,0,0,44,256.5,17153,204,25,145.7,15.6,0
90635,NA,"Radviliškio r.",NA,NA,NA,NA,9,7,2,1,8,0,2020-09-09 06:50:39,0,0,9,25.7,34995,2.9,1,2.9,15.6,0
90636,NA,"Rokiškio r.",NA,NA,NA,NA,9,3,6,4,5,0,2020-09-09 06:50:40,0,0,9,32.1,28070,14.3,4,14.3,15.6,0
90637,NA,"Šakių r.",NA,NA,NA,NA,13,7,6,3,9,1,2020-09-09 06:50:42,0,0,13,48.7,26698,11.2,2,7.5,15.6,0
90638,NA,"Panevėžio r.",NA,NA,NA,NA,15,8,7,1,13,1,2020-09-09 06:50:43,0,0,15,42.5,35324,2.8,0,0,15.6,0
90639,NA,"Trakų r.",NA,NA,NA,NA,37,18,19,22,15,0,2020-09-09 06:50:45,0,0,37,113.7,32546,67.6,10,30.7,15.6,0
90640,NA,"Kupiškio r.",NA,NA,NA,NA,9,5,4,3,6,0,2020-09-09 06:50:47,0,0,9,55,16356,18.3,1,6.1,15.6,0
