"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT","MIRTYS_KITA"
91701,NA,"Utenos r.",NA,NA,NA,NA,10,5,5,2,8,0,2020-09-14 06:50:13,0,0,10,26.9,37179,5.4,2,5.4,17.2,0
91702,NA,"Kaišiadorių r.",NA,NA,NA,NA,9,4,5,5,4,0,2020-09-14 06:50:14,0,0,9,30.5,29526,16.9,0,0,17.2,0
91703,NA,"Vilkaviškio r.",NA,NA,NA,NA,8,4,4,0,7,1,2020-09-14 06:50:16,0,0,8,23.1,34660,0,0,0,17.2,0
91704,NA,"Prienų r.",NA,NA,NA,NA,29,11,18,7,21,1,2020-09-14 06:50:17,0,0,29,112.4,25802,27.1,5,19.4,17.2,0
91705,NA,"Jonavos r.",NA,NA,NA,NA,20,7,13,1,19,0,2020-09-14 06:50:18,0,0,20,48.6,41163,2.4,0,0,17.2,0
91706,NA,"Rietavo",NA,NA,NA,NA,6,4,2,0,6,0,2020-09-14 06:50:20,0,0,6,82.7,7258,0,0,0,17.2,0
91707,NA,"Marijampolės",NA,NA,NA,NA,89,39,50,8,77,4,2020-09-14 06:50:21,0,0,89,165.5,53772,14.9,4,7.4,17.2,0
91708,NA,"Kauno m.",NA,NA,NA,NA,383,212,171,224,151,7,2020-09-14 06:50:23,0,0,383,132.4,289380,77.4,38,13.1,17.2,1
91709,NA,"Alytaus m.",NA,NA,NA,NA,34,21,13,6,27,1,2020-09-14 06:50:24,0,0,34,68.2,49888,12,5,10,17.2,0
91710,NA,"Druskininkų",NA,NA,NA,NA,1,0,1,0,1,0,2020-09-14 06:50:26,0,0,1,5.2,19109,0,0,0,17.2,0
91711,NA,"Joniškio r.",NA,NA,NA,NA,15,8,7,0,14,1,2020-09-14 06:50:27,0,0,15,72.4,20726,0,0,0,17.2,0
91712,NA,"Kazlų Rūdos",NA,NA,NA,NA,3,0,3,0,3,0,2020-09-14 06:50:28,0,0,3,26.5,11337,0,0,0,17.2,0
91713,NA,"Biržų r.",NA,NA,NA,NA,13,6,7,2,11,0,2020-09-14 06:50:30,0,0,13,57.2,22718,8.8,1,4.4,17.2,0
91714,NA,"Šiaulių r.",NA,NA,NA,NA,22,10,12,10,11,1,2020-09-14 06:50:31,0,0,22,53.1,41442,24.1,10,24.1,17.2,0
91715,NA,"Klaipėdos r.",NA,NA,NA,NA,86,42,44,14,68,4,2020-09-14 06:50:33,0,0,86,143,60139,23.3,13,21.6,17.2,0
91716,NA,"Anykščių r.",NA,NA,NA,NA,10,4,6,2,8,0,2020-09-14 06:50:34,0,0,10,43.4,23034,8.7,1,4.3,17.2,0
91717,NA,"Akmenės r.",NA,NA,NA,NA,8,4,4,3,5,0,2020-09-14 06:50:35,0,0,8,42.6,18764,16,1,5.3,17.2,0
91718,NA,"Molėtų r.",NA,NA,NA,NA,44,11,33,34,10,0,2020-09-14 06:50:37,0,0,44,256.5,17153,198.2,4,23.3,17.2,0
91719,NA,"Radviliškio r.",NA,NA,NA,NA,9,7,2,1,8,0,2020-09-14 06:50:38,0,0,9,25.7,34995,2.9,1,2.9,17.2,0
91720,NA,"Rokiškio r.",NA,NA,NA,NA,17,6,11,12,5,0,2020-09-14 06:50:40,0,0,17,60.6,28070,42.8,8,28.5,17.2,0
91721,NA,"Šakių r.",NA,NA,NA,NA,13,7,6,3,9,1,2020-09-14 06:50:41,0,0,13,48.7,26698,11.2,0,0,17.2,0
91722,NA,"Panevėžio r.",NA,NA,NA,NA,16,8,8,2,13,1,2020-09-14 06:50:42,0,0,16,45.3,35324,5.7,1,2.8,17.2,0
91723,NA,"Trakų r.",NA,NA,NA,NA,37,18,19,21,16,0,2020-09-14 06:50:43,0,0,37,113.7,32546,64.5,9,27.7,17.2,0
91724,NA,"Kupiškio r.",NA,NA,NA,NA,10,6,4,2,8,0,2020-09-14 06:50:45,0,0,10,61.1,16356,12.2,1,6.1,17.2,0
91725,NA,"Skuodo r.",NA,NA,NA,NA,9,2,7,5,4,0,2020-09-14 06:50:46,0,0,9,56,16078,31.1,3,18.7,17.2,0
91726,NA,"Palangos m.",NA,NA,NA,NA,12,6,6,0,11,1,2020-09-14 06:50:47,0,0,12,74.8,16046,0,0,0,17.2,0
91727,NA,"Pagėgių",NA,NA,NA,NA,5,0,5,4,1,0,2020-09-14 06:50:49,0,0,5,68.6,7288,54.9,4,54.9,17.2,0
91728,NA,"Šalčininkų r.",NA,NA,NA,NA,33,11,22,7,26,0,2020-09-14 06:50:50,0,0,33,108.1,30520,22.9,3,9.8,17.2,0
91729,NA,"Vilniaus r.",NA,NA,NA,NA,343,132,211,49,287,3,2020-09-14 06:50:52,0,0,343,342.5,100158,48.9,15,15,17.2,4
91730,NA,"Švenčionių r.",NA,NA,NA,NA,43,15,28,32,11,0,2020-09-14 06:50:53,0,0,43,187.5,22932,139.5,9,39.2,17.2,0
91731,NA,"Zarasų r.",NA,NA,NA,NA,5,5,0,3,2,0,2020-09-14 06:50:55,0,0,5,33.5,14916,20.1,0,0,17.2,0
91732,NA,"Kėdainių r.",NA,NA,NA,NA,24,14,10,13,11,0,2020-09-14 06:50:56,0,0,24,53,45285,28.7,9,19.9,17.2,0
91733,NA,"Ukmergės r.",NA,NA,NA,NA,93,30,63,4,79,9,2020-09-14 06:50:57,0,0,93,277.9,33471,12,1,3,17.2,1
91734,NA,"Kelmės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-09-14 06:50:59,0,0,3,11.8,25382,0,0,0,17.2,0
91735,NA,"Širvintų r.",NA,NA,NA,NA,20,11,9,0,19,0,2020-09-14 06:51:00,0,0,20,132.7,15076,0,0,0,17.2,1
91736,NA,"Kalvarijos",NA,NA,NA,NA,6,2,4,1,4,0,2020-09-14 06:51:02,0,0,6,58.9,10190,9.8,1,9.8,17.2,1
91737,NA,"Kauno r.",NA,NA,NA,NA,107,53,54,65,41,1,2020-09-14 06:51:03,0,0,107,110.9,96441,67.4,13,13.5,17.2,0
91738,NA,"Šilutės r.",NA,NA,NA,NA,15,9,6,5,10,0,2020-09-14 06:51:05,0,0,15,39.9,37637,13.3,3,8,17.2,0
91739,NA,"Tauragės r.",NA,NA,NA,NA,49,38,11,34,15,0,2020-09-14 06:51:06,0,0,49,129.6,37805,89.9,30,79.4,17.2,0
91740,NA,"Lazdijų r.",NA,NA,NA,NA,7,3,4,0,7,0,2020-09-14 06:51:08,0,0,7,38.2,18331,0,0,0,17.2,0
91741,NA,"Jurbarko r.",NA,NA,NA,NA,18,12,6,16,2,0,2020-09-14 06:51:09,0,0,18,72.5,24822,64.5,10,40.3,17.2,0
91742,NA,"Elektrėnų",NA,NA,NA,NA,21,10,11,14,7,0,2020-09-14 06:51:10,0,0,21,87.5,23992,58.4,6,25,17.2,0
91743,NA,"Neringos",NA,NA,NA,NA,2,1,1,1,1,0,2020-09-14 06:51:12,0,0,2,56.7,3530,28.3,0,0,17.2,0
91744,NA,"Mažeikių r.",NA,NA,NA,NA,21,11,10,13,7,1,2020-09-14 06:51:13,0,0,21,41.1,51067,25.5,10,19.6,17.2,0
91745,NA,"Ignalinos r.",NA,NA,NA,NA,24,11,13,6,18,0,2020-09-14 06:51:15,0,0,24,166.3,14433,41.6,0,0,17.2,0
91746,NA,"Telšių r.",NA,NA,NA,NA,13,6,7,2,9,2,2020-09-14 06:51:17,0,0,13,33.1,39317,5.1,2,5.1,17.2,0
91747,NA,"Plungės r.",NA,NA,NA,NA,11,5,6,3,8,0,2020-09-14 06:51:18,0,0,11,33.3,32987,9.1,3,9.1,17.2,0
91748,NA,"Kretingos r.",NA,NA,NA,NA,66,25,41,2,60,4,2020-09-14 06:51:20,0,0,66,176.3,37427,5.3,2,5.3,17.2,0
91749,NA,"Varėnos r.",NA,NA,NA,NA,2,1,1,1,0,1,2020-09-14 06:51:21,0,0,2,9.6,20840,4.8,1,4.8,17.2,0
91750,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-09-14 06:51:23,0,0,7,27,25887,0,0,0,17.2,0
91751,NA,"Raseinių r.",NA,NA,NA,NA,27,8,19,21,5,1,2020-09-14 06:51:24,0,0,27,86.5,31225,67.3,20,64.1,17.2,0
91752,NA,"Vilniaus m.",NA,NA,NA,NA,951,453,498,392,532,22,2020-09-14 06:51:27,0,0,951,169.2,562030,69.7,136,24.2,17.2,5
91753,NA,"Šilalės r.",NA,NA,NA,NA,11,10,1,8,3,0,2020-09-14 06:51:29,0,0,11,50.3,21887,36.6,8,36.6,17.2,0
91754,NA,"Klaipėdos m.",NA,NA,NA,NA,346,135,211,59,269,18,2020-09-14 06:51:31,0,0,346,232,149157,39.6,20,13.4,17.2,0
91755,NA,"Visagino",NA,NA,NA,NA,14,7,7,6,8,0,2020-09-14 06:51:32,0,0,14,76.7,18250,32.9,2,11,17.2,0
91756,NA,"Pasvalio r.",NA,NA,NA,NA,12,4,8,9,3,0,2020-09-14 06:51:34,0,0,12,52.6,22816,39.4,0,0,17.2,0
91757,NA,"Panevėžio m.",NA,NA,NA,NA,92,45,47,20,71,1,2020-09-14 06:51:35,0,0,92,107.1,85878,23.3,11,12.8,17.2,0
91758,NA,"Šiaulių m.",NA,NA,NA,NA,80,39,41,59,20,1,2020-09-14 06:51:37,0,0,80,78.8,101514,58.1,55,54.2,17.2,0
91759,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-09-14 06:51:37,0,0,0,0,4069,0,0,0,17.2,0
91760,NA,"Pakruojo r.",NA,NA,NA,NA,1,0,1,1,0,0,2020-09-14 06:51:39,0,0,1,5.4,18606,5.4,0,0,17.2,0
