"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,43,19,24,0,43,290102,148908,141194,12.8,17,14.8
2,"10-19",NA,77,41,36,0,77,263568,134947,128621,30.4,28,29.2
3,"20-29",NA,271,139,132,0,271,339736,177466,162270,78.3,81.3,79.8
4,"30-39",NA,311,169,142,0,311,359239,188972,170267,89.4,83.4,86.6
5,"40-49",NA,386,171,215,0,386,369722,183873,185849,93,115.7,104.4
6,"50-59",NA,482,185,297,0,482,419039,196469,222570,94.2,133.4,115
7,"60-69",NA,309,133,176,0,309,351248,147788,203460,90,86.5,88
8,"70-79",NA,146,61,85,0,146,236890,81674,155216,74.7,54.8,61.6
9,"Virš 80",NA,171,52,117,2,169,164546,44257,120289,117.5,97.3,103.9
