"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,61,30,31,0,61,290102,148908,141194,20.1,22,21
2,"10-19",NA,144,82,62,0,144,263568,134947,128621,60.8,48.2,54.6
3,"20-29",NA,435,229,206,0,435,339736,177466,162270,129,126.9,128
4,"30-39",NA,456,244,212,0,456,359239,188972,170267,129.1,124.5,126.9
5,"40-49",NA,533,243,290,0,533,369722,183873,185849,132.2,156,144.2
6,"50-59",NA,593,238,355,0,593,419039,196469,222570,121.1,159.5,141.5
7,"60-69",NA,381,163,218,0,381,351248,147788,203460,110.3,107.1,108.5
8,"70-79",NA,162,67,95,0,162,236890,81674,155216,82,61.2,68.4
9,"Virš 80",NA,192,59,132,1,191,164546,44257,120289,133.3,109.7,116.7
