"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,53,26,27,0,53,290102,148908,141194,17.5,19.1,18.3
2,"10-19",NA,90,52,38,0,90,263568,134947,128621,38.5,29.5,34.1
3,"20-29",NA,322,164,158,0,322,339736,177466,162270,92.4,97.4,94.8
4,"30-39",NA,357,198,159,0,357,359239,188972,170267,104.8,93.4,99.4
5,"40-49",NA,437,197,240,0,437,369722,183873,185849,107.1,129.1,118.2
6,"50-59",NA,516,204,312,0,516,419039,196469,222570,103.8,140.2,123.1
7,"60-69",NA,333,145,188,0,333,351248,147788,203460,98.1,92.4,94.8
8,"70-79",NA,151,63,88,0,151,236890,81674,155216,77.1,56.7,63.7
9,"Virš 80",NA,177,54,121,2,175,164546,44257,120289,122,100.6,107.6
