"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","ATVEJAI_14","MIRTYS_KITA"
1,"82","Utenos r.","9","Utenos apskr.",NA,10,5,5,2,8,0,2020-09-11 06:50:13,2,0
2,"49","Kaišiadorių r.","2","Kauno apskr.",NA,9,4,5,5,4,0,2020-09-11 06:50:15,1,0
3,"39","Vilkaviškio r.","4","Marijampolės apskr.",NA,8,4,4,0,7,1,2020-09-11 06:50:16,0,0
4,"69","Prienų r.","2","Kauno apskr.",NA,29,11,18,7,21,1,2020-09-11 06:50:18,5,0
5,"46","Jonavos r.","2","Kauno apskr.",NA,20,7,13,1,19,0,2020-09-11 06:50:19,0,0
6,"74","Rietavo","8","Telšių apskr.",NA,6,4,2,0,6,0,2020-09-11 06:50:20,0,0
7,"18","Marijampolės","4","Marijampolės apskr.",NA,88,39,49,7,77,4,2020-09-11 06:50:22,3,0
8,"19","Kauno m.","2","Kauno apskr.",NA,372,207,165,213,151,7,2020-09-11 06:50:24,38,1
9,"11","Alytaus m.","1","Alytaus apskr.",NA,32,20,12,4,27,1,2020-09-11 06:50:25,4,0
10,"15","Druskininkų","1","Alytaus apskr.",NA,1,0,1,0,1,0,2020-09-11 06:50:27,0,0
11,"47","Joniškio r.","6","Šiaulių apskr.",NA,15,8,7,0,14,1,2020-09-11 06:50:28,0,0
12,"58","Kazlų Rūdos","4","Marijampolės apskr.",NA,3,0,3,0,3,0,2020-09-11 06:50:30,0,0
13,"36","Biržų r.","5","Panevėžio apskr.",NA,13,6,7,3,10,0,2020-09-11 06:50:31,2,0
14,"91","Šiaulių r.","6","Šiaulių apskr.",NA,15,7,8,3,11,1,2020-09-11 06:50:32,3,0
15,"55","Klaipėdos r.","3","Klaipėdos apskr.",NA,85,42,43,16,65,4,2020-09-11 06:50:34,14,0
16,"34","Anykščių r.","9","Utenos apskr.",NA,10,4,6,2,8,0,2020-09-11 06:50:35,1,0
17,"32","Akmenės r.","6","Šiaulių apskr.",NA,7,3,4,2,5,0,2020-09-11 06:50:36,0,0
18,"62","Molėtų r.","9","Utenos apskr.",NA,44,11,33,34,10,0,2020-09-11 06:50:38,10,0
19,"71","Radviliškio r.","6","Šiaulių apskr.",NA,9,7,2,1,8,0,2020-09-11 06:50:39,1,0
22,"73","Rokiškio r.","5","Panevėžio apskr.",NA,11,3,8,6,5,0,2020-09-11 06:50:40,5,0
23,"84","Šakių r.","4","Marijampolės apskr.",NA,13,7,6,3,9,1,2020-09-11 06:50:42,2,0
24,"66","Panevėžio r.","5","Panevėžio apskr.",NA,15,8,7,1,13,1,2020-09-11 06:50:43,0,0
