"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,64,31,33,0,64,290102,148908,141194,20.8,23.4,22.1
2,"10-19",NA,152,89,63,0,152,263568,134947,128621,66,49,57.7
3,"20-29",NA,448,237,211,0,448,339736,177466,162270,133.5,130,131.9
4,"30-39",NA,462,249,213,0,462,359239,188972,170267,131.8,125.1,128.6
5,"40-49",NA,541,245,296,0,541,369722,183873,185849,133.2,159.3,146.3
6,"50-59",NA,597,240,357,0,597,419039,196469,222570,122.2,160.4,142.5
7,"60-69",NA,384,164,220,0,384,351248,147788,203460,111,108.1,109.3
8,"70-79",NA,162,67,95,0,162,236890,81674,155216,82,61.2,68.4
9,"Virš 80",NA,193,59,133,1,192,164546,44257,120289,133.3,110.6,117.3
