"OBJECTID","SAV_ID","SAV_PAV","APSK_ID","APSKRITIS","PLOTAS","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","GYDOMA","PASVEIKO","MIRE","ATNUJINTA","SHAPE_AREA","SHAPE_LEN","ATVEJAI","ATVEJAI_10000_GYV","GYV_SK","GYDOMA_10000_GYV","ATVEJAI_14","ATVEJAI_14_100000","ATVEJAI_14_100000LT"
63061,NA,"Šakių r.",NA,NA,NA,NA,4,2,2,1,2,1,2020-06-07 06:56:25,0,0,4,15,26698,3.7,1,3.7,3.3
63062,NA,"Panevėžio r.",NA,NA,NA,NA,8,5,3,1,6,1,2020-06-07 06:56:26,0,0,8,22.6,35324,2.8,0,0,3.3
63063,NA,"Trakų r.",NA,NA,NA,NA,5,5,0,0,5,0,2020-06-07 06:56:27,0,0,5,15.4,32546,0,0,0,3.3
63064,NA,"Kupiškio r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-07 06:56:27,0,0,1,6.1,16356,0,0,0,3.3
63065,NA,"Skuodo r.",NA,NA,NA,NA,3,1,2,1,2,0,2020-06-07 06:56:28,0,0,3,18.7,16078,6.2,1,6.2,3.3
63066,NA,"Palangos m.",NA,NA,NA,NA,12,6,6,4,7,1,2020-06-07 06:56:28,0,0,12,74.8,16046,24.9,0,0,3.3
63067,NA,"Pagėgių",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-07 06:56:29,0,0,1,13.7,7288,0,0,0,3.3
63068,NA,"Šalčininkų r.",NA,NA,NA,NA,12,5,7,5,7,0,2020-06-07 06:56:30,0,0,12,39.3,30520,16.4,2,6.6,3.3
63069,NA,"Vilniaus r.",NA,NA,NA,NA,269,95,174,66,198,3,2020-06-07 06:56:31,0,0,269,268.6,100158,65.9,30,30,3.3
63070,NA,"Švenčionių r.",NA,NA,NA,NA,11,7,4,2,9,0,2020-06-07 06:56:32,0,0,11,48,22932,8.7,1,4.4,3.3
63071,NA,"Zarasų r.",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-07 06:56:32,0,0,1,6.7,14916,0,0,0,3.3
63072,NA,"Kėdainių r.",NA,NA,NA,NA,1,0,1,0,1,0,2020-06-07 06:56:33,0,0,1,2.2,45285,0,0,0,3.3
63073,NA,"Ukmergės r.",NA,NA,NA,NA,87,27,60,5,73,9,2020-06-07 06:56:34,0,0,87,259.9,33471,14.9,1,3,3.3
63074,NA,"Kelmės r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-07 06:56:35,0,0,2,7.9,25382,0,0,0,3.3
63075,NA,"Širvintų r.",NA,NA,NA,NA,10,5,5,3,6,0,2020-06-07 06:56:35,0,0,10,66.3,15076,19.9,2,13.3,3.3
63076,NA,"Kalvarijos",NA,NA,NA,NA,5,2,3,1,3,0,2020-06-07 06:56:36,0,0,5,49.1,10190,9.8,0,0,3.3
63077,NA,"Kauno r.",NA,NA,NA,NA,21,14,7,0,21,0,2020-06-07 06:56:37,0,0,21,21.8,96441,0,0,0,3.3
63078,NA,"Šilutės r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-07 06:56:38,0,0,7,18.6,37637,0,0,0,3.3
63079,NA,"Tauragės r.",NA,NA,NA,NA,9,5,4,2,7,0,2020-06-07 06:56:38,0,0,9,23.8,37805,5.3,0,0,3.3
63080,NA,"Lazdijų r.",NA,NA,NA,NA,5,2,3,3,2,0,2020-06-07 06:56:39,0,0,5,27.3,18331,16.4,3,16.4,3.3
63081,NA,"Jurbarko r.",NA,NA,NA,NA,2,1,1,0,2,0,2020-06-07 06:56:40,0,0,2,8.1,24822,0,0,0,3.3
63082,NA,"Elektrėnų",NA,NA,NA,NA,7,2,5,4,3,0,2020-06-07 06:56:40,0,0,7,29.2,23992,16.7,1,4.2,3.3
63083,NA,"Neringos",NA,NA,NA,NA,1,1,0,0,1,0,2020-06-07 06:56:41,0,0,1,28.3,3530,0,0,0,3.3
63084,NA,"Mažeikių r.",NA,NA,NA,NA,7,4,3,1,5,1,2020-06-07 06:56:42,0,0,7,13.7,51067,2,0,0,3.3
63085,NA,"Ignalinos r.",NA,NA,NA,NA,5,1,4,2,3,0,2020-06-07 06:56:43,0,0,5,34.6,14433,13.9,2,13.9,3.3
63086,NA,"Telšių r.",NA,NA,NA,NA,10,5,5,0,8,2,2020-06-07 06:56:43,0,0,10,25.4,39317,0,0,0,3.3
63087,NA,"Plungės r.",NA,NA,NA,NA,8,5,3,1,7,0,2020-06-07 06:56:44,0,0,8,24.3,32987,3,1,3,3.3
63088,NA,"Kretingos r.",NA,NA,NA,NA,59,22,37,12,45,2,2020-06-07 06:56:45,0,0,59,157.6,37427,32.1,0,0,3.3
63089,NA,"Varėnos r.",NA,NA,NA,NA,1,1,0,0,0,1,2020-06-07 06:56:45,0,0,1,4.8,20840,0,0,0,3.3
63090,NA,"Alytaus r.",NA,NA,NA,NA,7,4,3,0,7,0,2020-06-07 06:56:46,0,0,7,27,25887,0,0,0,3.3
63091,NA,"Raseinių r.",NA,NA,NA,NA,6,1,5,0,5,1,2020-06-07 06:56:47,0,0,6,19.2,31225,0,0,0,3.3
63092,NA,"Vilniaus m.",NA,NA,NA,NA,448,193,255,123,303,17,2020-06-07 06:56:48,0,0,448,79.7,562030,21.9,35,6.2,3.3
63093,NA,"Šilalės r.",NA,NA,NA,NA,3,2,1,0,3,0,2020-06-07 06:56:49,0,0,3,13.7,21887,0,0,0,3.3
63094,NA,"Klaipėdos m.",NA,NA,NA,NA,276,92,184,43,217,16,2020-06-07 06:56:50,0,0,276,185,149157,28.8,4,2.7,3.3
63095,NA,"Visagino",NA,NA,NA,NA,3,1,2,0,3,0,2020-06-07 06:56:51,0,0,3,16.4,18250,0,0,0,3.3
63096,NA,"Pasvalio r.",NA,NA,NA,NA,4,3,1,1,3,0,2020-06-07 06:56:51,0,0,4,17.5,22816,4.4,0,0,3.3
63097,NA,"Panevėžio m.",NA,NA,NA,NA,21,13,8,0,20,1,2020-06-07 06:56:52,0,0,21,24.5,85878,0,0,0,3.3
63098,NA,"Šiaulių m.",NA,NA,NA,NA,14,9,5,1,12,1,2020-06-07 06:56:53,0,0,14,13.8,101514,1,0,0,3.3
63099,NA,"Birštono",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-07 06:56:53,0,0,0,0,4069,0,0,0,3.3
63100,NA,"Pakruojo r.",NA,NA,NA,NA,0,0,0,0,0,0,2020-06-07 06:56:53,0,0,0,0,18606,0,0,0,3.3
