"OBJECTID","AMZIAUSGRUPE","TYRIMAI","TEIGIAMI","VYRAI","MOTERYS","KITA","VISO","GYV_SKAIC","GYV_SKAIC_V","GYV_SKAIC_M","ATVEJAI_V_100000","ATVEJAI_M_100000","ATVEJAI_VISI_100000"
1,"0-9",NA,60,29,31,0,60,290102,148908,141194,19.5,22,20.7
2,"10-19",NA,130,70,60,0,130,263568,134947,128621,51.9,46.6,49.3
3,"20-29",NA,417,212,205,0,417,339736,177466,162270,119.5,126.3,122.7
4,"30-39",NA,451,241,210,0,451,359239,188972,170267,127.5,123.3,125.5
5,"40-49",NA,526,241,285,0,526,369722,183873,185849,131.1,153.4,142.3
6,"50-59",NA,590,236,354,0,590,419039,196469,222570,120.1,159.1,140.8
7,"60-69",NA,380,162,218,0,380,351248,147788,203460,109.6,107.1,108.2
8,"70-79",NA,161,67,94,0,161,236890,81674,155216,82,60.6,68
9,"Virš 80",NA,190,58,131,1,189,164546,44257,120289,131.1,108.9,115.5
