"day","administrative_level_3","confirmed","confirmed_100k","confirmed_14","confirmed_14_100k","confirmed_male","confirmed_female","active","active_100k","recovered","deaths","population","downloaded","updated"
2020-06-24,"Kauno m.",104,35.9,1,0.3,51,53,7,2.4,93,3,289380,2020-06-25 23:00:00,"2020-06-25 06:52:13"
2020-06-24,"Alytaus m.",28,56.1,0,0,17,11,0,0,27,1,49888,2020-06-25 23:00:00,"2020-06-25 06:52:14"
2020-06-24,"Druskininkų",1,5.2,1,5.2,0,1,1,5.2,0,0,19109,2020-06-25 23:00:00,"2020-06-25 06:52:15"
2020-06-24,"Joniškio r.",15,72.4,0,0,8,7,0,0,14,1,20726,2020-06-25 23:00:00,"2020-06-25 06:52:15"
2020-06-24,"Kazlų Rūdos",3,26.5,0,0,0,3,0,0,3,0,11337,2020-06-25 23:00:00,"2020-06-25 06:52:16"
2020-06-24,"Biržų r.",10,44,0,0,5,5,0,0,10,0,22718,2020-06-25 23:00:00,"2020-06-25 06:52:17"
2020-06-24,"Šiaulių r.",11,26.5,0,0,6,5,0,0,10,1,41442,2020-06-25 23:00:00,"2020-06-25 06:52:18"
2020-06-24,"Klaipėdos r.",59,98.1,0,0,27,32,1,1.7,54,4,60139,2020-06-25 23:00:00,"2020-06-25 06:52:18"
2020-06-24,"Anykščių r.",6,26,0,0,2,4,0,0,6,0,23034,2020-06-25 23:00:00,"2020-06-25 06:52:19"
2020-06-24,"Akmenės r.",5,26.6,0,0,3,2,0,0,5,0,18764,2020-06-25 23:00:00,"2020-06-25 06:52:20"
2020-06-24,"Molėtų r.",4,23.3,1,5.8,2,2,1,5.8,3,0,17153,2020-06-25 23:00:00,"2020-06-25 06:52:20"
2020-06-24,"Radviliškio r.",7,20,3,8.6,5,2,4,11.4,3,0,34995,2020-06-25 23:00:00,"2020-06-25 06:52:21"
2020-06-24,"Rokiškio r.",3,10.7,0,0,0,3,0,0,3,0,28070,2020-06-25 23:00:00,"2020-06-25 06:52:22"
2020-06-24,"Šakių r.",4,15,0,0,2,2,0,0,3,1,26698,2020-06-25 23:00:00,"2020-06-25 06:52:23"
2020-06-24,"Panevėžio r.",8,22.6,0,0,5,3,0,0,7,1,35324,2020-06-25 23:00:00,"2020-06-25 06:52:23"
2020-06-24,"Trakų r.",6,18.4,1,3.1,6,0,1,3.1,5,0,32546,2020-06-25 23:00:00,"2020-06-25 06:52:24"
2020-06-24,"Kupiškio r.",1,6.1,0,0,1,0,0,0,1,0,16356,2020-06-25 23:00:00,"2020-06-25 06:52:24"
2020-06-24,"Skuodo r.",3,18.7,0,0,1,2,0,0,3,0,16078,2020-06-25 23:00:00,"2020-06-25 06:52:25"
2020-06-24,"Palangos m.",12,74.8,0,0,6,6,1,6.2,10,1,16046,2020-06-25 23:00:00,"2020-06-25 06:52:25"
2020-06-24,"Pagėgių",1,13.7,0,0,0,1,0,0,1,0,7288,2020-06-25 23:00:00,"2020-06-25 06:52:26"
2020-06-24,"Šalčininkų r.",14,45.9,2,6.6,5,9,3,9.8,11,0,30520,2020-06-25 23:00:00,"2020-06-25 06:52:27"
2020-06-24,"Vilniaus r.",286,285.5,8,8,102,184,51,50.9,230,3,100158,2020-06-25 23:00:00,"2020-06-25 06:52:28"
2020-06-24,"Švenčionių r.",11,48,0,0,7,4,1,4.4,10,0,22932,2020-06-25 23:00:00,"2020-06-25 06:52:29"
2020-06-24,"Zarasų r.",1,6.7,0,0,1,0,0,0,1,0,14916,2020-06-25 23:00:00,"2020-06-25 06:52:29"
2020-06-24,"Kėdainių r.",2,4.4,1,2.2,0,2,1,2.2,1,0,45285,2020-06-25 23:00:00,"2020-06-25 06:52:30"
2020-06-24,"Ukmergės r.",88,262.9,0,0,28,60,1,3,78,9,33471,2020-06-25 23:00:00,"2020-06-25 06:52:31"
2020-06-24,"Kelmės r.",2,7.9,0,0,1,1,0,0,2,0,25382,2020-06-25 23:00:00,"2020-06-25 06:52:31"
2020-06-24,"Širvintų r.",19,126,3,19.9,11,8,12,79.6,6,0,15076,2020-06-25 23:00:00,"2020-06-25 06:52:32"
2020-06-24,"Kalvarijos",5,49.1,0,0,2,3,0,0,4,0,10190,2020-06-25 23:00:00,"2020-06-25 06:52:33"
2020-06-24,"Kauno r.",21,21.8,0,0,14,7,0,0,21,0,96441,2020-06-25 23:00:00,"2020-06-25 06:52:34"
2020-06-24,"Šilutės r.",7,18.6,0,0,4,3,0,0,7,0,37637,2020-06-25 23:00:00,"2020-06-25 06:52:34"
2020-06-24,"Tauragės r.",9,23.8,0,0,5,4,0,0,9,0,37805,2020-06-25 23:00:00,"2020-06-25 06:52:35"
2020-06-24,"Lazdijų r.",5,27.3,0,0,2,3,1,5.5,4,0,18331,2020-06-25 23:00:00,"2020-06-25 06:52:36"
2020-06-24,"Jurbarko r.",2,8.1,0,0,1,1,0,0,2,0,24822,2020-06-25 23:00:00,"2020-06-25 06:52:37"
2020-06-24,"Elektrėnų",7,29.2,0,0,2,5,3,12.5,4,0,23992,2020-06-25 23:00:00,"2020-06-25 06:52:37"
2020-06-24,"Neringos",1,28.3,0,0,1,0,0,0,1,0,3530,2020-06-25 23:00:00,"2020-06-25 06:52:38"
2020-06-24,"Mažeikių r.",7,13.7,0,0,4,3,1,2,5,1,51067,2020-06-25 23:00:00,"2020-06-25 06:52:39"
2020-06-24,"Ignalinos r.",5,34.6,0,0,1,4,0,0,5,0,14433,2020-06-25 23:00:00,"2020-06-25 06:52:39"
2020-06-24,"Telšių r.",11,28,1,2.5,6,5,1,2.5,8,2,39317,2020-06-25 23:00:00,"2020-06-25 06:52:40"
2020-06-24,"Plungės r.",8,24.3,0,0,5,3,1,3,7,0,32987,2020-06-25 23:00:00,"2020-06-25 06:52:41"
2020-06-24,"Kretingos r.",60,160.3,0,0,22,38,0,0,57,3,37427,2020-06-25 23:00:00,"2020-06-25 06:52:42"
2020-06-24,"Varėnos r.",1,4.8,0,0,1,0,0,0,0,1,20840,2020-06-25 23:00:00,"2020-06-25 06:52:42"
2020-06-24,"Alytaus r.",7,27,0,0,4,3,0,0,7,0,25887,2020-06-25 23:00:00,"2020-06-25 06:52:43"
2020-06-24,"Raseinių r.",6,19.2,0,0,1,5,0,0,5,1,31225,2020-06-25 23:00:00,"2020-06-25 06:52:44"
2020-06-24,"Vilniaus m.",491,87.4,29,5.2,214,277,112,19.9,354,20,562030,2020-06-25 23:00:00,"2020-06-25 06:52:45"
2020-06-24,"Šilalės r.",3,13.7,0,0,2,1,0,0,3,0,21887,2020-06-25 23:00:00,"2020-06-25 06:52:46"
2020-06-24,"Klaipėdos m.",278,186.4,1,0.7,93,185,11,7.4,249,18,149157,2020-06-25 23:00:00,"2020-06-25 06:52:47"
2020-06-24,"Visagino",3,16.4,0,0,1,2,0,0,3,0,18250,2020-06-25 23:00:00,"2020-06-25 06:52:48"
2020-06-24,"Pasvalio r.",4,17.5,0,0,3,1,1,4.4,3,0,22816,2020-06-25 23:00:00,"2020-06-25 06:52:48"
2020-06-24,"Panevėžio m.",22,25.6,0,0,13,9,1,1.2,20,1,85878,2020-06-25 23:00:00,"2020-06-25 06:52:49"
2020-06-24,"Šiaulių m.",14,13.8,0,0,9,5,1,1,12,1,101514,2020-06-25 23:00:00,"2020-06-25 06:52:50"
2020-06-24,"Birštono",0,0,0,0,0,0,0,0,0,0,4069,2020-06-25 23:00:00,"2020-06-25 06:52:50"
2020-06-24,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,18606,2020-06-25 23:00:00,"2020-06-25 06:52:50"
2020-06-24,"Kita",0,0,0,0,0,0,0,0,0,0,0,2020-06-25 23:00:00,"2020-06-25 06:55:44"
2020-06-25,"Utenos r.",6,16.1,1,2.7,3,3,1,2.7,5,0,37179,2020-06-26 11:46:03,"2020-06-26 06:52:09"
2020-06-25,"Kaišiadorių r.",3,10.2,0,0,1,2,0,0,3,0,29526,2020-06-26 11:46:03,"2020-06-26 06:52:09"
2020-06-25,"Vilkaviškio r.",7,20.2,0,0,4,3,0,0,6,1,34660,2020-06-26 11:46:03,"2020-06-26 06:52:10"
2020-06-25,"Prienų r.",5,19.4,0,0,3,2,0,0,5,0,25802,2020-06-26 11:46:03,"2020-06-26 06:52:11"
2020-06-25,"Jonavos r.",13,31.6,0,0,3,10,4,9.7,9,0,41163,2020-06-26 11:46:03,"2020-06-26 06:52:12"
2020-06-25,"Rietavo",6,82.7,0,0,4,2,0,0,6,0,7258,2020-06-26 11:46:03,"2020-06-26 06:52:12"
2020-06-25,"Marijampolės",76,141.3,1,1.9,32,44,1,1.9,71,4,53772,2020-06-26 11:46:03,"2020-06-26 06:52:13"
2020-06-25,"Kauno m.",104,35.9,0,0,51,53,6,2.1,94,3,289380,2020-06-26 11:46:03,"2020-06-26 06:52:14"
2020-06-25,"Alytaus m.",28,56.1,0,0,17,11,0,0,27,1,49888,2020-06-26 11:46:03,"2020-06-26 06:52:15"
2020-06-25,"Druskininkų",1,5.2,1,5.2,0,1,1,5.2,0,0,19109,2020-06-26 11:46:03,"2020-06-26 06:52:15"
2020-06-25,"Joniškio r.",15,72.4,0,0,8,7,0,0,14,1,20726,2020-06-26 11:46:03,"2020-06-26 06:52:16"
2020-06-25,"Kazlų Rūdos",3,26.5,0,0,0,3,0,0,3,0,11337,2020-06-26 11:46:03,"2020-06-26 06:52:17"
2020-06-25,"Biržų r.",10,44,0,0,5,5,0,0,10,0,22718,2020-06-26 11:46:03,"2020-06-26 06:52:17"
2020-06-25,"Šiaulių r.",11,26.5,0,0,6,5,0,0,10,1,41442,2020-06-26 11:46:03,"2020-06-26 06:52:18"
2020-06-25,"Klaipėdos r.",59,98.1,0,0,27,32,1,1.7,54,4,60139,2020-06-26 11:46:03,"2020-06-26 06:52:19"
2020-06-25,"Anykščių r.",6,26,0,0,2,4,0,0,6,0,23034,2020-06-26 11:46:03,"2020-06-26 06:52:20"
2020-06-25,"Akmenės r.",5,26.6,0,0,3,2,0,0,5,0,18764,2020-06-26 11:46:03,"2020-06-26 06:52:20"
2020-06-25,"Molėtų r.",4,23.3,1,5.8,2,2,1,5.8,3,0,17153,2020-06-26 11:46:03,"2020-06-26 06:52:21"
2020-06-25,"Radviliškio r.",7,20,3,8.6,5,2,4,11.4,3,0,34995,2020-06-26 11:46:03,"2020-06-26 06:52:22"
2020-06-25,"Rokiškio r.",3,10.7,0,0,0,3,0,0,3,0,28070,2020-06-26 11:46:03,"2020-06-26 06:52:23"
2020-06-25,"Šakių r.",4,15,0,0,2,2,0,0,3,1,26698,2020-06-26 11:46:03,"2020-06-26 06:52:23"
2020-06-25,"Panevėžio r.",8,22.6,0,0,5,3,0,0,7,1,35324,2020-06-26 11:46:03,"2020-06-26 06:52:24"
2020-06-25,"Trakų r.",6,18.4,1,3.1,6,0,1,3.1,5,0,32546,2020-06-26 11:46:03,"2020-06-26 06:52:25"
2020-06-25,"Kupiškio r.",1,6.1,0,0,1,0,0,0,1,0,16356,2020-06-26 11:46:03,"2020-06-26 06:52:25"
2020-06-25,"Skuodo r.",3,18.7,0,0,1,2,0,0,3,0,16078,2020-06-26 11:46:03,"2020-06-26 06:52:25"
2020-06-25,"Palangos m.",12,74.8,0,0,6,6,1,6.2,10,1,16046,2020-06-26 11:46:03,"2020-06-26 06:52:26"
2020-06-25,"Pagėgių",1,13.7,0,0,0,1,0,0,1,0,7288,2020-06-26 11:46:03,"2020-06-26 06:52:27"
2020-06-25,"Šalčininkų r.",14,45.9,2,6.6,5,9,3,9.8,11,0,30520,2020-06-26 11:46:03,"2020-06-26 06:52:28"
2020-06-25,"Vilniaus r.",287,286.5,8,8,102,185,49,48.9,233,3,100158,2020-06-26 11:46:03,"2020-06-26 06:52:29"
2020-06-25,"Švenčionių r.",11,48,0,0,7,4,1,4.4,10,0,22932,2020-06-26 11:46:03,"2020-06-26 06:52:29"
2020-06-25,"Zarasų r.",1,6.7,0,0,1,0,0,0,1,0,14916,2020-06-26 11:46:03,"2020-06-26 06:52:30"
2020-06-25,"Kėdainių r.",2,4.4,1,2.2,0,2,1,2.2,1,0,45285,2020-06-26 11:46:03,"2020-06-26 06:52:31"
2020-06-25,"Ukmergės r.",88,262.9,0,0,28,60,0,0,79,9,33471,2020-06-26 11:46:03,"2020-06-26 06:52:32"
2020-06-25,"Kelmės r.",2,7.9,0,0,1,1,0,0,2,0,25382,2020-06-26 11:46:03,"2020-06-26 06:52:32"
2020-06-25,"Širvintų r.",19,126,3,19.9,11,8,12,79.6,6,0,15076,2020-06-26 11:46:03,"2020-06-26 06:52:33"
2020-06-25,"Kalvarijos",5,49.1,0,0,2,3,0,0,4,0,10190,2020-06-26 11:46:03,"2020-06-26 06:52:34"
2020-06-25,"Kauno r.",21,21.8,0,0,14,7,0,0,21,0,96441,2020-06-26 11:46:03,"2020-06-26 06:52:34"
2020-06-25,"Šilutės r.",7,18.6,0,0,4,3,0,0,7,0,37637,2020-06-26 11:46:03,"2020-06-26 06:52:35"
2020-06-25,"Tauragės r.",9,23.8,0,0,5,4,0,0,9,0,37805,2020-06-26 11:46:03,"2020-06-26 06:52:36"
2020-06-25,"Lazdijų r.",5,27.3,0,0,2,3,1,5.5,4,0,18331,2020-06-26 11:46:03,"2020-06-26 06:52:37"
2020-06-25,"Jurbarko r.",2,8.1,0,0,1,1,0,0,2,0,24822,2020-06-26 11:46:03,"2020-06-26 06:52:37"
2020-06-25,"Elektrėnų",7,29.2,0,0,2,5,3,12.5,4,0,23992,2020-06-26 11:46:03,"2020-06-26 06:52:38"
2020-06-25,"Neringos",1,28.3,0,0,1,0,0,0,1,0,3530,2020-06-26 11:46:03,"2020-06-26 06:52:39"
2020-06-25,"Mažeikių r.",7,13.7,0,0,4,3,0,0,6,1,51067,2020-06-26 11:46:03,"2020-06-26 06:52:39"
2020-06-25,"Ignalinos r.",5,34.6,0,0,1,4,0,0,5,0,14433,2020-06-26 11:46:03,"2020-06-26 06:52:40"
2020-06-25,"Telšių r.",11,28,1,2.5,6,5,1,2.5,8,2,39317,2020-06-26 11:46:03,"2020-06-26 06:52:41"
2020-06-25,"Plungės r.",8,24.3,0,0,5,3,1,3,7,0,32987,2020-06-26 11:46:03,"2020-06-26 06:52:42"
2020-06-25,"Kretingos r.",60,160.3,0,0,22,38,0,0,57,3,37427,2020-06-26 11:46:03,"2020-06-26 06:52:42"
2020-06-25,"Varėnos r.",1,4.8,0,0,1,0,0,0,0,1,20840,2020-06-26 11:46:03,"2020-06-26 06:52:43"
2020-06-25,"Alytaus r.",7,27,0,0,4,3,0,0,7,0,25887,2020-06-26 11:46:03,"2020-06-26 06:52:44"
2020-06-25,"Raseinių r.",6,19.2,0,0,1,5,0,0,5,1,31225,2020-06-26 11:46:03,"2020-06-26 06:52:45"
2020-06-25,"Vilniaus m.",492,87.5,28,5,215,277,111,19.7,356,20,562030,2020-06-26 11:46:03,"2020-06-26 06:52:46"
2020-06-25,"Šilalės r.",3,13.7,0,0,2,1,0,0,3,0,21887,2020-06-26 11:46:03,"2020-06-26 06:52:46"
2020-06-25,"Klaipėdos m.",278,186.4,1,0.7,93,185,11,7.4,249,18,149157,2020-06-26 11:46:03,"2020-06-26 06:52:47"
2020-06-25,"Visagino",3,16.4,0,0,1,2,0,0,3,0,18250,2020-06-26 11:46:03,"2020-06-26 06:52:48"
2020-06-25,"Pasvalio r.",4,17.5,0,0,3,1,1,4.4,3,0,22816,2020-06-26 11:46:03,"2020-06-26 06:52:49"
2020-06-25,"Panevėžio m.",22,25.6,0,0,13,9,1,1.2,20,1,85878,2020-06-26 11:46:03,"2020-06-26 06:52:50"
2020-06-25,"Šiaulių m.",14,13.8,0,0,9,5,1,1,12,1,101514,2020-06-26 11:46:03,"2020-06-26 06:52:50"
2020-06-25,"Birštono",0,0,0,0,0,0,0,0,0,0,4069,2020-06-26 11:46:03,"2020-06-26 06:52:50"
2020-06-25,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,18606,2020-06-26 11:46:03,"2020-06-26 06:52:50"
2020-06-25,"Kita",0,0,0,0,0,0,0,0,0,0,0,2020-06-26 11:46:03,"2020-06-26 06:55:44"
2020-06-26,"Utenos r.",6,16.1,0,0,3,3,1,2.7,5,0,37179,2020-06-27 12:33:52,"2020-06-27 06:52:08"
2020-06-26,"Kaišiadorių r.",3,10.2,0,0,1,2,0,0,3,0,29526,2020-06-27 12:33:52,"2020-06-27 06:52:09"
2020-06-26,"Vilkaviškio r.",7,20.2,0,0,4,3,0,0,6,1,34660,2020-06-27 12:33:52,"2020-06-27 06:52:09"
2020-06-26,"Prienų r.",5,19.4,0,0,3,2,0,0,5,0,25802,2020-06-27 12:33:52,"2020-06-27 06:52:10"
2020-06-26,"Jonavos r.",13,31.6,0,0,3,10,4,9.7,9,0,41163,2020-06-27 12:33:52,"2020-06-27 06:52:11"
2020-06-26,"Rietavo",6,82.7,0,0,4,2,0,0,6,0,7258,2020-06-27 12:33:52,"2020-06-27 06:52:12"
2020-06-26,"Marijampolės",76,141.3,1,1.9,32,44,1,1.9,71,4,53772,2020-06-27 12:33:52,"2020-06-27 06:52:13"
2020-06-26,"Kauno m.",104,35.9,0,0,51,53,6,2.1,94,3,289380,2020-06-27 12:33:52,"2020-06-27 06:52:13"
2020-06-26,"Alytaus m.",28,56.1,0,0,17,11,0,0,27,1,49888,2020-06-27 12:33:52,"2020-06-27 06:52:14"
2020-06-26,"Druskininkų",1,5.2,1,5.2,0,1,1,5.2,0,0,19109,2020-06-27 12:33:52,"2020-06-27 06:52:15"
2020-06-26,"Joniškio r.",15,72.4,0,0,8,7,0,0,14,1,20726,2020-06-27 12:33:52,"2020-06-27 06:52:16"
2020-06-26,"Kazlų Rūdos",3,26.5,0,0,0,3,0,0,3,0,11337,2020-06-27 12:33:52,"2020-06-27 06:52:17"
2020-06-26,"Biržų r.",10,44,0,0,5,5,0,0,10,0,22718,2020-06-27 12:33:52,"2020-06-27 06:52:17"
2020-06-26,"Šiaulių r.",11,26.5,0,0,6,5,0,0,10,1,41442,2020-06-27 12:33:52,"2020-06-27 06:52:18"
2020-06-26,"Klaipėdos r.",59,98.1,0,0,27,32,1,1.7,54,4,60139,2020-06-27 12:33:52,"2020-06-27 06:52:19"
2020-06-26,"Anykščių r.",6,26,0,0,2,4,0,0,6,0,23034,2020-06-27 12:33:52,"2020-06-27 06:52:20"
2020-06-26,"Akmenės r.",5,26.6,0,0,3,2,0,0,5,0,18764,2020-06-27 12:33:52,"2020-06-27 06:52:20"
2020-06-26,"Molėtų r.",4,23.3,1,5.8,2,2,1,5.8,3,0,17153,2020-06-27 12:33:52,"2020-06-27 06:52:21"
2020-06-26,"Radviliškio r.",7,20,3,8.6,5,2,4,11.4,3,0,34995,2020-06-27 12:33:52,"2020-06-27 06:52:22"
2020-06-26,"Rokiškio r.",3,10.7,0,0,0,3,0,0,3,0,28070,2020-06-27 12:33:52,"2020-06-27 06:52:23"
2020-06-26,"Šakių r.",4,15,0,0,2,2,0,0,3,1,26698,2020-06-27 12:33:52,"2020-06-27 06:52:23"
2020-06-26,"Panevėžio r.",8,22.6,0,0,5,3,0,0,7,1,35324,2020-06-27 12:33:52,"2020-06-27 06:52:24"
2020-06-26,"Trakų r.",6,18.4,1,3.1,6,0,1,3.1,5,0,32546,2020-06-27 12:33:52,"2020-06-27 06:52:25"
2020-06-26,"Kupiškio r.",1,6.1,0,0,1,0,0,0,1,0,16356,2020-06-27 12:33:52,"2020-06-27 06:52:25"
2020-06-26,"Skuodo r.",3,18.7,0,0,1,2,0,0,3,0,16078,2020-06-27 12:33:52,"2020-06-27 06:52:26"
2020-06-26,"Palangos m.",12,74.8,0,0,6,6,1,6.2,10,1,16046,2020-06-27 12:33:52,"2020-06-27 06:52:27"
2020-06-26,"Pagėgių",1,13.7,0,0,0,1,0,0,1,0,7288,2020-06-27 12:33:52,"2020-06-27 06:52:27"
2020-06-26,"Šalčininkų r.",14,45.9,2,6.6,5,9,3,9.8,11,0,30520,2020-06-27 12:33:52,"2020-06-27 06:52:28"
2020-06-26,"Vilniaus r.",287,286.5,6,6,102,185,49,48.9,233,3,100158,2020-06-27 12:33:52,"2020-06-27 06:52:29"
2020-06-26,"Švenčionių r.",11,48,0,0,7,4,1,4.4,10,0,22932,2020-06-27 12:33:52,"2020-06-27 06:52:30"
2020-06-26,"Zarasų r.",1,6.7,0,0,1,0,0,0,1,0,14916,2020-06-27 12:33:52,"2020-06-27 06:52:31"
2020-06-26,"Kėdainių r.",3,6.6,2,4.4,0,3,2,4.4,1,0,45285,2020-06-27 12:33:52,"2020-06-27 06:52:32"
2020-06-26,"Ukmergės r.",88,262.9,0,0,28,60,0,0,79,9,33471,2020-06-27 12:33:52,"2020-06-27 06:52:32"
2020-06-26,"Kelmės r.",2,7.9,0,0,1,1,0,0,2,0,25382,2020-06-27 12:33:52,"2020-06-27 06:52:33"
2020-06-26,"Širvintų r.",19,126,3,19.9,11,8,12,79.6,6,0,15076,2020-06-27 12:33:52,"2020-06-27 06:52:34"
2020-06-26,"Kalvarijos",5,49.1,0,0,2,3,0,0,4,0,10190,2020-06-27 12:33:52,"2020-06-27 06:52:35"
2020-06-26,"Kauno r.",21,21.8,0,0,14,7,0,0,21,0,96441,2020-06-27 12:33:52,"2020-06-27 06:52:36"
2020-06-26,"Šilutės r.",7,18.6,0,0,4,3,0,0,7,0,37637,2020-06-27 12:33:52,"2020-06-27 06:52:36"
2020-06-26,"Tauragės r.",9,23.8,0,0,5,4,0,0,9,0,37805,2020-06-27 12:33:52,"2020-06-27 06:52:37"
2020-06-26,"Lazdijų r.",5,27.3,0,0,2,3,0,0,5,0,18331,2020-06-27 12:33:52,"2020-06-27 06:52:38"
2020-06-26,"Jurbarko r.",2,8.1,0,0,1,1,0,0,2,0,24822,2020-06-27 12:33:52,"2020-06-27 06:52:39"
2020-06-26,"Elektrėnų",7,29.2,0,0,2,5,3,12.5,4,0,23992,2020-06-27 12:33:52,"2020-06-27 06:52:39"
2020-06-26,"Neringos",1,28.3,0,0,1,0,0,0,1,0,3530,2020-06-27 12:33:52,"2020-06-27 06:52:40"
2020-06-26,"Mažeikių r.",7,13.7,0,0,4,3,0,0,6,1,51067,2020-06-27 12:33:52,"2020-06-27 06:52:41"
2020-06-26,"Ignalinos r.",5,34.6,0,0,1,4,0,0,5,0,14433,2020-06-27 12:33:52,"2020-06-27 06:52:42"
2020-06-26,"Telšių r.",11,28,1,2.5,6,5,1,2.5,8,2,39317,2020-06-27 12:33:52,"2020-06-27 06:52:43"
2020-06-26,"Plungės r.",8,24.3,0,0,5,3,1,3,7,0,32987,2020-06-27 12:33:52,"2020-06-27 06:52:43"
2020-06-26,"Kretingos r.",60,160.3,0,0,22,38,0,0,57,3,37427,2020-06-27 12:33:52,"2020-06-27 06:52:44"
2020-06-26,"Varėnos r.",1,4.8,0,0,1,0,0,0,0,1,20840,2020-06-27 12:33:52,"2020-06-27 06:52:45"
2020-06-26,"Alytaus r.",7,27,0,0,4,3,0,0,7,0,25887,2020-06-27 12:33:52,"2020-06-27 06:52:46"
2020-06-26,"Raseinių r.",6,19.2,0,0,1,5,0,0,5,1,31225,2020-06-27 12:33:52,"2020-06-27 06:52:46"
2020-06-26,"Vilniaus m.",495,88.1,27,4.8,217,278,114,20.3,356,20,562030,2020-06-27 12:33:52,"2020-06-27 06:52:48"
2020-06-26,"Šilalės r.",3,13.7,0,0,2,1,0,0,3,0,21887,2020-06-27 12:33:52,"2020-06-27 06:52:48"
2020-06-26,"Klaipėdos m.",278,186.4,1,0.7,93,185,11,7.4,249,18,149157,2020-06-27 12:33:52,"2020-06-27 06:52:49"
2020-06-26,"Visagino",3,16.4,0,0,1,2,0,0,3,0,18250,2020-06-27 12:33:52,"2020-06-27 06:52:50"
2020-06-26,"Pasvalio r.",4,17.5,0,0,3,1,1,4.4,3,0,22816,2020-06-27 12:33:52,"2020-06-27 06:52:51"
2020-06-26,"Panevėžio m.",22,25.6,0,0,13,9,1,1.2,20,1,85878,2020-06-27 12:33:52,"2020-06-27 06:52:52"
2020-06-26,"Šiaulių m.",14,13.8,0,0,9,5,1,1,12,1,101514,2020-06-27 12:33:52,"2020-06-27 06:52:52"
2020-06-26,"Birštono",0,0,0,0,0,0,0,0,0,0,4069,2020-06-27 12:33:52,"2020-06-27 06:52:53"
2020-06-26,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,18606,2020-06-27 12:33:52,"2020-06-27 06:52:53"
2020-06-26,"Kita",0,0,0,0,0,0,0,0,0,0,0,2020-06-27 12:33:52,"2020-06-27 06:55:43"
2020-06-27,"Utenos r.",6,16.1,0,0,3,3,1,2.7,5,0,37179,2020-06-28 21:50:39,"2020-06-28 06:52:08"
2020-06-27,"Kaišiadorių r.",3,10.2,0,0,1,2,0,0,3,0,29526,2020-06-28 21:50:39,"2020-06-28 06:52:09"
2020-06-27,"Vilkaviškio r.",7,20.2,0,0,4,3,0,0,6,1,34660,2020-06-28 21:50:39,"2020-06-28 06:52:10"
2020-06-27,"Prienų r.",5,19.4,0,0,3,2,0,0,5,0,25802,2020-06-28 21:50:39,"2020-06-28 06:52:11"
2020-06-27,"Jonavos r.",13,31.6,0,0,3,10,4,9.7,9,0,41163,2020-06-28 21:50:39,"2020-06-28 06:52:11"
2020-06-27,"Rietavo",6,82.7,0,0,4,2,0,0,6,0,7258,2020-06-28 21:50:39,"2020-06-28 06:52:12"
2020-06-27,"Marijampolės",76,141.3,1,1.9,32,44,1,1.9,71,4,53772,2020-06-28 21:50:39,"2020-06-28 06:52:13"
2020-06-27,"Kauno m.",104,35.9,0,0,51,53,6,2.1,94,3,289380,2020-06-28 21:50:39,"2020-06-28 06:52:14"
2020-06-27,"Alytaus m.",28,56.1,0,0,17,11,0,0,27,1,49888,2020-06-28 21:50:39,"2020-06-28 06:52:15"
2020-06-27,"Druskininkų",1,5.2,1,5.2,0,1,1,5.2,0,0,19109,2020-06-28 21:50:39,"2020-06-28 06:52:15"
2020-06-27,"Joniškio r.",15,72.4,0,0,8,7,0,0,14,1,20726,2020-06-28 21:50:39,"2020-06-28 06:52:16"
2020-06-27,"Kazlų Rūdos",3,26.5,0,0,0,3,0,0,3,0,11337,2020-06-28 21:50:39,"2020-06-28 06:52:17"
2020-06-27,"Biržų r.",10,44,0,0,5,5,0,0,10,0,22718,2020-06-28 21:50:39,"2020-06-28 06:52:18"
2020-06-27,"Šiaulių r.",11,26.5,0,0,6,5,0,0,10,1,41442,2020-06-28 21:50:39,"2020-06-28 06:52:19"
2020-06-27,"Klaipėdos r.",59,98.1,0,0,27,32,1,1.7,54,4,60139,2020-06-28 21:50:39,"2020-06-28 06:52:19"
2020-06-27,"Anykščių r.",6,26,0,0,2,4,0,0,6,0,23034,2020-06-28 21:50:39,"2020-06-28 06:52:20"
2020-06-27,"Akmenės r.",5,26.6,0,0,3,2,0,0,5,0,18764,2020-06-28 21:50:39,"2020-06-28 06:52:21"
2020-06-27,"Molėtų r.",4,23.3,1,5.8,2,2,1,5.8,3,0,17153,2020-06-28 21:50:39,"2020-06-28 06:52:22"
2020-06-27,"Radviliškio r.",7,20,3,8.6,5,2,4,11.4,3,0,34995,2020-06-28 21:50:39,"2020-06-28 06:52:23"
2020-06-27,"Rokiškio r.",3,10.7,0,0,0,3,0,0,3,0,28070,2020-06-28 21:50:39,"2020-06-28 06:52:23"
2020-06-27,"Šakių r.",4,15,0,0,2,2,0,0,3,1,26698,2020-06-28 21:50:39,"2020-06-28 06:52:24"
2020-06-27,"Panevėžio r.",8,22.6,0,0,5,3,0,0,7,1,35324,2020-06-28 21:50:39,"2020-06-28 06:52:25"
2020-06-27,"Trakų r.",6,18.4,1,3.1,6,0,1,3.1,5,0,32546,2020-06-28 21:50:39,"2020-06-28 06:52:26"
