"day","administrative_level_3","confirmed","confirmed_100k","confirmed_14","confirmed_14_100k","confirmed_male","confirmed_female","active","active_100k","recovered","deaths","population","downloaded","updated"
2020-06-03,"Skuodo r.",3,18.7,1,6.2,1,2,1,6.2,2,0,16078,2020-06-04 10:56:23,"2020-06-04 08:52:21"
2020-06-03,"Palangos m.",12,74.8,0,0,6,6,4,24.9,7,1,16046,2020-06-04 10:56:23,"2020-06-04 08:52:21"
2020-06-03,"Pagėgių",1,13.7,0,0,0,1,0,0,1,0,7288,2020-06-04 10:56:23,"2020-06-04 08:52:22"
2020-06-03,"Šalčininkų r.",12,39.3,2,6.6,5,7,5,16.4,7,0,30520,2020-06-04 10:56:23,"2020-06-04 08:52:23"
2020-06-03,"Vilniaus r.",259,258.6,26,26,90,169,72,71.9,182,3,100158,2020-06-04 10:56:23,"2020-06-04 08:52:23"
2020-06-03,"Švenčionių r.",10,43.6,0,0,6,4,3,13.1,7,0,22932,2020-06-04 10:56:23,"2020-06-04 08:52:24"
2020-06-03,"Zarasų r.",1,6.7,0,0,1,0,0,0,1,0,14916,2020-06-04 10:56:23,"2020-06-04 08:52:25"
2020-06-03,"Kėdainių r.",1,2.2,0,0,0,1,0,0,1,0,45285,2020-06-04 10:56:23,"2020-06-04 08:52:26"
2020-06-03,"Ukmergės r.",87,259.9,1,3,27,60,5,14.9,73,9,33471,2020-06-04 10:56:23,"2020-06-04 08:52:26"
2020-06-03,"Kelmės r.",2,7.9,0,0,1,1,0,0,2,0,25382,2020-06-04 10:56:23,"2020-06-04 08:52:27"
2020-06-03,"Širvintų r.",8,53.1,0,0,4,4,1,6.6,6,0,15076,2020-06-04 10:56:23,"2020-06-04 08:52:28"
2020-06-03,"Kalvarijos",4,39.3,0,0,2,2,1,9.8,3,0,10190,2020-06-04 10:56:23,"2020-06-04 08:52:28"
2020-06-03,"Kauno r.",21,21.8,0,0,14,7,0,0,21,0,96441,2020-06-04 10:56:23,"2020-06-04 08:52:29"
2020-06-03,"Šilutės r.",7,18.6,0,0,4,3,0,0,7,0,37637,2020-06-04 10:56:23,"2020-06-04 08:52:30"
2020-06-03,"Tauragės r.",9,23.8,1,2.6,5,4,2,5.3,7,0,37805,2020-06-04 10:56:23,"2020-06-04 08:52:30"
2020-06-03,"Lazdijų r.",5,27.3,3,16.4,2,3,3,16.4,2,0,18331,2020-06-04 10:56:23,"2020-06-04 08:52:31"
2020-06-03,"Jurbarko r.",2,8.1,0,0,1,1,0,0,2,0,24822,2020-06-04 10:56:23,"2020-06-04 08:52:31"
2020-06-03,"Elektrėnų",7,29.2,1,4.2,2,5,4,16.7,3,0,23992,2020-06-04 10:56:23,"2020-06-04 08:52:32"
2020-06-03,"Neringos",1,28.3,0,0,1,0,0,0,1,0,3530,2020-06-04 10:56:23,"2020-06-04 08:52:33"
2020-06-03,"Mažeikių r.",7,13.7,0,0,4,3,1,2,5,1,51067,2020-06-04 10:56:23,"2020-06-04 08:52:34"
2020-06-03,"Ignalinos r.",5,34.6,2,13.9,1,4,2,13.9,3,0,14433,2020-06-04 10:56:23,"2020-06-04 08:52:34"
2020-06-03,"Telšių r.",10,25.4,0,0,5,5,0,0,8,2,39317,2020-06-04 10:56:23,"2020-06-04 08:52:35"
2020-06-03,"Plungės r.",8,24.3,1,3,5,3,1,3,7,0,32987,2020-06-04 10:56:23,"2020-06-04 08:52:36"
2020-06-03,"Kretingos r.",59,157.6,0,0,22,37,18,48.1,39,2,37427,2020-06-04 10:56:23,"2020-06-04 08:52:36"
2020-06-03,"Varėnos r.",1,4.8,0,0,1,0,0,0,0,1,20840,2020-06-04 10:56:23,"2020-06-04 08:52:37"
2020-06-03,"Alytaus r.",7,27,0,0,4,3,0,0,7,0,25887,2020-06-04 10:56:23,"2020-06-04 08:52:38"
2020-06-03,"Raseinių r.",6,19.2,0,0,1,5,0,0,5,1,31225,2020-06-04 10:56:23,"2020-06-04 08:52:38"
2020-06-03,"Vilniaus m.",439,78.1,42,7.5,189,250,140,24.9,277,17,562030,2020-06-04 10:56:23,"2020-06-04 08:52:40"
2020-06-03,"Šilalės r.",3,13.7,0,0,2,1,0,0,3,0,21887,2020-06-04 10:56:23,"2020-06-04 08:52:40"
2020-06-03,"Klaipėdos m.",274,183.7,3,2,90,184,45,30.2,213,16,149157,2020-06-04 10:56:23,"2020-06-04 08:52:41"
2020-06-03,"Visagino",3,16.4,0,0,1,2,0,0,3,0,18250,2020-06-04 10:56:23,"2020-06-04 08:52:42"
2020-06-03,"Pasvalio r.",4,17.5,0,0,3,1,1,4.4,3,0,22816,2020-06-04 10:56:23,"2020-06-04 08:52:43"
2020-06-03,"Panevėžio m.",21,24.5,0,0,13,8,0,0,20,1,85878,2020-06-04 10:56:23,"2020-06-04 08:52:43"
2020-06-03,"Šiaulių m.",14,13.8,1,1,9,5,1,1,12,1,101514,2020-06-04 10:56:23,"2020-06-04 08:52:44"
2020-06-03,"Birštono",0,0,0,0,0,0,0,0,0,0,4069,2020-06-04 10:56:23,"2020-06-04 08:52:44"
2020-06-03,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,18606,2020-06-04 10:56:23,"2020-06-04 08:52:44"
2020-06-03,"Kita",1,NA,1,NA,1,0,1,NA,0,0,0,2020-06-04 10:56:23,"2020-06-04 08:54:38"
2020-06-04,"Utenos r.",5,13.4,1,2.7,2,3,1,2.7,4,0,37179,2020-06-05 10:19:16,"2020-06-04 08:52:06"
2020-06-04,"Kaišiadorių r.",3,10.2,0,0,1,2,0,0,3,0,29526,2020-06-05 10:19:16,"2020-06-04 08:52:06"
2020-06-04,"Vilkaviškio r.",7,20.2,0,0,4,3,0,0,6,1,34660,2020-06-05 10:19:16,"2020-06-04 08:52:07"
2020-06-04,"Prienų r.",5,19.4,0,0,3,2,0,0,5,0,25802,2020-06-05 10:19:16,"2020-06-04 08:52:08"
2020-06-04,"Jonavos r.",9,21.9,0,0,1,8,0,0,9,0,41163,2020-06-05 10:19:16,"2020-06-04 08:52:08"
2020-06-04,"Rietavo",6,82.7,0,0,4,2,0,0,6,0,7258,2020-06-05 10:19:16,"2020-06-04 08:52:09"
2020-06-04,"Marijampolės",77,143.2,0,0,31,46,1,1.9,71,4,53772,2020-06-05 10:19:16,"2020-06-04 08:52:10"
2020-06-04,"Kauno m.",102,35.2,3,1,50,52,14,4.8,85,3,289380,2020-06-05 10:19:16,"2020-06-04 08:52:11"
2020-06-04,"Alytaus m.",28,56.1,0,0,17,11,0,0,27,1,49888,2020-06-05 10:19:16,"2020-06-04 08:52:11"
2020-06-04,"Druskininkų",1,5.2,0,0,0,1,0,0,1,0,19109,2020-06-05 10:19:16,"2020-06-04 08:52:11"
2020-06-04,"Joniškio r.",15,72.4,0,0,8,7,0,0,14,1,20726,2020-06-05 10:19:16,"2020-06-04 08:52:12"
2020-06-04,"Kazlų Rūdos",2,17.6,0,0,0,2,1,8.8,1,0,11337,2020-06-05 10:19:16,"2020-06-04 08:52:13"
2020-06-04,"Biržų r.",10,44,0,0,5,5,0,0,10,0,22718,2020-06-05 10:19:16,"2020-06-04 08:52:13"
2020-06-04,"Šiaulių r.",11,26.5,0,0,6,5,0,0,10,1,41442,2020-06-05 10:19:16,"2020-06-04 08:52:14"
2020-06-04,"Klaipėdos r.",56,93.1,1,1.7,25,31,2,3.3,51,3,60139,2020-06-05 10:19:16,"2020-06-04 08:52:14"
2020-06-04,"Anykščių r.",6,26,0,0,2,4,0,0,6,0,23034,2020-06-05 10:19:16,"2020-06-04 08:52:15"
2020-06-04,"Akmenės r.",5,26.6,0,0,3,2,0,0,5,0,18764,2020-06-05 10:19:16,"2020-06-04 08:52:16"
2020-06-04,"Molėtų r.",3,17.5,0,0,1,2,2,11.7,1,0,17153,2020-06-05 10:19:16,"2020-06-04 08:52:17"
2020-06-04,"Radviliškio r.",3,8.6,0,0,2,1,0,0,3,0,34995,2020-06-05 10:19:16,"2020-06-04 08:52:17"
2020-06-04,"Rokiškio r.",3,10.7,0,0,0,3,0,0,3,0,28070,2020-06-05 10:19:16,"2020-06-04 08:52:18"
2020-06-04,"Šakių r.",4,15,1,3.7,2,2,1,3.7,2,1,26698,2020-06-05 10:19:16,"2020-06-04 08:52:19"
2020-06-04,"Panevėžio r.",8,22.6,0,0,5,3,1,2.8,6,1,35324,2020-06-05 10:19:16,"2020-06-04 08:52:19"
2020-06-04,"Trakų r.",5,15.4,0,0,5,0,0,0,5,0,32546,2020-06-05 10:19:16,"2020-06-04 08:52:20"
2020-06-04,"Kupiškio r.",1,6.1,0,0,1,0,0,0,1,0,16356,2020-06-05 10:19:16,"2020-06-04 08:52:20"
2020-06-04,"Skuodo r.",3,18.7,1,6.2,1,2,1,6.2,2,0,16078,2020-06-05 10:19:16,"2020-06-04 08:52:21"
2020-06-04,"Palangos m.",12,74.8,0,0,6,6,4,24.9,7,1,16046,2020-06-05 10:19:16,"2020-06-04 08:52:21"
2020-06-04,"Pagėgių",1,13.7,0,0,0,1,0,0,1,0,7288,2020-06-05 10:19:16,"2020-06-04 08:52:22"
2020-06-04,"Šalčininkų r.",12,39.3,2,6.6,5,7,5,16.4,7,0,30520,2020-06-05 10:19:16,"2020-06-04 08:52:23"
2020-06-04,"Vilniaus r.",259,258.6,26,26,90,169,72,71.9,182,3,100158,2020-06-05 10:19:16,"2020-06-04 08:52:23"
2020-06-04,"Švenčionių r.",10,43.6,0,0,6,4,3,13.1,7,0,22932,2020-06-05 10:19:16,"2020-06-04 08:52:24"
2020-06-04,"Zarasų r.",1,6.7,0,0,1,0,0,0,1,0,14916,2020-06-05 10:19:16,"2020-06-04 08:52:25"
2020-06-04,"Kėdainių r.",1,2.2,0,0,0,1,0,0,1,0,45285,2020-06-05 10:19:16,"2020-06-04 08:52:26"
2020-06-04,"Ukmergės r.",87,259.9,1,3,27,60,5,14.9,73,9,33471,2020-06-05 10:19:16,"2020-06-04 08:52:26"
2020-06-04,"Kelmės r.",2,7.9,0,0,1,1,0,0,2,0,25382,2020-06-05 10:19:16,"2020-06-04 08:52:27"
2020-06-04,"Širvintų r.",8,53.1,0,0,4,4,1,6.6,6,0,15076,2020-06-05 10:19:16,"2020-06-04 08:52:28"
2020-06-04,"Kalvarijos",4,39.3,0,0,2,2,1,9.8,3,0,10190,2020-06-05 10:19:16,"2020-06-04 08:52:28"
2020-06-04,"Kauno r.",21,21.8,0,0,14,7,0,0,21,0,96441,2020-06-05 10:19:16,"2020-06-04 08:52:29"
2020-06-04,"Šilutės r.",7,18.6,0,0,4,3,0,0,7,0,37637,2020-06-05 10:19:16,"2020-06-04 08:52:30"
2020-06-04,"Tauragės r.",9,23.8,1,2.6,5,4,2,5.3,7,0,37805,2020-06-05 10:19:16,"2020-06-04 08:52:30"
2020-06-04,"Lazdijų r.",5,27.3,3,16.4,2,3,3,16.4,2,0,18331,2020-06-05 10:19:16,"2020-06-04 08:52:31"
2020-06-04,"Jurbarko r.",2,8.1,0,0,1,1,0,0,2,0,24822,2020-06-05 10:19:16,"2020-06-04 08:52:31"
2020-06-04,"Elektrėnų",7,29.2,1,4.2,2,5,4,16.7,3,0,23992,2020-06-05 10:19:16,"2020-06-04 08:52:32"
2020-06-04,"Neringos",1,28.3,0,0,1,0,0,0,1,0,3530,2020-06-05 10:19:16,"2020-06-04 08:52:33"
2020-06-04,"Mažeikių r.",7,13.7,0,0,4,3,1,2,5,1,51067,2020-06-05 10:19:16,"2020-06-04 08:52:34"
2020-06-04,"Ignalinos r.",5,34.6,2,13.9,1,4,2,13.9,3,0,14433,2020-06-05 10:19:16,"2020-06-04 08:52:34"
2020-06-04,"Telšių r.",10,25.4,0,0,5,5,0,0,8,2,39317,2020-06-05 10:19:16,"2020-06-04 08:52:35"
2020-06-04,"Plungės r.",8,24.3,1,3,5,3,1,3,7,0,32987,2020-06-05 10:19:16,"2020-06-04 08:52:36"
2020-06-04,"Kretingos r.",59,157.6,0,0,22,37,18,48.1,39,2,37427,2020-06-05 10:19:16,"2020-06-04 08:52:36"
2020-06-04,"Varėnos r.",1,4.8,0,0,1,0,0,0,0,1,20840,2020-06-05 10:19:16,"2020-06-04 08:52:37"
2020-06-04,"Alytaus r.",7,27,0,0,4,3,0,0,7,0,25887,2020-06-05 10:19:16,"2020-06-04 08:52:38"
2020-06-04,"Raseinių r.",6,19.2,0,0,1,5,0,0,5,1,31225,2020-06-05 10:19:16,"2020-06-04 08:52:38"
2020-06-04,"Vilniaus m.",439,78.1,42,7.5,189,250,140,24.9,277,17,562030,2020-06-05 10:19:16,"2020-06-04 08:52:40"
2020-06-04,"Šilalės r.",3,13.7,0,0,2,1,0,0,3,0,21887,2020-06-05 10:19:16,"2020-06-04 08:52:40"
2020-06-04,"Klaipėdos m.",274,183.7,3,2,90,184,45,30.2,213,16,149157,2020-06-05 10:19:16,"2020-06-04 08:52:41"
2020-06-04,"Visagino",3,16.4,0,0,1,2,0,0,3,0,18250,2020-06-05 10:19:16,"2020-06-04 08:52:42"
2020-06-04,"Pasvalio r.",4,17.5,0,0,3,1,1,4.4,3,0,22816,2020-06-05 10:19:16,"2020-06-04 08:52:43"
2020-06-04,"Panevėžio m.",21,24.5,0,0,13,8,0,0,20,1,85878,2020-06-05 10:19:16,"2020-06-04 08:52:43"
2020-06-04,"Šiaulių m.",14,13.8,1,1,9,5,1,1,12,1,101514,2020-06-05 10:19:16,"2020-06-04 08:52:44"
2020-06-04,"Birštono",0,0,0,0,0,0,0,0,0,0,4069,2020-06-05 10:19:16,"2020-06-04 08:52:44"
2020-06-04,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,18606,2020-06-05 10:19:16,"2020-06-04 08:52:44"
2020-06-04,"Kita",1,0,1,0,1,0,1,0,0,0,0,2020-06-05 10:19:16,"2020-06-04 08:54:38"
2020-06-05,"Kita",0,0,0,0,9,5,1,0,12,1,0,2020-06-06 18:08:07,"2020-06-06 06:58:28"
2020-06-05,"Utenos r.",5,13.4,1,2.7,2,3,1,2.7,4,0,37179,2020-06-06 18:08:07,"2020-06-06 06:56:07"
2020-06-05,"Kaišiadorių r.",3,10.2,0,0,1,2,0,0,3,0,29526,2020-06-06 18:08:07,"2020-06-06 06:56:08"
2020-06-05,"Vilkaviškio r.",7,20.2,0,0,4,3,0,0,6,1,34660,2020-06-06 18:08:07,"2020-06-06 06:56:09"
2020-06-05,"Prienų r.",5,19.4,0,0,3,2,0,0,5,0,25802,2020-06-06 18:08:07,"2020-06-06 06:56:09"
2020-06-05,"Jonavos r.",9,21.9,0,0,1,8,0,0,9,0,41163,2020-06-06 18:08:07,"2020-06-06 06:56:10"
2020-06-05,"Rietavo",6,82.7,0,0,4,2,0,0,6,0,7258,2020-06-06 18:08:07,"2020-06-06 06:56:11"
2020-06-05,"Marijampolės",75,139.5,0,0,31,44,0,0,71,4,53772,2020-06-06 18:08:07,"2020-06-06 06:56:11"
2020-06-05,"Kauno m.",102,35.2,2,0.7,50,52,14,4.8,85,3,289380,2020-06-06 18:08:07,"2020-06-06 06:56:12"
2020-06-05,"Alytaus m.",28,56.1,0,0,17,11,0,0,27,1,49888,2020-06-06 18:08:07,"2020-06-06 06:56:13"
2020-06-05,"Druskininkų",1,5.2,0,0,0,1,0,0,1,0,19109,2020-06-06 18:08:07,"2020-06-06 06:56:13"
2020-06-05,"Joniškio r.",15,72.4,0,0,8,7,0,0,14,1,20726,2020-06-06 18:08:07,"2020-06-06 06:56:13"
2020-06-05,"Kazlų Rūdos",3,26.5,0,0,0,3,1,8.8,2,0,11337,2020-06-06 18:08:07,"2020-06-06 06:56:14"
2020-06-05,"Biržų r.",10,44,0,0,5,5,0,0,10,0,22718,2020-06-06 18:08:07,"2020-06-06 06:56:15"
2020-06-05,"Šiaulių r.",11,26.5,0,0,6,5,0,0,10,1,41442,2020-06-06 18:08:07,"2020-06-06 06:56:15"
2020-06-05,"Klaipėdos r.",59,98.1,4,6.7,27,32,5,8.3,51,3,60139,2020-06-06 18:08:07,"2020-06-06 06:56:16"
2020-06-05,"Anykščių r.",6,26,0,0,2,4,0,0,6,0,23034,2020-06-06 18:08:07,"2020-06-06 06:56:17"
2020-06-05,"Akmenės r.",5,26.6,0,0,3,2,0,0,5,0,18764,2020-06-06 18:08:07,"2020-06-06 06:56:17"
2020-06-05,"Molėtų r.",3,17.5,0,0,1,2,2,11.7,1,0,17153,2020-06-06 18:08:07,"2020-06-06 06:56:18"
2020-06-05,"Radviliškio r.",4,11.4,1,2.9,3,1,1,2.9,3,0,34995,2020-06-06 18:08:07,"2020-06-06 06:56:18"
2020-06-05,"Rokiškio r.",3,10.7,0,0,0,3,0,0,3,0,28070,2020-06-06 18:08:07,"2020-06-06 06:56:19"
2020-06-05,"Šakių r.",4,15,1,3.7,2,2,1,3.7,2,1,26698,2020-06-06 18:08:07,"2020-06-06 06:56:20"
2020-06-05,"Panevėžio r.",8,22.6,0,0,5,3,1,2.8,6,1,35324,2020-06-06 18:08:07,"2020-06-06 06:56:20"
2020-06-05,"Trakų r.",5,15.4,0,0,5,0,0,0,5,0,32546,2020-06-06 18:08:07,"2020-06-06 06:56:21"
2020-06-05,"Kupiškio r.",1,6.1,0,0,1,0,0,0,1,0,16356,2020-06-06 18:08:07,"2020-06-06 06:56:21"
2020-06-05,"Skuodo r.",3,18.7,1,6.2,1,2,1,6.2,2,0,16078,2020-06-06 18:08:07,"2020-06-06 06:56:22"
2020-06-05,"Palangos m.",12,74.8,0,0,6,6,4,24.9,7,1,16046,2020-06-06 18:08:07,"2020-06-06 06:56:22"
2020-06-05,"Pagėgių",1,13.7,0,0,0,1,0,0,1,0,7288,2020-06-06 18:08:07,"2020-06-06 06:56:23"
2020-06-05,"Šalčininkų r.",12,39.3,2,6.6,5,7,5,16.4,7,0,30520,2020-06-06 18:08:07,"2020-06-06 06:56:23"
2020-06-05,"Vilniaus r.",264,263.6,26,26,92,172,64,63.9,195,3,100158,2020-06-06 18:08:07,"2020-06-06 06:56:24"
2020-06-05,"Švenčionių r.",10,43.6,0,0,6,4,1,4.4,9,0,22932,2020-06-06 18:08:07,"2020-06-06 06:56:25"
2020-06-05,"Zarasų r.",1,6.7,0,0,1,0,0,0,1,0,14916,2020-06-06 18:08:07,"2020-06-06 06:56:25"
2020-06-05,"Kėdainių r.",1,2.2,0,0,0,1,0,0,1,0,45285,2020-06-06 18:08:07,"2020-06-06 06:56:26"
2020-06-05,"Ukmergės r.",87,259.9,1,3,27,60,5,14.9,73,9,33471,2020-06-06 18:08:07,"2020-06-06 06:56:27"
2020-06-05,"Kelmės r.",2,7.9,0,0,1,1,0,0,2,0,25382,2020-06-06 18:08:07,"2020-06-06 06:56:27"
2020-06-05,"Širvintų r.",10,66.3,2,13.3,5,5,3,19.9,6,0,15076,2020-06-06 18:08:07,"2020-06-06 06:56:28"
2020-06-05,"Kalvarijos",5,49.1,0,0,2,3,1,9.8,3,0,10190,2020-06-06 18:08:07,"2020-06-06 06:56:29"
2020-06-05,"Kauno r.",21,21.8,0,0,14,7,0,0,21,0,96441,2020-06-06 18:08:07,"2020-06-06 06:56:29"
2020-06-05,"Šilutės r.",7,18.6,0,0,4,3,0,0,7,0,37637,2020-06-06 18:08:07,"2020-06-06 06:56:30"
2020-06-05,"Tauragės r.",9,23.8,0,0,5,4,2,5.3,7,0,37805,2020-06-06 18:08:07,"2020-06-06 06:56:31"
2020-06-05,"Lazdijų r.",5,27.3,3,16.4,2,3,3,16.4,2,0,18331,2020-06-06 18:08:07,"2020-06-06 06:56:31"
2020-06-05,"Jurbarko r.",2,8.1,0,0,1,1,0,0,2,0,24822,2020-06-06 18:08:07,"2020-06-06 06:56:32"
2020-06-05,"Elektrėnų",7,29.2,1,4.2,2,5,4,16.7,3,0,23992,2020-06-06 18:08:07,"2020-06-06 06:56:32"
2020-06-05,"Neringos",1,28.3,0,0,1,0,0,0,1,0,3530,2020-06-06 18:08:07,"2020-06-06 06:56:33"
2020-06-05,"Mažeikių r.",7,13.7,0,0,4,3,1,2,5,1,51067,2020-06-06 18:08:07,"2020-06-06 06:56:34"
2020-06-05,"Ignalinos r.",5,34.6,2,13.9,1,4,2,13.9,3,0,14433,2020-06-06 18:08:07,"2020-06-06 06:56:34"
2020-06-05,"Telšių r.",10,25.4,0,0,5,5,0,0,8,2,39317,2020-06-06 18:08:07,"2020-06-06 06:56:35"
2020-06-05,"Plungės r.",8,24.3,1,3,5,3,1,3,7,0,32987,2020-06-06 18:08:07,"2020-06-06 06:56:36"
2020-06-05,"Kretingos r.",59,157.6,0,0,22,37,13,34.7,44,2,37427,2020-06-06 18:08:07,"2020-06-06 06:56:36"
2020-06-05,"Varėnos r.",1,4.8,0,0,1,0,0,0,0,1,20840,2020-06-06 18:08:07,"2020-06-06 06:56:37"
2020-06-05,"Alytaus r.",7,27,0,0,4,3,0,0,7,0,25887,2020-06-06 18:08:07,"2020-06-06 06:56:37"
2020-06-05,"Raseinių r.",6,19.2,0,0,1,5,0,0,5,1,31225,2020-06-06 18:08:07,"2020-06-06 06:56:38"
2020-06-05,"Vilniaus m.",445,79.2,37,6.6,192,253,123,21.9,300,17,562030,2020-06-06 18:08:07,"2020-06-06 06:56:39"
2020-06-05,"Šilalės r.",3,13.7,0,0,2,1,0,0,3,0,21887,2020-06-06 18:08:07,"2020-06-06 06:56:40"
2020-06-05,"Klaipėdos m.",276,185,4,2.7,92,184,43,28.8,217,16,149157,2020-06-06 18:08:07,"2020-06-06 06:56:41"
2020-06-05,"Visagino",3,16.4,0,0,1,2,0,0,3,0,18250,2020-06-06 18:08:07,"2020-06-06 06:56:41"
2020-06-05,"Pasvalio r.",4,17.5,0,0,3,1,1,4.4,3,0,22816,2020-06-06 18:08:07,"2020-06-06 06:56:42"
2020-06-05,"Panevėžio m.",21,24.5,0,0,13,8,0,0,20,1,85878,2020-06-06 18:08:07,"2020-06-06 06:56:42"
2020-06-05,"Šiaulių m.",14,13.8,0,0,9,5,1,1,12,1,101514,2020-06-06 18:08:07,"2020-06-06 06:56:43"
2020-06-05,"Birštono",0,0,0,0,0,0,0,0,0,0,4069,2020-06-06 18:08:07,"2020-06-06 06:56:43"
2020-06-05,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,18606,2020-06-06 18:08:07,"2020-06-06 06:56:43"
2020-06-06,"Kita",0,0,0,0,9,5,1,0,12,1,0,2020-06-07 12:03:22,"2020-06-07 06:58:43"
2020-06-06,"Utenos r.",5,13.4,1,2.7,2,3,1,2.7,4,0,37179,2020-06-07 12:03:22,"2020-06-07 06:56:11"
2020-06-06,"Kaišiadorių r.",3,10.2,0,0,1,2,0,0,3,0,29526,2020-06-07 12:03:22,"2020-06-07 06:56:12"
2020-06-06,"Vilkaviškio r.",7,20.2,0,0,4,3,0,0,6,1,34660,2020-06-07 12:03:22,"2020-06-07 06:56:12"
2020-06-06,"Prienų r.",5,19.4,0,0,3,2,0,0,5,0,25802,2020-06-07 12:03:22,"2020-06-07 06:56:13"
2020-06-06,"Jonavos r.",9,21.9,0,0,1,8,0,0,9,0,41163,2020-06-07 12:03:22,"2020-06-07 06:56:14"
2020-06-06,"Rietavo",6,82.7,0,0,4,2,0,0,6,0,7258,2020-06-07 12:03:22,"2020-06-07 06:56:14"
2020-06-06,"Marijampolės",75,139.5,0,0,31,44,0,0,71,4,53772,2020-06-07 12:03:22,"2020-06-07 06:56:15"
2020-06-06,"Kauno m.",102,35.2,2,0.7,50,52,14,4.8,85,3,289380,2020-06-07 12:03:22,"2020-06-07 06:56:16"
2020-06-06,"Alytaus m.",28,56.1,0,0,17,11,0,0,27,1,49888,2020-06-07 12:03:22,"2020-06-07 06:56:17"
2020-06-06,"Druskininkų",1,5.2,0,0,0,1,0,0,1,0,19109,2020-06-07 12:03:22,"2020-06-07 06:56:17"
2020-06-06,"Joniškio r.",15,72.4,0,0,8,7,0,0,14,1,20726,2020-06-07 12:03:22,"2020-06-07 06:56:18"
2020-06-06,"Kazlų Rūdos",3,26.5,0,0,0,3,1,8.8,2,0,11337,2020-06-07 12:03:22,"2020-06-07 06:56:18"
2020-06-06,"Biržų r.",10,44,0,0,5,5,0,0,10,0,22718,2020-06-07 12:03:22,"2020-06-07 06:56:19"
2020-06-06,"Šiaulių r.",11,26.5,0,0,6,5,0,0,10,1,41442,2020-06-07 12:03:22,"2020-06-07 06:56:20"
2020-06-06,"Klaipėdos r.",59,98.1,4,6.7,27,32,5,8.3,51,3,60139,2020-06-07 12:03:22,"2020-06-07 06:56:21"
2020-06-06,"Anykščių r.",6,26,0,0,2,4,0,0,6,0,23034,2020-06-07 12:03:22,"2020-06-07 06:56:21"
2020-06-06,"Akmenės r.",5,26.6,0,0,3,2,0,0,5,0,18764,2020-06-07 12:03:22,"2020-06-07 06:56:22"
2020-06-06,"Molėtų r.",3,17.5,0,0,1,2,2,11.7,1,0,17153,2020-06-07 12:03:22,"2020-06-07 06:56:23"
2020-06-06,"Radviliškio r.",4,11.4,1,2.9,3,1,1,2.9,3,0,34995,2020-06-07 12:03:22,"2020-06-07 06:56:24"
2020-06-06,"Rokiškio r.",3,10.7,0,0,0,3,0,0,3,0,28070,2020-06-07 12:03:22,"2020-06-07 06:56:25"
2020-06-06,"Šakių r.",4,15,1,3.7,2,2,1,3.7,2,1,26698,2020-06-07 12:03:22,"2020-06-07 06:56:25"
2020-06-06,"Panevėžio r.",8,22.6,0,0,5,3,1,2.8,6,1,35324,2020-06-07 12:03:22,"2020-06-07 06:56:26"
2020-06-06,"Trakų r.",5,15.4,0,0,5,0,0,0,5,0,32546,2020-06-07 12:03:22,"2020-06-07 06:56:27"
2020-06-06,"Kupiškio r.",1,6.1,0,0,1,0,0,0,1,0,16356,2020-06-07 12:03:22,"2020-06-07 06:56:27"
2020-06-06,"Skuodo r.",3,18.7,1,6.2,1,2,1,6.2,2,0,16078,2020-06-07 12:03:22,"2020-06-07 06:56:28"
2020-06-06,"Palangos m.",12,74.8,0,0,6,6,4,24.9,7,1,16046,2020-06-07 12:03:22,"2020-06-07 06:56:28"
2020-06-06,"Pagėgių",1,13.7,0,0,0,1,0,0,1,0,7288,2020-06-07 12:03:22,"2020-06-07 06:56:29"
2020-06-06,"Šalčininkų r.",12,39.3,2,6.6,5,7,5,16.4,7,0,30520,2020-06-07 12:03:22,"2020-06-07 06:56:30"
2020-06-06,"Vilniaus r.",269,268.6,30,30,95,174,66,65.9,198,3,100158,2020-06-07 12:03:22,"2020-06-07 06:56:31"
2020-06-06,"Švenčionių r.",11,48,1,4.4,7,4,2,8.7,9,0,22932,2020-06-07 12:03:22,"2020-06-07 06:56:32"
2020-06-06,"Zarasų r.",1,6.7,0,0,1,0,0,0,1,0,14916,2020-06-07 12:03:22,"2020-06-07 06:56:32"
2020-06-06,"Kėdainių r.",1,2.2,0,0,0,1,0,0,1,0,45285,2020-06-07 12:03:22,"2020-06-07 06:56:33"
2020-06-06,"Ukmergės r.",87,259.9,1,3,27,60,5,14.9,73,9,33471,2020-06-07 12:03:22,"2020-06-07 06:56:34"
2020-06-06,"Kelmės r.",2,7.9,0,0,1,1,0,0,2,0,25382,2020-06-07 12:03:22,"2020-06-07 06:56:35"
2020-06-06,"Širvintų r.",10,66.3,2,13.3,5,5,3,19.9,6,0,15076,2020-06-07 12:03:22,"2020-06-07 06:56:35"
2020-06-06,"Kalvarijos",5,49.1,0,0,2,3,1,9.8,3,0,10190,2020-06-07 12:03:22,"2020-06-07 06:56:36"
2020-06-06,"Kauno r.",21,21.8,0,0,14,7,0,0,21,0,96441,2020-06-07 12:03:22,"2020-06-07 06:56:37"
2020-06-06,"Šilutės r.",7,18.6,0,0,4,3,0,0,7,0,37637,2020-06-07 12:03:22,"2020-06-07 06:56:38"
