"day","evrk_group_code","evrk_group_title","tests_positive","tests"
2020-03-19,"105","Pieno produktų gamyba",0,1
2020-03-19,"108","Kitų maisto produktų gamyba",0,1
2020-03-19,"212","Farmacinių preparatų gamyba",0,1
2020-03-19,"259","Kitų metalo gaminių gamyba",0,1
2020-03-19,"265","Matavimo, bandymo, navigacinės ir kontrolės įrangos gamyba; įvairių tipų laikrodžių gamyba",0,1
2020-03-19,"353","Garo tiekimas ir oro kondicionavimas",0,2
2020-03-19,"382","Atliekų tvarkymas ir šalinimas",0,1
2020-03-19,"431","Statinių nugriovimas ir statybvietės paruošimas",0,1
2020-03-19,"432","Elektros, vandentiekio ir kitos įrangos įrengimas",0,2
2020-03-19,"451","Variklinių transporto priemonių pardavimas",0,1
2020-03-19,"461","Didmeninė prekyba už atlygį ar pagal sutartį",0,1
2020-03-19,"464","Namų ūkio reikmenų didmeninė prekyba",0,1
2020-03-19,"465","Informacijos ir ryšių technologijų (IRT) įrangos didmeninė prekyba",0,1
2020-03-19,"466","Kitų mašinų, įrangos ir reikmenų didmeninė prekyba",0,1
2020-03-19,"467","Kita specializuota didmeninė prekyba",0,1
2020-03-19,"479","Mažmeninė prekyba ne parduotuvėse, kioskuose ar prekyvietėse",0,2
2020-03-19,"494","Krovininis kelių transportas ir perkraustymo veikla",0,2
2020-03-19,"620","Kompiuterių programavimo, konsultacinė ir susijusi veikla",0,1
2020-03-19,"631","Duomenų apdorojimo, interneto serverių paslaugų (prieglobos) ir susijusi veikla; interneto vartų paslaugų veikla",0,1
2020-03-19,"651","Draudimas",0,1
2020-03-19,"682","Nuosavo arba nuomojamo nekilnojamojo turto nuoma ir eksploatavimas",0,1
2020-03-19,"702","Konsultacinė valdymo veikla",0,1
2020-03-19,"712","Techninis tikrinimas ir analizė",0,1
2020-03-19,"731","Reklama",0,1
2020-03-19,"791","Kelionių agentūrų ir ekskursijų organizatorių veikla",0,1
2020-03-19,"841","Valstybės valdymas ir bendroji ekonominė bei socialinė bendruomenės politika",0,2
2020-03-19,"853","Vidurinis ugdymas",0,1
2020-03-19,"854","Aukštasis mokslas",0,3
2020-03-19,"861","Ligoninių veikla",0,2
2020-03-19,"869","Kita žmonių sveikatos priežiūros veikla",0,1
2020-03-19,"949","Kitų narystės organizacijų veikla",0,1
2020-03-20,"106","Grūdų malimo produktų, krakmolo ir krakmolo produktų gamyba",0,1
2020-03-20,"108","Kitų maisto produktų gamyba",0,1
2020-03-20,"181","Spausdinimas ir su spausdinimu susijusios paslaugos",0,2
2020-03-20,"236","Betono, cemento ir gipso gaminių bei dirbinių gamyba",0,1
2020-03-20,"271","Elektros variklių, generatorių, transformatorių bei elektros skirstomosios ir valdymo įrangos gamyba",0,1
2020-03-20,"325","Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba",0,1
2020-03-20,"331","Metalo gaminių, mašinų ir įrangos remontas",0,2
2020-03-20,"381","Atliekų surinkimas",0,1
2020-03-20,"410","Pastatų statyba",0,3
2020-03-20,"411","Statybų plėtra",0,1
2020-03-20,"412","Gyvenamųjų ir negyvenamųjų pastatų statyba",0,1
2020-03-20,"420","Inžinerinių statinių statyba",0,1
2020-03-20,"432","Elektros, vandentiekio ir kitos įrangos įrengimas",0,1
2020-03-20,"433","Statybos baigimas ir apdaila",0,1
2020-03-20,"439","Kita specializuota statybos veikla",0,1
2020-03-20,"452","Variklinių transporto priemonių techninė priežiūra ir remontas",0,1
2020-03-20,"463","Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",0,1
2020-03-20,"466","Kitų mašinų, įrangos ir reikmenų didmeninė prekyba",0,1
2020-03-20,"467","Kita specializuota didmeninė prekyba",0,1
2020-03-20,"477","Kitų prekių mažmeninė prekyba specializuotose parduotuvėse",0,1
2020-03-20,"479","Mažmeninė prekyba ne parduotuvėse, kioskuose ar prekyvietėse",0,1
2020-03-20,"493","Kitas keleivinis sausumos transportas",0,1
2020-03-20,"494","Krovininis kelių transportas ir perkraustymo veikla",0,5
2020-03-20,"522","Transportui būdingų paslaugų veikla",0,5
2020-03-20,"561","Restoranų ir pagaminto valgio teikimo veikla",1,2
2020-03-20,"591","Kino filmų, vaizdo filmų ir televizijos programų rengėjų veikla",0,1
2020-03-20,"620","Kompiuterių programavimo, konsultacinė ir susijusi veikla",0,1
2020-03-20,"631","Duomenų apdorojimo, interneto serverių paslaugų (prieglobos) ir susijusi veikla; interneto vartų paslaugų veikla",0,1
2020-03-20,"641","Piniginis tarpininkavimas",0,4
2020-03-20,"651","Draudimas",0,2
2020-03-20,"682","Nuosavo arba nuomojamo nekilnojamojo turto nuoma ir eksploatavimas",0,1
2020-03-20,"692","Apskaitos, buhalterijos ir audito veikla; konsultacijos mokesčių klausimais",0,1
2020-03-20,"702","Konsultacinė valdymo veikla",0,3
2020-03-20,"711","Architektūros ir inžinerijos veikla bei su ja susijusios techninės konsultacijos",0,2
2020-03-20,"712","Techninis tikrinimas ir analizė",0,2
2020-03-20,"721","Gamtos mokslų ir inžinerijos moksliniai tyrimai ir taikomoji veikla",0,1
2020-03-20,"731","Reklama",0,2
2020-03-20,"773","Kitų mašinų, įrangos ir materialiųjų vertybių nuoma ir išperkamoji nuoma",0,2
2020-03-20,"782","Laikinojo įdarbinimo agentūrų veikla",0,1
2020-03-20,"799","Kitų išankstinio užsakymo ir susijusių paslaugų veikla",0,1
2020-03-20,"829","Niekur kitur nepriskirta verslui būdingų paslaugų veikla",0,1
2020-03-20,"841","Valstybės valdymas ir bendroji ekonominė bei socialinė bendruomenės politika",1,1
2020-03-20,"842","Bendruomenei teikiamų paslaugų užtikrinimas",0,1
2020-03-20,"853","Vidurinis ugdymas",0,1
2020-03-20,"854","Aukštasis mokslas",0,1
2020-03-20,"855","Kitas mokymas",0,2
2020-03-20,"861","Ligoninių veikla",1,1
2020-03-20,"862","Medicininės ir odontologinės praktikos veikla",0,1
2020-03-20,"869","Kita žmonių sveikatos priežiūros veikla",2,4
2020-03-20,"900","Kūrybinė, meninė ir pramogų organizavimo veikla",0,1
2020-03-20,"932","Pramogų ir poilsio organizavimo veikla",0,1
2020-03-20,"949","Kitų narystės organizacijų veikla",0,1
2020-03-21,"022","Medienos ruoša",0,1
2020-03-21,"104","Gyvūninių ir augalinių riebalų bei aliejaus gamyba",0,1
2020-03-21,"105","Pieno produktų gamyba",0,1
2020-03-21,"108","Kitų maisto produktų gamyba",0,1
2020-03-21,"162","Gaminių ir dirbinių iš medienos, kamštienos, šiaudų ir pynimo medžiagų gamyba",0,1
2020-03-21,"172","Popieriaus ir kartoninių gaminių gamyba",0,1
2020-03-21,"201","Pagrindinių chemikalų, trąšų ir azoto junginių, pirminių plastikų ir pirminio sintetinio kaučiuko gamyba",0,1
2020-03-21,"205","Kitų cheminių medžiagų gamyba",0,1
2020-03-21,"255","Metalo kalimas, presavimas, štampavimas ir profiliavimas; miltelių metalurgija",0,1
2020-03-21,"301","Įvairių tipų laivų statyba",0,1
2020-03-21,"310","Baldų gamyba",2,6
2020-03-21,"325","Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba",0,1
2020-03-21,"351","Elektros energijos gamyba, perdavimas ir paskirstymas",0,1
2020-03-21,"412","Gyvenamųjų ir negyvenamųjų pastatų statyba",1,8
2020-03-21,"422","Komunalinių statinių statyba",0,1
2020-03-21,"430","Specializuota statybos veikla",0,1
2020-03-21,"432","Elektros, vandentiekio ir kitos įrangos įrengimas",0,1
2020-03-21,"433","Statybos baigimas ir apdaila",0,5
2020-03-21,"439","Kita specializuota statybos veikla",0,2
2020-03-21,"451","Variklinių transporto priemonių pardavimas",0,4
2020-03-21,"452","Variklinių transporto priemonių techninė priežiūra ir remontas",1,2
2020-03-21,"453","Variklinių transporto priemonių atsarginių dalių ir pagalbinių reikmenų pardavimas",0,1
2020-03-21,"460","Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",0,2
2020-03-21,"463","Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",0,2
2020-03-21,"464","Namų ūkio reikmenų didmeninė prekyba",0,2
2020-03-21,"465","Informacijos ir ryšių technologijų (IRT) įrangos didmeninė prekyba",0,1
2020-03-21,"466","Kitų mašinų, įrangos ir reikmenų didmeninė prekyba",2,2
2020-03-21,"467","Kita specializuota didmeninė prekyba",0,2
2020-03-21,"470","Mažmeninė prekyba, išskyrus variklinių transporto priemonių ir motociklų prekybą",0,1
2020-03-21,"471","Mažmeninė prekyba nespecializuotose parduotuvėse",1,7
2020-03-21,"473","Automobilių degalų mažmeninė prekyba specializuotose parduotuvėse",0,1
2020-03-21,"475","Kitos namų ūkio įrangos mažmeninė prekyba specializuotose parduotuvėse",1,2
2020-03-21,"477","Kitų prekių mažmeninė prekyba specializuotose parduotuvėse",0,7
2020-03-21,"478","Mažmeninė prekyba kioskuose ir prekyvietėse",1,1
2020-03-21,"479","Mažmeninė prekyba ne parduotuvėse, kioskuose ar prekyvietėse",0,4
2020-03-21,"493","Kitas keleivinis sausumos transportas",1,3
2020-03-21,"494","Krovininis kelių transportas ir perkraustymo veikla",0,19
2020-03-21,"503","Vidaus vandenų keleivinis transportas",0,1
2020-03-21,"522","Transportui būdingų paslaugų veikla",0,9
2020-03-21,"532","Kita pašto ir pasiuntinių (kurjerių) veikla",0,1
2020-03-21,"551","Viešbučių ir panašių laikinų buveinių veikla",0,1
2020-03-21,"561","Restoranų ir pagaminto valgio teikimo veikla",0,1
2020-03-21,"563","Gėrimų pardavimo vartoti vietoje veikla",0,1
2020-03-21,"581","Knygų, periodinių leidinių leidyba ir kita leidybinė veikla",0,1
2020-03-21,"611","Laidinio ryšio paslaugų veikla",0,2
2020-03-21,"620","Kompiuterių programavimo, konsultacinė ir susijusi veikla",0,5
2020-03-21,"630","Informacinių paslaugų veikla",0,2
2020-03-21,"631","Duomenų apdorojimo, interneto serverių paslaugų (prieglobos) ir susijusi veikla; interneto vartų paslaugų veikla",0,4
2020-03-21,"640","Finansinių paslaugų veikla, išskyrus draudimą ir pensijų lėšų kaupimą",1,1
2020-03-21,"641","Piniginis tarpininkavimas",0,4
2020-03-21,"642","Kontroliuojančiųjų bendrovių veikla",0,2
2020-03-21,"649","Kita finansinių paslaugų veikla, išskyrus draudimą ir pensijų lėšų kaupimą",0,1
2020-03-21,"651","Draudimas",0,1
2020-03-21,"661","Pagalbinė finansinių paslaugų, išskyrus draudimą ir pensijų lėšų kaupimą, veikla",0,4
2020-03-21,"680","Nekilnojamojo turto operacijos",2,3
2020-03-21,"681","Nuosavo nekilnojamojo turto pirkimas ir pardavimas",2,4
2020-03-21,"682","Nuosavo arba nuomojamo nekilnojamojo turto nuoma ir eksploatavimas",1,3
2020-03-21,"683","Nekilnojamojo turto operacijos už atlygį arba pagal sutartį",1,2
2020-03-21,"690","Teisinė ir apskaitos veikla",1,1
2020-03-21,"691","Teisinė veikla",0,1
2020-03-21,"692","Apskaitos, buhalterijos ir audito veikla; konsultacijos mokesčių klausimais",0,3
2020-03-21,"702","Konsultacinė valdymo veikla",2,4
2020-03-21,"711","Architektūros ir inžinerijos veikla bei su ja susijusios techninės konsultacijos",0,2
2020-03-21,"712","Techninis tikrinimas ir analizė",0,2
2020-03-21,"721","Gamtos mokslų ir inžinerijos moksliniai tyrimai ir taikomoji veikla",0,2
2020-03-21,"730","Reklama ir rinkos tyrimas",0,1
2020-03-21,"731","Reklama",0,1
2020-03-21,"782","Laikinojo įdarbinimo agentūrų veikla",0,1
2020-03-21,"791","Kelionių agentūrų ir ekskursijų organizatorių veikla",0,1
2020-03-21,"810","Pastatų aptarnavimas ir kraštovaizdžio tvarkymas",0,1
2020-03-21,"812","Valymo veikla",1,2
2020-03-21,"822","Užsakomųjų informacinių paslaugų centrų veikla",0,1
2020-03-21,"829","Niekur kitur nepriskirta verslui būdingų paslaugų veikla",0,2
2020-03-21,"841","Valstybės valdymas ir bendroji ekonominė bei socialinė bendruomenės politika",0,5
2020-03-21,"842","Bendruomenei teikiamų paslaugų užtikrinimas",2,7
2020-03-21,"851","Ikimokyklinis ugdymas",0,1
2020-03-21,"852","Pradinis ugdymas",0,2
2020-03-21,"853","Vidurinis ugdymas",1,5
2020-03-21,"854","Aukštasis mokslas",0,15
2020-03-21,"855","Kitas mokymas",0,1
2020-03-21,"856","Švietimui būdingų paslaugų veikla",0,1
2020-03-21,"860","Žmonių sveikatos priežiūros veikla",0,1
2020-03-21,"861","Ligoninių veikla",0,28
2020-03-21,"862","Medicininės ir odontologinės praktikos veikla",1,13
2020-03-21,"869","Kita žmonių sveikatos priežiūros veikla",1,2
2020-03-21,"889","Kita, nesusijusi su apgyvendinimu, socialinio darbo veikla",0,1
2020-03-21,"900","Kūrybinė, meninė ir pramogų organizavimo veikla",0,1
2020-03-21,"910","Bibliotekų, archyvų, muziejų ir kita kultūrinė veikla",1,2
2020-03-21,"931","Sportinė veikla",0,1
2020-03-21,"932","Pramogų ir poilsio organizavimo veikla",0,1
2020-03-21,"949","Kitų narystės organizacijų veikla",0,2
2020-03-21,"980","Privačių namų ūkių veikla, susijusi su savoms reikmėms tenkinti skirtų nediferencijuojamų gaminių gamyba ir paslaugų teikimu",0,1
2020-03-22,"010","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla",0,1
2020-03-22,"021","Miško medžių auginimas ir kita miškininkystės veikla",1,1
2020-03-22,"107","Kepyklos ir miltinių produktų gamyba",0,1
2020-03-22,"151","Odų rauginimas ir išdirbimas; lagaminų, rankinių, balno reikmenų ir pakinktų gamyba; kailių išdirbimas ir dažymas",0,1
2020-03-22,"171","Plaušienos, popieriaus ir kartono gamyba",0,1
2020-03-22,"172","Popieriaus ir kartoninių gaminių gamyba",1,2
2020-03-22,"205","Kitų cheminių medžiagų gamyba",0,1
2020-03-22,"222","Plastikinių gaminių gamyba",0,1
2020-03-22,"251","Konstrukcinių metalo gaminių gamyba",0,3
2020-03-22,"259","Kitų metalo gaminių gamyba",0,1
2020-03-22,"262","Kompiuterių ir išorinės įrangos gamyba",0,2
2020-03-22,"267","Optinių prietaisų ir fotografijos įrangos gamyba",0,1
2020-03-22,"281","Bendrosios paskirties mašinų gamyba",0,1
2020-03-22,"283","Žemės ir miškų ūkio mašinų gamyba",0,1
2020-03-22,"293","Variklinių transporto priemonių dalių ir pagalbinių reikmenų gamyba",0,1
2020-03-22,"331","Metalo gaminių, mašinų ir įrangos remontas",0,2
2020-03-22,"412","Gyvenamųjų ir negyvenamųjų pastatų statyba",0,1
2020-03-22,"421","Kelių ir geležinkelių tiesimas",0,2
2020-03-22,"422","Komunalinių statinių statyba",0,2
2020-03-22,"429","Kitų inžinerinių statinių statyba",0,1
2020-03-22,"432","Elektros, vandentiekio ir kitos įrangos įrengimas",0,4
2020-03-22,"433","Statybos baigimas ir apdaila",0,1
2020-03-22,"451","Variklinių transporto priemonių pardavimas",0,1
2020-03-22,"453","Variklinių transporto priemonių atsarginių dalių ir pagalbinių reikmenų pardavimas",0,2
2020-03-22,"461","Didmeninė prekyba už atlygį ar pagal sutartį",1,3
2020-03-22,"463","Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",0,3
2020-03-22,"464","Namų ūkio reikmenų didmeninė prekyba",1,5
2020-03-22,"465","Informacijos ir ryšių technologijų (IRT) įrangos didmeninė prekyba",0,1
2020-03-22,"466","Kitų mašinų, įrangos ir reikmenų didmeninė prekyba",0,2
2020-03-22,"467","Kita specializuota didmeninė prekyba",0,2
2020-03-22,"469","Nespecializuota didmeninė prekyba",0,1
2020-03-22,"471","Mažmeninė prekyba nespecializuotose parduotuvėse",0,6
2020-03-22,"473","Automobilių degalų mažmeninė prekyba specializuotose parduotuvėse",0,1
2020-03-22,"474","Informacijos ir ryšių technologijų (IRT) įrangos mažmeninė prekyba specializuotose parduotuvėse",0,1
2020-03-22,"475","Kitos namų ūkio įrangos mažmeninė prekyba specializuotose parduotuvėse",0,1
2020-03-22,"477","Kitų prekių mažmeninė prekyba specializuotose parduotuvėse",0,4
2020-03-22,"479","Mažmeninė prekyba ne parduotuvėse, kioskuose ar prekyvietėse",0,4
2020-03-22,"492","Krovininis geležinkelio transportas",0,1
2020-03-22,"493","Kitas keleivinis sausumos transportas",0,1
2020-03-22,"494","Krovininis kelių transportas ir perkraustymo veikla",0,9
2020-03-22,"512","Krovininis oro transportas ir kosminis transportas",0,1
2020-03-22,"522","Transportui būdingų paslaugų veikla",2,8
2020-03-22,"531","Pašto pagal įpareigojimą teikti universaliąsias paslaugas atliekama veikla",0,1
2020-03-22,"561","Restoranų ir pagaminto valgio teikimo veikla",0,1
2020-03-22,"581","Knygų, periodinių leidinių leidyba ir kita leidybinė veikla",0,1
2020-03-22,"611","Laidinio ryšio paslaugų veikla",0,1
2020-03-22,"619","Kitų ryšių paslaugų veikla",0,1
2020-03-22,"620","Kompiuterių programavimo, konsultacinė ir susijusi veikla",0,6
2020-03-22,"630","Informacinių paslaugų veikla",0,2
2020-03-22,"631","Duomenų apdorojimo, interneto serverių paslaugų (prieglobos) ir susijusi veikla; interneto vartų paslaugų veikla",0,3
2020-03-22,"641","Piniginis tarpininkavimas",3,10
2020-03-22,"660","Pagalbinė finansinių paslaugų ir draudimo veikla",1,1
2020-03-22,"663","Fondų valdymo veikla",0,2
2020-03-22,"682","Nuosavo arba nuomojamo nekilnojamojo turto nuoma ir eksploatavimas",1,1
2020-03-22,"683","Nekilnojamojo turto operacijos už atlygį arba pagal sutartį",0,2
2020-03-22,"691","Teisinė veikla",0,1
2020-03-22,"702","Konsultacinė valdymo veikla",0,5
2020-03-22,"712","Techninis tikrinimas ir analizė",0,1
2020-03-22,"721","Gamtos mokslų ir inžinerijos moksliniai tyrimai ir taikomoji veikla",0,2
2020-03-22,"731","Reklama",1,1
2020-03-22,"732","Rinkos tyrimas ir viešosios nuomonės apklausa",0,2
2020-03-22,"743","Vertimo raštu ir žodžiu veikla",0,1
2020-03-22,"749","Kita, niekur kitur nepriskirta, profesinė, mokslinė ir techninė veikla",0,2
2020-03-22,"782","Laikinojo įdarbinimo agentūrų veikla",0,2
2020-03-22,"783","Kitas darbo jėgos teikimas",0,1
2020-03-22,"821","Įstaigų administracinė ir aptarnavimo veikla",0,1
2020-03-22,"840","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas",0,1
2020-03-22,"841","Valstybės valdymas ir bendroji ekonominė bei socialinė bendruomenės politika",1,9
2020-03-22,"851","Ikimokyklinis ugdymas",0,1
2020-03-22,"852","Pradinis ugdymas",0,1
2020-03-22,"853","Vidurinis ugdymas",0,3
2020-03-22,"854","Aukštasis mokslas",2,10
2020-03-22,"855","Kitas mokymas",0,1
2020-03-22,"860","Žmonių sveikatos priežiūros veikla",0,2
2020-03-22,"861","Ligoninių veikla",1,25
2020-03-22,"862","Medicininės ir odontologinės praktikos veikla",0,15
2020-03-22,"869","Kita žmonių sveikatos priežiūros veikla",0,8
2020-03-22,"873","Stacionarinė pagyvenusių ir neįgaliųjų asmenų globos veikla",0,1
2020-03-22,"900","Kūrybinė, meninė ir pramogų organizavimo veikla",1,5
2020-03-22,"930","Sportinė veikla, pramogų ir poilsio organizavimo veikla",0,1
2020-03-22,"932","Pramogų ir poilsio organizavimo veikla",0,1
2020-03-23,"105","Pieno produktų gamyba",0,1
2020-03-23,"162","Gaminių ir dirbinių iš medienos, kamštienos, šiaudų ir pynimo medžiagų gamyba",0,2
2020-03-23,"205","Kitų cheminių medžiagų gamyba",0,1
2020-03-23,"236","Betono, cemento ir gipso gaminių bei dirbinių gamyba",0,1
2020-03-23,"251","Konstrukcinių metalo gaminių gamyba",0,2
2020-03-23,"265","Matavimo, bandymo, navigacinės ir kontrolės įrangos gamyba; įvairių tipų laikrodžių gamyba",0,1
2020-03-23,"271","Elektros variklių, generatorių, transformatorių bei elektros skirstomosios ir valdymo įrangos gamyba",0,1
2020-03-23,"310","Baldų gamyba",0,2
2020-03-23,"325","Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba",3,3
2020-03-23,"331","Metalo gaminių, mašinų ir įrangos remontas",0,1
2020-03-23,"332","Pramoninių mašinų ir įrangos įrengimas",0,1
2020-03-23,"411","Statybų plėtra",0,1
2020-03-23,"412","Gyvenamųjų ir negyvenamųjų pastatų statyba",1,3
2020-03-23,"420","Inžinerinių statinių statyba",1,1
2020-03-23,"421","Kelių ir geležinkelių tiesimas",0,1
2020-03-23,"431","Statinių nugriovimas ir statybvietės paruošimas",0,1
2020-03-23,"432","Elektros, vandentiekio ir kitos įrangos įrengimas",0,2
2020-03-23,"451","Variklinių transporto priemonių pardavimas",1,3
2020-03-23,"461","Didmeninė prekyba už atlygį ar pagal sutartį",1,1
2020-03-23,"463","Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",0,3
2020-03-23,"464","Namų ūkio reikmenų didmeninė prekyba",0,1
2020-03-23,"465","Informacijos ir ryšių technologijų (IRT) įrangos didmeninė prekyba",1,1
2020-03-23,"466","Kitų mašinų, įrangos ir reikmenų didmeninė prekyba",2,2
2020-03-23,"467","Kita specializuota didmeninė prekyba",1,1
2020-03-23,"471","Mažmeninė prekyba nespecializuotose parduotuvėse",0,3
2020-03-23,"473","Automobilių degalų mažmeninė prekyba specializuotose parduotuvėse",0,1
2020-03-23,"475","Kitos namų ūkio įrangos mažmeninė prekyba specializuotose parduotuvėse",0,1
2020-03-23,"477","Kitų prekių mažmeninė prekyba specializuotose parduotuvėse",0,3
2020-03-23,"494","Krovininis kelių transportas ir perkraustymo veikla",0,5
2020-03-23,"511","Keleivinis oro transportas",0,2
2020-03-23,"522","Transportui būdingų paslaugų veikla",1,4
2020-03-23,"561","Restoranų ir pagaminto valgio teikimo veikla",0,2
2020-03-23,"611","Laidinio ryšio paslaugų veikla",0,1
2020-03-23,"612","Belaidžio ryšio paslaugų veikla",0,1
2020-03-23,"620","Kompiuterių programavimo, konsultacinė ir susijusi veikla",1,4
2020-03-23,"640","Finansinių paslaugų veikla, išskyrus draudimą ir pensijų lėšų kaupimą",0,1
2020-03-23,"641","Piniginis tarpininkavimas",0,4
2020-03-23,"651","Draudimas",0,1
2020-03-23,"661","Pagalbinė finansinių paslaugų, išskyrus draudimą ir pensijų lėšų kaupimą, veikla",0,1
2020-03-23,"681","Nuosavo nekilnojamojo turto pirkimas ir pardavimas",0,1
2020-03-23,"682","Nuosavo arba nuomojamo nekilnojamojo turto nuoma ir eksploatavimas",2,7
2020-03-23,"691","Teisinė veikla",0,1
2020-03-23,"692","Apskaitos, buhalterijos ir audito veikla; konsultacijos mokesčių klausimais",0,2
2020-03-23,"702","Konsultacinė valdymo veikla",1,7
2020-03-23,"711","Architektūros ir inžinerijos veikla bei su ja susijusios techninės konsultacijos",0,7
2020-03-23,"730","Reklama ir rinkos tyrimas",1,1
2020-03-23,"731","Reklama",0,1
2020-03-23,"732","Rinkos tyrimas ir viešosios nuomonės apklausa",0,2
2020-03-23,"750","Veterinarinė veikla",0,1
2020-03-23,"782","Laikinojo įdarbinimo agentūrų veikla",0,1
2020-03-23,"801","Privati apsauga",0,1
2020-03-23,"841","Valstybės valdymas ir bendroji ekonominė bei socialinė bendruomenės politika",0,3
2020-03-23,"842","Bendruomenei teikiamų paslaugų užtikrinimas",0,3
2020-03-23,"852","Pradinis ugdymas",1,1
2020-03-23,"853","Vidurinis ugdymas",0,1
2020-03-23,"854","Aukštasis mokslas",1,5
2020-03-23,"855","Kitas mokymas",0,1
2020-03-23,"861","Ligoninių veikla",6,23
2020-03-23,"862","Medicininės ir odontologinės praktikos veikla",7,16
2020-03-23,"869","Kita žmonių sveikatos priežiūros veikla",2,6
2020-03-23,"931","Sportinė veikla",1,1
2020-03-23,"932","Pramogų ir poilsio organizavimo veikla",0,1
2020-03-23,"949","Kitų narystės organizacijų veikla",0,1
2020-03-23,"960","Kita asmenų aptarnavimo veikla",0,2
2020-03-24,"032","Akvakultūra",0,1
2020-03-24,"106","Grūdų malimo produktų, krakmolo ir krakmolo produktų gamyba",0,1
2020-03-24,"108","Kitų maisto produktų gamyba",0,1
2020-03-24,"109","Paruoštų pašarų gyvuliams gamyba",0,1
2020-03-24,"131","Tekstilės pluoštų paruošimas ir verpimas",0,1
2020-03-24,"139","Kitų tekstilės gaminių ir dirbinių gamyba",0,3
2020-03-24,"161","Medienos pjaustymas ir obliavimas",0,1
2020-03-24,"162","Gaminių ir dirbinių iš medienos, kamštienos, šiaudų ir pynimo medžiagų gamyba",0,1
2020-03-24,"172","Popieriaus ir kartoninių gaminių gamyba",0,1
2020-03-24,"205","Kitų cheminių medžiagų gamyba",0,2
2020-03-24,"222","Plastikinių gaminių gamyba",0,1
2020-03-24,"251","Konstrukcinių metalo gaminių gamyba",0,2
2020-03-24,"259","Kitų metalo gaminių gamyba",0,2
2020-03-24,"261","Elektroninių komponentų ir plokščių gamyba",0,1
2020-03-24,"262","Kompiuterių ir išorinės įrangos gamyba",2,2
2020-03-24,"282","Kitų bendrosios paskirties mašinų ir įrangos gamyba",0,1
2020-03-24,"293","Variklinių transporto priemonių dalių ir pagalbinių reikmenų gamyba",0,1
2020-03-24,"310","Baldų gamyba",0,1
2020-03-24,"321","Papuošalų, juvelyrinių, bižuterijos ir panašių dirbinių gamyba",0,1
2020-03-24,"325","Medicinos ir odontologijos prietaisų, instrumentų ir reikmenų gamyba",0,1
2020-03-24,"331","Metalo gaminių, mašinų ir įrangos remontas",0,3
2020-03-24,"351","Elektros energijos gamyba, perdavimas ir paskirstymas",0,1
2020-03-24,"353","Garo tiekimas ir oro kondicionavimas",0,1
2020-03-24,"360","Vandens surinkimas, valymas ir tiekimas",0,1
2020-03-24,"381","Atliekų surinkimas",0,1
2020-03-24,"410","Pastatų statyba",0,1
2020-03-24,"412","Gyvenamųjų ir negyvenamųjų pastatų statyba",0,6
2020-03-24,"420","Inžinerinių statinių statyba",0,2
2020-03-24,"432","Elektros, vandentiekio ir kitos įrangos įrengimas",0,7
2020-03-24,"439","Kita specializuota statybos veikla",0,1
2020-03-24,"452","Variklinių transporto priemonių techninė priežiūra ir remontas",0,1
2020-03-24,"453","Variklinių transporto priemonių atsarginių dalių ir pagalbinių reikmenų pardavimas",0,1
2020-03-24,"460","Didmeninė prekyba, išskyrus prekybą variklinėmis transporto priemonėmis ir motociklais",0,1
2020-03-24,"463","Maisto produktų, gėrimų, tabako ir jo gaminių didmeninė prekyba",0,3
2020-03-24,"464","Namų ūkio reikmenų didmeninė prekyba",0,2
2020-03-24,"465","Informacijos ir ryšių technologijų (IRT) įrangos didmeninė prekyba",0,1
2020-03-24,"466","Kitų mašinų, įrangos ir reikmenų didmeninė prekyba",0,2
2020-03-24,"467","Kita specializuota didmeninė prekyba",0,7
2020-03-24,"469","Nespecializuota didmeninė prekyba",0,1
2020-03-24,"471","Mažmeninė prekyba nespecializuotose parduotuvėse",0,8
2020-03-24,"475","Kitos namų ūkio įrangos mažmeninė prekyba specializuotose parduotuvėse",0,2
2020-03-24,"477","Kitų prekių mažmeninė prekyba specializuotose parduotuvėse",0,4
2020-03-24,"479","Mažmeninė prekyba ne parduotuvėse, kioskuose ar prekyvietėse",0,1
2020-03-24,"494","Krovininis kelių transportas ir perkraustymo veikla",1,23
2020-03-24,"503","Vidaus vandenų keleivinis transportas",0,1
2020-03-24,"512","Krovininis oro transportas ir kosminis transportas",0,2
2020-03-24,"522","Transportui būdingų paslaugų veikla",2,8
2020-03-24,"550","Apgyvendinimo veikla",0,1
2020-03-24,"561","Restoranų ir pagaminto valgio teikimo veikla",0,3
2020-03-24,"581","Knygų, periodinių leidinių leidyba ir kita leidybinė veikla",0,2
2020-03-24,"582","Programinės įrangos leidyba",0,1
