"day","confirmed","tests","deaths","deaths_1","deaths_2","active","vaccinated_1","vaccinated_2","vaccinated_3","partialy_protected","fully_protected","booster_protected","infection_1","infection_2","infection_3","confirmed_daily","tests_daily","tests_mobile_daily","tests_pcr_daily","tests_ag_daily","tests_ab_daily","tests_positive_daily","tests_pcr_positive_daily","tests_ag_positive_daily","tests_ab_positive_daily","deaths_daily","deaths_1_daily","deaths_2_daily","deaths_population_daily","vaccinated_1_daily","vaccinated_2_daily","vaccinated_3_daily","infection_1_daily","infection_2_daily","infection_3_daily","population","hospitalized","icu","ventilated","oxygen","tpr_dgn","tpr_pcr","tpr_ag","tpr_ab","confirmed_100k","dgn_100k","deaths_100k","deaths_1_100k","deaths_2_100k","tests_100k","tests_mobile_100k","confirmed_growth_weekly","dgn_growth_weekly","tpr_dgn_diff_weekly","tpr_pcr_diff_weekly","tpr_ag_diff_weekly","tpr_ab_diff_weekly","deaths_growth_weekly","deaths_1_growth_weekly","deaths_2_growth_weekly","vaccinated_1_percent","vaccinated_2_percent","vaccinated_3_percent","partialy_protected_percent","fully_protected_percent","booster_protected_percent"
2022-07-24,1176124,8759593,19228,9200,15817,13240,1952685,1658299,879838,74003,1818856,934702,1079583,95812,95812,107,314,0,141,173,1,99,56,43,1,5,3,5,99,0,0,0,91,15,1,2810761,0,0,0,0,49.02,32.85,52.17,79.21,390.392495128543,352.751443470292,2.20580832023783,0.782706178148907,1.45867969564114,751.113310594533,0,38.54,38.23,4.63,4.3,4.14,-2.83000000000001,29.63,44.44,15.79,69.47,59,31.3,2.63,64.71,33.25
2022-07-25,1178025,8762701,19235,9203,15823,14525,1952724,1658323,879916,74021,1818891,934810,1081008,96277,96277,1901,3108,0,456,2652,218,1708,138,1570,157,7,3,6,109,39,24,78,1425,465,11,2810761,0,0,0,0,50.1,33.5,53.32,77.53,421.273811611873,381.925037383114,2.34811853444672,0.81828373170113,1.56541235629781,793.343866661022,0,37.44,37.71,4.42,4.62,4.04,-4.83,27.59,87.5,31.58,69.47,59,31.31,2.63,64.71,33.26
2022-07-26,1179533,8765336,19239,9204,15824,15958,1952790,1658365,880013,74035,1818924,934941,1082130,96655,96655,1508,2635,0,359,2276,188,1419,129,1290,142,4,1,1,105,66,42,97,1122,378,8,2810761,0,0,0,0,51.12,34.11,54.33,77.47,445.608858241594,404.765826763642,2.24138587379005,0.747128624596684,1.3875245885367,827.320430303395,0,36.28,38.51,4.94,4.97,4.58,-3.77,17.24,100,43.75,69.48,59,31.31,2.63,64.71,33.26
2022-07-27,1180856,8767725,19246,9204,15828,16525,1952841,1658397,880086,74050,1818947,935052,1083127,96970,96970,1323,2389,0,323,2066,224,1222,112,1110,173,7,0,4,105,51,32,73,997,315,11,2810761,0,0,0,0,51.26,33.86,54.53,76.95,463.646677892571,421.665164700948,2.41927364155117,0.711551071044461,1.45867969564114,853.220889289413,0,30.86,33.95,4.11,3.94,3.94,-3.78999999999999,19.35,50,41.18,69.48,59,31.31,2.63,64.71,33.27
2022-07-28,1182162,8770164,19249,9205,15830,17164,1952880,1658437,880176,74064,1818981,935176,1084078,97308,97308,1306,2439,0,356,2083,210,1266,115,1151,169,3,1,2,106,39,40,90,951,338,13,2810761,0,0,0,0,51.85,33.54,55.27,76.61,480.75948115119,439.453941477059,2.41927364155117,0.711551071044461,1.45867969564114,878.338642097282,0,26.01,30.02,3.99,1.96,4.22000000000001,-3.57000000000001,6.06,22.22,27.78,69.48,59,31.31,2.64,64.71,33.27
2022-07-29,1183475,8772510,19254,9206,15832,18381,1952957,1658471,880276,74097,1819019,935361,1085024,97664,97664,1313,2346,0,350,1996,197,1238,101,1137,155,5,1,2,81,77,34,100,946,356,11,2810761,126,4,1,0,51.98,32.96,55.63,76.82,494.919347464975,454.432091522545,2.45485119510339,0.747128624596684,1.49425724919337,898.582270068497,0,21.34,25.55,3.07,0.98,3.65000000000001,-2.38000000000001,2.94,-9.09,0,69.48,59,31.32,2.64,64.72,33.28
2022-07-30,1183600,8772975,19258,9206,15832,18449,1952957,1658471,880276,74097,1819019,935361,1085127,97685,97685,125,465,0,183,282,7,108,43,65,6,4,0,0,119,0,0,0,103,21,1,2810761,126,4,1,0,51.55,32.01,55.22,76.84,495.524165875363,454.859022165172,2.38369608799894,0.675973517492238,1.35194703498448,903.918903101331,0,19.51,23.32,2.66,-0.399999999999999,3.19,-2.36999999999999,9.38,-10,11.11,69.48,59,31.32,2.64,64.72,33.28
2022-07-31,1183714,8773270,19265,9207,15836,17530,1952957,1658471,880276,74097,1819019,935361,1085226,97700,97700,114,295,0,125,170,1,98,44,54,1,7,1,4,94,0,0,0,99,15,0,2810761,132,5,2,0,51.61,31.69,55.33,76.84,496.76938024969,455.819616111082,2.56158385576006,0.711551071044461,1.45867969564114,904.167945976197,0,19.1,22.7,2.59,-1.16,3.16,-2.36999999999999,5.71,-46.15,-13.64,69.48,59,31.32,2.64,64.72,33.28
2022-08-01,1185813,8776724,19270,9208,15839,18805,1952989,1658510,880359,74120,1819039,935463,1086776,98227,98227,2099,3454,0,464,2990,266,1877,149,1728,207,5,1,3,104,32,39,83,1550,527,20,2810761,160,9,6,0,51.54,32.08,55.09,78.04,520.92653911165,478.411362616743,2.56158385576006,0.711551071044461,1.45867969564114,940.492628153016,0,13.63,16.22,1.44,-1.42,1.77,0.510000000000005,-5.41,-66.67,-36,69.48,59.01,31.32,2.64,64.72,33.28
2022-08-02,1187412,8779501,19274,9211,15843,19588,1953059,1658554,880440,74136,1819067,935585,1087970,98626,98626,1599,2777,0,332,2445,216,1478,104,1374,166,4,3,4,116,70,44,81,1194,399,6,2810761,142,8,5,0,51.44,31.32,55.01,78.23,537.327791299225,494.314529054587,2.45485119510339,0.747128624596684,1.49425724919337,963.795925729722,0,9.07,10.29,0.32,-2.79,0.68,0.760000000000005,2.94,-50,-17.39,69.49,59.01,31.32,2.64,64.72,33.29
2022-08-03,1188996,8782149,19283,9216,15852,20347,1953122,1658597,880538,74154,1819095,935689,1089131,99032,99032,1584,2648,0,315,2333,223,1468,117,1351,180,9,5,9,128,63,43,98,1161,406,17,2810761,131,5,4,0,52.23,31.67,55.78,78.93,552.412674005367,509.434989314282,2.63273896286451,0.853861285253353,1.70772257050671,984.146286361594,0,10.19,11.01,0.969999999999999,-2.19,1.25,1.98,0,0,0,69.49,59.01,31.33,2.64,64.72,33.29
2022-08-04,1190415,8784703,19288,9216,15855,20851,1953190,1658664,880631,74169,1819120,935792,1090137,99429,99429,1419,2554,0,304,2250,159,1353,99,1254,122,5,0,3,86,68,67,93,1006,397,16,2810761,133,7,4,0,52.41,31.69,55.86,78.3,561.662837928945,519.503436969561,2.63273896286451,0.782706178148907,1.70772257050671,996.384964783559,0,9.54,9.14,0.559999999999995,-1.85,0.589999999999996,1.69,11.43,0,8.7,69.49,59.01,31.33,2.64,64.72,33.29
2022-08-05,1191980,8787298,19296,9218,15861,22308,1953254,1658741,880721,74202,1819143,935921,1091266,99852,99852,1565,2595,0,322,2273,181,1432,98,1334,148,8,2,6,99,64,77,90,1129,423,13,2810761,133,7,4,0,52.84,31.98,56.19,78.82,573.90151635091,530.959409213377,2.73947162352117,0.782706178148907,1.77887767761115,1012.78621697113,0,11.53,9.9,0.860000000000007,-0.98,0.559999999999995,2,20,20,38.1,69.49,59.01,31.33,2.64,64.72,33.3
2022-08-06,1192153,8787767,19304,9218,15865,22402,1953254,1658742,880721,74204,1819144,935921,1091410,99880,99880,173,469,0,205,264,8,144,54,90,4,8,0,4,123,0,1,0,144,28,1,2810761,133,7,4,0,53.07,32.17,56.46,78.56,574.079404118671,530.461323463646,2.88178183773007,0.747128624596684,1.88561033826782,1013.53334559573,0,12.79,11.19,1.52,0.160000000000004,1.24,1.72,31.43,33.33,65,69.49,59.01,31.33,2.64,64.72,33.3
2022-08-07,1192245,8788076,19314,9223,15872,21074,1953254,1658742,880721,74204,1819144,935921,1091483,99899,99899,92,309,0,114,195,0,88,36,52,0,10,5,7,111,0,0,0,73,19,0,2810761,135,9,4,0,52.95,31.96,56.34,78.54,573.545740815388,530.069970374571,3.05966960549118,0.81828373170113,1.95676544537227,1013.35545782797,0,12.4,11.06,1.34,0.27,1.01000000000001,1.7,32.43,128.57,89.47,69.49,59.01,31.33,2.64,64.72,33.3
2022-08-08,1194478,8791570,19327,9224,15881,22169,1953302,1658781,880769,74227,1819160,936009,1093099,100487,100487,2233,3494,0,431,3063,260,1999,149,1850,194,13,1,9,99,48,39,48,1616,588,29,2810761,143,8,3,0,53.63,32.48,56.97,77.75,585.357488594726,540.423038458268,3.27313492680452,0.747128624596684,2.06349810602894,1027.08839349913,0,11.26,10.15,2.09,0.399999999999999,1.88,-0.290000000000006,62.86,220,162.5,69.49,59.02,31.34,2.64,64.72,33.3
2022-08-09,1196100,8794348,19337,9226,15891,22631,1953382,1658834,880863,74251,1819180,936127,1094286,100898,100898,1622,2778,0,272,2506,197,1496,84,1412,149,10,2,10,95,80,53,94,1187,411,24,2810761,135,9,4,0,53.75,32.45,56.99,77.53,589.413329699679,543.162510081789,3.48660024811786,0.782706178148907,2.38369608799894,1032.1759836571,0,10.27,9.51,2.31,1.13,1.98,-0.700000000000003,80,114.29,152.63,69.5,59.02,31.34,2.64,64.72,33.31
2022-08-10,1197648,8796976,19344,9228,15894,23020,1953413,1658868,880916,74268,1819200,936214,1095392,101323,101323,1548,2628,0,304,2324,230,1444,106,1338,173,7,2,3,90,31,34,53,1106,425,17,2810761,151,10,5,0,53.66,32.07,56.93,76.33,597.418279248929,551.060726970383,3.48660024811786,0.853861285253353,2.34811853444672,1040.67901895608,0,6.29,5.62,1.43,0.399999999999999,1.15,-2.60000000000001,64.86,0,75,69.5,59.02,31.34,2.64,64.72,33.31
2022-08-11,1199014,8799331,19355,9228,15902,23165,1953445,1658922,880974,74287,1819228,936312,1096372,101693,101693,1366,2355,0,258,2097,199,1285,87,1198,159,11,0,8,87,32,54,58,980,370,16,2810761,151,9,4,0,53.92,32.21,57.18,76.93,599.552932462063,551.736700487875,3.77122067653564,0.81828373170113,2.56158385576006,1037.69050445769,0,4.19,3.52,1.51000000000001,0.52,1.32,-1.36999999999999,71.79,9.09,88,69.5,59.02,31.34,2.64,64.72,33.31
2022-08-12,1200535,8801800,19366,9230,15908,24518,1953516,1658977,881048,74307,1819246,936426,1097483,102080,102080,1521,2469,0,271,2198,209,1387,86,1301,169,11,2,6,101,71,55,74,1111,387,23,2810761,151,9,4,0,54.08,32.45,57.25,76.88,606.953063600925,557.037755967156,3.98468599784898,0.853861285253353,2.70389406996895,1042.06654354461,0,0.59,0.37,1.23999999999999,0.470000000000002,1.06,-1.94,66.67,0,62.07,69.5,59.02,31.35,2.64,64.72,33.32
2022-08-13,1200715,8802250,19376,9235,15914,24591,1953520,1658977,881049,74307,1819246,936426,1097629,102114,102114,180,450,0,164,286,12,148,54,94,8,10,5,6,118,4,0,1,146,34,0,2810761,151,9,4,0,54.18,33.19,57.19,76.96,608.909829046297,558.460858109245,4.19815131916232,1.03174905301447,2.91735939128229,1041.53288024133,0,0.11,-0.04,1.11,1.02,0.729999999999997,-1.60000000000001,56.52,41.67,48.48,69.5,59.02,31.35,2.64,64.72,33.32
2022-08-14,1200858,8802560,19389,9241,15924,22833,1953520,1658977,881049,74307,1819246,936426,1097747,102136,102136,143,310,0,115,195,4,127,42,85,1,13,6,10,98,0,0,0,118,22,3,2810761,151,9,4,0,54.45,33.5,57.45,76.78,609.941578099312,559.49260716226,4.41161664047566,1.20963682077558,3.13082471259563,1042.06654354461,0,0.96,0.59,1.5,1.54,1.11,-1.76000000000001,53.06,12.5,44.44,69.5,59.02,31.35,2.64,64.72,33.32
2022-08-15,1201049,8803054,19399,9244,15932,21516,1953521,1658978,881053,74322,1819275,936518,1097910,102163,102163,191,494,0,161,333,2,185,47,138,1,10,3,8,128,1,1,4,163,27,1,2810761,155,10,4,0,52.87,32.75,56,77.37,542.05960592167,499.295386551898,4.58950440823677,1.28079192788003,3.30871248035674,936.756985030033,0,-24.17,-23.74,-0.760000000000005,0.270000000000003,-0.969999999999999,-0.379999999999995,26.32,25,21.43,69.5,59.02,31.35,2.64,64.73,33.32
2022-08-16,1204013,8806308,19410,9247,15938,23157,1953568,1659036,881117,74349,1819302,936614,1100263,102749,102749,2964,3254,0,447,2807,197,1869,127,1742,154,11,3,6,138,47,58,64,2353,586,24,2810761,180,14,6,0,53.89,31.92,57.58,77.96,590.622966520455,513.206209990817,4.83854728310233,1.28079192788003,3.37986758746119,953.727478074443,0,-8.92,-19.24,0.140000000000001,-0.530000000000001,0.589999999999996,0.429999999999993,15.87,40,-2.08,69.5,59.02,31.35,2.65,64.73,33.32
2022-08-17,1205955,8808858,19417,9249,15942,23793,1953624,1659085,881189,74367,1819337,936717,1101763,103171,103171,1942,2550,0,295,2255,225,1428,109,1319,185,7,2,4,126,56,49,72,1500,422,20,2810761,175,8,2,0,54.11,32.26,57.78,79.83,603.359730692151,511.783107848728,4.76739217599789,1.17405926722336,3.20197981970007,950.240877826325,0,-3.99,-19.19,0.450000000000003,0.189999999999998,0.850000000000001,3.5,19.67,75,14.29,69.51,59.03,31.35,2.65,64.73,33.33
2022-08-18,1207440,8811021,19428,9251,15948,23965,1953690,1659150,881277,74396,1819399,936815,1102896,103501,103501,1485,2163,0,321,1842,193,1081,89,992,156,11,2,6,110,66,65,88,1133,330,22,2810761,178,9,4,0,53.25,31.23,57.19,80.05,605.707849226597,502.106013282524,4.98085749731123,1.24521437432781,3.30871248035674,936.330054387406,0,-2.01,-21.08,-0.670000000000002,-0.98,0.00999999999999801,3.11999999999999,8.96,91.67,-2.13,69.51,59.03,31.35,2.65,64.73,33.33
2022-08-19,1208820,8813098,19442,9254,15956,25220,1953770,1659245,881357,74423,1819455,936923,1103896,103864,103864,1380,2077,0,268,1809,183,1062,92,970,148,14,3,8,135,80,95,80,1000,363,17,2810761,178,9,4,0,52.22,31.62,56.05,80.02,599.126001819436,488.942318468201,5.19432281862457,1.28079192788003,3.37986758746119,917.900881647355,0,-3.16,-24.77,-1.86,-0.830000000000002,-1.2,3.14,8.57,100,2.13,69.51,59.03,31.36,2.65,64.73,33.33
2022-08-20,1208949,8813442,19449,9256,15960,25235,1953774,1659245,881360,74423,1819456,936923,1103997,103891,103891,129,344,0,121,223,14,105,30,75,12,7,2,4,132,4,0,3,101,27,1,2810761,178,9,4,0,52.33,31.02,56.22,80.32,597.560589463138,487.554793879665,5.15874526507234,1.35194703498448,3.37986758746119,913.453687453327,0,-3.83,-25.36,-1.85,-2.17,-0.969999999999999,3.36,1.39,23.53,-6.12,69.51,59.03,31.36,2.65,64.73,33.33
2022-08-21,1209012,8813695,19460,9261,15969,23199,1953776,1659245,881362,74423,1819456,936923,1104051,103900,103900,63,253,0,93,160,0,56,23,33,0,11,5,9,109,2,0,2,54,9,0,2810761,175,11,3,0,51.96,30.3,55.88,80.59,596.528840410124,486.416312165994,5.19432281862457,1.35194703498448,3.45102269456564,911.461344454402,0,-5.33,-26.63,-2.49,-3.2,-1.57,3.81,-5.33,11.11,-13.46,69.51,59.03,31.36,2.65,64.73,33.33
2022-08-22,1211241,8816531,19469,9264,15975,23829,1953803,1659296,881398,74439,1819480,936988,1105807,104357,104357,2229,2836,0,362,2474,209,1494,107,1387,171,9,3,6,121,27,51,36,1756,457,16,2810761,168,8,3,0,52.65,30.26,56.34,80.9,596.386530195915,468.449647622121,5.05201260441567,1.42310214208892,3.34429003390897,888.051314217039,0,55.11,16.85,-0.219999999999999,-2.49,0.340000000000003,3.53,-2.78,0,-15.69,69.51,59.03,31.36,2.65,64.73,33.34
2022-08-23,1212445,8818539,19480,9266,15981,23449,1953854,1659360,881455,74465,1819527,937089,1106691,104666,104666,1204,2008,0,238,1770,198,957,64,893,163,11,2,6,102,51,64,57,884,309,10,2810761,166,9,4,0,50.55,30.27,53.82,81.7,581.515112811086,449.273346257473,5.0875901579679,1.42310214208892,3.20197981970007,860.656597981828,0,6.56,-4.07,-3.34,-1.65,-3.76,3.74000000000001,-4.11,-9.52,-8.51,69.51,59.04,31.36,2.65,64.73,33.34
2022-08-24,1213645,8820486,19489,9268,15985,23230,1953886,1659402,881515,74476,1819557,937150,1107572,104970,104970,1200,1947,0,229,1718,159,955,65,890,136,9,2,4,115,32,42,60,881,304,14,2810761,155,10,3,0,49.11,28.8,52.42,82.22,569.134124174912,431.875922570436,5.15874526507234,1.42310214208892,3.2375573732523,836.428284012764,0,-7.43,-11.18,-5,-3.46,-5.36,2.39,-1.37,-9.52,-10.42,69.51,59.04,31.36,2.65,64.74,33.34
2022-08-25,1214579,8822041,19498,9272,15992,22599,1953928,1659448,881558,74488,1819604,937212,1108266,105194,105194,934,1555,0,225,1330,156,688,62,626,119,9,4,7,114,42,46,43,694,224,16,2810761,151,9,6,0,48.25,28.84,51.39,81.5,553.764621040352,410.636123099758,5.0875901579679,1.56541235629781,3.20197981970007,807.966241170985,0,-15.27,-14.59,-5,-2.39,-5.8,1.45,-4.11,-8.7,-4.35,69.52,59.04,31.36,2.65,64.74,33.34
2022-08-26,1215562,8823673,19508,9277,16001,23409,1953972,1659504,881618,74513,1819646,937298,1109016,105411,105411,983,1632,0,224,1408,162,764,68,696,141,10,5,9,109,44,56,60,750,217,16,2810761,151,9,6,0,47.46,28.08,50.64,82.63,534.623897229256,388.471307236723,5.05201260441567,1.67214501695448,3.30871248035674,778.187828847775,0,-18.62,-14.93,-4.76,-3.54,-5.41,2.61,-13.16,-4.17,-6.25,69.52,59.04,31.37,2.65,64.74,33.35
2022-08-27,1215674,8824072,19518,9280,16009,23429,1953972,1659504,881618,74516,1819646,937299,1109099,105440,105440,112,399,0,103,296,14,101,24,77,14,10,3,8,117,0,0,0,83,29,0,2810761,151,9,6,0,47.18,28.02,50.26,82.85,532.204623587705,386.799162219769,5.05201260441567,1.60098990985004,3.37986758746119,776.373373616611,0,-18.33,-14.38,-5.15,-3,-5.96,2.53,-5.48,14.29,6.52,69.52,59.04,31.37,2.65,64.74,33.35
2022-08-28,1215714,8824282,19524,9283,16013,21236,1953972,1659504,881618,74516,1819646,937299,1109133,105446,105446,40,210,0,83,127,3,34,16,18,2,6,3,4,96,0,0,0,34,6,0,2810761,132,7,5,0,47.16,27.73,50.28,82.8,528.540135571826,383.490449739412,4.80296972955011,1.49425724919337,3.16640226614785,772.815618261389,0,-17.81,-13.71,-4.8,-2.57,-5.6,2.20999999999999,-9.86,10,-2.22,69.52,59.04,31.37,2.65,64.74,33.35
2022-08-29,1217416,8826726,19529,9285,16017,21316,1954003,1659560,881663,74516,1819646,937304,1110445,105818,105818,1702,2444,0,362,2082,190,1170,81,1089,161,5,2,4,111,31,56,45,1312,372,18,2810761,139,6,3,0,45.8,25.96,49.12,83.45,582.297818989235,418.534339988352,4.625081961789,1.45867969564114,3.02409205193896,842.191847688224,0,-39.41,-34.19,-6.85,-4.3,-7.22000000000001,2.55,-14.29,5,-2.33,69.52,59.04,31.37,2.65,64.74,33.35
2022-08-30,1218424,8828597,19536,9287,16021,20776,1954049,1659605,881746,74535,1819695,937377,1111233,106034,106034,1008,1871,0,257,1614,199,794,41,753,167,7,2,4,91,46,45,83,788,216,4,2810761,131,7,3,0,44.8,24.07,48.38,83.81,512.708124241086,380.288469919712,4.4827717475801,1.42310214208892,2.95293694483451,792.9880911255,0,-29.09,-27.12,-5.75,-6.2,-5.44,2.11,-20,10.53,-6.98,69.52,59.04,31.37,2.65,64.74,33.35
2022-08-31,1219262,8830100,19543,9288,16028,20248,1954084,1659644,881792,74560,1819735,937462,1111864,106229,106229,838,1503,0,192,1311,154,636,43,593,127,7,1,7,86,35,39,46,631,195,12,2810761,123,8,3,0,43.55,23.17,47.16,83.26,473.430505119432,352.111047506351,4.4827717475801,1.3875245885367,3.05966960549118,755.738392556322,0,-26.96,-26.67,-5.56,-5.63,-5.26000000000001,1.04000000000001,-25,5.26,0,69.52,59.05,31.37,2.65,64.74,33.35
2022-09-01,1220006,8831470,19549,9290,16032,19471,1954116,1659681,881826,74587,1819783,937567,1112409,106419,106419,744,1370,0,168,1202,137,566,43,523,116,6,2,4,84,32,37,34,545,190,9,2810761,114,8,2,0,43.11,22.75,46.63,84.75,447.067537937235,333.788607426957,4.30488397981899,1.3875245885367,2.98851449838674,727.525392589409,0,-23.98,-23.55,-5.14,-6.09,-4.76,3.25,-27.14,-14.29,-9.09,69.52,59.05,31.37,2.65,64.74,33.36
2022-09-02,1220781,8832889,19556,9292,16037,20066,1954173,1659742,881882,74622,1819864,937654,1112997,106602,106602,775,1419,0,196,1223,171,593,40,553,146,7,2,5,78,57,61,56,588,183,4,2810761,114,8,2,0,42.25,21.16,45.91,84.45,425.54311803814,317.102734810964,4.05584110495343,1.35194703498448,2.88178183773007,704.115362352046,0,-22.59,-22.41,-5.21,-6.92,-4.73,1.82000000000001,-27.27,-34.78,-20,69.52,59.05,31.38,2.65,64.75,33.36
2022-09-03,1220846,8833163,19562,9292,16040,19988,1954173,1659742,881882,74623,1819864,937657,1113051,106613,106613,65,274,0,89,185,18,54,17,37,15,6,0,3,125,0,0,0,54,11,0,2810761,114,8,2,0,42.32,20.86,46.05,84.17,423.266154610798,315.288279579801,4.0202635514012,1.28079192788003,2.84620428417784,701.624933603391,0,-23.09,-23.29,-4.86,-7.16,-4.21,1.32000000000001,-36.23,-50,-36.73,69.52,59.05,31.38,2.65,64.75,33.36
2022-09-04,1220896,8833352,19567,9293,16043,19847,1954173,1659746,881886,74623,1819864,937659,1113094,106620,106620,50,189,0,78,111,0,41,20,21,0,5,1,3,86,0,4,4,43,7,0,2810761,113,9,2,0,42.49,21.24,46.18,84.23,422.803646414619,314.754616276517,3.80679823008787,1.13848171367114,2.63273896286451,699.347970176048,0,-22.68,-22.81,-4.66999999999999,-6.49,-4.1,1.43000000000001,-32.81,-54.55,-31.82,69.52,59.05,31.38,2.65,64.75,33.36
2022-09-05,1222471,8835890,19572,9294,16044,18458,1954206,1659767,881923,74635,1819898,937712,1114307,106956,106956,1575,2538,0,342,2196,141,1091,74,1017,111,5,1,1,92,33,21,37,1213,336,26,2810761,104,7,0,0,41.19,21.03,44.59,83.17,399.535926391465,300.416862194971,3.66448801587897,1.06732660656669,2.45485119510339,688.745859217486,0,-18.14,-19.15,-4.61,-4.93,-4.52999999999999,-0.280000000000001,-28.33,-57.14,-35.71,69.53,59.05,31.38,2.66,64.75,33.36
2022-09-06,1223501,8837758,19578,9294,16048,17546,1954262,1659822,881987,74652,1819949,937780,1115077,107199,107199,1030,1868,0,238,1630,156,782,45,737,127,6,0,4,96,56,55,64,770,243,17,2810761,107,8,1,0,41.08,21.64,44.3,82.63,393.345432073378,294.190790323332,3.48660024811786,0.996171499462245,2.38369608799894,683.765001720175,0,-15.09,-16.49,-3.72,-2.43,-4.08000000000001,-1.18000000000001,-25,-66.67,-32.5,69.53,59.05,31.38,2.66,64.75,33.36
2022-09-07,1224531,8839599,19584,9294,16052,17091,1954284,1659868,882031,74664,1819986,937846,1115804,107491,107491,1030,1841,0,211,1630,159,798,52,746,128,6,0,4,99,22,46,44,727,292,11,2810761,103,6,2,0,41.32,22.01,44.44,82.23,387.2972479695,288.605114415633,3.37986758746119,0.925016392357799,2.38369608799894,679.993781043639,0,-6.2,-6.26,-2.23,-1.16,-2.72,-1.03,-24.07,-70,-44.19,69.53,59.05,31.38,2.66,64.75,33.37
2022-09-08,1225490,8841338,19589,9294,16055,16670,1954326,1659907,882108,74682,1820025,937897,1116534,107703,107703,959,1739,0,198,1541,161,717,49,668,134,5,0,3,85,42,39,77,730,212,16,2810761,106,9,4,0,41.31,21.97,44.38,82.01,388.186686808306,289.636863468648,3.2375573732523,0.782706178148907,2.24138587379005,686.540050897248,0,1.05,0.27,-1.8,-0.780000000000001,-2.25,-2.73999999999999,-21.57,-77.78,-42.5,69.53,59.06,31.38,2.66,64.75,33.37
2022-09-09,1226500,8843127,19591,9294,16056,17551,1954391,1659983,882190,74701,1820066,937972,1117268,107971,107971,1010,1789,0,173,1616,196,784,36,748,168,2,0,1,103,65,76,82,734,268,8,2810761,106,9,4,0,41.68,22.05,44.61,82.19,389.147280754216,290.348414539692,2.95293694483451,0.604818410387792,1.95676544537227,692.125726804947,0,9.58,9.58,-0.57,0.890000000000001,-1.3,-2.26000000000001,-27.08,-86.67,-47.22,69.53,59.06,31.39,2.66,64.75,33.37
2022-09-10,1226621,8843488,19598,9294,16059,17609,1954391,1659983,882190,74701,1820066,937972,1117364,107995,107995,121,361,0,118,243,20,102,26,76,16,7,0,3,97,0,0,0,96,24,1,2810761,106,9,4,0,41.79,22.24,44.75,82.11,389.467478736186,290.383992093245,2.84620428417784,0.498085749731123,1.77887767761115,690.773779769963,0,11.66,12.17,-0.530000000000001,1.38,-1.3,-2.06,-18.18,-83.33,-38.71,69.53,59.06,31.39,2.66,64.75,33.37
2022-09-11,1226689,8843725,19603,9294,16062,15448,1954392,1659985,882192,74701,1820066,937972,1117413,108014,108014,68,237,0,82,155,4,67,23,44,4,5,0,3,102,1,2,2,49,19,0,2810761,119,7,2,0,41.85,22.39,44.79,82.2,390.463650235648,291.558051360468,2.81062673062562,0.391353089074453,1.74330012405893,691.734373715873,0,11.79,12.64,-0.640000000000001,1.15,-1.39,-2.03,-16.28,-90,-36.67,69.53,59.06,31.39,2.66,64.75,33.37
2022-09-12,1229082,8847025,19607,9296,16064,16637,1954427,1660026,882229,74722,1820114,938025,1119208,108586,108586,2393,3300,0,294,3006,204,1628,83,1545,137,4,2,2,114,35,41,37,1795,572,26,2810761,130,5,1,0,43.81,23.9,46.47,79.33,415.047739740234,307.852570887386,2.7750491770734,0.391353089074453,1.67214501695448,722.188759556576,0,30.78,29.22,2.62,2.87,1.88,-3.84,-18.6,-77.78,-25.93,69.53,59.06,31.39,2.66,64.76,33.37
2022-09-13,1230829,8849924,19610,9297,16067,17184,1954468,1660086,882282,74743,1820154,938113,1120437,109079,109079,1747,2899,0,304,2595,190,1350,75,1275,137,3,1,3,105,41,60,53,1229,493,25,2810761,136,5,1,0,44.76,24.93,47.3,77.52,441.339551815327,327.633690662422,2.63273896286451,0.35577553552223,1.63656746340226,758.762484608261,0,44.34,44.72,3.68,3.29,3,-5.11,-23.81,-57.14,-29.63,69.54,59.06,31.39,2.66,64.76,33.38
2022-09-14,1232399,8852612,19622,9301,16075,17820,1954501,1660118,882326,74756,1820185,938164,1121564,109500,109500,1570,2688,0,301,2387,236,1211,86,1125,187,12,4,8,118,33,32,44,1127,421,21,2810761,147,9,3,0,45.02,25.71,47.48,77.45,467.382321015554,348.09078395495,2.81062673062562,0.4625081961789,1.67214501695448,800.921885567645,0,49.33,49.27,3.7,3.7,3.04,-4.78,-7.32,16.67,-4.17,69.54,59.06,31.39,2.66,64.76,33.38
2022-09-15,1233872,8855152,19631,9302,16078,18310,1954538,1660145,882379,74768,1820215,938208,1122656,109862,109862,1473,2540,0,247,2293,199,1134,79,1055,157,9,1,3,129,37,27,53,1092,362,19,2810761,162,9,6,0,45.43,26.86,47.73,76.84,493.318357555125,368.298834372613,2.91735939128229,0.426930642626677,1.63656746340226,842.547623223746,0,52.84,53.97,4.12,4.89,3.34999999999999,-5.17,5,100,0,69.54,59.06,31.39,2.66,64.76,33.38
2022-09-16,1235414,8857664,19635,9303,16081,19740,1954584,1660188,882437,74796,1820264,938276,1123766,110269,110269,1542,2512,0,232,2280,305,1191,73,1118,257,4,1,3,93,46,43,58,1110,407,25,2810761,162,9,6,0,45.97,28.2,48.14,77.29,520.60634112968,389.574211396842,2.81062673062562,0.391353089074453,1.56541235629781,881.433889256326,0,55.87,56.62,4.29,6.15,3.53,-4.89999999999999,25.71,350,31.58,69.54,59.07,31.39,2.66,64.76,33.38
