"day","confirmed","tests","deaths","deaths_1","deaths_2","active","vaccinated_1","vaccinated_2","vaccinated_3","partialy_protected","fully_protected","booster_protected","infection_1","infection_2","infection_3","confirmed_daily","tests_daily","tests_mobile_daily","tests_pcr_daily","tests_ag_daily","tests_ab_daily","tests_positive_daily","tests_pcr_positive_daily","tests_ag_positive_daily","tests_ab_positive_daily","deaths_daily","deaths_1_daily","deaths_2_daily","deaths_population_daily","vaccinated_1_daily","vaccinated_2_daily","vaccinated_3_daily","infection_1_daily","infection_2_daily","infection_3_daily","population","hospitalized","icu","ventilated","oxygen","tpr_dgn","tpr_pcr","tpr_ag","tpr_ab","confirmed_100k","dgn_100k","deaths_100k","deaths_1_100k","deaths_2_100k","tests_100k","tests_mobile_100k","confirmed_growth_weekly","dgn_growth_weekly","tpr_dgn_diff_weekly","tpr_pcr_diff_weekly","tpr_ag_diff_weekly","tpr_ab_diff_weekly","deaths_growth_weekly","deaths_1_growth_weekly","deaths_2_growth_weekly","vaccinated_1_percent","vaccinated_2_percent","vaccinated_3_percent","partialy_protected_percent","fully_protected_percent","booster_protected_percent"
2020-03-20,7,137,1,0,1,8,0,0,0,0,0,0,7,0,0,7,137,0,137,0,0,6,6,0,0,1,0,1,104,0,0,0,7,0,0,2810761,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2020-03-21,29,473,1,0,1,30,0,0,0,0,0,0,29,0,0,22,336,0,336,0,0,23,23,0,0,0,0,0,98,0,0,0,22,0,0,2810761,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2020-03-22,57,749,1,0,1,58,0,0,0,0,0,0,57,0,0,28,276,0,276,0,0,28,28,0,0,0,0,0,109,0,0,0,28,0,0,2810761,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2020-03-23,87,978,2,1,2,88,0,0,0,0,0,0,87,0,0,30,229,0,229,0,0,30,30,0,0,1,1,1,108,0,0,0,30,0,0,2810761,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2020-03-24,111,1381,3,2,3,112,0,0,0,0,0,0,111,0,0,24,403,0,403,0,0,25,25,0,0,1,1,1,124,0,0,0,24,0,0,2810761,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2020-03-25,166,2090,4,3,4,167,0,0,0,0,0,0,166,0,0,55,709,0,709,0,0,55,55,0,0,1,1,1,108,0,0,0,55,0,0,2810761,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2020-03-26,182,2582,6,4,6,183,0,0,0,0,0,0,182,0,0,16,492,0,492,0,0,18,18,0,0,2,1,2,103,0,0,0,16,0,0,2810761,0,0,0,0,7.16,7.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2020-03-27,226,3723,6,4,6,227,0,0,0,0,0,0,226,0,0,44,1141,0,1141,0,0,46,46,0,0,0,0,0,129,0,0,0,44,0,0,2810761,0,0,0,0,6.27,6.27,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2020-03-28,262,4738,7,4,7,263,0,0,0,0,0,0,262,0,0,36,1015,0,1015,0,0,39,39,0,0,1,0,1,125,0,0,0,36,0,0,2810761,0,0,0,0,5.65,5.65,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2020-03-29,279,5741,7,4,7,280,0,0,0,0,0,0,279,0,0,17,1003,0,1003,0,0,18,18,0,0,0,0,0,107,0,0,0,17,0,0,2810761,0,0,0,0,4.63,4.63,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2020-03-30,352,7322,7,4,7,353,0,0,0,0,0,0,352,0,0,73,1581,0,1581,0,0,76,76,0,0,0,0,0,124,0,0,0,73,0,0,2810761,104,1,0,18,4.37,4.37,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2020-03-31,396,8559,10,6,10,397,0,0,0,0,0,0,396,0,0,44,1237,0,1237,0,0,49,49,0,0,3,2,3,124,0,0,0,44,0,0,2810761,108,8,3,28,4.19,4.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2020-04-01,469,11082,10,6,10,470,0,0,0,0,0,0,469,0,0,73,2523,0,2523,0,0,77,77,0,0,0,0,0,101,0,0,0,73,0,0,2810761,125,10,4,34,3.59,3.59,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,0,0,0,0
2020-04-02,527,13463,10,6,10,528,0,0,0,0,0,0,527,0,0,58,2381,0,2381,0,0,66,66,0,0,0,0,0,103,0,0,0,58,0,0,2810761,125,10,4,34,3.41,3.41,NA,NA,18.7493707220215,19.781119775036,0.35577553552223,0.213465321313338,0.35577553552223,478.980603473579,0,89.56,100.54,-3.75,-3.75,NA,NA,-33.33,-50,-33.33,0,0,0,0,0,0
2020-04-03,570,15588,12,7,12,571,0,0,0,0,0,0,570,0,0,43,2125,0,2125,0,0,48,48,0,0,2,1,2,111,0,0,0,43,0,0,2810761,126,10,6,30,3.14,3.14,NA,NA,20.0301626499016,21.2753770242294,0.391353089074453,0.249042874865561,0.391353089074453,549.708779935398,0,57.08,65.78,-3.13,-3.13,NA,NA,20,-25,20,0,0,0,0,0,0
2020-04-04,616,17997,14,8,14,617,0,0,0,0,0,0,616,0,0,46,2409,0,2409,0,0,58,58,0,0,2,1,2,101,0,0,0,46,0,0,2810761,0,0,0,0,2.96,2.96,NA,NA,20.8840239351549,22.5205913985572,0.4625081961789,0.284620428417784,0.4625081961789,623.461048449157,0,51.93,62.66,-2.69,-2.69,NA,NA,16.67,0,16.67,0,0,0,0,0,0
2020-04-05,647,20313,17,10,17,648,0,0,0,0,0,0,647,0,0,31,2316,0,2316,0,0,33,33,0,0,3,2,3,100,0,0,0,31,0,0,2810761,138,12,7,30,2.79,2.79,NA,NA,20.9907565958116,22.6984791663183,0.569240856835569,0.35577553552223,0.569240856835569,696.039257695692,0,65.77,76.19,-1.84,-1.84,NA,NA,66.67,50,66.67,0,0,0,0,0,0
2020-04-06,687,21888,23,11,23,688,0,0,0,0,0,0,687,0,0,40,1575,0,1575,0,0,52,52,0,0,6,1,6,115,0,0,0,40,0,0,2810761,134,13,7,30,2.63,2.63,NA,NA,21.3465321313338,23.4811853444672,0.747128624596684,0.35577553552223,0.747128624596684,743.926644776984,0,26.42,38.27,-1.74,-1.74,NA,NA,220,133.33,220,0,0,0,0,0,0
2020-04-07,720,24114,23,11,23,720,0,0,0,0,0,0,720,0,0,33,2226,0,2226,0,0,50,50,0,0,0,0,0,116,0,0,0,33,0,0,2810761,134,13,8,32,2.47,2.47,NA,NA,21.6667301133038,24.3706241832728,0.711551071044461,0.320197981970007,0.711551071044461,808.784524902686,0,13.68,27.57,-1.72,-1.72,NA,NA,85.71,25,85.71,0,0,0,0,0,0
2020-04-08,770,26162,24,11,24,770,0,0,0,0,0,0,770,0,0,50,2048,0,2048,0,6,64,64,0,0,1,0,1,109,0,0,0,50,0,0,2810761,128,12,8,32,2.46,2.46,NA,0,21.4888423455427,24.6908221652428,0.711551071044461,0.284620428417784,0.711551071044461,856.422869109113,0,-0.66,14.86,-1.13,-1.13,NA,NA,133.33,66.67,133.33,0,0,0,0,0,0
2020-04-09,808,29365,26,12,26,801,0,0,0,0,0,0,808,0,0,38,3203,0,3203,0,0,47,47,0,0,2,1,2,118,0,0,0,38,0,0,2810761,130,14,9,36,2.21,2.21,NA,0,22.2715485236916,25.7225712182573,0.711551071044461,0.284620428417784,0.711551071044461,952.87361678919,0,-18.55,-5.12,-1.2,-1.2,NA,NA,300,200,300,0,0,0,0,0,0
2020-04-10,847,32350,27,13,27,818,0,0,0,0,0,0,847,0,0,39,2985,0,2985,0,0,54,54,0,0,1,1,1,108,0,0,0,39,0,0,2810761,145,16,9,62,2.14,2.14,NA,0,22.0936607559305,26.007191646675,0.747128624596684,0.320197981970007,0.747128624596684,1018.47862553949,0,-19.48,-4.02,-1,-1,NA,NA,150,100,150,0,0,0,0,0,0
2020-04-11,880,35131,28,14,28,823,0,0,0,0,0,0,880,0,0,33,2781,0,2781,0,3,63,63,0,0,1,1,1,107,0,0,0,33,0,0,2810761,136,13,8,30,2.12,2.12,NA,0,21.9869280952738,26.8610529319284,0.747128624596684,0.35577553552223,0.747128624596684,1081.30858511272,0,-25.42,-7.4,-0.84,-0.84,NA,NA,100,50,100,0,0,0,0,0,0
2020-04-12,899,35984,30,15,30,812,0,0,0,0,0,0,899,0,0,19,853,0,853,0,0,31,31,0,0,2,1,2,113,0,0,0,19,0,0,2810761,136,14,7,39,2.3,2.3,NA,0,22.0580832023783,27.3235611281073,0.81828373170113,0.391353089074453,0.81828373170113,1075.97195207988,0,-31.52,-11.3,-0.49,-0.49,NA,NA,30,-16.67,30,0,0,0,0,0,0
2020-04-13,905,36652,31,16,31,794,0,0,0,0,0,0,905,0,0,6,668,0,668,0,0,17,17,0,0,1,1,1,123,0,0,0,6,0,0,2810761,142,14,9,38,2.21,2.21,NA,0,19.6743871143793,25.2244854685261,0.853861285253353,0.426930642626677,0.853861285253353,1043.4896456867,0,-34.93,-14.88,-0.42,-0.42,NA,NA,-50,-28.57,-50,0,0,0,0,0,0
2020-04-14,923,38095,35,20,35,757,0,0,0,0,0,0,923,0,0,18,1443,0,1443,0,0,28,28,0,0,4,4,4,104,0,0,0,18,0,0,2810761,137,14,8,29,2.17,2.17,NA,0,18.7493707220215,24.4773568439295,0.889438838805576,0.498085749731123,0.889438838805576,1050.81862171846,0,-37.35,-20.83,-0.3,-0.3,NA,NA,-7.69,80,-7.69,0,0,0,0,0,0
2020-04-15,950,41165,35,20,35,768,0,0,0,0,0,0,950,0,0,27,3070,0,3070,0,1,58,58,0,0,0,0,0,103,0,0,0,27,0,0,2810761,134,16,9,31,1.99,1.99,NA,0,17.1128032586193,23.8013833264372,0.889438838805576,0.498085749731123,0.889438838805576,1070.27954351153,0,-40.2,-19.68,-0.47,-0.47,NA,0,-21.43,80,-21.43,0,0,0,0,0,0
2020-04-16,976,45344,37,21,37,750,0,0,0,0,0,0,976,0,0,26,4179,2,4179,0,1,52,52,0,0,2,1,2,112,0,0,0,26,0,0,2810761,139,19,11,33,1.9,1.9,NA,0,15.9743215449481,23.3032975767061,0.960593945910022,0.533663303283346,0.960593945910022,1134.24798479842,0.0711551071044461,-40.21,-13.92,-0.31,-0.31,NA,0,-31.25,50,-31.25,0,0,0,0,0,0
2020-04-17,1025,50448,38,22,38,763,0,0,0,0,0,0,1025,0,0,49,5104,0,5104,0,2,67,67,0,0,1,1,1,106,0,0,0,49,0,0,2810761,134,18,12,31,1.75,1.75,NA,0,16.1877868662615,23.9792710941983,0.925016392357799,0.533663303283346,0.925016392357799,1240.2335168305,0.0711551071044461,-35.74,-11.73,-0.39,-0.39,NA,0,-26.67,50,-26.67,0,0,0,0,0,0
2020-04-18,1118,56023,39,23,39,839,0,0,0,0,0,0,1118,0,0,93,5575,1,5575,0,2,119,119,0,0,1,1,1,118,0,0,0,93,0,0,2810761,146,20,13,30,1.78,1.78,NA,0,17.859931883216,26.1495018608839,0.889438838805576,0.533663303283346,0.889438838805576,1352.87205137683,0.106732660656669,-9.85,2.48,-0.34,-0.34,NA,0,-21.43,50,-21.43,0,0,0,0,0,0
2020-04-19,1139,59093,42,26,42,787,0,0,0,0,0,0,1139,0,0,21,3070,0,3070,0,1,37,37,0,0,3,3,3,98,0,0,0,21,0,0,2810761,149,18,18,42,1.64,1.64,NA,0,17.5041563476937,26.2918120750928,0.889438838805576,0.569240856835569,0.889438838805576,1379.69752675521,0.106732660656669,-4.76,4.71,-0.66,-0.66,NA,0,-7.69,120,-7.69,0,0,0,0,0,0
2020-04-20,1165,62100,43,26,43,769,0,0,0,0,0,0,1165,0,0,26,3007,0,3007,0,1,43,43,0,0,1,0,1,109,0,0,0,26,0,0,2810761,148,18,11,36,1.59,1.59,NA,0,17.0060705979626,25.9716140931228,0.711551071044461,0.533663303283346,0.711551071044461,1430.64458344199,0.106732660656669,19.27,23.93,-0.62,-0.62,NA,0,50,100,50,0,0,0,0,0,0
2020-04-21,1187,67517,44,27,44,718,0,0,0,0,0,0,1187,0,0,22,5417,0,5417,0,1,46,46,0,0,1,1,1,117,0,0,0,22,0,0,2810761,143,20,10,38,1.43,1.43,NA,0,16.6147175088882,25.8293038789139,0.747128624596684,0.569240856835569,0.747128624596684,1544.17255682714,0.106732660656669,30.05,38.82,-0.74,-0.74,NA,0,-25,-22.22,-25,0,0,0,0,0,0
2020-04-22,1205,74095,44,27,44,678,0,0,0,0,0,0,1205,0,0,18,6578,0,6578,0,3,30,30,0,0,0,0,0,105,0,0,0,18,0,0,2810761,138,18,8,34,1.2,1.2,NA,0,15.476235795217,24.6196670581383,0.711551071044461,0.569240856835569,0.711551071044461,1705.33887441871,0.106732660656669,41.67,32.21,-0.79,-0.79,NA,0,-18.18,-22.22,-18.18,0,0,0,0,0,0
2020-04-23,1221,81178,45,28,45,651,0,0,0,0,0,0,1221,0,0,16,7083,0,7083,0,3,45,45,0,0,1,1,1,122,0,0,0,16,0,0,2810761,137,17,9,29,1.08,1.08,NA,0,14.6935296170681,24.5485119510339,0.675973517492238,0.569240856835569,0.675973517492238,1843.37978220133,0.106732660656669,45.83,27.72,-0.82,-0.82,NA,0,-27.27,-22.22,-27.27,0,0,0,0,0,0
2020-04-24,1234,88641,46,29,46,618,0,0,0,0,0,0,1234,0,0,13,7463,0,7463,0,1,51,51,0,0,1,1,1,100,0,0,0,13,0,0,2810761,128,16,7,28,0.97,0.97,NA,0,13.7685132247103,24.4417792903772,0.675973517492238,0.569240856835569,0.675973517492238,2002.69606700819,0.106732660656669,17.42,17.41,-0.78,-0.78,NA,0,-27.27,-22.22,-27.27,0,0,0,0,0,0
2020-04-25,1245,95666,48,31,48,598,0,0,0,0,0,0,1245,0,0,11,7025,0,7025,0,2,38,38,0,0,2,2,2,123,0,0,0,11,0,0,2810761,127,16,8,23,0.73,0.73,NA,0,12.9858070465614,23.5523404515717,0.711551071044461,0.604818410387792,0.711551071044461,2153.68720428382,0.106732660656669,-46.64,-22.04,-1.05,-1.05,NA,0,-18.18,-11.11,-18.18,0,0,0,0,0,0
2020-04-26,1260,99300,49,32,49,573,0,0,0,0,0,0,1260,0,0,15,3634,0,3634,0,2,31,31,0,0,1,1,1,99,0,0,0,15,0,0,2810761,129,16,8,25,0.71,0.71,NA,0,12.8434968323525,23.5523404515717,0.675973517492238,0.604818410387792,0.675973517492238,2252.62838071255,0.106732660656669,-49.58,-24.87,-0.93,-0.93,NA,0,-41.67,-45.45,-41.67,0,0,0,0,0,0
2020-04-27,1262,101985,51,32,50,542,0,0,0,0,0,0,1262,0,0,2,2685,0,2685,0,2,25,25,0,0,2,0,1,109,0,0,0,2,0,0,2810761,117,15,9,23,0.67,0.67,NA,0,12.7011866181436,23.8369608799894,0.711551071044461,0.569240856835569,0.675973517492238,2324.38830622739,0.106732660656669,-62.69,-34.16,-0.92,-0.92,NA,0,-33.33,-40,-41.67,0,0,0,0,0,0
2020-04-28,1291,107699,53,32,52,521,0,0,0,0,0,0,1291,0,0,29,5714,0,5714,0,0,40,40,0,0,2,0,2,119,0,0,0,29,0,0,2810761,123,15,7,32,0.65,0.65,NA,0,13.0925397072181,24.2638915226161,0.640395963940015,0.426930642626677,0.604818410387792,2476.34003744893,0.106732660656669,-60.61,-38.39,-0.78,-0.78,NA,0,0,-28.57,-11.11,0,0,0,0,0,0
2020-04-29,1310,114188,54,32,52,502,0,0,0,0,0,0,1310,0,0,19,6489,0,6489,0,0,41,41,0,0,1,0,0,105,0,0,0,19,0,0,2810761,115,18,9,26,0.68,0.68,NA,0,12.8079192788003,23.6590731122283,0.675973517492238,0.426930642626677,0.604818410387792,2597.97969304398,0.106732660656669,-58.82,-31.22,-0.52,-0.52,NA,0,11.11,-28.57,-11.11,0,0,0,0,0,0
2020-04-30,1316,122181,55,32,53,469,0,0,0,0,0,0,1316,0,0,6,7993,0,7993,0,4,33,33,0,0,1,0,1,97,0,0,0,6,0,0,2810761,106,17,9,22,0.63,0.63,NA,0,12.0963682077558,22.9830995947361,0.640395963940015,0.391353089074453,0.569240856835569,2733.67248229216,0.035577553552223,-61.22,-33.07,-0.45,-0.45,NA,0,25,-42.86,0,0,0,0,0,0,0
2020-05-01,1320,128885,56,33,54,440,0,0,0,0,0,0,1320,0,0,4,6704,0,6704,0,3,27,27,0,0,1,1,1,112,0,0,0,4,0,0,2810761,114,16,8,28,0.58,0.58,NA,0,10.4953782979058,21.5599974526472,0.640395963940015,0.391353089074453,0.569240856835569,2790.59656797572,0.035577553552223,-58.85,-36.66,-0.39,-0.39,NA,0,25,-42.86,0,0,0,0,0,0,0
2020-05-02,1327,132295,57,33,55,428,0,0,0,0,0,0,1327,0,0,7,3410,482,3410,0,1,40,40,0,0,1,0,1,94,0,0,0,7,0,0,2810761,116,16,9,26,0.65,0.65,NA,0,7.43570869241462,18.7493707220215,0.640395963940015,0.35577553552223,0.569240856835569,2713.57116453516,17.1483808121715,-35.43,-18.28,-0.08,-0.08,NA,0,0,-75,-22.22,0,0,0,0,0,0
2020-05-03,1334,134796,57,33,55,429,0,0,0,0,0,0,1334,0,0,7,2501,1224,2501,0,1,22,22,0,0,0,0,0,110,0,0,0,7,0,0,2810761,119,16,9,27,0.64,0.64,NA,0,6.93762294268349,18.2157074187382,0.533663303283346,0.249042874865561,0.4625081961789,2693.32753656394,60.6953063600925,-38.84,-19.72,-0.07,-0.07,NA,0,14.29,-83.33,-14.29,0,0,0,0,0,0
2020-05-04,1338,138465,57,33,55,415,0,0,0,0,0,0,1338,0,0,4,3669,1069,3669,0,5,17,17,0,0,0,0,0,94,0,0,0,4,0,0,2810761,95,14,9,25,0.6,0.6,NA,0,6.15491676453459,17.2906910263804,0.498085749731123,0.249042874865561,0.426930642626677,2716.87987701551,98.727711107419,-21.65,-17.29,-0.0700000000000001,-0.0700000000000001,NA,0,-25,-83.33,-28.57,0,0,0,0,0,0
2020-05-05,1345,144809,59,34,57,395,0,0,0,0,0,0,1345,0,0,7,6344,659,6344,0,1,35,35,0,0,2,1,2,106,0,0,0,7,0,0,2810761,92,14,9,24,0.58,0.58,NA,0,5.62125346125124,16.8993379373059,0.533663303283346,0.249042874865561,0.4625081961789,2749.86026915842,122.173318898334,-48.08,-17.31,-0.0700000000000001,-0.0700000000000001,NA,0,-33.33,-60,-37.5,0,0,0,0,0,0
2020-05-06,1349,151722,60,35,58,373,0,0,0,0,0,0,1349,0,0,4,6913,233,6913,0,0,14,14,0,0,1,1,1,100,0,0,0,4,0,0,2810761,107,13,8,21,0.5,0.5,NA,0,5.12316771152012,16.3300970804704,0.569240856835569,0.284620428417784,0.498085749731123,2761.77874959842,130.462888876002,-62.86,-30.63,-0.18,-0.18,NA,0,-40,-40,-25,0,0,0,0,0,0
2020-05-07,1360,160040,61,35,59,335,0,0,0,0,0,0,1360,0,0,11,8318,15,8318,0,4,38,38,0,0,1,0,1,112,0,0,0,11,0,0,2810761,120,12,6,24,0.51,0.51,NA,0,4.945279943759,16.0810542056048,0.569240856835569,0.249042874865561,0.498085749731123,2805.71702823541,130.996552179285,-53.68,-25.48,-0.12,-0.12,NA,0,-40,-25,-25,0,0,0,0,0,0
2020-05-08,1385,167755,63,35,59,267,0,0,0,0,0,0,1385,0,0,25,7715,19,7715,0,3,48,48,0,0,2,0,0,83,0,0,0,25,0,0,2810761,105,11,5,21,0.55,0.55,NA,0,5.37221058638568,15.9743215449481,0.604818410387792,0.213465321313338,0.4625081961789,2814.68257173057,131.672525696777,-24.42,-8.94,-0.0299999999999999,-0.0299999999999999,NA,0,-30,-50,-37.5,0,0,0,0,0,0
2020-05-09,1399,173920,65,36,60,260,0,0,0,0,0,0,1399,0,0,14,6165,269,6165,0,1,26,26,0,0,2,1,1,98,0,0,0,14,0,0,2810761,113,12,5,26,0.48,0.48,NA,0,5.47894324704235,15.5473909023215,0.604818410387792,0.177887767761115,0.426930642626677,2784.08587567566,141.242887602325,-12.2,-15.61,-0.17,-0.17,NA,0,-11.11,50,-28.57,0,0,0,0,0,0
2020-05-10,1408,176453,65,36,60,243,0,0,0,0,0,0,1408,0,0,9,2533,787,2533,0,0,20,20,0,0,0,0,0,102,0,0,0,9,0,0,2810761,127,14,6,27,0.48,0.48,NA,0,5.26547792572901,15.156037813247,0.569240856835569,0.142310214208892,0.391353089074453,2744.91498921466,169.242422247925,0,-13.16,-0.16,-0.16,NA,0,0,200,-16.67,0,0,0,0,0,0
2020-05-11,1417,180250,68,39,63,230,0,0,0,0,0,0,1417,0,0,9,3797,836,3797,0,0,14,14,0,0,3,3,3,115,0,0,0,9,0,0,2810761,126,12,5,41,0.47,0.47,NA,0,5.51452080059457,14.7646847241726,0.604818410387792,0.249042874865561,0.4625081961789,2784.47722876474,198.985257017583,3.95,-11.36,-0.13,-0.13,NA,0,83.33,500,60,0,0,0,0,0,0
2020-05-12,1430,186937,69,39,63,225,0,0,0,0,0,0,1430,0,0,13,6687,928,6687,0,2,24,24,0,0,1,0,0,93,0,0,0,13,0,0,2810761,121,11,5,32,0.44,0.44,NA,0,4.945279943759,14.195443867337,0.569240856835569,0.249042874865561,0.391353089074453,2819.09418837105,232.001226714046,57.41,-14.42,-0.14,-0.14,NA,0,66.67,150,20,0,0,0,0,0,0
2020-05-13,1439,194527,69,39,63,218,0,0,0,0,0,0,1439,0,0,9,7590,1242,7590,0,2,34,34,0,0,0,0,0,99,0,0,0,9,0,0,2810761,104,9,4,26,0.48,0.48,NA,0,4.58950440823677,13.9464009924714,0.533663303283346,0.249042874865561,0.391353089074453,2858.26507483205,276.188548225907,130.77,8.51,-0.02,-0.02,NA,0,50,33.33,-16.67,0,0,0,0,0,0
2020-05-14,1451,202364,74,41,66,217,0,0,0,0,0,0,1451,0,0,12,7837,1360,7837,0,0,30,30,0,0,5,2,3,91,0,0,0,12,0,0,2810761,118,10,3,33,0.46,0.46,NA,0,4.80296972955011,13.8396683318148,0.675973517492238,0.320197981970007,0.4625081961789,2852.7149764779,324.574021056931,106.82,1.55,-0.05,-0.05,NA,0,116.67,100,16.67,0,0,0,0,0,0
2020-05-15,1465,210504,76,42,68,220,0,0,0,0,0,0,1465,0,0,14,8140,1604,8140,0,2,33,33,0,0,2,1,2,110,0,0,0,14,0,0,2810761,120,9,3,28,0.42,0.42,NA,0,5.15874526507234,14.0531336531281,0.711551071044461,0.320197981970007,0.498085749731123,2903.80434337889,381.640416954697,23.08,-15.42,-0.13,-0.13,NA,0,85.71,250,80,0,0,0,0,0,0
2020-05-16,1475,216736,78,43,70,215,0,0,0,0,0,0,1475,0,0,10,6232,1413,6232,0,1,32,32,0,0,2,1,2,114,0,0,0,10,0,0,2810761,129,9,3,49,0.44,0.44,NA,0,5.26547792572901,13.7685132247103,0.747128624596684,0.35577553552223,0.533663303283346,3004.20419950327,414.763119311816,5.56,-6.5,-0.04,-0.04,NA,0,62.5,133.33,100,0,0,0,0,0,0
2020-05-17,1481,219463,80,45,72,219,0,0,0,0,0,0,1481,0,0,6,2727,1070,2727,0,0,14,14,0,0,2,2,2,91,0,0,0,6,0,0,2810761,125,9,3,38,0.42,0.42,NA,0,5.22990037217679,13.4838927962925,0.81828373170113,0.426930642626677,0.604818410387792,3012.24472660607,409.284176064774,-1.35,-8.59,-0.06,-0.06,NA,0,87.5,200,140,0,0,0,0,0,0
2020-05-18,1493,223689,80,45,72,202,0,0,0,0,0,0,1493,0,0,12,4226,1483,4226,0,1,33,33,0,0,0,0,0,93,0,0,0,12,0,0,2810761,117,7,2,31,0.46,0.46,NA,0,5.51452080059457,14.0531336531281,0.81828373170113,0.426930642626677,0.604818410387792,3032.06142393466,424.013283235394,-3.8,2.56,-0.00999999999999995,-0.00999999999999995,NA,0,9.09,0,12.5,0,0,0,0,0,0
2020-05-19,1509,231608,81,46,73,199,0,0,0,0,0,0,1509,0,0,16,7919,2157,7919,0,1,47,47,0,0,1,1,1,85,0,0,0,16,0,0,2810761,113,7,2,35,0.5,0.5,NA,0,5.83471878256458,14.4800642957548,0.782706178148907,0.426930642626677,0.569240856835569,3088.09607077941,477.308458456624,-7.06,21.2,0.06,0.06,NA,0,20,40,66.67,0,0,0,0,0,0
2020-05-20,1524,238850,81,46,73,208,0,0,0,0,0,0,1524,0,0,15,7242,2048,7242,0,5,31,31,0,0,0,0,0,106,0,0,0,15,0,0,2810761,96,7,2,32,0.5,0.5,NA,0,6.22607187163903,15.0848827061426,0.747128624596684,0.391353089074453,0.533663303283346,3099.80108589809,541.881718153909,-5.56,7.84,0.02,0.02,NA,0,33.33,75,100,0,0,0,0,0,0
2020-05-21,1536,245311,82,46,74,216,0,0,0,0,0,0,1536,0,0,12,6461,1830,6461,0,2,43,43,0,0,1,0,1,111,0,0,0,12,0,0,2810761,112,7,2,33,0.54,0.54,NA,0,6.26164942519126,15.2627704739037,0.747128624596684,0.391353089074453,0.533663303283346,3033.73356895161,606.454977851194,-6.59,18.88,0.08,0.08,NA,0,-38.46,-16.67,14.29,0,0,0,0,0,0
2020-05-22,1547,250364,84,47,76,220,0,0,0,0,0,0,1547,0,0,11,5053,1225,5053,0,0,23,23,0,0,2,1,2,109,0,0,0,11,0,0,2810761,108,6,2,32,0.56,0.56,NA,0,5.76356367546013,14.3733316350981,0.747128624596684,0.426930642626677,0.604818410387792,2939.02612139559,649.361507435175,2.5,23.2,0.14,0.14,NA,0,-38.46,-28.57,-11.11,0,0,0,0,0,0
2020-05-23,1557,254520,85,48,77,223,0,0,0,0,0,0,1557,0,0,10,4156,1279,4156,0,1,20,20,0,0,1,1,1,99,0,0,0,10,0,0,2810761,111,7,2,28,0.56,0.56,NA,0,5.62125346125124,14.1598663137848,0.711551071044461,0.426930642626677,0.604818410387792,2867.55081630918,685.29483652292,7.89,12.83,0.12,0.12,NA,0,-46.15,-28.57,-30,0,0,0,0,0,0
2020-05-24,1563,256619,86,49,78,225,0,0,0,0,0,0,1563,0,0,6,2099,1077,2099,0,1,25,25,0,0,1,1,1,98,0,0,0,6,0,0,2810761,92,7,2,24,0.6,0.6,NA,0,5.51452080059457,14.3377540815459,0.747128624596684,0.4625081961789,0.640395963940015,2852.11015806751,695.612327053065,12.33,22.65,0.18,0.18,NA,0,-60,-55.56,-50,0,0,0,0,0,0
2020-05-25,1570,260398,88,51,80,225,0,0,0,0,0,0,1570,0,0,7,3779,1229,3779,0,0,25,25,0,0,2,2,2,113,0,0,0,7,0,0,2810761,96,5,2,29,0.58,0.58,NA,0,5.44336569349013,14.7291071706203,0.711551071044461,0.426930642626677,0.604818410387792,2851.46976210357,709.594305599089,1.32,7,0.12,0.12,NA,0,-33.33,0,-11.11,0,0,0,0,0,0
