"day","administrative_level_2","administrative_level_3","vaccinated_1","vaccinated_2","vaccinated_3","partial_protection","full_protection","booster_protection","vaccinated_daily_1","vaccinated_daily_2","vaccinated_daily_3"
2021-03-22,"Klaipėdos apskr.","Kretingos r.",3465,1540,0,30,929,0,23,19,0
2021-03-23,"Klaipėdos apskr.","Kretingos r.",3596,1548,0,31,1036,0,131,8,0
2021-03-24,"Klaipėdos apskr.","Kretingos r.",3793,1622,0,32,1039,0,197,74,0
2021-03-25,"Klaipėdos apskr.","Kretingos r.",3860,1719,0,34,1041,0,67,97,0
2021-03-26,"Klaipėdos apskr.","Kretingos r.",3907,1806,0,36,1138,0,47,87,0
2021-03-27,"Klaipėdos apskr.","Kretingos r.",3927,1806,0,36,1138,0,20,0,0
2021-03-28,"Klaipėdos apskr.","Kretingos r.",3928,1807,0,36,1138,0,1,1,0
2021-03-29,"Klaipėdos apskr.","Kretingos r.",4036,1809,0,36,1143,0,108,2,0
2021-03-30,"Klaipėdos apskr.","Kretingos r.",4095,1818,0,37,1192,0,59,9,0
2021-03-31,"Klaipėdos apskr.","Kretingos r.",4333,1913,0,37,1312,0,238,95,0
2021-04-01,"Klaipėdos apskr.","Kretingos r.",4470,1923,0,37,1489,0,137,10,0
2021-04-02,"Klaipėdos apskr.","Kretingos r.",4669,1959,0,37,1521,0,199,36,0
2021-04-03,"Klaipėdos apskr.","Kretingos r.",4694,1959,0,37,1521,0,25,0,0
2021-04-04,"Klaipėdos apskr.","Kretingos r.",4697,1959,0,37,1521,0,3,0,0
2021-04-05,"Klaipėdos apskr.","Kretingos r.",4700,1959,0,37,1540,0,3,0,0
2021-04-06,"Klaipėdos apskr.","Kretingos r.",4852,1966,0,38,1548,0,152,7,0
2021-04-07,"Klaipėdos apskr.","Kretingos r.",4927,2076,0,38,1622,0,75,110,0
2021-04-08,"Klaipėdos apskr.","Kretingos r.",5373,2126,0,39,1719,0,446,50,0
2021-04-09,"Klaipėdos apskr.","Kretingos r.",5719,2183,0,39,1806,0,346,57,0
2021-04-10,"Klaipėdos apskr.","Kretingos r.",5761,2187,0,40,1806,0,42,4,0
2021-04-11,"Klaipėdos apskr.","Kretingos r.",5765,2187,0,40,1807,0,4,0,0
2021-04-12,"Klaipėdos apskr.","Kretingos r.",5895,2188,0,41,1809,0,130,1,0
2021-04-13,"Klaipėdos apskr.","Kretingos r.",6013,2198,0,41,1818,0,118,10,0
2021-04-14,"Klaipėdos apskr.","Kretingos r.",6341,2330,0,42,1913,0,328,132,0
2021-04-15,"Klaipėdos apskr.","Kretingos r.",6543,2454,0,44,1923,0,202,124,0
2021-04-16,"Klaipėdos apskr.","Kretingos r.",6733,2485,0,44,1959,0,190,31,0
2021-04-17,"Klaipėdos apskr.","Kretingos r.",6737,2486,0,44,1959,0,4,1,0
2021-04-18,"Klaipėdos apskr.","Kretingos r.",6737,2486,0,44,1959,0,0,0,0
2021-04-19,"Klaipėdos apskr.","Kretingos r.",6756,2489,0,44,1959,0,19,3,0
2021-04-20,"Klaipėdos apskr.","Kretingos r.",6879,2494,0,48,1966,0,123,5,0
2021-04-21,"Klaipėdos apskr.","Kretingos r.",7103,2673,0,48,2076,0,224,179,0
2021-04-22,"Klaipėdos apskr.","Kretingos r.",7344,2839,0,50,2126,0,241,166,0
2021-04-23,"Klaipėdos apskr.","Kretingos r.",7578,2868,0,50,2183,0,234,29,0
2021-04-24,"Klaipėdos apskr.","Kretingos r.",7596,2870,0,50,2187,0,18,2,0
2021-04-25,"Klaipėdos apskr.","Kretingos r.",7607,2870,0,50,2187,0,11,0,0
2021-04-26,"Klaipėdos apskr.","Kretingos r.",7690,2875,0,51,2188,0,83,5,0
2021-04-27,"Klaipėdos apskr.","Kretingos r.",7754,2918,0,55,2198,0,64,43,0
2021-04-28,"Klaipėdos apskr.","Kretingos r.",7841,2932,0,58,2330,0,87,14,0
2021-04-29,"Klaipėdos apskr.","Kretingos r.",7908,3251,0,59,2454,0,67,319,0
2021-04-30,"Klaipėdos apskr.","Kretingos r.",7949,3605,0,59,2485,0,41,354,0
2021-05-01,"Klaipėdos apskr.","Kretingos r.",7956,3611,0,59,2486,0,7,6,0
2021-05-02,"Klaipėdos apskr.","Kretingos r.",7956,3611,0,59,2486,0,0,0,0
2021-05-03,"Klaipėdos apskr.","Kretingos r.",7984,3765,0,59,2489,0,28,154,0
2021-05-04,"Klaipėdos apskr.","Kretingos r.",8009,3832,0,61,2494,0,25,67,0
2021-05-05,"Klaipėdos apskr.","Kretingos r.",8280,4145,0,64,2674,0,271,313,0
2021-05-06,"Klaipėdos apskr.","Kretingos r.",8503,4297,0,66,2840,0,223,152,0
2021-05-07,"Klaipėdos apskr.","Kretingos r.",8657,4597,0,69,2869,0,154,300,0
2021-05-08,"Klaipėdos apskr.","Kretingos r.",8682,4599,0,70,2871,0,25,2,0
2021-05-09,"Klaipėdos apskr.","Kretingos r.",8700,4599,0,70,2871,0,18,0,0
2021-05-10,"Klaipėdos apskr.","Kretingos r.",8795,4648,0,70,2876,0,95,49,0
2021-05-11,"Klaipėdos apskr.","Kretingos r.",8955,4674,0,71,2920,0,160,26,0
2021-05-12,"Klaipėdos apskr.","Kretingos r.",9269,4946,0,74,2934,0,314,272,0
2021-05-13,"Klaipėdos apskr.","Kretingos r.",9517,5177,0,75,3253,0,248,231,0
2021-05-14,"Klaipėdos apskr.","Kretingos r.",9669,5362,0,75,3607,0,152,185,0
2021-05-15,"Klaipėdos apskr.","Kretingos r.",9691,5374,0,75,3613,0,22,12,0
2021-05-16,"Klaipėdos apskr.","Kretingos r.",9696,5384,0,75,3613,0,5,10,0
2021-05-17,"Klaipėdos apskr.","Kretingos r.",9748,5397,0,75,3767,0,52,13,0
2021-05-18,"Klaipėdos apskr.","Kretingos r.",9809,5505,0,75,3834,0,61,108,0
2021-05-19,"Klaipėdos apskr.","Kretingos r.",10283,5568,0,76,4148,0,474,63,0
2021-05-20,"Klaipėdos apskr.","Kretingos r.",10529,5709,2,80,4302,0,246,141,2
2021-05-21,"Klaipėdos apskr.","Kretingos r.",10672,5803,2,83,4604,0,143,94,0
2021-05-22,"Klaipėdos apskr.","Kretingos r.",10691,5807,2,83,4607,0,19,4,0
2021-05-23,"Klaipėdos apskr.","Kretingos r.",10718,5807,2,83,4607,0,27,0,0
2021-05-24,"Klaipėdos apskr.","Kretingos r.",10755,5886,2,83,4657,0,37,79,0
2021-05-25,"Klaipėdos apskr.","Kretingos r.",10873,5921,2,85,4684,0,118,35,0
2021-05-26,"Klaipėdos apskr.","Kretingos r.",11184,6197,2,86,4956,0,311,276,0
2021-05-27,"Klaipėdos apskr.","Kretingos r.",11346,6475,2,86,5187,0,162,278,0
2021-05-28,"Klaipėdos apskr.","Kretingos r.",11448,6687,2,89,5374,0,102,212,0
2021-05-29,"Klaipėdos apskr.","Kretingos r.",11482,6688,2,89,5386,0,34,1,0
2021-05-30,"Klaipėdos apskr.","Kretingos r.",11499,6688,2,89,5396,0,17,0,0
2021-05-31,"Klaipėdos apskr.","Kretingos r.",11570,6861,2,89,5413,0,71,173,0
2021-06-01,"Klaipėdos apskr.","Kretingos r.",11778,6920,2,89,5521,0,208,59,0
2021-06-02,"Klaipėdos apskr.","Kretingos r.",12016,7262,2,91,5590,0,238,342,0
2021-06-03,"Klaipėdos apskr.","Kretingos r.",12141,7441,2,92,5751,2,125,179,0
2021-06-04,"Klaipėdos apskr.","Kretingos r.",12314,7685,2,93,5847,2,173,244,0
2021-06-05,"Klaipėdos apskr.","Kretingos r.",12353,7752,2,93,5854,2,39,67,0
2021-06-06,"Klaipėdos apskr.","Kretingos r.",12375,7754,2,93,5856,2,22,2,0
2021-06-07,"Klaipėdos apskr.","Kretingos r.",12434,7894,2,93,5944,2,59,140,0
2021-06-08,"Klaipėdos apskr.","Kretingos r.",12514,8082,2,93,6022,2,80,188,0
2021-06-09,"Klaipėdos apskr.","Kretingos r.",12620,8446,2,102,6300,2,106,364,0
2021-06-10,"Klaipėdos apskr.","Kretingos r.",12699,8732,2,103,6594,2,79,286,0
2021-06-11,"Klaipėdos apskr.","Kretingos r.",12755,8945,2,105,6814,2,56,213,0
2021-06-12,"Klaipėdos apskr.","Kretingos r.",12805,8959,2,105,6820,2,50,14,0
2021-06-13,"Klaipėdos apskr.","Kretingos r.",12813,8977,2,105,6820,2,8,18,0
2021-06-14,"Klaipėdos apskr.","Kretingos r.",12874,9092,2,106,6996,2,61,115,0
2021-06-15,"Klaipėdos apskr.","Kretingos r.",12942,9293,3,108,7076,2,68,201,1
2021-06-16,"Klaipėdos apskr.","Kretingos r.",12984,9564,3,114,7437,2,42,271,0
2021-06-17,"Klaipėdos apskr.","Kretingos r.",13051,9778,3,116,7652,2,67,214,0
2021-06-18,"Klaipėdos apskr.","Kretingos r.",13089,9919,3,120,7911,2,38,141,0
2021-06-19,"Klaipėdos apskr.","Kretingos r.",13089,9948,3,120,7986,2,0,29,0
2021-06-20,"Klaipėdos apskr.","Kretingos r.",13093,9959,3,120,7988,2,4,11,0
2021-06-21,"Klaipėdos apskr.","Kretingos r.",13141,10056,3,121,8132,2,48,97,0
2021-06-22,"Klaipėdos apskr.","Kretingos r.",13169,10339,3,122,8328,2,28,283,0
2021-06-23,"Klaipėdos apskr.","Kretingos r.",13201,10547,3,122,8707,2,32,208,0
2021-06-24,"Klaipėdos apskr.","Kretingos r.",13203,10565,3,123,9003,2,2,18,0
2021-06-25,"Klaipėdos apskr.","Kretingos r.",13243,10741,3,125,9221,2,40,176,0
2021-06-26,"Klaipėdos apskr.","Kretingos r.",13245,10766,3,125,9244,2,2,25,0
2021-06-27,"Klaipėdos apskr.","Kretingos r.",13247,10787,3,125,9269,2,2,21,0
2021-06-28,"Klaipėdos apskr.","Kretingos r.",13303,10887,3,125,9408,2,56,100,0
2021-06-29,"Klaipėdos apskr.","Kretingos r.",13380,11069,3,126,9630,3,77,182,0
2021-06-30,"Klaipėdos apskr.","Kretingos r.",13454,11209,3,129,9907,3,74,140,0
2021-07-01,"Klaipėdos apskr.","Kretingos r.",13511,11445,3,134,10147,3,57,236,0
2021-07-02,"Klaipėdos apskr.","Kretingos r.",13558,11607,3,135,10290,3,47,162,0
2021-07-03,"Klaipėdos apskr.","Kretingos r.",13572,11646,3,135,10319,3,14,39,0
2021-07-04,"Klaipėdos apskr.","Kretingos r.",13579,11647,3,135,10330,3,7,1,0
2021-07-05,"Klaipėdos apskr.","Kretingos r.",13625,11740,3,135,10434,3,46,93,0
2021-07-06,"Klaipėdos apskr.","Kretingos r.",13626,11748,3,137,10718,3,1,8,0
2021-07-07,"Klaipėdos apskr.","Kretingos r.",13685,11874,3,140,10931,3,59,126,0
2021-07-08,"Klaipėdos apskr.","Kretingos r.",13764,11921,3,140,10949,3,79,47,0
2021-07-09,"Klaipėdos apskr.","Kretingos r.",13858,11984,3,146,11133,3,94,63,0
2021-07-10,"Klaipėdos apskr.","Kretingos r.",13869,11988,3,146,11158,3,11,4,0
2021-07-11,"Klaipėdos apskr.","Kretingos r.",13870,11988,3,146,11179,3,1,0,0
2021-07-12,"Klaipėdos apskr.","Kretingos r.",13930,12027,3,146,11280,3,60,39,0
2021-07-13,"Klaipėdos apskr.","Kretingos r.",13981,12145,3,147,11478,3,51,118,0
2021-07-14,"Klaipėdos apskr.","Kretingos r.",14043,12166,3,154,11658,3,62,21,0
2021-07-15,"Klaipėdos apskr.","Kretingos r.",14129,12191,3,159,11925,3,86,25,0
2021-07-16,"Klaipėdos apskr.","Kretingos r.",14183,12270,3,161,12117,3,54,79,0
2021-07-17,"Klaipėdos apskr.","Kretingos r.",14198,12270,3,161,12166,3,15,0,0
2021-07-18,"Klaipėdos apskr.","Kretingos r.",14201,12271,3,161,12173,3,3,1,0
2021-07-19,"Klaipėdos apskr.","Kretingos r.",14287,12347,4,167,12271,3,86,76,1
2021-07-20,"Klaipėdos apskr.","Kretingos r.",14391,12423,4,167,12280,3,104,76,0
2021-07-21,"Klaipėdos apskr.","Kretingos r.",14522,12462,4,169,12419,3,131,39,0
2021-07-22,"Klaipėdos apskr.","Kretingos r.",14698,12499,4,173,12504,3,176,37,0
2021-07-23,"Klaipėdos apskr.","Kretingos r.",14854,12510,4,176,12621,3,156,11,0
2021-07-24,"Klaipėdos apskr.","Kretingos r.",14902,12512,4,176,12634,3,48,2,0
2021-07-25,"Klaipėdos apskr.","Kretingos r.",14949,12513,4,176,12635,3,47,1,0
2021-07-26,"Klaipėdos apskr.","Kretingos r.",15083,12591,4,181,12704,3,134,78,0
2021-07-27,"Klaipėdos apskr.","Kretingos r.",15246,12610,4,186,12839,3,163,19,0
2021-07-28,"Klaipėdos apskr.","Kretingos r.",15404,12667,4,216,12881,3,158,57,0
2021-07-29,"Klaipėdos apskr.","Kretingos r.",15702,12699,4,221,12944,3,298,32,0
2021-07-30,"Klaipėdos apskr.","Kretingos r.",15842,12721,4,226,13035,3,140,22,0
2021-07-31,"Klaipėdos apskr.","Kretingos r.",15882,12731,4,226,13042,3,40,10,0
2021-08-01,"Klaipėdos apskr.","Kretingos r.",15903,12740,4,226,13045,3,21,9,0
2021-08-02,"Klaipėdos apskr.","Kretingos r.",16003,12800,4,259,13135,4,100,60,0
2021-08-03,"Klaipėdos apskr.","Kretingos r.",16126,12833,4,271,13229,4,123,33,0
2021-08-04,"Klaipėdos apskr.","Kretingos r.",16262,12857,4,286,13288,4,136,24,0
2021-08-05,"Klaipėdos apskr.","Kretingos r.",16536,12896,4,300,13398,4,274,39,0
2021-08-06,"Klaipėdos apskr.","Kretingos r.",16685,12938,4,319,13421,4,149,42,0
2021-08-07,"Klaipėdos apskr.","Kretingos r.",16705,12942,4,319,13468,4,20,4,0
2021-08-08,"Klaipėdos apskr.","Kretingos r.",16731,12942,4,319,13516,4,26,0,0
2021-08-09,"Klaipėdos apskr.","Kretingos r.",16859,12999,4,332,13613,4,128,57,0
2021-08-10,"Klaipėdos apskr.","Kretingos r.",16971,13066,5,346,13642,4,112,67,1
2021-08-11,"Klaipėdos apskr.","Kretingos r.",17091,13156,5,360,13700,4,120,90,0
2021-08-12,"Klaipėdos apskr.","Kretingos r.",17327,13243,5,371,13923,4,236,87,0
2021-08-13,"Klaipėdos apskr.","Kretingos r.",17387,13333,5,390,13945,4,60,90,0
2021-08-14,"Klaipėdos apskr.","Kretingos r.",17423,13336,5,391,13988,4,36,3,0
2021-08-15,"Klaipėdos apskr.","Kretingos r.",17438,13336,5,391,14017,4,15,0,0
2021-08-16,"Klaipėdos apskr.","Kretingos r.",17582,13449,5,409,14082,4,144,113,0
2021-08-17,"Klaipėdos apskr.","Kretingos r.",17640,13581,5,420,14120,4,58,132,0
2021-08-18,"Klaipėdos apskr.","Kretingos r.",17757,13721,6,434,14184,4,117,140,1
2021-08-19,"Klaipėdos apskr.","Kretingos r.",17996,13812,6,454,14401,4,239,91,0
2021-08-20,"Klaipėdos apskr.","Kretingos r.",18067,13931,8,465,14463,4,71,119,2
2021-08-21,"Klaipėdos apskr.","Kretingos r.",18076,13936,8,465,14480,4,9,5,0
2021-08-22,"Klaipėdos apskr.","Kretingos r.",18092,13937,8,465,14506,4,16,1,0
2021-08-23,"Klaipėdos apskr.","Kretingos r.",18192,14023,11,476,14595,4,100,86,3
2021-08-24,"Klaipėdos apskr.","Kretingos r.",18255,14121,11,484,14721,5,63,98,0
2021-08-25,"Klaipėdos apskr.","Kretingos r.",18347,14208,12,494,14833,5,92,87,1
2021-08-26,"Klaipėdos apskr.","Kretingos r.",18565,14289,12,505,15078,5,218,81,0
2021-08-27,"Klaipėdos apskr.","Kretingos r.",18631,14415,12,506,15179,5,66,126,0
2021-08-28,"Klaipėdos apskr.","Kretingos r.",18639,14420,12,508,15212,5,8,5,0
2021-08-29,"Klaipėdos apskr.","Kretingos r.",18650,14420,12,508,15226,5,11,0,0
2021-08-30,"Klaipėdos apskr.","Kretingos r.",18731,14522,12,518,15406,5,81,102,0
2021-08-31,"Klaipėdos apskr.","Kretingos r.",18781,14569,12,526,15549,5,50,47,0
2021-09-01,"Klaipėdos apskr.","Kretingos r.",18819,14653,14,538,15718,6,38,84,2
2021-09-02,"Klaipėdos apskr.","Kretingos r.",18968,14720,15,553,15926,6,149,67,1
2021-09-03,"Klaipėdos apskr.","Kretingos r.",19022,14782,15,560,16065,8,54,62,0
2021-09-04,"Klaipėdos apskr.","Kretingos r.",19073,14786,15,561,16075,8,51,4,0
2021-09-05,"Klaipėdos apskr.","Kretingos r.",19073,14786,15,561,16092,8,0,0,0
2021-09-06,"Klaipėdos apskr.","Kretingos r.",19105,14851,15,569,16207,11,32,65,0
2021-09-07,"Klaipėdos apskr.","Kretingos r.",19145,14888,15,577,16318,11,40,37,0
2021-09-08,"Klaipėdos apskr.","Kretingos r.",19187,14973,20,591,16425,12,42,85,5
2021-09-09,"Klaipėdos apskr.","Kretingos r.",19275,15079,34,602,16650,12,88,106,14
2021-09-10,"Klaipėdos apskr.","Kretingos r.",19310,15133,50,611,16785,12,35,54,16
2021-09-11,"Klaipėdos apskr.","Kretingos r.",19324,15136,50,611,16794,12,14,3,0
2021-09-12,"Klaipėdos apskr.","Kretingos r.",19325,15136,50,611,16803,12,1,0,0
2021-09-13,"Klaipėdos apskr.","Kretingos r.",19356,15202,64,620,16920,12,31,66,14
2021-09-14,"Klaipėdos apskr.","Kretingos r.",19389,15246,70,626,16986,12,33,44,6
2021-09-15,"Klaipėdos apskr.","Kretingos r.",19430,15299,82,628,17072,14,41,53,12
2021-09-16,"Klaipėdos apskr.","Kretingos r.",19528,15364,86,646,17216,15,98,65,4
2021-09-17,"Klaipėdos apskr.","Kretingos r.",19557,15410,106,651,17281,15,29,46,20
2021-09-18,"Klaipėdos apskr.","Kretingos r.",19562,15411,106,654,17319,15,5,1,0
2021-09-19,"Klaipėdos apskr.","Kretingos r.",19562,15411,106,654,17319,15,0,0,0
2021-09-20,"Klaipėdos apskr.","Kretingos r.",19583,15470,112,655,17395,15,21,59,6
2021-09-21,"Klaipėdos apskr.","Kretingos r.",19611,15494,160,660,17443,15,28,24,48
2021-09-22,"Klaipėdos apskr.","Kretingos r.",19658,15530,186,663,17539,20,47,36,26
2021-09-23,"Klaipėdos apskr.","Kretingos r.",19724,15578,194,667,17699,34,66,48,8
2021-09-24,"Klaipėdos apskr.","Kretingos r.",19753,15633,198,670,17758,50,29,55,4
2021-09-25,"Klaipėdos apskr.","Kretingos r.",19754,15639,198,671,17767,50,1,6,0
2021-09-26,"Klaipėdos apskr.","Kretingos r.",19754,15640,198,671,17767,50,0,1,0
2021-09-27,"Klaipėdos apskr.","Kretingos r.",19779,15685,251,674,17842,64,25,45,53
2021-09-28,"Klaipėdos apskr.","Kretingos r.",19815,15718,261,675,17893,70,36,33,10
2021-09-29,"Klaipėdos apskr.","Kretingos r.",19831,15745,262,679,17948,82,16,27,1
2021-09-30,"Klaipėdos apskr.","Kretingos r.",19865,15784,269,683,18075,86,34,39,7
2021-10-01,"Klaipėdos apskr.","Kretingos r.",19886,15815,279,687,18121,106,21,31,10
2021-10-02,"Klaipėdos apskr.","Kretingos r.",19891,15815,280,687,18122,106,5,0,1
2021-10-03,"Klaipėdos apskr.","Kretingos r.",19891,15816,280,687,18122,106,0,1,0
2021-10-04,"Klaipėdos apskr.","Kretingos r.",19909,15838,285,690,18186,112,18,22,5
2021-10-05,"Klaipėdos apskr.","Kretingos r.",19933,15866,286,694,18214,160,24,28,1
2021-10-06,"Klaipėdos apskr.","Kretingos r.",19980,15902,304,698,18273,186,47,36,18
2021-10-07,"Klaipėdos apskr.","Kretingos r.",20012,15935,314,703,18363,194,32,33,10
2021-10-08,"Klaipėdos apskr.","Kretingos r.",20041,15956,329,706,18418,198,29,21,15
2021-10-09,"Klaipėdos apskr.","Kretingos r.",20043,15961,329,706,18425,198,2,5,0
2021-10-10,"Klaipėdos apskr.","Kretingos r.",20043,15961,329,706,18426,198,0,0,0
2021-10-11,"Klaipėdos apskr.","Kretingos r.",20058,15981,329,709,18480,251,15,20,0
2021-10-12,"Klaipėdos apskr.","Kretingos r.",20087,15994,337,711,18536,261,29,13,8
2021-10-13,"Klaipėdos apskr.","Kretingos r.",20113,16020,348,713,18571,262,26,26,11
2021-10-14,"Klaipėdos apskr.","Kretingos r.",20145,16035,365,717,18622,269,32,15,17
2021-10-15,"Klaipėdos apskr.","Kretingos r.",20172,16070,387,719,18658,279,27,35,22
2021-10-16,"Klaipėdos apskr.","Kretingos r.",20175,16072,387,719,18662,280,3,2,0
2021-10-17,"Klaipėdos apskr.","Kretingos r.",20175,16075,387,719,18663,280,0,3,0
2021-10-18,"Klaipėdos apskr.","Kretingos r.",20195,16090,410,719,18696,285,20,15,23
2021-10-19,"Klaipėdos apskr.","Kretingos r.",20222,16111,479,719,18742,286,27,21,69
2021-10-20,"Klaipėdos apskr.","Kretingos r.",20261,16117,497,723,18797,304,39,6,18
2021-10-21,"Klaipėdos apskr.","Kretingos r.",20307,16132,520,726,18853,314,46,15,23
2021-10-22,"Klaipėdos apskr.","Kretingos r.",20352,16153,566,727,18889,329,45,21,46
2021-10-23,"Klaipėdos apskr.","Kretingos r.",20353,16157,567,727,18895,329,1,4,1
2021-10-24,"Klaipėdos apskr.","Kretingos r.",20360,16157,567,727,18895,329,7,0,0
2021-10-25,"Klaipėdos apskr.","Kretingos r.",20385,16168,599,727,18924,329,25,11,32
2021-10-26,"Klaipėdos apskr.","Kretingos r.",20412,16181,622,729,18957,337,27,13,23
2021-10-27,"Klaipėdos apskr.","Kretingos r.",20454,16202,685,731,18997,348,42,21,63
2021-10-28,"Klaipėdos apskr.","Kretingos r.",20510,16211,706,733,19027,365,56,9,21
2021-10-29,"Klaipėdos apskr.","Kretingos r.",20548,16228,743,734,19075,387,38,17,37
2021-10-30,"Klaipėdos apskr.","Kretingos r.",20551,16229,743,735,19078,387,3,1,0
2021-10-31,"Klaipėdos apskr.","Kretingos r.",20551,16229,743,735,19081,387,0,0,0
2021-11-01,"Klaipėdos apskr.","Kretingos r.",20553,16229,743,736,19105,410,2,0,0
2021-11-02,"Klaipėdos apskr.","Kretingos r.",20555,16229,743,737,19135,479,2,0,0
2021-11-03,"Klaipėdos apskr.","Kretingos r.",20592,16256,781,741,19163,497,37,27,38
2021-11-04,"Klaipėdos apskr.","Kretingos r.",20635,16264,824,743,19206,520,43,8,43
2021-11-05,"Klaipėdos apskr.","Kretingos r.",20677,16278,910,747,19251,566,42,14,86
2021-11-06,"Klaipėdos apskr.","Kretingos r.",20678,16279,911,748,19255,567,1,1,1
2021-11-07,"Klaipėdos apskr.","Kretingos r.",20680,16280,911,748,19262,567,2,1,0
2021-11-08,"Klaipėdos apskr.","Kretingos r.",20715,16296,958,749,19280,599,35,16,47
2021-11-09,"Klaipėdos apskr.","Kretingos r.",20751,16316,1098,753,19303,622,36,20,140
2021-11-10,"Klaipėdos apskr.","Kretingos r.",20778,16330,1178,759,19341,685,27,14,80
2021-11-11,"Klaipėdos apskr.","Kretingos r.",20824,16348,1290,766,19388,706,46,18,112
2021-11-12,"Klaipėdos apskr.","Kretingos r.",20859,16370,1398,769,19414,743,35,22,108
2021-11-13,"Klaipėdos apskr.","Kretingos r.",20862,16370,1398,769,19416,743,3,0,0
2021-11-14,"Klaipėdos apskr.","Kretingos r.",20862,16371,1399,769,19416,743,0,1,1
2021-11-15,"Klaipėdos apskr.","Kretingos r.",20892,16388,1433,771,19416,743,30,17,34
2021-11-16,"Klaipėdos apskr.","Kretingos r.",20920,16402,1507,771,19416,743,28,14,74
2021-11-17,"Klaipėdos apskr.","Kretingos r.",20956,16427,1664,772,19457,781,36,25,157
2021-11-18,"Klaipėdos apskr.","Kretingos r.",21002,16438,1789,775,19494,824,46,11,125
2021-11-19,"Klaipėdos apskr.","Kretingos r.",21044,16471,1892,777,19521,910,42,33,103
2021-11-20,"Klaipėdos apskr.","Kretingos r.",21048,16473,1894,777,19522,911,4,2,2
2021-11-21,"Klaipėdos apskr.","Kretingos r.",21048,16474,1894,777,19525,911,0,1,0
2021-11-22,"Klaipėdos apskr.","Kretingos r.",21067,16478,1991,783,19554,958,19,4,97
2021-11-23,"Klaipėdos apskr.","Kretingos r.",21089,16488,2144,785,19583,1099,22,10,153
2021-11-24,"Klaipėdos apskr.","Kretingos r.",21118,16517,2305,788,19615,1179,29,29,161
2021-11-25,"Klaipėdos apskr.","Kretingos r.",21145,16533,2464,790,19657,1292,27,16,159
2021-11-26,"Klaipėdos apskr.","Kretingos r.",21157,16565,2594,796,19688,1401,12,32,130
2021-11-27,"Klaipėdos apskr.","Kretingos r.",21159,16566,2606,797,19689,1401,2,1,12
2021-11-28,"Klaipėdos apskr.","Kretingos r.",21160,16566,2609,797,19690,1402,1,0,3
2021-11-29,"Klaipėdos apskr.","Kretingos r.",21193,16586,2691,800,19718,1437,33,20,82
2021-11-30,"Klaipėdos apskr.","Kretingos r.",21226,16625,2831,805,19748,1512,33,39,140
2021-12-01,"Klaipėdos apskr.","Kretingos r.",21267,16637,2982,808,19789,1669,41,12,151
2021-12-02,"Klaipėdos apskr.","Kretingos r.",21303,16662,3086,811,19827,1795,36,25,104
2021-12-03,"Klaipėdos apskr.","Kretingos r.",21329,16686,3233,815,19874,1904,26,24,147
2021-12-04,"Klaipėdos apskr.","Kretingos r.",21330,16686,3238,817,19877,1906,1,0,5
2021-12-05,"Klaipėdos apskr.","Kretingos r.",21331,16688,3240,817,19877,1907,1,2,2
2021-12-06,"Klaipėdos apskr.","Kretingos r.",21345,16708,3342,820,19888,2006,14,20,102
2021-12-07,"Klaipėdos apskr.","Kretingos r.",21360,16719,3434,832,19903,2164,15,11,92
2021-12-08,"Klaipėdos apskr.","Kretingos r.",21401,16749,3731,845,19944,2329,41,30,297
2021-12-09,"Klaipėdos apskr.","Kretingos r.",21423,16770,3852,862,19968,2490,22,21,121
2021-12-10,"Klaipėdos apskr.","Kretingos r.",21438,16801,3977,870,20001,2623,15,31,125
2021-12-11,"Klaipėdos apskr.","Kretingos r.",21439,16803,3986,870,20004,2635,1,2,9
2021-12-12,"Klaipėdos apskr.","Kretingos r.",21439,16803,3991,871,20004,2638,0,0,5
2021-12-13,"Klaipėdos apskr.","Kretingos r.",21453,16822,4101,893,20033,2722,14,19,110
2020-12-01,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-02,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-03,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-04,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-05,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-06,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-07,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-08,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-09,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-10,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-11,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-12,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-13,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-14,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-15,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-16,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
2020-12-17,"Klaipėdos apskr.","Neringos",0,0,0,0,0,0,0,0,0
