"day","administrative_level_3","0-9","10-19","20-29","30-39","40-49","50-59","60-69","70-79","80+","Nenustatyta","Total"
2020-05-01,"Klaipėdos m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Klaipėdos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Kretingos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Kėdainių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Lazdijų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Marijampolės",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Mažeikių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Molėtų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Panevėžio m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Panevėžio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Pasvalio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Plungės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Prienų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Radviliškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Raseinių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Rietavo",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Skuodo r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Tauragės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Telšių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Trakų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Ukmergės r.",0,0,0,0,1,1,0,0,0,0,2
2020-05-01,"Varėnos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Vilkaviškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Vilniaus m.",0,0,0,0,0,0,0,1,0,0,1
2020-05-01,"Vilniaus r.",0,0,0,0,1,0,0,0,0,0,1
2020-05-01,"Visagino m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Total",0,0,0,0,2,1,0,1,0,0,4
2020-05-01,"Zarasų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Šakių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Šiaulių m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Šiaulių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-01,"Šilutės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Alytaus m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Alytaus r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Anykščių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Elektrėnų",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Jonavos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Joniškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Jurbarko r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Kaišiadorių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Kalvarijos",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Kauno m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Kauno r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Kazlų Rūdos",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Klaipėdos m.",0,0,0,0,0,1,2,1,0,0,4
2020-05-02,"Klaipėdos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Kretingos r.",0,0,0,0,0,1,0,0,0,0,1
2020-05-02,"Lazdijų r.",0,0,0,1,0,0,0,0,0,0,1
2020-05-02,"Marijampolės",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Mažeikių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Molėtų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Palangos m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Panevėžio m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Pasvalio r.",0,0,0,0,0,0,1,0,0,0,1
2020-05-02,"Plungės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Prienų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Raseinių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Rokiškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Tauragės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Telšių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Trakų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Ukmergės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Utenos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Varėnos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Vilkaviškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Vilniaus m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Vilniaus r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Visagino m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Total",0,0,0,1,0,2,3,1,0,0,7
2020-05-02,"Zarasų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Šakių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Šalčininkų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Šiaulių m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Šilutės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-02,"Švenčionių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Alytaus m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Alytaus r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Anykščių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Biržų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Druskininkų",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Ignalinos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Jonavos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Joniškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Jurbarko r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Kaišiadorių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Kauno m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Kauno r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Kelmės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Klaipėdos m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Klaipėdos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Kupiškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Kėdainių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Lazdijų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Marijampolės",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Mažeikių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Molėtų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Palangos m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Panevėžio m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Plungės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Radviliškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Raseinių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Skuodo r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Tauragės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Telšių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Trakų r.",0,0,0,0,0,1,0,0,0,0,1
2020-05-03,"Ukmergės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Utenos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Vilkaviškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Vilniaus m.",0,0,0,0,0,1,0,2,2,0,5
2020-05-03,"Vilniaus r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Total",0,0,0,0,0,2,1,2,2,0,7
2020-05-03,"Šakių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Šalčininkų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Šiaulių m.",0,0,0,0,0,0,1,0,0,0,1
2020-05-03,"Šiaulių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Šilalės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Šilutės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-03,"Širvintų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Akmenės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Alytaus m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Alytaus r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Anykščių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Ignalinos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Jonavos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Joniškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Jurbarko r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Kaišiadorių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Kauno m.",0,0,0,0,0,0,0,1,0,0,1
2020-05-04,"Kauno r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Kazlų Rūdos",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Kelmės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Klaipėdos m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Klaipėdos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Kretingos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Kupiškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Kėdainių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Marijampolės",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Mažeikių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Pagėgių",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Panevėžio m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Plungės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Prienų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Radviliškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Raseinių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Rokiškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Tauragės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Telšių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Utenos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Varėnos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Vilkaviškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Vilniaus m.",0,0,0,0,0,1,0,1,0,0,2
2020-05-04,"Vilniaus r.",0,0,0,0,0,0,0,0,1,0,1
2020-05-04,"Visagino m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Total",0,0,0,0,0,1,0,2,1,0,4
2020-05-04,"Zarasų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Šakių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Šalčininkų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Šiaulių m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Šiaulių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Šilutės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-04,"Širvintų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Alytaus m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Anykščių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Birštono",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Biržų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Druskininkų",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Elektrėnų",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Ignalinos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Jonavos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Joniškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Kaišiadorių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Kalvarijos",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Kauno m.",0,0,0,0,0,0,0,1,1,0,2
2020-05-05,"Kauno r.",0,0,0,0,0,1,0,0,0,0,1
2020-05-05,"Klaipėdos m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Klaipėdos r.",0,0,0,0,0,0,1,0,0,0,1
2020-05-05,"Kretingos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Marijampolės",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Mažeikių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Palangos m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Panevėžio m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Panevėžio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Pasvalio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Plungės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Prienų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Raseinių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Rietavo",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Skuodo r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Tauragės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Telšių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Ukmergės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Utenos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Varėnos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Vilkaviškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Vilniaus m.",0,0,0,0,0,0,3,0,0,0,3
2020-05-05,"Vilniaus r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Visagino m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Total",0,0,0,0,0,1,4,1,1,0,7
2020-05-05,"Zarasų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Šakių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Šalčininkų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Šiaulių m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Šiaulių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Šilutės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Širvintų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-05,"Švenčionių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Akmenės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Alytaus m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Alytaus r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Anykščių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Biržų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Ignalinos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Jonavos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Joniškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Jurbarko r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Kaišiadorių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Kalvarijos",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Kauno m.",0,0,0,0,0,0,0,0,1,0,1
2020-05-06,"Kauno r.",0,0,0,0,0,1,0,0,0,0,1
2020-05-06,"Klaipėdos m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Klaipėdos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Kretingos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Kupiškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Kėdainių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Marijampolės",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Mažeikių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Molėtų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Pagėgių",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Panevėžio m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Panevėžio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Pasvalio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Plungės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Prienų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Radviliškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Raseinių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Rokiškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Skuodo r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Tauragės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Trakų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Ukmergės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Utenos r.",0,0,0,0,1,0,0,0,0,0,1
2020-05-06,"Varėnos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Vilniaus m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Vilniaus r.",0,0,0,0,0,1,0,0,0,0,1
2020-05-06,"Visagino m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Total",0,0,0,0,1,2,0,0,1,0,4
2020-05-06,"Šalčininkų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Šiaulių m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Šiaulių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Šilalės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Šilutės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Širvintų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-06,"Švenčionių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Alytaus m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Anykščių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Birštono",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Biržų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Elektrėnų",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Ignalinos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Jonavos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Joniškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Jurbarko r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Kauno m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Kauno r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Kazlų Rūdos",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Klaipėdos m.",0,0,0,0,0,1,0,0,0,0,1
2020-05-07,"Klaipėdos r.",0,0,0,0,0,0,0,1,0,0,1
2020-05-07,"Kretingos r.",0,0,0,0,0,0,0,0,1,0,1
2020-05-07,"Kupiškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Kėdainių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Lazdijų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Mažeikių r.",0,0,0,1,0,0,0,0,0,0,1
2020-05-07,"Molėtų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Palangos m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Panevėžio m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Plungės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Prienų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Radviliškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Raseinių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Skuodo r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Tauragės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Trakų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Ukmergės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Vilkaviškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Vilniaus m.",0,0,0,1,1,0,0,0,0,0,2
2020-05-07,"Vilniaus r.",0,0,0,0,0,2,1,1,0,0,4
2020-05-07,"Visagino m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Total",0,0,0,2,1,4,1,2,1,0,11
2020-05-07,"Zarasų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Šakių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Šalčininkų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Šiaulių m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Šiaulių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Šilalės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-07,"Šilutės r.",0,0,0,0,0,1,0,0,0,0,1
2020-05-07,"Švenčionių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Alytaus m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Anykščių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Jonavos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Joniškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Kaišiadorių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Kalvarijos",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Kauno m.",0,0,0,0,0,0,0,0,1,0,1
2020-05-08,"Kauno r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Kazlų Rūdos",0,0,0,0,0,0,0,0,1,0,1
2020-05-08,"Klaipėdos m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Kretingos r.",0,0,0,0,0,1,2,1,0,0,4
2020-05-08,"Kupiškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Kėdainių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Marijampolės",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Mažeikių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Pagėgių",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Pakruojo r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Panevėžio m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Plungės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Radviliškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Raseinių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Rokiškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Skuodo r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Tauragės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Telšių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Trakų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Utenos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Vilkaviškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Vilniaus m.",0,0,0,1,0,0,0,3,7,0,11
2020-05-08,"Vilniaus r.",0,0,0,2,2,3,0,1,0,0,8
2020-05-08,"Visagino m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Total",0,0,0,3,2,4,2,5,9,0,25
2020-05-08,"Zarasų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Šakių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Šiaulių m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Šiaulių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Šilalės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Šilutės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Širvintų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-08,"Švenčionių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Alytaus m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Alytaus r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Anykščių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Biržų r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Druskininkų",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Elektrėnų",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Ignalinos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Jonavos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Kaišiadorių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Kauno m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Kauno r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Kelmės r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Klaipėdos m.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Klaipėdos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Kretingos r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Kupiškio r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Marijampolės",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Mažeikių r.",0,0,0,0,0,0,0,0,0,0,0
2020-05-09,"Neringos",0,0,0,0,0,0,0,0,0,0,0
