"lab_name","day","test_type","tests_positive","gmp_indication","tests"
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-03,"1477",265,"simptomai",748
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-04,"1477",365,"simptomai",733
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-04,"1477",29,"kiti",178
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-04,"1477",59,"kontaktai",194
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-04,"1477",14,"profilaktika",160
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-05,"1477",52,"kontaktai",127
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-05,"1477",4,"profilaktika",146
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-05,"1477",13,"kiti",109
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-05,"1477",288,"simptomai",545
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-06,"1477",244,"simptomai",634
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-06,"1477",5,"profilaktika",124
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-06,"1477",15,"kiti",153
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-06,"1477",56,"kontaktai",251
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-07,"1477",4,"kiti",83
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-07,"1477",22,"kontaktai",130
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-07,"1477",8,"profilaktika",131
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-07,"1477",147,"simptomai",594
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-08,"1477",59,"kontaktai",133
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-08,"1477",20,"kiti",92
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-08,"1557",1,"profilaktika",1
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-08,"1477",46,"profilaktika",240
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-08,"1477",257,"simptomai",523
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-09,"1477",15,"kiti",118
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-09,"1477",414,"simptomai",723
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-09,"1477",28,"profilaktika",235
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-09,"1477",58,"kontaktai",140
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-10,"1477",51,"kontaktai",131
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-10,"1477",13,"profilaktika",120
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-10,"1477",393,"simptomai",784
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-10,"1477",7,"kiti",89
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-11,"1477",30,"profilaktika",207
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-11,"1477",305,"simptomai",847
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-11,"1477",13,"kiti",157
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-11,"1477",60,"kontaktai",212
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-12,"1477",65,"kontaktai",169
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-12,"1477",24,"profilaktika",157
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-12,"1477",322,"simptomai",703
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-12,"1477",37,"kiti",171
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-13,"1477",5,"profilaktika",102
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-13,"1477",10,"kiti",100
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-13,"1477",347,"simptomai",705
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-13,"1477",42,"kontaktai",139
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-14,"1477",5,"profilaktika",127
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-14,"1477",16,"kontaktai",169
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-14,"1477",94,"simptomai",655
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-14,"1477",1,"kiti",141
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-15,"1477",2,"kiti",32
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-15,"1477",84,"simptomai",228
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-15,"1477",2,"profilaktika",19
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-15,"1477",13,"kontaktai",56
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-16,"1477",107,"simptomai",212
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-16,"1477",1,"profilaktika",20
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-16,"1477",2,"kiti",48
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-16,"1477",11,"kontaktai",25
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-17,"1477",55,"simptomai",109
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-17,"1477",0,"kiti",8
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-17,"1477",3,"kontaktai",7
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-17,"1477",1,"profilaktika",13
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-18,"1477",23,"kontaktai",60
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-18,"1477",110,"simptomai",264
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-18,"1477",1,"profilaktika",22
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-18,"1477",5,"kiti",33
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-19,"1477",2,"profilaktika",29
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-19,"1477",0,"kiti",38
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-19,"1477",11,"kontaktai",66
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-19,"1477",94,"simptomai",231
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-20,"1477",0,"simptomai",1
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-22,"1477",90,"simptomai",219
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-22,"1477",5,"profilaktika",35
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-22,"1477",5,"kiti",38
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-22,"1477",19,"kontaktai",76
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-23,"1477",2,"profilaktika",20
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-23,"1477",0,"kiti",12
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-23,"1477",33,"simptomai",91
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-23,"1477",4,"kontaktai",17
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-24,"1477",0,"kiti",7
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-24,"1477",17,"simptomai",51
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-24,"1477",0,"profilaktika",7
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-24,"1477",3,"kontaktai",12
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-25,"1477",8,"profilaktika",101
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-25,"1477",14,"kiti",138
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-25,"1477",316,"simptomai",748
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-25,"1477",37,"kontaktai",158
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-27,"1477",15,"kiti",97
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-27,"1477",63,"kontaktai",189
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-27,"1477",6,"profilaktika",58
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-27,"1477",300,"simptomai",567
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-28,"1477",12,"profilaktika",63
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-28,"1477",46,"kontaktai",85
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-28,"1477",18,"kiti",61
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-28,"1477",365,"simptomai",589
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-29,"1477",25,"kiti",161
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-29,"1477",70,"kontaktai",179
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-29,"1477",17,"profilaktika",176
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-29,"1477",475,"simptomai",998
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-30,"1477",48,"kontaktai",111
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-30,"1477",18,"profilaktika",83
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-30,"1477",14,"kiti",107
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-30,"1477",368,"simptomai",715
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-31,"1477",47,"kontaktai",156
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-31,"1477",306,"simptomai",808
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-31,"1477",19,"profilaktika",179
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2020-12-31,"1477",23,"kiti",174
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-01,"1477",38,"kiti",242
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-01,"1477",344,"simptomai",680
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-01,"1477",60,"kontaktai",170
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-01,"1477",22,"profilaktika",194
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-02,"1477",10,"profilaktika",127
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-02,"1477",185,"simptomai",433
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-02,"1477",47,"kontaktai",112
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-02,"1477",13,"kiti",80
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-03,"1477",52,"kontaktai",126
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-03,"1477",271,"simptomai",613
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-03,"1477",5,"kiti",92
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-03,"1477",6,"profilaktika",128
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-04,"1477",256,"simptomai",602
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-04,"1477",8,"kiti",114
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-04,"1477",55,"kontaktai",144
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-04,"1477",22,"profilaktika",133
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-05,"1477",12,"kiti",106
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-05,"1477",364,"simptomai",766
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-05,"1477",23,"profilaktika",110
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-05,"1477",58,"kontaktai",130
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-06,"1477",14,"profilaktika",104
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-06,"1477",43,"kontaktai",132
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-06,"1477",18,"kiti",140
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-06,"1477",246,"simptomai",602
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-07,"1477",25,"kiti",186
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-07,"1477",13,"profilaktika",102
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-07,"1477",75,"kontaktai",204
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-07,"1477",296,"simptomai",809
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-08,"1477",6,"profilaktika",144
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-08,"1477",173,"simptomai",548
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-08,"1477",38,"kontaktai",137
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-08,"1477",13,"kiti",149
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-09,"1477",7,"profilaktika",161
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-09,"1477",40,"kontaktai",128
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-09,"1477",217,"simptomai",579
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-09,"1477",15,"kiti",168
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-10,"1477",7,"profilaktika",76
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-10,"1477",20,"kiti",125
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-10,"1477",108,"simptomai",313
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-10,"1477",23,"kontaktai",110
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-11,"1477",10,"kiti",155
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-11,"1477",158,"simptomai",386
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-11,"1477",15,"profilaktika",108
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-11,"1477",32,"kontaktai",93
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-12,"1477",188,"simptomai",476
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-12,"1477",15,"profilaktika",111
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-12,"1477",4,"kiti",140
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-12,"1477",38,"kontaktai",128
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-13,"1477",36,"kontaktai",119
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-13,"1477",15,"profilaktika",120
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-13,"1477",15,"kiti",140
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-13,"1477",171,"simptomai",463
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-14,"1477",27,"kontaktai",79
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-14,"1477",102,"simptomai",339
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-14,"1477",12,"profilaktika",132
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-14,"1477",12,"kiti",113
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-15,"1477",24,"kontaktai",82
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-15,"1477",16,"profilaktika",136
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-15,"1477",10,"kiti",107
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-15,"1477",143,"simptomai",423
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-16,"1477",3,"profilaktika",92
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-16,"1477",25,"kontaktai",88
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-16,"1477",135,"simptomai",391
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-16,"1477",9,"kiti",126
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-17,"1477",100,"simptomai",308
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-17,"1477",13,"kiti",112
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-17,"1477",6,"profilaktika",77
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-17,"1477",22,"kontaktai",72
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-18,"1477",127,"simptomai",374
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-18,"1477",28,"kontaktai",119
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-18,"1477",13,"kiti",153
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-18,"1477",9,"profilaktika",85
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-19,"1477",122,"simptomai",322
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-19,"1477",27,"kontaktai",72
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-19,"1477",2,"profilaktika",79
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-19,"1477",5,"kiti",97
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-20,"1477",12,"kiti",114
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-20,"1477",155,"simptomai",421
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-20,"1477",41,"kontaktai",105
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-20,"1477",13,"profilaktika",93
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-21,"1477",124,"simptomai",386
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-21,"1477",23,"kontaktai",76
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-21,"1477",8,"profilaktika",124
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-21,"1477",5,"kiti",62
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-22,"1477",37,"kontaktai",112
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-22,"1477",11,"kiti",117
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-22,"1477",22,"profilaktika",152
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-22,"1477",145,"simptomai",459
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-23,"1477",29,"kiti",149
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-23,"1477",23,"profilaktika",134
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-23,"1477",19,"kontaktai",73
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-23,"1477",109,"simptomai",388
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-24,"1477",2,"kiti",113
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-24,"1477",53,"kontaktai",139
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-24,"1477",144,"simptomai",378
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-24,"1477",14,"profilaktika",111
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-25,"1477",19,"kontaktai",49
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-25,"1477",3,"kiti",65
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-25,"1477",12,"profilaktika",90
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-25,"1477",92,"simptomai",227
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-26,"1477",38,"kiti",225
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-26,"1477",35,"kontaktai",100
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-26,"1477",18,"profilaktika",101
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-26,"1477",249,"simptomai",599
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-27,"1477",9,"kiti",131
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-27,"1477",31,"kontaktai",68
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-27,"1477",11,"profilaktika",74
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-27,"1477",102,"simptomai",266
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-28,"1477",8,"profilaktika",82
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-28,"1477",110,"simptomai",376
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-28,"1477",26,"kontaktai",88
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-28,"1477",22,"kiti",170
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-29,"1477",8,"kiti",109
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-29,"1477",2,"profilaktika",64
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-29,"1477",74,"simptomai",267
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-29,"1477",19,"kontaktai",80
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-30,"1537",0,"profilaktika",1
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-30,"1477",16,"profilaktika",138
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-30,"1477",35,"kontaktai",152
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-30,"1477",134,"simptomai",416
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-30,"1477",26,"kiti",224
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-31,"1477",66,"simptomai",196
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-31,"1477",7,"profilaktika",48
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-31,"1477",3,"kiti",139
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-01-31,"1477",34,"kontaktai",92
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-01,"1477",87,"simptomai",244
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-01,"1477",10,"kiti",163
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-01,"1477",20,"kontaktai",67
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-01,"1477",12,"profilaktika",88
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-02,"1477",18,"kontaktai",42
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-02,"1477",4,"profilaktika",71
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-02,"1477",15,"kiti",158
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-02,"1477",86,"simptomai",290
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-03,"1477",30,"kontaktai",73
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-03,"1477",7,"kiti",118
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-03,"1477",6,"profilaktika",57
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-03,"1477",96,"simptomai",322
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-04,"1477",21,"kontaktai",74
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-04,"1477",6,"kiti",172
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-04,"1477",81,"simptomai",356
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-04,"1477",7,"profilaktika",96
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-05,"1477",4,"kiti",94
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-05,"1477",6,"profilaktika",121
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-05,"1477",17,"kontaktai",66
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-05,"1477",82,"simptomai",260
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-06,"1477",15,"kontaktai",46
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-06,"1477",49,"simptomai",186
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-06,"1477",2,"profilaktika",105
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-06,"1477",2,"kiti",69
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-07,"1477",6,"kiti",143
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-07,"1477",3,"profilaktika",53
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-07,"1477",59,"simptomai",253
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-07,"1477",22,"kontaktai",103
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-08,"1477",48,"simptomai",167
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-08,"1477",4,"profilaktika",65
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-08,"1477",4,"kiti",164
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-08,"1477",9,"kontaktai",69
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-09,"1477",2,"profilaktika",81
"Nacionalinis maisto ir veterinarijos rizikos vertinimo institutas",2021-02-09,"1477",1,"kiti",153
