"lab_name","day","test_type","tests_positive","gmp_indication","tests"
"UAB Diagnostikos laboratorija",2020-10-01,"1537",0,"profilaktika",3
"UAB Diagnostikos laboratorija",2020-10-01,"1477",22,"simptomai",126
"UAB Diagnostikos laboratorija",2020-10-01,"1477",7,"profilaktika",594
"UAB Diagnostikos laboratorija",2020-10-01,"1477",17,"kiti",405
"UAB Diagnostikos laboratorija",2020-10-02,"1477",10,"kontaktai",68
"UAB Diagnostikos laboratorija",2020-10-02,"1477",7,"simptomai",286
"UAB Diagnostikos laboratorija",2020-10-02,"1477",15,"kiti",781
"UAB Diagnostikos laboratorija",2020-10-02,"1477",1,"profilaktika",516
"UAB Diagnostikos laboratorija",2020-10-03,"1477",13,"kontaktai",124
"UAB Diagnostikos laboratorija",2020-10-03,"1477",11,"simptomai",166
"UAB Diagnostikos laboratorija",2020-10-03,"1477",5,"profilaktika",407
"UAB Diagnostikos laboratorija",2020-10-03,"1477",8,"kiti",453
"UAB Diagnostikos laboratorija",2020-10-04,"1477",7,"kiti",291
"UAB Diagnostikos laboratorija",2020-10-04,"1477",1,"profilaktika",159
"UAB Diagnostikos laboratorija",2020-10-04,"1477",8,"simptomai",102
"UAB Diagnostikos laboratorija",2020-10-04,"1477",4,"kontaktai",39
"UAB Diagnostikos laboratorija",2020-10-05,"1477",1,"profilaktika",340
"UAB Diagnostikos laboratorija",2020-10-05,"1477",5,"kontaktai",22
"UAB Diagnostikos laboratorija",2020-10-05,"1477",2,"kiti",309
"UAB Diagnostikos laboratorija",2020-10-05,"1477",6,"simptomai",62
"UAB Diagnostikos laboratorija",2020-10-06,"1477",8,"profilaktika",436
"UAB Diagnostikos laboratorija",2020-10-06,"1477",8,"simptomai",95
"UAB Diagnostikos laboratorija",2020-10-06,"1477",9,"kontaktai",92
"UAB Diagnostikos laboratorija",2020-10-06,"1477",18,"kiti",380
"UAB Diagnostikos laboratorija",2020-10-07,"1477",4,"kiti",344
"UAB Diagnostikos laboratorija",2020-10-07,"1477",1,"kontaktai",35
"UAB Diagnostikos laboratorija",2020-10-07,"1477",10,"simptomai",130
"UAB Diagnostikos laboratorija",2020-10-07,"1477",4,"profilaktika",952
"UAB Diagnostikos laboratorija",2020-10-08,"1477",27,"simptomai",253
"UAB Diagnostikos laboratorija",2020-10-08,"1537",0,"profilaktika",2
"UAB Diagnostikos laboratorija",2020-10-08,"1477",25,"kiti",1037
"UAB Diagnostikos laboratorija",2020-10-08,"1477",13,"kontaktai",127
"UAB Diagnostikos laboratorija",2020-10-08,"1477",18,"profilaktika",522
"UAB Diagnostikos laboratorija",2020-10-09,"1477",19,"simptomai",122
"UAB Diagnostikos laboratorija",2020-10-09,"1477",5,"kiti",870
"UAB Diagnostikos laboratorija",2020-10-09,"1477",9,"profilaktika",444
"UAB Diagnostikos laboratorija",2020-10-09,"1477",11,"kontaktai",88
"UAB Diagnostikos laboratorija",2020-10-10,"1477",26,"kiti",1011
"UAB Diagnostikos laboratorija",2020-10-10,"1477",2,"profilaktika",272
"UAB Diagnostikos laboratorija",2020-10-10,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-10-10,"1477",14,"kontaktai",118
"UAB Diagnostikos laboratorija",2020-10-10,"1477",28,"simptomai",177
"UAB Diagnostikos laboratorija",2020-10-11,"1477",1,"kontaktai",85
"UAB Diagnostikos laboratorija",2020-10-11,"1477",1,"profilaktika",17
"UAB Diagnostikos laboratorija",2020-10-11,"1477",0,"simptomai",101
"UAB Diagnostikos laboratorija",2020-10-11,"1477",1,"kiti",612
"UAB Diagnostikos laboratorija",2020-10-12,"1477",3,"kontaktai",63
"UAB Diagnostikos laboratorija",2020-10-12,"1477",3,"profilaktika",310
"UAB Diagnostikos laboratorija",2020-10-12,"1477",4,"kiti",726
"UAB Diagnostikos laboratorija",2020-10-12,"1477",16,"simptomai",138
"UAB Diagnostikos laboratorija",2020-10-13,"1477",6,"profilaktika",636
"UAB Diagnostikos laboratorija",2020-10-13,"1477",11,"kontaktai",104
"UAB Diagnostikos laboratorija",2020-10-13,"1477",27,"simptomai",138
"UAB Diagnostikos laboratorija",2020-10-13,"1477",8,"kiti",735
"UAB Diagnostikos laboratorija",2020-10-14,"1477",11,"profilaktika",871
"UAB Diagnostikos laboratorija",2020-10-14,"1477",25,"simptomai",140
"UAB Diagnostikos laboratorija",2020-10-14,"1477",5,"kiti",526
"UAB Diagnostikos laboratorija",2020-10-14,"1477",4,"kontaktai",105
"UAB Diagnostikos laboratorija",2020-10-15,"1477",12,"kiti",536
"UAB Diagnostikos laboratorija",2020-10-15,"1477",19,"simptomai",113
"UAB Diagnostikos laboratorija",2020-10-15,"1477",6,"kontaktai",51
"UAB Diagnostikos laboratorija",2020-10-15,"1477",9,"profilaktika",357
"UAB Diagnostikos laboratorija",2020-10-16,"1477",7,"kiti",700
"UAB Diagnostikos laboratorija",2020-10-16,"1477",10,"kontaktai",87
"UAB Diagnostikos laboratorija",2020-10-16,"1477",11,"simptomai",212
"UAB Diagnostikos laboratorija",2020-10-16,"1477",9,"profilaktika",585
"UAB Diagnostikos laboratorija",2020-10-17,"1477",14,"kontaktai",107
"UAB Diagnostikos laboratorija",2020-10-17,"1477",35,"simptomai",169
"UAB Diagnostikos laboratorija",2020-10-17,"1477",14,"kiti",431
"UAB Diagnostikos laboratorija",2020-10-17,"1537",1,"profilaktika",3
"UAB Diagnostikos laboratorija",2020-10-17,"1477",11,"profilaktika",304
"UAB Diagnostikos laboratorija",2020-10-18,"1477",2,"profilaktika",42
"UAB Diagnostikos laboratorija",2020-10-18,"1477",10,"kiti",369
"UAB Diagnostikos laboratorija",2020-10-18,"1477",12,"kontaktai",90
"UAB Diagnostikos laboratorija",2020-10-18,"1477",46,"simptomai",179
"UAB Diagnostikos laboratorija",2020-10-19,"1477",1,"profilaktika",381
"UAB Diagnostikos laboratorija",2020-10-19,"1477",15,"kontaktai",118
"UAB Diagnostikos laboratorija",2020-10-19,"1477",5,"kiti",455
"UAB Diagnostikos laboratorija",2020-10-19,"1477",37,"simptomai",213
"UAB Diagnostikos laboratorija",2020-10-19,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-10-20,"1477",15,"kiti",560
"UAB Diagnostikos laboratorija",2020-10-20,"1477",22,"kontaktai",64
"UAB Diagnostikos laboratorija",2020-10-20,"1477",49,"simptomai",200
"UAB Diagnostikos laboratorija",2020-10-20,"1477",19,"profilaktika",822
"UAB Diagnostikos laboratorija",2020-10-21,"1477",11,"kontaktai",84
"UAB Diagnostikos laboratorija",2020-10-21,"1477",7,"kiti",487
"UAB Diagnostikos laboratorija",2020-10-21,"1477",53,"simptomai",208
"UAB Diagnostikos laboratorija",2020-10-21,"1477",4,"profilaktika",1173
"UAB Diagnostikos laboratorija",2020-10-22,"1477",7,"profilaktika",761
"UAB Diagnostikos laboratorija",2020-10-22,"1477",57,"simptomai",393
"UAB Diagnostikos laboratorija",2020-10-22,"1477",5,"kiti",684
"UAB Diagnostikos laboratorija",2020-10-22,"1477",24,"kontaktai",158
"UAB Diagnostikos laboratorija",2020-10-23,"1477",18,"profilaktika",1019
"UAB Diagnostikos laboratorija",2020-10-23,"1477",15,"kontaktai",196
"UAB Diagnostikos laboratorija",2020-10-23,"1477",80,"simptomai",381
"UAB Diagnostikos laboratorija",2020-10-23,"1477",19,"kiti",644
"UAB Diagnostikos laboratorija",2020-10-24,"1477",12,"profilaktika",464
"UAB Diagnostikos laboratorija",2020-10-24,"1477",25,"kontaktai",123
"UAB Diagnostikos laboratorija",2020-10-24,"1477",128,"simptomai",339
"UAB Diagnostikos laboratorija",2020-10-24,"1477",20,"kiti",574
"UAB Diagnostikos laboratorija",2020-10-25,"1477",3,"profilaktika",270
"UAB Diagnostikos laboratorija",2020-10-25,"1477",7,"kiti",405
"UAB Diagnostikos laboratorija",2020-10-25,"1477",26,"kontaktai",166
"UAB Diagnostikos laboratorija",2020-10-25,"1477",76,"simptomai",330
"UAB Diagnostikos laboratorija",2020-10-26,"1477",26,"profilaktika",414
"UAB Diagnostikos laboratorija",2020-10-26,"1477",81,"simptomai",266
"UAB Diagnostikos laboratorija",2020-10-26,"1477",30,"kontaktai",128
"UAB Diagnostikos laboratorija",2020-10-26,"1477",16,"kiti",407
"UAB Diagnostikos laboratorija",2020-10-27,"1477",32,"kontaktai",182
"UAB Diagnostikos laboratorija",2020-10-27,"1477",31,"profilaktika",1271
"UAB Diagnostikos laboratorija",2020-10-27,"1477",26,"kiti",606
"UAB Diagnostikos laboratorija",2020-10-27,"1477",123,"simptomai",383
"UAB Diagnostikos laboratorija",2020-10-28,"1477",76,"profilaktika",1313
"UAB Diagnostikos laboratorija",2020-10-28,"1477",33,"kontaktai",163
"UAB Diagnostikos laboratorija",2020-10-28,"1477",136,"simptomai",402
"UAB Diagnostikos laboratorija",2020-10-28,"1477",33,"kiti",541
"UAB Diagnostikos laboratorija",2020-10-29,"1477",43,"kiti",799
"UAB Diagnostikos laboratorija",2020-10-29,"1477",41,"kontaktai",210
"UAB Diagnostikos laboratorija",2020-10-29,"1477",152,"simptomai",538
"UAB Diagnostikos laboratorija",2020-10-29,"1477",114,"profilaktika",1484
"UAB Diagnostikos laboratorija",2020-10-30,"1477",30,"kiti",236
"UAB Diagnostikos laboratorija",2020-10-30,"1477",79,"profilaktika",1481
"UAB Diagnostikos laboratorija",2020-10-30,"1477",24,"kontaktai",84
"UAB Diagnostikos laboratorija",2020-10-30,"1477",96,"simptomai",266
"UAB Diagnostikos laboratorija",2020-10-31,"1477",69,"profilaktika",1134
"UAB Diagnostikos laboratorija",2020-10-31,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-10-31,"1477",198,"simptomai",463
"UAB Diagnostikos laboratorija",2020-10-31,"1477",50,"kontaktai",230
"UAB Diagnostikos laboratorija",2020-10-31,"1477",46,"kiti",719
"UAB Diagnostikos laboratorija",2020-11-01,"1477",38,"profilaktika",433
"UAB Diagnostikos laboratorija",2020-11-01,"1477",26,"kiti",283
"UAB Diagnostikos laboratorija",2020-11-01,"1477",131,"simptomai",246
"UAB Diagnostikos laboratorija",2020-11-01,"1477",30,"kontaktai",101
"UAB Diagnostikos laboratorija",2020-11-02,"1477",143,"simptomai",735
"UAB Diagnostikos laboratorija",2020-11-02,"1477",20,"profilaktika",375
"UAB Diagnostikos laboratorija",2020-11-02,"1477",22,"kiti",777
"UAB Diagnostikos laboratorija",2020-11-02,"1477",36,"kontaktai",376
"UAB Diagnostikos laboratorija",2020-11-03,"1477",103,"simptomai",393
"UAB Diagnostikos laboratorija",2020-11-03,"1477",54,"profilaktika",1044
"UAB Diagnostikos laboratorija",2020-11-03,"1477",33,"kontaktai",175
"UAB Diagnostikos laboratorija",2020-11-03,"1477",10,"kiti",320
"UAB Diagnostikos laboratorija",2020-11-04,"1477",243,"simptomai",583
"UAB Diagnostikos laboratorija",2020-11-04,"1477",23,"kiti",554
"UAB Diagnostikos laboratorija",2020-11-04,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-11-04,"1477",92,"kontaktai",312
"UAB Diagnostikos laboratorija",2020-11-04,"1477",103,"profilaktika",1458
"UAB Diagnostikos laboratorija",2020-11-05,"1477",41,"kiti",802
"UAB Diagnostikos laboratorija",2020-11-05,"1477",121,"profilaktika",1326
"UAB Diagnostikos laboratorija",2020-11-05,"1477",70,"kontaktai",390
"UAB Diagnostikos laboratorija",2020-11-05,"1477",271,"simptomai",650
"UAB Diagnostikos laboratorija",2020-11-06,"1477",153,"profilaktika",2041
"UAB Diagnostikos laboratorija",2020-11-06,"1537",0,"profilaktika",9
"UAB Diagnostikos laboratorija",2020-11-06,"1477",63,"kiti",610
"UAB Diagnostikos laboratorija",2020-11-06,"1477",55,"kontaktai",241
"UAB Diagnostikos laboratorija",2020-11-06,"1477",288,"simptomai",551
"UAB Diagnostikos laboratorija",2020-11-07,"1477",238,"simptomai",729
"UAB Diagnostikos laboratorija",2020-11-07,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-11-07,"1477",33,"kiti",437
"UAB Diagnostikos laboratorija",2020-11-07,"1477",40,"kontaktai",313
"UAB Diagnostikos laboratorija",2020-11-07,"1477",67,"profilaktika",1115
"UAB Diagnostikos laboratorija",2020-11-08,"1477",63,"kontaktai",267
"UAB Diagnostikos laboratorija",2020-11-08,"1477",285,"simptomai",764
"UAB Diagnostikos laboratorija",2020-11-08,"1477",43,"kiti",584
"UAB Diagnostikos laboratorija",2020-11-08,"1477",35,"profilaktika",690
"UAB Diagnostikos laboratorija",2020-11-09,"1477",36,"kiti",669
"UAB Diagnostikos laboratorija",2020-11-09,"1477",54,"profilaktika",1104
"UAB Diagnostikos laboratorija",2020-11-09,"1477",318,"simptomai",1021
"UAB Diagnostikos laboratorija",2020-11-09,"1477",70,"kontaktai",420
"UAB Diagnostikos laboratorija",2020-11-10,"1477",273,"simptomai",832
"UAB Diagnostikos laboratorija",2020-11-10,"1477",30,"kiti",523
"UAB Diagnostikos laboratorija",2020-11-10,"1477",57,"kontaktai",277
"UAB Diagnostikos laboratorija",2020-11-10,"1477",112,"profilaktika",1363
"UAB Diagnostikos laboratorija",2020-11-11,"1477",39,"kontaktai",178
"UAB Diagnostikos laboratorija",2020-11-11,"1477",35,"kiti",552
"UAB Diagnostikos laboratorija",2020-11-11,"1477",222,"simptomai",709
"UAB Diagnostikos laboratorija",2020-11-11,"1477",84,"profilaktika",1384
"UAB Diagnostikos laboratorija",2020-11-12,"1477",43,"kontaktai",324
"UAB Diagnostikos laboratorija",2020-11-12,"1477",267,"simptomai",894
"UAB Diagnostikos laboratorija",2020-11-12,"1477",191,"profilaktika",1904
"UAB Diagnostikos laboratorija",2020-11-12,"1477",25,"kiti",628
"UAB Diagnostikos laboratorija",2020-11-13,"1477",194,"profilaktika",1067
"UAB Diagnostikos laboratorija",2020-11-13,"1477",23,"kiti",687
"UAB Diagnostikos laboratorija",2020-11-13,"1477",223,"simptomai",987
"UAB Diagnostikos laboratorija",2020-11-13,"1477",59,"kontaktai",304
"UAB Diagnostikos laboratorija",2020-11-14,"1477",40,"profilaktika",1183
"UAB Diagnostikos laboratorija",2020-11-14,"1477",22,"kontaktai",220
"UAB Diagnostikos laboratorija",2020-11-14,"1477",109,"simptomai",451
"UAB Diagnostikos laboratorija",2020-11-14,"1477",13,"kiti",376
"UAB Diagnostikos laboratorija",2020-11-15,"1477",20,"kiti",240
"UAB Diagnostikos laboratorija",2020-11-15,"1477",223,"simptomai",848
"UAB Diagnostikos laboratorija",2020-11-15,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-11-15,"1477",26,"kontaktai",203
"UAB Diagnostikos laboratorija",2020-11-15,"1477",27,"profilaktika",1235
"UAB Diagnostikos laboratorija",2020-11-16,"1477",46,"kiti",360
"UAB Diagnostikos laboratorija",2020-11-16,"1477",71,"profilaktika",1337
"UAB Diagnostikos laboratorija",2020-11-16,"1477",55,"kontaktai",306
"UAB Diagnostikos laboratorija",2020-11-16,"1477",272,"simptomai",957
"UAB Diagnostikos laboratorija",2020-11-16,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-11-17,"1477",28,"kontaktai",138
"UAB Diagnostikos laboratorija",2020-11-17,"1477",248,"simptomai",504
"UAB Diagnostikos laboratorija",2020-11-17,"1477",146,"profilaktika",1564
"UAB Diagnostikos laboratorija",2020-11-17,"1477",32,"kiti",303
"UAB Diagnostikos laboratorija",2020-11-18,"1477",49,"kontaktai",236
"UAB Diagnostikos laboratorija",2020-11-18,"1477",109,"profilaktika",1429
"UAB Diagnostikos laboratorija",2020-11-18,"1477",265,"simptomai",634
"UAB Diagnostikos laboratorija",2020-11-18,"1477",25,"kiti",547
"UAB Diagnostikos laboratorija",2020-11-19,"1477",95,"kontaktai",321
"UAB Diagnostikos laboratorija",2020-11-19,"1477",197,"profilaktika",1559
"UAB Diagnostikos laboratorija",2020-11-19,"1477",89,"kiti",815
"UAB Diagnostikos laboratorija",2020-11-19,"1477",515,"simptomai",1157
"UAB Diagnostikos laboratorija",2020-11-19,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-11-20,"1477",59,"kontaktai",228
"UAB Diagnostikos laboratorija",2020-11-20,"1477",164,"profilaktika",2073
"UAB Diagnostikos laboratorija",2020-11-20,"1537",0,"profilaktika",2
"UAB Diagnostikos laboratorija",2020-11-20,"1477",423,"simptomai",955
"UAB Diagnostikos laboratorija",2020-11-20,"1477",64,"kiti",392
"UAB Diagnostikos laboratorija",2020-11-21,"1477",113,"profilaktika",1289
"UAB Diagnostikos laboratorija",2020-11-21,"1477",48,"kiti",946
"UAB Diagnostikos laboratorija",2020-11-21,"1557",0,"profilaktika",4
"UAB Diagnostikos laboratorija",2020-11-21,"1477",439,"simptomai",1063
"UAB Diagnostikos laboratorija",2020-11-21,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-11-21,"1477",75,"kontaktai",319
"UAB Diagnostikos laboratorija",2020-11-22,"1477",41,"kiti",389
"UAB Diagnostikos laboratorija",2020-11-22,"1477",204,"simptomai",579
"UAB Diagnostikos laboratorija",2020-11-22,"1477",43,"profilaktika",567
"UAB Diagnostikos laboratorija",2020-11-22,"1477",33,"kontaktai",162
"UAB Diagnostikos laboratorija",2020-11-23,"1477",36,"kiti",358
"UAB Diagnostikos laboratorija",2020-11-23,"1477",143,"profilaktika",1299
"UAB Diagnostikos laboratorija",2020-11-23,"1477",61,"kontaktai",259
"UAB Diagnostikos laboratorija",2020-11-23,"1477",393,"simptomai",996
"UAB Diagnostikos laboratorija",2020-11-24,"1557",0,"profilaktika",3
"UAB Diagnostikos laboratorija",2020-11-24,"1477",70,"kontaktai",267
"UAB Diagnostikos laboratorija",2020-11-24,"1477",46,"kiti",696
"UAB Diagnostikos laboratorija",2020-11-24,"1477",155,"profilaktika",2005
"UAB Diagnostikos laboratorija",2020-11-24,"1477",498,"simptomai",1103
"UAB Diagnostikos laboratorija",2020-11-25,"1477",43,"kontaktai",182
"UAB Diagnostikos laboratorija",2020-11-25,"1477",30,"kiti",492
"UAB Diagnostikos laboratorija",2020-11-25,"1477",141,"profilaktika",1750
"UAB Diagnostikos laboratorija",2020-11-25,"1477",355,"simptomai",897
"UAB Diagnostikos laboratorija",2020-11-26,"1477",117,"kontaktai",432
"UAB Diagnostikos laboratorija",2020-11-26,"1477",94,"kiti",878
"UAB Diagnostikos laboratorija",2020-11-26,"1537",0,"profilaktika",2
"UAB Diagnostikos laboratorija",2020-11-26,"1477",167,"profilaktika",2038
"UAB Diagnostikos laboratorija",2020-11-26,"1477",538,"simptomai",1168
"UAB Diagnostikos laboratorija",2020-11-27,"1477",116,"profilaktika",2088
"UAB Diagnostikos laboratorija",2020-11-27,"1477",48,"kontaktai",276
"UAB Diagnostikos laboratorija",2020-11-27,"1477",75,"kiti",695
"UAB Diagnostikos laboratorija",2020-11-27,"1477",267,"simptomai",656
"UAB Diagnostikos laboratorija",2020-11-28,"1477",310,"simptomai",767
"UAB Diagnostikos laboratorija",2020-11-28,"1477",131,"profilaktika",1272
"UAB Diagnostikos laboratorija",2020-11-28,"1477",39,"kiti",759
"UAB Diagnostikos laboratorija",2020-11-28,"1477",60,"kontaktai",252
"UAB Diagnostikos laboratorija",2020-11-29,"1477",59,"kiti",503
"UAB Diagnostikos laboratorija",2020-11-29,"1477",43,"kontaktai",160
"UAB Diagnostikos laboratorija",2020-11-29,"1477",237,"simptomai",570
"UAB Diagnostikos laboratorija",2020-11-29,"1477",37,"profilaktika",500
"UAB Diagnostikos laboratorija",2020-11-30,"1477",129,"profilaktika",1283
"UAB Diagnostikos laboratorija",2020-11-30,"1477",276,"simptomai",649
"UAB Diagnostikos laboratorija",2020-11-30,"1557",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-11-30,"1477",62,"kontaktai",266
"UAB Diagnostikos laboratorija",2020-11-30,"1477",51,"kiti",419
"UAB Diagnostikos laboratorija",2020-12-01,"1477",209,"profilaktika",1748
"UAB Diagnostikos laboratorija",2020-12-01,"1477",338,"simptomai",809
"UAB Diagnostikos laboratorija",2020-12-01,"1477",71,"kontaktai",312
"UAB Diagnostikos laboratorija",2020-12-01,"1477",65,"kiti",607
"UAB Diagnostikos laboratorija",2020-12-02,"1477",77,"kontaktai",329
"UAB Diagnostikos laboratorija",2020-12-02,"1477",382,"simptomai",842
"UAB Diagnostikos laboratorija",2020-12-02,"1477",51,"kiti",765
"UAB Diagnostikos laboratorija",2020-12-02,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-12-02,"1477",178,"profilaktika",1826
"UAB Diagnostikos laboratorija",2020-12-03,"1477",86,"kiti",864
"UAB Diagnostikos laboratorija",2020-12-03,"1477",369,"simptomai",790
"UAB Diagnostikos laboratorija",2020-12-03,"1477",75,"kontaktai",355
"UAB Diagnostikos laboratorija",2020-12-03,"1477",160,"profilaktika",1663
"UAB Diagnostikos laboratorija",2020-12-04,"1477",175,"profilaktika",1960
"UAB Diagnostikos laboratorija",2020-12-04,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-12-04,"1477",84,"kiti",501
"UAB Diagnostikos laboratorija",2020-12-04,"1477",87,"kontaktai",303
"UAB Diagnostikos laboratorija",2020-12-04,"1477",541,"simptomai",1000
"UAB Diagnostikos laboratorija",2020-12-05,"1477",127,"kiti",926
"UAB Diagnostikos laboratorija",2020-12-05,"1477",79,"kontaktai",222
"UAB Diagnostikos laboratorija",2020-12-05,"1477",116,"profilaktika",792
"UAB Diagnostikos laboratorija",2020-12-05,"1537",1,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-12-05,"1477",521,"simptomai",967
"UAB Diagnostikos laboratorija",2020-12-06,"1477",43,"kontaktai",252
"UAB Diagnostikos laboratorija",2020-12-06,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-12-06,"1477",60,"kiti",433
"UAB Diagnostikos laboratorija",2020-12-06,"1477",319,"simptomai",635
"UAB Diagnostikos laboratorija",2020-12-06,"1477",49,"profilaktika",503
"UAB Diagnostikos laboratorija",2020-12-07,"1477",426,"simptomai",750
"UAB Diagnostikos laboratorija",2020-12-07,"1477",96,"profilaktika",1171
"UAB Diagnostikos laboratorija",2020-12-07,"1477",63,"kiti",299
"UAB Diagnostikos laboratorija",2020-12-07,"1477",57,"kontaktai",153
"UAB Diagnostikos laboratorija",2020-12-07,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-12-08,"1477",102,"kiti",544
"UAB Diagnostikos laboratorija",2020-12-08,"1477",608,"simptomai",1138
"UAB Diagnostikos laboratorija",2020-12-08,"1477",255,"profilaktika",2075
"UAB Diagnostikos laboratorija",2020-12-08,"1477",93,"kontaktai",296
"UAB Diagnostikos laboratorija",2020-12-09,"1477",90,"kiti",725
"UAB Diagnostikos laboratorija",2020-12-09,"1477",159,"profilaktika",1754
"UAB Diagnostikos laboratorija",2020-12-09,"1477",75,"kontaktai",325
"UAB Diagnostikos laboratorija",2020-12-09,"1477",542,"simptomai",1192
"UAB Diagnostikos laboratorija",2020-12-10,"1477",215,"profilaktika",1701
"UAB Diagnostikos laboratorija",2020-12-10,"1477",55,"kontaktai",242
"UAB Diagnostikos laboratorija",2020-12-10,"1477",487,"simptomai",1144
"UAB Diagnostikos laboratorija",2020-12-10,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-12-10,"1477",50,"kiti",882
"UAB Diagnostikos laboratorija",2020-12-11,"1477",313,"profilaktika",2485
"UAB Diagnostikos laboratorija",2020-12-11,"1477",47,"kiti",590
"UAB Diagnostikos laboratorija",2020-12-11,"1477",80,"kontaktai",302
"UAB Diagnostikos laboratorija",2020-12-11,"1477",512,"simptomai",1061
"UAB Diagnostikos laboratorija",2020-12-12,"1477",94,"kiti",697
"UAB Diagnostikos laboratorija",2020-12-12,"1477",86,"kontaktai",270
"UAB Diagnostikos laboratorija",2020-12-12,"1477",191,"profilaktika",851
"UAB Diagnostikos laboratorija",2020-12-12,"1477",491,"simptomai",930
"UAB Diagnostikos laboratorija",2020-12-13,"1477",49,"kiti",244
"UAB Diagnostikos laboratorija",2020-12-13,"1477",23,"kontaktai",107
"UAB Diagnostikos laboratorija",2020-12-13,"1477",38,"profilaktika",524
"UAB Diagnostikos laboratorija",2020-12-13,"1477",188,"simptomai",348
"UAB Diagnostikos laboratorija",2020-12-14,"1477",56,"kiti",334
"UAB Diagnostikos laboratorija",2020-12-14,"1477",85,"kontaktai",319
"UAB Diagnostikos laboratorija",2020-12-14,"1477",137,"profilaktika",1291
"UAB Diagnostikos laboratorija",2020-12-14,"1477",428,"simptomai",883
"UAB Diagnostikos laboratorija",2020-12-14,"1557",1,"profilaktika",2
"UAB Diagnostikos laboratorija",2020-12-15,"1477",72,"kontaktai",241
"UAB Diagnostikos laboratorija",2020-12-15,"1477",638,"simptomai",1208
"UAB Diagnostikos laboratorija",2020-12-15,"1477",55,"kiti",250
"UAB Diagnostikos laboratorija",2020-12-15,"1477",163,"profilaktika",1782
"UAB Diagnostikos laboratorija",2020-12-16,"1477",740,"simptomai",1420
"UAB Diagnostikos laboratorija",2020-12-16,"1477",76,"kiti",400
"UAB Diagnostikos laboratorija",2020-12-16,"1477",200,"profilaktika",1485
"UAB Diagnostikos laboratorija",2020-12-16,"1477",84,"kontaktai",258
"UAB Diagnostikos laboratorija",2020-12-17,"1477",86,"kontaktai",352
"UAB Diagnostikos laboratorija",2020-12-17,"1477",661,"simptomai",1715
"UAB Diagnostikos laboratorija",2020-12-17,"1477",43,"kiti",715
"UAB Diagnostikos laboratorija",2020-12-17,"1477",125,"profilaktika",1503
"UAB Diagnostikos laboratorija",2020-12-18,"1477",1249,"simptomai",2262
"UAB Diagnostikos laboratorija",2020-12-18,"1477",206,"profilaktika",2142
"UAB Diagnostikos laboratorija",2020-12-18,"1477",120,"kontaktai",442
"UAB Diagnostikos laboratorija",2020-12-18,"1557",1,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-12-18,"1477",65,"kiti",637
"UAB Diagnostikos laboratorija",2020-12-19,"1477",111,"kontaktai",350
"UAB Diagnostikos laboratorija",2020-12-19,"1477",670,"simptomai",1225
"UAB Diagnostikos laboratorija",2020-12-19,"1477",67,"kiti",504
"UAB Diagnostikos laboratorija",2020-12-19,"1477",92,"profilaktika",780
"UAB Diagnostikos laboratorija",2020-12-20,"1477",167,"profilaktika",848
"UAB Diagnostikos laboratorija",2020-12-20,"1477",83,"kontaktai",234
"UAB Diagnostikos laboratorija",2020-12-20,"1477",579,"simptomai",1061
"UAB Diagnostikos laboratorija",2020-12-20,"1537",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-12-20,"1477",20,"kiti",168
"UAB Diagnostikos laboratorija",2020-12-21,"1477",81,"kiti",515
"UAB Diagnostikos laboratorija",2020-12-21,"1477",184,"profilaktika",1606
"UAB Diagnostikos laboratorija",2020-12-21,"1477",146,"kontaktai",529
"UAB Diagnostikos laboratorija",2020-12-21,"1557",0,"profilaktika",1
"UAB Diagnostikos laboratorija",2020-12-21,"1477",758,"simptomai",1677
"UAB Diagnostikos laboratorija",2020-12-22,"1477",306,"profilaktika",2796
"UAB Diagnostikos laboratorija",2020-12-22,"1477",124,"kontaktai",365
"UAB Diagnostikos laboratorija",2020-12-22,"1477",785,"simptomai",1527
"UAB Diagnostikos laboratorija",2020-12-22,"1477",117,"kiti",748
"UAB Diagnostikos laboratorija",2020-12-23,"1477",728,"simptomai",1376
"UAB Diagnostikos laboratorija",2020-12-23,"1477",53,"kiti",646
"UAB Diagnostikos laboratorija",2020-12-23,"1477",194,"profilaktika",1809
