"day","Mean(R)","Std(R)","Quantile.0.025(R)","Quantile.0.05(R)","Quantile.0.25(R)","Median(R)","Quantile.0.75(R)","Quantile.0.95(R)","Quantile.0.975(R)"
2020-07-14,1.3661295264039,0.212722339797603,0.9830570675282,1.03748246320649,1.21716639773764,1.35443031080815,1.50227437157493,1.73476967502477,1.81530957309471
2020-07-15,1.38461932066588,0.220595178968806,0.985527808186923,1.04213019446224,1.2300090895297,1.37348321772977,1.52689242894307,1.7654602854062,1.84740727077646
2020-07-16,1.3668526080534,0.228636617881552,0.954598687485081,1.01150267460159,1.20539183088288,1.35565243985216,1.51509409235901,1.76165231675271,1.8454288742506
2020-07-17,1.37356079956705,0.233966207792057,0.958970183384187,1.01397217356623,1.20596515236543,1.35928067137943,1.52654673919686,1.78056703437494,1.86635042478191
2020-07-18,1.64744571963752,0.268073061583878,1.1798989157913,1.24065006177787,1.45356603755228,1.62907965162792,1.82258773791773,2.11684808332902,2.21545680003804
2020-07-19,1.70869404544762,0.312285631530034,1.16180169488069,1.2269817630281,1.47765693388504,1.69388850373962,1.91999554766225,2.24667000920635,2.35251176017947
2020-07-20,1.55847991801666,0.31432371220729,1.02521855461324,1.08335893881355,1.31803621771125,1.54056195809125,1.77505322430692,2.10204170470149,2.20516374680451
2020-07-21,1.05630557295297,0.222095242460967,0.694910624018998,0.735711765642193,0.889148077613819,1.03217087559879,1.20177800538914,1.45573104223764,1.53820385609777
2020-07-22,1.08236926474817,0.180279621858255,0.780283289540578,0.820207610240691,0.954503567415558,1.06317624211116,1.19111825098505,1.41000619356217,1.48685744105212
2020-07-23,1.39038973360207,0.181031253374349,1.06884994493187,1.11450387395279,1.26429756320007,1.37834616596419,1.50334637952131,1.70782200990711,1.781190258942
2020-07-24,1.40983978399378,0.183525510342206,1.07587457844865,1.12294320977867,1.28127474282701,1.40159873868808,1.52911982514675,1.72539006060193,1.79224661172174
2020-07-25,1.15208316557938,0.167918278642566,0.845529328556759,0.887217596786602,1.03299419558656,1.14589813259647,1.26372297443488,1.43886514740713,1.4976579919737
2020-07-26,1.0687551107654,0.145392812187011,0.809398346228483,0.845640256292616,0.966081989341902,1.05981077373654,1.1623930818195,1.32157694936961,1.37619541198203
2020-07-27,1.13225914563145,0.139277810905228,0.880062406075044,0.916378743833378,1.03501256499363,1.12490582915156,1.2217374686097,1.37287063184499,1.42552412283565
2020-07-28,1.27991164698969,0.144048953022205,1.01731668981704,1.05562010233527,1.17966089911588,1.27296689892656,1.37246360021274,1.52801215508871,1.58152538260891
2020-07-29,1.33950632043401,0.153623095560581,1.05583550489944,1.0968531382205,1.2323972435264,1.33382659406264,1.44035940927978,1.60135851688792,1.65619701592102
2020-07-30,1.106592903025,0.145439965063585,0.837999808317226,0.875653654370546,1.00422480267963,1.10194824169184,1.20336346890668,1.3535566666274,1.40336814937209
2020-07-31,1.12655229859757,0.134103772297765,0.884061435962235,0.918192173111651,1.03240696133053,1.11949223959182,1.21340213551664,1.35867766243857,1.40781655179641
2020-08-01,1.21480563557295,0.134260469082517,0.971005717048846,1.00607761845408,1.12096112873196,1.20806846018469,1.30140996774352,1.44714350807116,1.49616529336911
2020-08-02,1.15525659029225,0.130809114388786,0.916677603626279,0.950912005425074,1.06386669470293,1.14914202994294,1.24013966382771,1.38053586353296,1.42831158937883
2020-08-03,1.21852470779576,0.130120210450355,0.980566501013651,1.01502515587236,1.12774042264732,1.21258400393801,1.3030973097151,1.44207600347217,1.48959322376385
2020-08-04,1.11902189835571,0.12492185355782,0.889379621589241,0.92275036266737,1.03166682898903,1.11391420992446,1.20085366111161,1.33308893002633,1.37737475187343
2020-08-05,1.14222798461288,0.120570567593515,0.921121023216996,0.953124976753714,1.05828160737436,1.13696253122914,1.22076841948541,1.34953512816493,1.39298977020159
2020-08-06,1.22156403121484,0.122844095276687,0.995671605240514,1.0285709023061,1.13597872465304,1.21638355882949,1.30161342454008,1.43219475030991,1.47636856399022
2020-08-07,1.34988721083571,0.134913179016714,1.09973484824655,1.1361281878622,1.25556718191698,1.34539879713276,1.43910649574615,1.57946628819629,1.62619105118122
2020-08-08,1.32396150749039,0.150774086933123,1.03992777865008,1.07905912183972,1.21748645520394,1.32285913251293,1.42720437815193,1.57447059670051,1.62221327313236
2020-08-09,1.27189502968772,0.153877283633662,0.991790186696428,1.02834384127288,1.15949481213,1.26792817343407,1.37855994468005,1.5309624301666,1.57936801683433
2020-08-10,1.2177097582587,0.146285467666073,0.960803796595482,0.993758325995044,1.11020464244378,1.20871678649329,1.31722496439185,1.47109992664398,1.51947838810067
2020-08-11,1.28944722086466,0.142898661363832,1.04192666002319,1.07482099080265,1.18599693794563,1.2777895267478,1.38288021942315,1.54233145994621,1.5931402876999
2020-08-12,1.19823309795339,0.134676870997992,0.960155151779534,0.991503482418912,1.10132829071212,1.18975680834336,1.28715574894727,1.43277285493334,1.4799383644016
2020-08-13,1.13264024018853,0.118616631553446,0.922416042869791,0.95107113455143,1.04799890995423,1.12485137049489,1.21003437436437,1.34053953828738,1.38287859009981
2020-08-14,1.07481975274667,0.103232663856048,0.889178595249144,0.915324985406402,1.00217419126657,1.06890621425259,1.14143896854502,1.25441312036031,1.29234625215305
2020-08-15,1.10495161256722,0.095877944925152,0.928988382126254,0.954740621340416,1.03838215174801,1.10056505512364,1.16718981902762,1.26970663717196,1.30443435378871
2020-08-16,1.13810302099841,0.0937993358543564,0.963740065008397,0.989641264202669,1.07318701728984,1.13468655676883,1.19928972302562,1.29787839283537,1.33116105378259
2020-08-17,1.23063233132224,0.0980070816065353,1.04733451849406,1.07474479935316,1.16273602456859,1.22766225889634,1.29515040782456,1.39689014187758,1.43110688949093
2020-08-18,1.1609498879829,0.10324994687786,0.964484410422423,0.993423321381592,1.08947445882983,1.15972349647862,1.23052994804334,1.33310541246501,1.36684559158868
2020-08-19,1.19364670258392,0.104500534714913,0.999669760864513,1.02738928301595,1.12003090930248,1.19054841884293,1.26375938443589,1.37071445899936,1.40571876973624
2020-08-20,1.24031783513433,0.109577682933817,1.03852815976259,1.06699141808808,1.16262227088643,1.2365241119047,1.314169386839,1.42647023887674,1.46271214454
2020-08-21,1.17191689023214,0.110998119613308,0.967996200316675,0.996137339371987,1.09270272379339,1.16832639531867,1.24707177245577,1.36015796405979,1.39675465045523
2020-08-22,1.190297789809,0.106846208876821,0.99820639036409,1.02447760425271,1.11388024131044,1.18472198048178,1.26142806747923,1.37480475686195,1.411391829276
2020-08-23,1.23412070126042,0.107107172815155,1.04051747813322,1.06715391089887,1.15766702028325,1.22895878274682,1.3055868952423,1.41851426301975,1.45460183571686
2020-08-24,1.10247221481433,0.101321680982727,0.916394119635055,0.942001366206862,1.03027921784131,1.09895881221209,1.17101133051769,1.27451226615587,1.3080662758648
2020-08-25,1.12151420133769,0.0912500884611058,0.956508049273938,0.979997819052107,1.05709281505255,1.11665453144212,1.18130224318662,1.27961844511165,1.31175884555843
2020-08-26,1.10979446797274,0.0853555109822789,0.953371664617353,0.976098046620657,1.0501283368074,1.10598655783205,1.16553320081068,1.25657478041969,1.28694857829776
2020-08-27,1.13282842584372,0.0825571566282795,0.980103639717428,1.00258655439225,1.07543207342315,1.12970961806605,1.18706544156245,1.27378291855402,1.30312282590254
2020-08-28,1.09875182968354,0.0803345883017387,0.948401364566735,0.97076061628295,1.04317444931295,1.09632727902983,1.15193415202785,1.23503575728439,1.26242707419695
2020-08-29,1.0493602192639,0.0755412972976947,0.908185475975328,0.929192035103114,0.997054302174917,1.04700064676576,1.09928846636484,1.17738604561394,1.20359426890869
2020-08-30,1.00975998600348,0.0701811299122406,0.877866605176517,0.897853520197348,0.96150143381338,1.00775664284549,1.05597449836699,1.1284338151982,1.153181356632
2020-08-31,1.01164285308818,0.0676993445138743,0.883616131833281,0.903284447243924,0.965096989969321,1.00998312662,1.05637489580888,1.12576862713254,1.14888017695231
2020-09-01,0.993208973099862,0.0659583611779611,0.868167821024748,0.88719985657132,0.947979578430249,0.991750309861031,1.03682988605805,1.10412454169582,1.12658221700366
2020-09-02,0.92387464035583,0.0633484776787424,0.803979395158225,0.822249373461854,0.880396001053509,0.922362255322709,0.965781323595131,1.03050609525406,1.05202482043151
