"administrative_level_2","administrative_level_3","age","sex","population"
"Vilniaus apskr.","Švenčionių r.","0-4","Moteris",399
"Vilniaus apskr.","Švenčionių r.","0-4","Vyras",417
"Vilniaus apskr.","Švenčionių r.","10-14","Moteris",435
"Vilniaus apskr.","Švenčionių r.","10-14","Vyras",486
"Vilniaus apskr.","Švenčionių r.","15-19","Moteris",530
"Vilniaus apskr.","Švenčionių r.","15-19","Vyras",580
"Vilniaus apskr.","Švenčionių r.","20-24","Moteris",600
"Vilniaus apskr.","Švenčionių r.","20-24","Vyras",703
"Vilniaus apskr.","Švenčionių r.","25-29","Moteris",655
"Vilniaus apskr.","Švenčionių r.","25-29","Vyras",714
"Vilniaus apskr.","Švenčionių r.","30-34","Moteris",385
"Vilniaus apskr.","Švenčionių r.","30-34","Vyras",705
"Vilniaus apskr.","Švenčionių r.","35-39","Moteris",455
"Vilniaus apskr.","Švenčionių r.","35-39","Vyras",569
"Vilniaus apskr.","Švenčionių r.","40-44","Moteris",627
"Vilniaus apskr.","Švenčionių r.","40-44","Vyras",658
"Vilniaus apskr.","Švenčionių r.","45-49","Moteris",818
"Vilniaus apskr.","Švenčionių r.","45-49","Vyras",799
"Vilniaus apskr.","Švenčionių r.","5-9","Moteris",448
"Vilniaus apskr.","Švenčionių r.","5-9","Vyras",553
"Vilniaus apskr.","Švenčionių r.","50-54","Moteris",914
"Vilniaus apskr.","Švenčionių r.","50-54","Vyras",903
"Vilniaus apskr.","Švenčionių r.","55-59","Moteris",989
"Vilniaus apskr.","Švenčionių r.","55-59","Vyras",928
"Vilniaus apskr.","Švenčionių r.","60-64","Moteris",1022
"Vilniaus apskr.","Švenčionių r.","60-64","Vyras",866
"Vilniaus apskr.","Švenčionių r.","65-69","Moteris",843
"Vilniaus apskr.","Švenčionių r.","65-69","Vyras",631
"Vilniaus apskr.","Švenčionių r.","70-74","Moteris",804
"Vilniaus apskr.","Švenčionių r.","70-74","Vyras",460
"Vilniaus apskr.","Švenčionių r.","75-79","Moteris",666
"Vilniaus apskr.","Švenčionių r.","75-79","Vyras",349
"Vilniaus apskr.","Švenčionių r.","80+","Moteris",1188
"Vilniaus apskr.","Švenčionių r.","80+","Vyras",394
"Vilniaus apskr.","Trakų r.","0-4","Moteris",733
"Vilniaus apskr.","Trakų r.","0-4","Vyras",867
"Vilniaus apskr.","Trakų r.","10-14","Moteris",754
"Vilniaus apskr.","Trakų r.","10-14","Vyras",882
"Vilniaus apskr.","Trakų r.","15-19","Moteris",767
"Vilniaus apskr.","Trakų r.","15-19","Vyras",814
"Vilniaus apskr.","Trakų r.","20-24","Moteris",885
"Vilniaus apskr.","Trakų r.","20-24","Vyras",1008
"Vilniaus apskr.","Trakų r.","25-29","Moteris",983
"Vilniaus apskr.","Trakų r.","25-29","Vyras",1171
"Vilniaus apskr.","Trakų r.","30-34","Moteris",1003
"Vilniaus apskr.","Trakų r.","30-34","Vyras",1335
"Vilniaus apskr.","Trakų r.","35-39","Moteris",980
"Vilniaus apskr.","Trakų r.","35-39","Vyras",1312
"Vilniaus apskr.","Trakų r.","40-44","Moteris",1120
"Vilniaus apskr.","Trakų r.","40-44","Vyras",1206
"Vilniaus apskr.","Trakų r.","45-49","Moteris",1107
"Vilniaus apskr.","Trakų r.","45-49","Vyras",1213
"Vilniaus apskr.","Trakų r.","5-9","Moteris",754
"Vilniaus apskr.","Trakų r.","5-9","Vyras",940
"Vilniaus apskr.","Trakų r.","50-54","Moteris",1240
"Vilniaus apskr.","Trakų r.","50-54","Vyras",1266
"Vilniaus apskr.","Trakų r.","55-59","Moteris",1340
"Vilniaus apskr.","Trakų r.","55-59","Vyras",1291
"Vilniaus apskr.","Trakų r.","60-64","Moteris",1301
"Vilniaus apskr.","Trakų r.","60-64","Vyras",1013
"Vilniaus apskr.","Trakų r.","65-69","Moteris",1025
"Vilniaus apskr.","Trakų r.","65-69","Vyras",759
"Vilniaus apskr.","Trakų r.","70-74","Moteris",895
"Vilniaus apskr.","Trakų r.","70-74","Vyras",495
"Vilniaus apskr.","Trakų r.","75-79","Moteris",683
"Vilniaus apskr.","Trakų r.","75-79","Vyras",332
"Vilniaus apskr.","Trakų r.","80+","Moteris",1290
"Vilniaus apskr.","Trakų r.","80+","Vyras",449
"Vilniaus apskr.","Ukmergės r.","0-4","Moteris",676
"Vilniaus apskr.","Ukmergės r.","0-4","Vyras",758
"Vilniaus apskr.","Ukmergės r.","10-14","Moteris",714
"Vilniaus apskr.","Ukmergės r.","10-14","Vyras",684
"Vilniaus apskr.","Ukmergės r.","15-19","Moteris",696
"Vilniaus apskr.","Ukmergės r.","15-19","Vyras",817
"Vilniaus apskr.","Ukmergės r.","20-24","Moteris",861
"Vilniaus apskr.","Ukmergės r.","20-24","Vyras",974
"Vilniaus apskr.","Ukmergės r.","25-29","Moteris",895
"Vilniaus apskr.","Ukmergės r.","25-29","Vyras",1119
"Vilniaus apskr.","Ukmergės r.","30-34","Moteris",696
"Vilniaus apskr.","Ukmergės r.","30-34","Vyras",1001
"Vilniaus apskr.","Ukmergės r.","35-39","Moteris",600
"Vilniaus apskr.","Ukmergės r.","35-39","Vyras",746
"Vilniaus apskr.","Ukmergės r.","40-44","Moteris",774
"Vilniaus apskr.","Ukmergės r.","40-44","Vyras",832
"Vilniaus apskr.","Ukmergės r.","45-49","Moteris",1173
"Vilniaus apskr.","Ukmergės r.","45-49","Vyras",1107
"Vilniaus apskr.","Ukmergės r.","5-9","Moteris",747
"Vilniaus apskr.","Ukmergės r.","5-9","Vyras",777
"Vilniaus apskr.","Ukmergės r.","50-54","Moteris",1420
"Vilniaus apskr.","Ukmergės r.","50-54","Vyras",1356
"Vilniaus apskr.","Ukmergės r.","55-59","Moteris",1563
"Vilniaus apskr.","Ukmergės r.","55-59","Vyras",1358
"Vilniaus apskr.","Ukmergės r.","60-64","Moteris",1446
"Vilniaus apskr.","Ukmergės r.","60-64","Vyras",1201
"Vilniaus apskr.","Ukmergės r.","65-69","Moteris",1164
"Vilniaus apskr.","Ukmergės r.","65-69","Vyras",841
"Vilniaus apskr.","Ukmergės r.","70-74","Moteris",1189
"Vilniaus apskr.","Ukmergės r.","70-74","Vyras",625
"Vilniaus apskr.","Ukmergės r.","75-79","Moteris",1147
"Vilniaus apskr.","Ukmergės r.","75-79","Vyras",533
"Vilniaus apskr.","Ukmergės r.","80+","Moteris",1889
"Vilniaus apskr.","Ukmergės r.","80+","Vyras",673
"Vilniaus apskr.","Vilniaus m.","0-4","Moteris",16894
"Vilniaus apskr.","Vilniaus m.","0-4","Vyras",18197
"Vilniaus apskr.","Vilniaus m.","10-14","Moteris",14606
"Vilniaus apskr.","Vilniaus m.","10-14","Vyras",15108
"Vilniaus apskr.","Vilniaus m.","15-19","Moteris",10661
"Vilniaus apskr.","Vilniaus m.","15-19","Vyras",11027
"Vilniaus apskr.","Vilniaus m.","20-24","Moteris",11993
"Vilniaus apskr.","Vilniaus m.","20-24","Vyras",12466
"Vilniaus apskr.","Vilniaus m.","25-29","Moteris",18833
"Vilniaus apskr.","Vilniaus m.","25-29","Vyras",18543
"Vilniaus apskr.","Vilniaus m.","30-34","Moteris",30733
"Vilniaus apskr.","Vilniaus m.","30-34","Vyras",28807
"Vilniaus apskr.","Vilniaus m.","35-39","Moteris",28264
"Vilniaus apskr.","Vilniaus m.","35-39","Vyras",28300
"Vilniaus apskr.","Vilniaus m.","40-44","Moteris",21422
"Vilniaus apskr.","Vilniaus m.","40-44","Vyras",22026
"Vilniaus apskr.","Vilniaus m.","45-49","Moteris",19352
"Vilniaus apskr.","Vilniaus m.","45-49","Vyras",18112
"Vilniaus apskr.","Vilniaus m.","5-9","Moteris",16044
"Vilniaus apskr.","Vilniaus m.","5-9","Vyras",16879
"Vilniaus apskr.","Vilniaus m.","50-54","Moteris",17774
"Vilniaus apskr.","Vilniaus m.","50-54","Vyras",15204
"Vilniaus apskr.","Vilniaus m.","55-59","Moteris",19055
"Vilniaus apskr.","Vilniaus m.","55-59","Vyras",14368
"Vilniaus apskr.","Vilniaus m.","60-64","Moteris",20105
"Vilniaus apskr.","Vilniaus m.","60-64","Vyras",13259
"Vilniaus apskr.","Vilniaus m.","65-69","Moteris",16808
"Vilniaus apskr.","Vilniaus m.","65-69","Vyras",9651
"Vilniaus apskr.","Vilniaus m.","70-74","Moteris",14861
"Vilniaus apskr.","Vilniaus m.","70-74","Vyras",7382
"Vilniaus apskr.","Vilniaus m.","75-79","Moteris",11266
"Vilniaus apskr.","Vilniaus m.","75-79","Vyras",5103
"Vilniaus apskr.","Vilniaus m.","80+","Moteris",19284
"Vilniaus apskr.","Vilniaus m.","80+","Vyras",7515
"Vilniaus apskr.","Vilniaus r.","0-4","Moteris",2292
"Vilniaus apskr.","Vilniaus r.","0-4","Vyras",2361
"Vilniaus apskr.","Vilniaus r.","10-14","Moteris",3263
"Vilniaus apskr.","Vilniaus r.","10-14","Vyras",3230
"Vilniaus apskr.","Vilniaus r.","15-19","Moteris",2638
"Vilniaus apskr.","Vilniaus r.","15-19","Vyras",2815
"Vilniaus apskr.","Vilniaus r.","20-24","Moteris",2604
"Vilniaus apskr.","Vilniaus r.","20-24","Vyras",3008
"Vilniaus apskr.","Vilniaus r.","25-29","Moteris",2815
"Vilniaus apskr.","Vilniaus r.","25-29","Vyras",3445
"Vilniaus apskr.","Vilniaus r.","30-34","Moteris",3129
"Vilniaus apskr.","Vilniaus r.","30-34","Vyras",4029
"Vilniaus apskr.","Vilniaus r.","35-39","Moteris",3483
"Vilniaus apskr.","Vilniaus r.","35-39","Vyras",4282
"Vilniaus apskr.","Vilniaus r.","40-44","Moteris",3715
"Vilniaus apskr.","Vilniaus r.","40-44","Vyras",4308
"Vilniaus apskr.","Vilniaus r.","45-49","Moteris",3793
"Vilniaus apskr.","Vilniaus r.","45-49","Vyras",4181
"Vilniaus apskr.","Vilniaus r.","5-9","Moteris",2532
"Vilniaus apskr.","Vilniaus r.","5-9","Vyras",2792
"Vilniaus apskr.","Vilniaus r.","50-54","Moteris",3697
"Vilniaus apskr.","Vilniaus r.","50-54","Vyras",3768
"Vilniaus apskr.","Vilniaus r.","55-59","Moteris",3810
"Vilniaus apskr.","Vilniaus r.","55-59","Vyras",3546
"Vilniaus apskr.","Vilniaus r.","60-64","Moteris",3729
"Vilniaus apskr.","Vilniaus r.","60-64","Vyras",3062
"Vilniaus apskr.","Vilniaus r.","65-69","Moteris",2862
"Vilniaus apskr.","Vilniaus r.","65-69","Vyras",2272
"Vilniaus apskr.","Vilniaus r.","70-74","Moteris",2359
"Vilniaus apskr.","Vilniaus r.","70-74","Vyras",1564
"Vilniaus apskr.","Vilniaus r.","75-79","Moteris",1759
"Vilniaus apskr.","Vilniaus r.","75-79","Vyras",989
"Vilniaus apskr.","Vilniaus r.","80+","Moteris",2834
"Vilniaus apskr.","Vilniaus r.","80+","Vyras",1065
