"administrative_level_2","administrative_level_3","age","age5","age10","sex","population"
"Vilniaus apskr.","Elektrėnų","0","0-5","0-10","Moteris",98
"Vilniaus apskr.","Elektrėnų","1","0-5","0-10","Moteris",104
"Vilniaus apskr.","Elektrėnų","2","0-5","0-10","Moteris",118
"Vilniaus apskr.","Elektrėnų","3","0-5","0-10","Moteris",119
"Vilniaus apskr.","Elektrėnų","4","0-5","0-10","Moteris",129
"Vilniaus apskr.","Elektrėnų","5","5-10","0-10","Moteris",140
"Vilniaus apskr.","Elektrėnų","6","5-10","0-10","Moteris",120
"Vilniaus apskr.","Elektrėnų","7","5-10","0-10","Moteris",131
"Vilniaus apskr.","Elektrėnų","8","5-10","0-10","Moteris",127
"Vilniaus apskr.","Elektrėnų","9","5-10","0-10","Moteris",122
"Vilniaus apskr.","Elektrėnų","10","10-15","10-20","Moteris",106
"Vilniaus apskr.","Elektrėnų","11","10-15","10-20","Moteris",136
"Vilniaus apskr.","Elektrėnų","12","10-15","10-20","Moteris",129
"Vilniaus apskr.","Elektrėnų","13","10-15","10-20","Moteris",135
"Vilniaus apskr.","Elektrėnų","14","10-15","10-20","Moteris",106
"Vilniaus apskr.","Elektrėnų","15","15-20","10-20","Moteris",122
"Vilniaus apskr.","Elektrėnų","16","15-20","10-20","Moteris",95
"Vilniaus apskr.","Elektrėnų","17","15-20","10-20","Moteris",100
"Vilniaus apskr.","Elektrėnų","18","15-20","10-20","Moteris",86
"Vilniaus apskr.","Elektrėnų","19","15-20","10-20","Moteris",108
"Vilniaus apskr.","Elektrėnų","20","20-25","20-30","Moteris",123
"Vilniaus apskr.","Elektrėnų","21","20-25","20-30","Moteris",128
"Vilniaus apskr.","Elektrėnų","22","20-25","20-30","Moteris",120
"Vilniaus apskr.","Elektrėnų","23","20-25","20-30","Moteris",160
"Vilniaus apskr.","Elektrėnų","24","20-25","20-30","Moteris",122
"Vilniaus apskr.","Elektrėnų","25","25-30","20-30","Moteris",142
"Vilniaus apskr.","Elektrėnų","26","25-30","20-30","Moteris",142
"Vilniaus apskr.","Elektrėnų","27","25-30","20-30","Moteris",170
"Vilniaus apskr.","Elektrėnų","28","25-30","20-30","Moteris",190
"Vilniaus apskr.","Elektrėnų","29","25-30","20-30","Moteris",172
"Vilniaus apskr.","Elektrėnų","30","30-35","30-40","Moteris",200
"Vilniaus apskr.","Elektrėnų","31","30-35","30-40","Moteris",172
"Vilniaus apskr.","Elektrėnų","32","30-35","30-40","Moteris",185
"Vilniaus apskr.","Elektrėnų","33","30-35","30-40","Moteris",206
"Vilniaus apskr.","Elektrėnų","34","30-35","30-40","Moteris",207
"Vilniaus apskr.","Elektrėnų","35","35-40","30-40","Moteris",198
"Vilniaus apskr.","Elektrėnų","36","35-40","30-40","Moteris",202
"Vilniaus apskr.","Elektrėnų","37","35-40","30-40","Moteris",199
"Vilniaus apskr.","Elektrėnų","38","35-40","30-40","Moteris",205
"Vilniaus apskr.","Elektrėnų","39","35-40","30-40","Moteris",203
"Vilniaus apskr.","Elektrėnų","40","40-45","40-50","Moteris",182
"Vilniaus apskr.","Elektrėnų","41","40-45","40-50","Moteris",200
"Vilniaus apskr.","Elektrėnų","42","40-45","40-50","Moteris",196
"Vilniaus apskr.","Elektrėnų","43","40-45","40-50","Moteris",208
"Vilniaus apskr.","Elektrėnų","44","40-45","40-50","Moteris",154
"Vilniaus apskr.","Elektrėnų","45","45-50","40-50","Moteris",214
"Vilniaus apskr.","Elektrėnų","46","45-50","40-50","Moteris",185
"Vilniaus apskr.","Elektrėnų","47","45-50","40-50","Moteris",195
"Vilniaus apskr.","Elektrėnų","48","45-50","40-50","Moteris",206
"Vilniaus apskr.","Elektrėnų","49","45-50","40-50","Moteris",205
"Vilniaus apskr.","Elektrėnų","50","50-55","50-60","Moteris",228
"Vilniaus apskr.","Elektrėnų","51","50-55","50-60","Moteris",206
"Vilniaus apskr.","Elektrėnų","52","50-55","50-60","Moteris",205
"Vilniaus apskr.","Elektrėnų","53","50-55","50-60","Moteris",163
"Vilniaus apskr.","Elektrėnų","54","50-55","50-60","Moteris",203
"Vilniaus apskr.","Elektrėnų","55","55-60","50-60","Moteris",182
"Vilniaus apskr.","Elektrėnų","56","55-60","50-60","Moteris",193
"Vilniaus apskr.","Elektrėnų","57","55-60","50-60","Moteris",181
"Vilniaus apskr.","Elektrėnų","58","55-60","50-60","Moteris",203
"Vilniaus apskr.","Elektrėnų","59","55-60","50-60","Moteris",190
"Vilniaus apskr.","Elektrėnų","60","60-65","60-70","Moteris",203
"Vilniaus apskr.","Elektrėnų","61","60-65","60-70","Moteris",188
"Vilniaus apskr.","Elektrėnų","62","60-65","60-70","Moteris",182
"Vilniaus apskr.","Elektrėnų","63","60-65","60-70","Moteris",156
"Vilniaus apskr.","Elektrėnų","64","60-65","60-70","Moteris",136
"Vilniaus apskr.","Elektrėnų","65","65-70","60-70","Moteris",127
"Vilniaus apskr.","Elektrėnų","66","65-70","60-70","Moteris",119
"Vilniaus apskr.","Elektrėnų","67","65-70","60-70","Moteris",105
"Vilniaus apskr.","Elektrėnų","68","65-70","60-70","Moteris",96
"Vilniaus apskr.","Elektrėnų","69","65-70","60-70","Moteris",85
"Vilniaus apskr.","Elektrėnų","70","70-75","70-80","Moteris",107
"Vilniaus apskr.","Elektrėnų","71","70-75","70-80","Moteris",113
"Vilniaus apskr.","Elektrėnų","72","70-75","70-80","Moteris",59
"Vilniaus apskr.","Elektrėnų","73","70-75","70-80","Moteris",54
"Vilniaus apskr.","Elektrėnų","74","70-75","70-80","Moteris",76
"Vilniaus apskr.","Elektrėnų","75","75-80","70-80","Moteris",82
"Vilniaus apskr.","Elektrėnų","76","75-80","70-80","Moteris",58
"Vilniaus apskr.","Elektrėnų","77","75-80","70-80","Moteris",69
"Vilniaus apskr.","Elektrėnų","78","75-80","70-80","Moteris",67
"Vilniaus apskr.","Elektrėnų","79","75-80","70-80","Moteris",63
"Vilniaus apskr.","Elektrėnų","80","80+","80+","Moteris",49
"Vilniaus apskr.","Elektrėnų","81","80+","80+","Moteris",46
"Vilniaus apskr.","Elektrėnų","82","80+","80+","Moteris",45
"Vilniaus apskr.","Elektrėnų","83","80+","80+","Moteris",28
"Vilniaus apskr.","Elektrėnų","84","80+","80+","Moteris",32
"Vilniaus apskr.","Elektrėnų","85 ir vyresni","80+","80+","Moteris",128
"Vilniaus apskr.","Šalčininkų r.","0","0-5","0-10","Moteris",145
"Vilniaus apskr.","Šalčininkų r.","1","0-5","0-10","Moteris",137
"Vilniaus apskr.","Šalčininkų r.","2","0-5","0-10","Moteris",171
"Vilniaus apskr.","Šalčininkų r.","3","0-5","0-10","Moteris",143
"Vilniaus apskr.","Šalčininkų r.","4","0-5","0-10","Moteris",195
"Vilniaus apskr.","Šalčininkų r.","5","5-10","0-10","Moteris",187
"Vilniaus apskr.","Šalčininkų r.","6","5-10","0-10","Moteris",165
"Vilniaus apskr.","Šalčininkų r.","7","5-10","0-10","Moteris",191
"Vilniaus apskr.","Šalčininkų r.","8","5-10","0-10","Moteris",190
"Vilniaus apskr.","Šalčininkų r.","9","5-10","0-10","Moteris",187
"Vilniaus apskr.","Šalčininkų r.","10","10-15","10-20","Moteris",181
"Vilniaus apskr.","Šalčininkų r.","11","10-15","10-20","Moteris",182
"Vilniaus apskr.","Šalčininkų r.","12","10-15","10-20","Moteris",180
"Vilniaus apskr.","Šalčininkų r.","13","10-15","10-20","Moteris",168
"Vilniaus apskr.","Šalčininkų r.","14","10-15","10-20","Moteris",162
"Vilniaus apskr.","Šalčininkų r.","15","15-20","10-20","Moteris",186
"Vilniaus apskr.","Šalčininkų r.","16","15-20","10-20","Moteris",136
"Vilniaus apskr.","Šalčininkų r.","17","15-20","10-20","Moteris",162
"Vilniaus apskr.","Šalčininkų r.","18","15-20","10-20","Moteris",157
"Vilniaus apskr.","Šalčininkų r.","19","15-20","10-20","Moteris",147
"Vilniaus apskr.","Šalčininkų r.","20","20-25","20-30","Moteris",188
"Vilniaus apskr.","Šalčininkų r.","21","20-25","20-30","Moteris",192
"Vilniaus apskr.","Šalčininkų r.","22","20-25","20-30","Moteris",205
"Vilniaus apskr.","Šalčininkų r.","23","20-25","20-30","Moteris",191
"Vilniaus apskr.","Šalčininkų r.","24","20-25","20-30","Moteris",199
"Vilniaus apskr.","Šalčininkų r.","25","25-30","20-30","Moteris",215
"Vilniaus apskr.","Šalčininkų r.","26","25-30","20-30","Moteris",235
"Vilniaus apskr.","Šalčininkų r.","27","25-30","20-30","Moteris",247
"Vilniaus apskr.","Šalčininkų r.","28","25-30","20-30","Moteris",248
"Vilniaus apskr.","Šalčininkų r.","29","25-30","20-30","Moteris",243
"Vilniaus apskr.","Šalčininkų r.","30","30-35","30-40","Moteris",270
"Vilniaus apskr.","Šalčininkų r.","31","30-35","30-40","Moteris",282
"Vilniaus apskr.","Šalčininkų r.","32","30-35","30-40","Moteris",253
"Vilniaus apskr.","Šalčininkų r.","33","30-35","30-40","Moteris",223
"Vilniaus apskr.","Šalčininkų r.","34","30-35","30-40","Moteris",236
"Vilniaus apskr.","Šalčininkų r.","35","35-40","30-40","Moteris",211
"Vilniaus apskr.","Šalčininkų r.","36","35-40","30-40","Moteris",217
"Vilniaus apskr.","Šalčininkų r.","37","35-40","30-40","Moteris",186
"Vilniaus apskr.","Šalčininkų r.","38","35-40","30-40","Moteris",174
"Vilniaus apskr.","Šalčininkų r.","39","35-40","30-40","Moteris",184
"Vilniaus apskr.","Šalčininkų r.","40","40-45","40-50","Moteris",216
"Vilniaus apskr.","Šalčininkų r.","41","40-45","40-50","Moteris",208
"Vilniaus apskr.","Šalčininkų r.","42","40-45","40-50","Moteris",175
"Vilniaus apskr.","Šalčininkų r.","43","40-45","40-50","Moteris",221
"Vilniaus apskr.","Šalčininkų r.","44","40-45","40-50","Moteris",227
"Vilniaus apskr.","Šalčininkų r.","45","45-50","40-50","Moteris",195
"Vilniaus apskr.","Šalčininkų r.","46","45-50","40-50","Moteris",238
"Vilniaus apskr.","Šalčininkų r.","47","45-50","40-50","Moteris",247
"Vilniaus apskr.","Šalčininkų r.","48","45-50","40-50","Moteris",239
"Vilniaus apskr.","Šalčininkų r.","49","45-50","40-50","Moteris",223
"Vilniaus apskr.","Šalčininkų r.","50","50-55","50-60","Moteris",226
"Vilniaus apskr.","Šalčininkų r.","51","50-55","50-60","Moteris",205
"Vilniaus apskr.","Šalčininkų r.","52","50-55","50-60","Moteris",225
"Vilniaus apskr.","Šalčininkų r.","53","50-55","50-60","Moteris",221
"Vilniaus apskr.","Šalčininkų r.","54","50-55","50-60","Moteris",229
"Vilniaus apskr.","Šalčininkų r.","55","55-60","50-60","Moteris",225
"Vilniaus apskr.","Šalčininkų r.","56","55-60","50-60","Moteris",237
"Vilniaus apskr.","Šalčininkų r.","57","55-60","50-60","Moteris",230
"Vilniaus apskr.","Šalčininkų r.","58","55-60","50-60","Moteris",202
"Vilniaus apskr.","Šalčininkų r.","59","55-60","50-60","Moteris",242
"Vilniaus apskr.","Šalčininkų r.","60","60-65","60-70","Moteris",235
"Vilniaus apskr.","Šalčininkų r.","61","60-65","60-70","Moteris",200
"Vilniaus apskr.","Šalčininkų r.","62","60-65","60-70","Moteris",222
"Vilniaus apskr.","Šalčininkų r.","63","60-65","60-70","Moteris",177
"Vilniaus apskr.","Šalčininkų r.","64","60-65","60-70","Moteris",142
"Vilniaus apskr.","Šalčininkų r.","65","65-70","60-70","Moteris",146
"Vilniaus apskr.","Šalčininkų r.","66","65-70","60-70","Moteris",125
"Vilniaus apskr.","Šalčininkų r.","67","65-70","60-70","Moteris",111
"Vilniaus apskr.","Šalčininkų r.","68","65-70","60-70","Moteris",113
"Vilniaus apskr.","Šalčininkų r.","69","65-70","60-70","Moteris",119
"Vilniaus apskr.","Šalčininkų r.","70","70-75","70-80","Moteris",131
"Vilniaus apskr.","Šalčininkų r.","71","70-75","70-80","Moteris",104
"Vilniaus apskr.","Šalčininkų r.","72","70-75","70-80","Moteris",87
"Vilniaus apskr.","Šalčininkų r.","73","70-75","70-80","Moteris",76
"Vilniaus apskr.","Šalčininkų r.","74","70-75","70-80","Moteris",73
"Vilniaus apskr.","Šalčininkų r.","75","75-80","70-80","Moteris",79
"Vilniaus apskr.","Šalčininkų r.","76","75-80","70-80","Moteris",46
"Vilniaus apskr.","Šalčininkų r.","77","75-80","70-80","Moteris",49
"Vilniaus apskr.","Šalčininkų r.","78","75-80","70-80","Moteris",50
"Vilniaus apskr.","Šalčininkų r.","79","75-80","70-80","Moteris",37
"Vilniaus apskr.","Šalčininkų r.","80","80+","80+","Moteris",48
"Vilniaus apskr.","Šalčininkų r.","81","80+","80+","Moteris",48
"Vilniaus apskr.","Šalčininkų r.","82","80+","80+","Moteris",55
"Vilniaus apskr.","Šalčininkų r.","83","80+","80+","Moteris",35
"Vilniaus apskr.","Šalčininkų r.","84","80+","80+","Moteris",33
"Vilniaus apskr.","Šalčininkų r.","85 ir vyresni","80+","80+","Moteris",130
"Vilniaus apskr.","Širvintų r.","0","0-5","0-10","Moteris",75
"Vilniaus apskr.","Širvintų r.","1","0-5","0-10","Moteris",62
"Vilniaus apskr.","Širvintų r.","2","0-5","0-10","Moteris",69
"Vilniaus apskr.","Širvintų r.","3","0-5","0-10","Moteris",72
"Vilniaus apskr.","Širvintų r.","4","0-5","0-10","Moteris",77
"Vilniaus apskr.","Širvintų r.","5","5-10","0-10","Moteris",66
"Vilniaus apskr.","Širvintų r.","6","5-10","0-10","Moteris",76
"Vilniaus apskr.","Širvintų r.","7","5-10","0-10","Moteris",60
"Vilniaus apskr.","Širvintų r.","8","5-10","0-10","Moteris",72
"Vilniaus apskr.","Širvintų r.","9","5-10","0-10","Moteris",69
"Vilniaus apskr.","Širvintų r.","10","10-15","10-20","Moteris",54
"Vilniaus apskr.","Širvintų r.","11","10-15","10-20","Moteris",56
"Vilniaus apskr.","Širvintų r.","12","10-15","10-20","Moteris",60
"Vilniaus apskr.","Širvintų r.","13","10-15","10-20","Moteris",67
"Vilniaus apskr.","Širvintų r.","14","10-15","10-20","Moteris",58
"Vilniaus apskr.","Širvintų r.","15","15-20","10-20","Moteris",66
"Vilniaus apskr.","Širvintų r.","16","15-20","10-20","Moteris",69
"Vilniaus apskr.","Širvintų r.","17","15-20","10-20","Moteris",68
"Vilniaus apskr.","Širvintų r.","18","15-20","10-20","Moteris",72
"Vilniaus apskr.","Širvintų r.","19","15-20","10-20","Moteris",71
"Vilniaus apskr.","Širvintų r.","20","20-25","20-30","Moteris",103
"Vilniaus apskr.","Širvintų r.","21","20-25","20-30","Moteris",74
"Vilniaus apskr.","Širvintų r.","22","20-25","20-30","Moteris",104
"Vilniaus apskr.","Širvintų r.","23","20-25","20-30","Moteris",95
"Vilniaus apskr.","Širvintų r.","24","20-25","20-30","Moteris",96
"Vilniaus apskr.","Širvintų r.","25","25-30","20-30","Moteris",109
"Vilniaus apskr.","Širvintų r.","26","25-30","20-30","Moteris",121
"Vilniaus apskr.","Širvintų r.","27","25-30","20-30","Moteris",98
"Vilniaus apskr.","Širvintų r.","28","25-30","20-30","Moteris",131
"Vilniaus apskr.","Širvintų r.","29","25-30","20-30","Moteris",105
"Vilniaus apskr.","Širvintų r.","30","30-35","30-40","Moteris",98
"Vilniaus apskr.","Širvintų r.","31","30-35","30-40","Moteris",110
"Vilniaus apskr.","Širvintų r.","32","30-35","30-40","Moteris",91
"Vilniaus apskr.","Širvintų r.","33","30-35","30-40","Moteris",105
"Vilniaus apskr.","Širvintų r.","34","30-35","30-40","Moteris",53
"Vilniaus apskr.","Širvintų r.","35","35-40","30-40","Moteris",103
"Vilniaus apskr.","Širvintų r.","36","35-40","30-40","Moteris",82
"Vilniaus apskr.","Širvintų r.","37","35-40","30-40","Moteris",77
"Vilniaus apskr.","Širvintų r.","38","35-40","30-40","Moteris",76
"Vilniaus apskr.","Širvintų r.","39","35-40","30-40","Moteris",75
"Vilniaus apskr.","Širvintų r.","40","40-45","40-50","Moteris",88
"Vilniaus apskr.","Širvintų r.","41","40-45","40-50","Moteris",87
"Vilniaus apskr.","Širvintų r.","42","40-45","40-50","Moteris",88
"Vilniaus apskr.","Širvintų r.","43","40-45","40-50","Moteris",78
"Vilniaus apskr.","Širvintų r.","44","40-45","40-50","Moteris",104
"Vilniaus apskr.","Širvintų r.","45","45-50","40-50","Moteris",113
"Vilniaus apskr.","Širvintų r.","46","45-50","40-50","Moteris",103
"Vilniaus apskr.","Širvintų r.","47","45-50","40-50","Moteris",115
"Vilniaus apskr.","Širvintų r.","48","45-50","40-50","Moteris",96
"Vilniaus apskr.","Širvintų r.","49","45-50","40-50","Moteris",122
"Vilniaus apskr.","Širvintų r.","50","50-55","50-60","Moteris",111
"Vilniaus apskr.","Širvintų r.","51","50-55","50-60","Moteris",140
"Vilniaus apskr.","Širvintų r.","52","50-55","50-60","Moteris",134
"Vilniaus apskr.","Širvintų r.","53","50-55","50-60","Moteris",144
"Vilniaus apskr.","Širvintų r.","54","50-55","50-60","Moteris",110
"Vilniaus apskr.","Širvintų r.","55","55-60","50-60","Moteris",93
"Vilniaus apskr.","Širvintų r.","56","55-60","50-60","Moteris",116
"Vilniaus apskr.","Širvintų r.","57","55-60","50-60","Moteris",137
"Vilniaus apskr.","Širvintų r.","58","55-60","50-60","Moteris",140
"Vilniaus apskr.","Širvintų r.","59","55-60","50-60","Moteris",148
"Vilniaus apskr.","Širvintų r.","60","60-65","60-70","Moteris",127
"Vilniaus apskr.","Širvintų r.","61","60-65","60-70","Moteris",125
"Vilniaus apskr.","Širvintų r.","62","60-65","60-70","Moteris",96
"Vilniaus apskr.","Širvintų r.","63","60-65","60-70","Moteris",99
"Vilniaus apskr.","Širvintų r.","64","60-65","60-70","Moteris",98
"Vilniaus apskr.","Širvintų r.","65","65-70","60-70","Moteris",93
"Vilniaus apskr.","Širvintų r.","66","65-70","60-70","Moteris",98
"Vilniaus apskr.","Širvintų r.","67","65-70","60-70","Moteris",63
"Vilniaus apskr.","Širvintų r.","68","65-70","60-70","Moteris",77
"Vilniaus apskr.","Širvintų r.","69","65-70","60-70","Moteris",56
"Vilniaus apskr.","Širvintų r.","70","70-75","70-80","Moteris",64
"Vilniaus apskr.","Širvintų r.","71","70-75","70-80","Moteris",74
"Vilniaus apskr.","Širvintų r.","72","70-75","70-80","Moteris",61
"Vilniaus apskr.","Širvintų r.","73","70-75","70-80","Moteris",52
"Vilniaus apskr.","Širvintų r.","74","70-75","70-80","Moteris",39
"Vilniaus apskr.","Širvintų r.","75","75-80","70-80","Moteris",35
"Vilniaus apskr.","Širvintų r.","76","75-80","70-80","Moteris",42
"Vilniaus apskr.","Širvintų r.","77","75-80","70-80","Moteris",45
"Vilniaus apskr.","Širvintų r.","78","75-80","70-80","Moteris",40
"Vilniaus apskr.","Širvintų r.","79","75-80","70-80","Moteris",23
"Vilniaus apskr.","Širvintų r.","80","80+","80+","Moteris",39
"Vilniaus apskr.","Širvintų r.","81","80+","80+","Moteris",30
"Vilniaus apskr.","Širvintų r.","82","80+","80+","Moteris",25
"Vilniaus apskr.","Širvintų r.","83","80+","80+","Moteris",26
"Vilniaus apskr.","Širvintų r.","84","80+","80+","Moteris",29
"Vilniaus apskr.","Širvintų r.","85 ir vyresni","80+","80+","Moteris",105
"Vilniaus apskr.","Švenčionių r.","0","0-5","0-10","Moteris",70
"Vilniaus apskr.","Švenčionių r.","1","0-5","0-10","Moteris",75
"Vilniaus apskr.","Švenčionių r.","2","0-5","0-10","Moteris",74
"Vilniaus apskr.","Švenčionių r.","3","0-5","0-10","Moteris",96
"Vilniaus apskr.","Švenčionių r.","4","0-5","0-10","Moteris",102
"Vilniaus apskr.","Švenčionių r.","5","5-10","0-10","Moteris",112
"Vilniaus apskr.","Švenčionių r.","6","5-10","0-10","Moteris",116
"Vilniaus apskr.","Švenčionių r.","7","5-10","0-10","Moteris",88
"Vilniaus apskr.","Švenčionių r.","8","5-10","0-10","Moteris",119
"Vilniaus apskr.","Švenčionių r.","9","5-10","0-10","Moteris",118
"Vilniaus apskr.","Švenčionių r.","10","10-15","10-20","Moteris",70
"Vilniaus apskr.","Švenčionių r.","11","10-15","10-20","Moteris",110
"Vilniaus apskr.","Švenčionių r.","12","10-15","10-20","Moteris",100
"Vilniaus apskr.","Švenčionių r.","13","10-15","10-20","Moteris",114
"Vilniaus apskr.","Švenčionių r.","14","10-15","10-20","Moteris",92
"Vilniaus apskr.","Švenčionių r.","15","15-20","10-20","Moteris",97
"Vilniaus apskr.","Švenčionių r.","16","15-20","10-20","Moteris",120
"Vilniaus apskr.","Švenčionių r.","17","15-20","10-20","Moteris",111
"Vilniaus apskr.","Švenčionių r.","18","15-20","10-20","Moteris",119
"Vilniaus apskr.","Švenčionių r.","19","15-20","10-20","Moteris",133
"Vilniaus apskr.","Švenčionių r.","20","20-25","20-30","Moteris",134
"Vilniaus apskr.","Švenčionių r.","21","20-25","20-30","Moteris",161
"Vilniaus apskr.","Švenčionių r.","22","20-25","20-30","Moteris",140
"Vilniaus apskr.","Švenčionių r.","23","20-25","20-30","Moteris",142
"Vilniaus apskr.","Švenčionių r.","24","20-25","20-30","Moteris",126
"Vilniaus apskr.","Švenčionių r.","25","25-30","20-30","Moteris",143
"Vilniaus apskr.","Švenčionių r.","26","25-30","20-30","Moteris",140
"Vilniaus apskr.","Švenčionių r.","27","25-30","20-30","Moteris",140
"Vilniaus apskr.","Švenčionių r.","28","25-30","20-30","Moteris",144
"Vilniaus apskr.","Švenčionių r.","29","25-30","20-30","Moteris",147
"Vilniaus apskr.","Švenčionių r.","30","30-35","30-40","Moteris",153
"Vilniaus apskr.","Švenčionių r.","31","30-35","30-40","Moteris",123
"Vilniaus apskr.","Švenčionių r.","32","30-35","30-40","Moteris",157
"Vilniaus apskr.","Švenčionių r.","33","30-35","30-40","Moteris",143
"Vilniaus apskr.","Švenčionių r.","34","30-35","30-40","Moteris",129
"Vilniaus apskr.","Švenčionių r.","35","35-40","30-40","Moteris",114
"Vilniaus apskr.","Švenčionių r.","36","35-40","30-40","Moteris",97
"Vilniaus apskr.","Švenčionių r.","37","35-40","30-40","Moteris",126
"Vilniaus apskr.","Švenčionių r.","38","35-40","30-40","Moteris",115
"Vilniaus apskr.","Švenčionių r.","39","35-40","30-40","Moteris",117
"Vilniaus apskr.","Švenčionių r.","40","40-45","40-50","Moteris",120
"Vilniaus apskr.","Švenčionių r.","41","40-45","40-50","Moteris",102
"Vilniaus apskr.","Švenčionių r.","42","40-45","40-50","Moteris",135
"Vilniaus apskr.","Švenčionių r.","43","40-45","40-50","Moteris",134
"Vilniaus apskr.","Švenčionių r.","44","40-45","40-50","Moteris",167
"Vilniaus apskr.","Švenčionių r.","45","45-50","40-50","Moteris",155
"Vilniaus apskr.","Švenčionių r.","46","45-50","40-50","Moteris",142
"Vilniaus apskr.","Švenčionių r.","47","45-50","40-50","Moteris",158
"Vilniaus apskr.","Švenčionių r.","48","45-50","40-50","Moteris",167
"Vilniaus apskr.","Švenčionių r.","49","45-50","40-50","Moteris",177
"Vilniaus apskr.","Švenčionių r.","50","50-55","50-60","Moteris",189
"Vilniaus apskr.","Švenčionių r.","51","50-55","50-60","Moteris",193
"Vilniaus apskr.","Švenčionių r.","52","50-55","50-60","Moteris",175
"Vilniaus apskr.","Švenčionių r.","53","50-55","50-60","Moteris",169
"Vilniaus apskr.","Švenčionių r.","54","50-55","50-60","Moteris",177
"Vilniaus apskr.","Švenčionių r.","55","55-60","50-60","Moteris",172
"Vilniaus apskr.","Švenčionių r.","56","55-60","50-60","Moteris",203
"Vilniaus apskr.","Švenčionių r.","57","55-60","50-60","Moteris",188
"Vilniaus apskr.","Švenčionių r.","58","55-60","50-60","Moteris",180
"Vilniaus apskr.","Švenčionių r.","59","55-60","50-60","Moteris",185
"Vilniaus apskr.","Švenčionių r.","60","60-65","60-70","Moteris",200
"Vilniaus apskr.","Švenčionių r.","61","60-65","60-70","Moteris",190
"Vilniaus apskr.","Švenčionių r.","62","60-65","60-70","Moteris",183
"Vilniaus apskr.","Švenčionių r.","63","60-65","60-70","Moteris",166
"Vilniaus apskr.","Švenčionių r.","64","60-65","60-70","Moteris",127
"Vilniaus apskr.","Švenčionių r.","65","65-70","60-70","Moteris",145
"Vilniaus apskr.","Švenčionių r.","66","65-70","60-70","Moteris",128
"Vilniaus apskr.","Švenčionių r.","67","65-70","60-70","Moteris",107
"Vilniaus apskr.","Švenčionių r.","68","65-70","60-70","Moteris",127
"Vilniaus apskr.","Švenčionių r.","69","65-70","60-70","Moteris",124
"Vilniaus apskr.","Švenčionių r.","70","70-75","70-80","Moteris",109
"Vilniaus apskr.","Švenčionių r.","71","70-75","70-80","Moteris",111
"Vilniaus apskr.","Švenčionių r.","72","70-75","70-80","Moteris",101
"Vilniaus apskr.","Švenčionių r.","73","70-75","70-80","Moteris",72
"Vilniaus apskr.","Švenčionių r.","74","70-75","70-80","Moteris",67
"Vilniaus apskr.","Švenčionių r.","75","75-80","70-80","Moteris",80
"Vilniaus apskr.","Švenčionių r.","76","75-80","70-80","Moteris",83
"Vilniaus apskr.","Švenčionių r.","77","75-80","70-80","Moteris",69
"Vilniaus apskr.","Švenčionių r.","78","75-80","70-80","Moteris",59
"Vilniaus apskr.","Švenčionių r.","79","75-80","70-80","Moteris",58
"Vilniaus apskr.","Švenčionių r.","80","80+","80+","Moteris",57
"Vilniaus apskr.","Švenčionių r.","81","80+","80+","Moteris",35
"Vilniaus apskr.","Švenčionių r.","82","80+","80+","Moteris",56
"Vilniaus apskr.","Švenčionių r.","83","80+","80+","Moteris",34
"Vilniaus apskr.","Švenčionių r.","84","80+","80+","Moteris",34
"Vilniaus apskr.","Švenčionių r.","85 ir vyresni","80+","80+","Moteris",178
"Vilniaus apskr.","Trakų r.","0","0-5","0-10","Moteris",147
"Vilniaus apskr.","Trakų r.","1","0-5","0-10","Moteris",175
"Vilniaus apskr.","Trakų r.","2","0-5","0-10","Moteris",176
"Vilniaus apskr.","Trakų r.","3","0-5","0-10","Moteris",194
"Vilniaus apskr.","Trakų r.","4","0-5","0-10","Moteris",175
"Vilniaus apskr.","Trakų r.","5","5-10","0-10","Moteris",175
"Vilniaus apskr.","Trakų r.","6","5-10","0-10","Moteris",187
"Vilniaus apskr.","Trakų r.","7","5-10","0-10","Moteris",201
"Vilniaus apskr.","Trakų r.","8","5-10","0-10","Moteris",192
"Vilniaus apskr.","Trakų r.","9","5-10","0-10","Moteris",185
"Vilniaus apskr.","Trakų r.","10","10-15","10-20","Moteris",180
"Vilniaus apskr.","Trakų r.","11","10-15","10-20","Moteris",177
"Vilniaus apskr.","Trakų r.","12","10-15","10-20","Moteris",197
"Vilniaus apskr.","Trakų r.","13","10-15","10-20","Moteris",165
"Vilniaus apskr.","Trakų r.","14","10-15","10-20","Moteris",163
"Vilniaus apskr.","Trakų r.","15","15-20","10-20","Moteris",157
"Vilniaus apskr.","Trakų r.","16","15-20","10-20","Moteris",169
"Vilniaus apskr.","Trakų r.","17","15-20","10-20","Moteris",151
"Vilniaus apskr.","Trakų r.","18","15-20","10-20","Moteris",159
"Vilniaus apskr.","Trakų r.","19","15-20","10-20","Moteris",178
"Vilniaus apskr.","Trakų r.","20","20-25","20-30","Moteris",213
"Vilniaus apskr.","Trakų r.","21","20-25","20-30","Moteris",212
"Vilniaus apskr.","Trakų r.","22","20-25","20-30","Moteris",198
"Vilniaus apskr.","Trakų r.","23","20-25","20-30","Moteris",169
"Vilniaus apskr.","Trakų r.","24","20-25","20-30","Moteris",216
"Vilniaus apskr.","Trakų r.","25","25-30","20-30","Moteris",194
"Vilniaus apskr.","Trakų r.","26","25-30","20-30","Moteris",206
