"administrative_level_2","administrative_level_3","age","age5","age10","sex","population"
"Kauno apskr.","Kėdainių r.","80","80+","80+","Moteris",113
"Kauno apskr.","Kėdainių r.","81","80+","80+","Moteris",124
"Kauno apskr.","Kėdainių r.","82","80+","80+","Moteris",101
"Kauno apskr.","Kėdainių r.","83","80+","80+","Moteris",84
"Kauno apskr.","Kėdainių r.","84","80+","80+","Moteris",100
"Kauno apskr.","Kėdainių r.","85 ir vyresni","80+","80+","Moteris",262
"Kauno apskr.","Prienų r.","0","0-5","0-10","Moteris",94
"Kauno apskr.","Prienų r.","1","0-5","0-10","Moteris",99
"Kauno apskr.","Prienų r.","2","0-5","0-10","Moteris",107
"Kauno apskr.","Prienų r.","3","0-5","0-10","Moteris",104
"Kauno apskr.","Prienų r.","4","0-5","0-10","Moteris",142
"Kauno apskr.","Prienų r.","5","5-10","0-10","Moteris",139
"Kauno apskr.","Prienų r.","6","5-10","0-10","Moteris",135
"Kauno apskr.","Prienų r.","7","5-10","0-10","Moteris",132
"Kauno apskr.","Prienų r.","8","5-10","0-10","Moteris",115
"Kauno apskr.","Prienų r.","9","5-10","0-10","Moteris",131
"Kauno apskr.","Prienų r.","10","10-15","10-20","Moteris",106
"Kauno apskr.","Prienų r.","11","10-15","10-20","Moteris",117
"Kauno apskr.","Prienų r.","12","10-15","10-20","Moteris",123
"Kauno apskr.","Prienų r.","13","10-15","10-20","Moteris",100
"Kauno apskr.","Prienų r.","14","10-15","10-20","Moteris",124
"Kauno apskr.","Prienų r.","15","15-20","10-20","Moteris",118
"Kauno apskr.","Prienų r.","16","15-20","10-20","Moteris",134
"Kauno apskr.","Prienų r.","17","15-20","10-20","Moteris",134
"Kauno apskr.","Prienų r.","18","15-20","10-20","Moteris",123
"Kauno apskr.","Prienų r.","19","15-20","10-20","Moteris",137
"Kauno apskr.","Prienų r.","20","20-25","20-30","Moteris",136
"Kauno apskr.","Prienų r.","21","20-25","20-30","Moteris",154
"Kauno apskr.","Prienų r.","22","20-25","20-30","Moteris",175
"Kauno apskr.","Prienų r.","23","20-25","20-30","Moteris",196
"Kauno apskr.","Prienų r.","24","20-25","20-30","Moteris",156
"Kauno apskr.","Prienų r.","25","25-30","20-30","Moteris",179
"Kauno apskr.","Prienų r.","26","25-30","20-30","Moteris",170
"Kauno apskr.","Prienų r.","27","25-30","20-30","Moteris",199
"Kauno apskr.","Prienų r.","28","25-30","20-30","Moteris",208
"Kauno apskr.","Prienų r.","29","25-30","20-30","Moteris",140
"Kauno apskr.","Prienų r.","30","30-35","30-40","Moteris",153
"Kauno apskr.","Prienų r.","31","30-35","30-40","Moteris",162
"Kauno apskr.","Prienų r.","32","30-35","30-40","Moteris",129
"Kauno apskr.","Prienų r.","33","30-35","30-40","Moteris",135
"Kauno apskr.","Prienų r.","34","30-35","30-40","Moteris",133
"Kauno apskr.","Prienų r.","35","35-40","30-40","Moteris",104
"Kauno apskr.","Prienų r.","36","35-40","30-40","Moteris",130
"Kauno apskr.","Prienų r.","37","35-40","30-40","Moteris",105
"Kauno apskr.","Prienų r.","38","35-40","30-40","Moteris",125
"Kauno apskr.","Prienų r.","39","35-40","30-40","Moteris",130
"Kauno apskr.","Prienų r.","40","40-45","40-50","Moteris",154
"Kauno apskr.","Prienų r.","41","40-45","40-50","Moteris",109
"Kauno apskr.","Prienų r.","42","40-45","40-50","Moteris",118
"Kauno apskr.","Prienų r.","43","40-45","40-50","Moteris",152
"Kauno apskr.","Prienų r.","44","40-45","40-50","Moteris",150
"Kauno apskr.","Prienų r.","45","45-50","40-50","Moteris",127
"Kauno apskr.","Prienų r.","46","45-50","40-50","Moteris",167
"Kauno apskr.","Prienų r.","47","45-50","40-50","Moteris",168
"Kauno apskr.","Prienų r.","48","45-50","40-50","Moteris",199
"Kauno apskr.","Prienų r.","49","45-50","40-50","Moteris",210
"Kauno apskr.","Prienų r.","50","50-55","50-60","Moteris",172
"Kauno apskr.","Prienų r.","51","50-55","50-60","Moteris",185
"Kauno apskr.","Prienų r.","52","50-55","50-60","Moteris",184
"Kauno apskr.","Prienų r.","53","50-55","50-60","Moteris",199
"Kauno apskr.","Prienų r.","54","50-55","50-60","Moteris",218
"Kauno apskr.","Prienų r.","55","55-60","50-60","Moteris",214
"Kauno apskr.","Prienų r.","56","55-60","50-60","Moteris",231
"Kauno apskr.","Prienų r.","57","55-60","50-60","Moteris",182
"Kauno apskr.","Prienų r.","58","55-60","50-60","Moteris",196
"Kauno apskr.","Prienų r.","59","55-60","50-60","Moteris",238
"Kauno apskr.","Prienų r.","60","60-65","60-70","Moteris",206
"Kauno apskr.","Prienų r.","61","60-65","60-70","Moteris",205
"Kauno apskr.","Prienų r.","62","60-65","60-70","Moteris",195
"Kauno apskr.","Prienų r.","63","60-65","60-70","Moteris",197
"Kauno apskr.","Prienų r.","64","60-65","60-70","Moteris",167
"Kauno apskr.","Prienų r.","65","65-70","60-70","Moteris",162
"Kauno apskr.","Prienų r.","66","65-70","60-70","Moteris",164
"Kauno apskr.","Prienų r.","67","65-70","60-70","Moteris",138
"Kauno apskr.","Prienų r.","68","65-70","60-70","Moteris",133
"Kauno apskr.","Prienų r.","69","65-70","60-70","Moteris",131
"Kauno apskr.","Prienų r.","70","70-75","70-80","Moteris",108
"Kauno apskr.","Prienų r.","71","70-75","70-80","Moteris",107
"Kauno apskr.","Prienų r.","72","70-75","70-80","Moteris",104
"Kauno apskr.","Prienų r.","73","70-75","70-80","Moteris",90
"Kauno apskr.","Prienų r.","74","70-75","70-80","Moteris",67
"Kauno apskr.","Prienų r.","75","75-80","70-80","Moteris",89
"Kauno apskr.","Prienų r.","76","75-80","70-80","Moteris",76
"Kauno apskr.","Prienų r.","77","75-80","70-80","Moteris",81
"Kauno apskr.","Prienų r.","78","75-80","70-80","Moteris",70
"Kauno apskr.","Prienų r.","79","75-80","70-80","Moteris",82
"Kauno apskr.","Prienų r.","80","80+","80+","Moteris",70
"Kauno apskr.","Prienų r.","81","80+","80+","Moteris",66
"Kauno apskr.","Prienų r.","82","80+","80+","Moteris",71
"Kauno apskr.","Prienų r.","83","80+","80+","Moteris",71
"Kauno apskr.","Prienų r.","84","80+","80+","Moteris",49
"Kauno apskr.","Prienų r.","85 ir vyresni","80+","80+","Moteris",236
"Kauno apskr.","Raseinių r.","0","0-5","0-10","Moteris",126
"Kauno apskr.","Raseinių r.","1","0-5","0-10","Moteris",131
"Kauno apskr.","Raseinių r.","2","0-5","0-10","Moteris",136
"Kauno apskr.","Raseinių r.","3","0-5","0-10","Moteris",127
"Kauno apskr.","Raseinių r.","4","0-5","0-10","Moteris",134
"Kauno apskr.","Raseinių r.","5","5-10","0-10","Moteris",167
"Kauno apskr.","Raseinių r.","6","5-10","0-10","Moteris",157
"Kauno apskr.","Raseinių r.","7","5-10","0-10","Moteris",151
"Kauno apskr.","Raseinių r.","8","5-10","0-10","Moteris",146
"Kauno apskr.","Raseinių r.","9","5-10","0-10","Moteris",136
"Kauno apskr.","Raseinių r.","10","10-15","10-20","Moteris",131
"Kauno apskr.","Raseinių r.","11","10-15","10-20","Moteris",126
"Kauno apskr.","Raseinių r.","12","10-15","10-20","Moteris",149
"Kauno apskr.","Raseinių r.","13","10-15","10-20","Moteris",144
"Kauno apskr.","Raseinių r.","14","10-15","10-20","Moteris",132
"Kauno apskr.","Raseinių r.","15","15-20","10-20","Moteris",158
"Kauno apskr.","Raseinių r.","16","15-20","10-20","Moteris",164
"Kauno apskr.","Raseinių r.","17","15-20","10-20","Moteris",179
"Kauno apskr.","Raseinių r.","18","15-20","10-20","Moteris",170
"Kauno apskr.","Raseinių r.","19","15-20","10-20","Moteris",199
"Kauno apskr.","Raseinių r.","20","20-25","20-30","Moteris",195
"Kauno apskr.","Raseinių r.","21","20-25","20-30","Moteris",211
"Kauno apskr.","Raseinių r.","22","20-25","20-30","Moteris",236
"Kauno apskr.","Raseinių r.","23","20-25","20-30","Moteris",211
"Kauno apskr.","Raseinių r.","24","20-25","20-30","Moteris",189
"Kauno apskr.","Raseinių r.","25","25-30","20-30","Moteris",213
"Kauno apskr.","Raseinių r.","26","25-30","20-30","Moteris",216
"Kauno apskr.","Raseinių r.","27","25-30","20-30","Moteris",220
"Kauno apskr.","Raseinių r.","28","25-30","20-30","Moteris",238
"Kauno apskr.","Raseinių r.","29","25-30","20-30","Moteris",206
"Kauno apskr.","Raseinių r.","30","30-35","30-40","Moteris",162
"Kauno apskr.","Raseinių r.","31","30-35","30-40","Moteris",162
"Kauno apskr.","Raseinių r.","32","30-35","30-40","Moteris",173
"Kauno apskr.","Raseinių r.","33","30-35","30-40","Moteris",159
"Kauno apskr.","Raseinių r.","34","30-35","30-40","Moteris",140
"Kauno apskr.","Raseinių r.","35","35-40","30-40","Moteris",145
"Kauno apskr.","Raseinių r.","36","35-40","30-40","Moteris",125
"Kauno apskr.","Raseinių r.","37","35-40","30-40","Moteris",132
"Kauno apskr.","Raseinių r.","38","35-40","30-40","Moteris",133
"Kauno apskr.","Raseinių r.","39","35-40","30-40","Moteris",134
"Kauno apskr.","Raseinių r.","40","40-45","40-50","Moteris",128
"Kauno apskr.","Raseinių r.","41","40-45","40-50","Moteris",148
"Kauno apskr.","Raseinių r.","42","40-45","40-50","Moteris",147
"Kauno apskr.","Raseinių r.","43","40-45","40-50","Moteris",174
"Kauno apskr.","Raseinių r.","44","40-45","40-50","Moteris",175
"Kauno apskr.","Raseinių r.","45","45-50","40-50","Moteris",173
"Kauno apskr.","Raseinių r.","46","45-50","40-50","Moteris",190
"Kauno apskr.","Raseinių r.","47","45-50","40-50","Moteris",201
"Kauno apskr.","Raseinių r.","48","45-50","40-50","Moteris",225
"Kauno apskr.","Raseinių r.","49","45-50","40-50","Moteris",242
"Kauno apskr.","Raseinių r.","50","50-55","50-60","Moteris",257
"Kauno apskr.","Raseinių r.","51","50-55","50-60","Moteris",232
"Kauno apskr.","Raseinių r.","52","50-55","50-60","Moteris",234
"Kauno apskr.","Raseinių r.","53","50-55","50-60","Moteris",259
"Kauno apskr.","Raseinių r.","54","50-55","50-60","Moteris",227
"Kauno apskr.","Raseinių r.","55","55-60","50-60","Moteris",262
"Kauno apskr.","Raseinių r.","56","55-60","50-60","Moteris",253
"Kauno apskr.","Raseinių r.","57","55-60","50-60","Moteris",221
"Kauno apskr.","Raseinių r.","58","55-60","50-60","Moteris",230
"Kauno apskr.","Raseinių r.","59","55-60","50-60","Moteris",254
"Kauno apskr.","Raseinių r.","60","60-65","60-70","Moteris",262
"Kauno apskr.","Raseinių r.","61","60-65","60-70","Moteris",270
"Kauno apskr.","Raseinių r.","62","60-65","60-70","Moteris",226
"Kauno apskr.","Raseinių r.","63","60-65","60-70","Moteris",209
"Kauno apskr.","Raseinių r.","64","60-65","60-70","Moteris",177
"Kauno apskr.","Raseinių r.","65","65-70","60-70","Moteris",180
"Kauno apskr.","Raseinių r.","66","65-70","60-70","Moteris",139
"Kauno apskr.","Raseinių r.","67","65-70","60-70","Moteris",149
"Kauno apskr.","Raseinių r.","68","65-70","60-70","Moteris",119
"Kauno apskr.","Raseinių r.","69","65-70","60-70","Moteris",168
"Kauno apskr.","Raseinių r.","70","70-75","70-80","Moteris",139
"Kauno apskr.","Raseinių r.","71","70-75","70-80","Moteris",142
"Kauno apskr.","Raseinių r.","72","70-75","70-80","Moteris",113
"Kauno apskr.","Raseinių r.","73","70-75","70-80","Moteris",95
"Kauno apskr.","Raseinių r.","74","70-75","70-80","Moteris",114
"Kauno apskr.","Raseinių r.","75","75-80","70-80","Moteris",134
"Kauno apskr.","Raseinių r.","76","75-80","70-80","Moteris",76
"Kauno apskr.","Raseinių r.","77","75-80","70-80","Moteris",80
"Kauno apskr.","Raseinių r.","78","75-80","70-80","Moteris",107
"Kauno apskr.","Raseinių r.","79","75-80","70-80","Moteris",95
"Kauno apskr.","Raseinių r.","80","80+","80+","Moteris",84
"Kauno apskr.","Raseinių r.","81","80+","80+","Moteris",60
"Kauno apskr.","Raseinių r.","82","80+","80+","Moteris",72
"Kauno apskr.","Raseinių r.","83","80+","80+","Moteris",63
"Kauno apskr.","Raseinių r.","84","80+","80+","Moteris",61
"Kauno apskr.","Raseinių r.","85 ir vyresni","80+","80+","Moteris",247
"Klaipėdos apskr.","Klaipėdos m.","0","0-5","0-10","Moteris",743
"Klaipėdos apskr.","Klaipėdos m.","1","0-5","0-10","Moteris",867
"Klaipėdos apskr.","Klaipėdos m.","2","0-5","0-10","Moteris",890
"Klaipėdos apskr.","Klaipėdos m.","3","0-5","0-10","Moteris",943
"Klaipėdos apskr.","Klaipėdos m.","4","0-5","0-10","Moteris",974
"Klaipėdos apskr.","Klaipėdos m.","5","5-10","0-10","Moteris",982
"Klaipėdos apskr.","Klaipėdos m.","6","5-10","0-10","Moteris",895
"Klaipėdos apskr.","Klaipėdos m.","7","5-10","0-10","Moteris",788
"Klaipėdos apskr.","Klaipėdos m.","8","5-10","0-10","Moteris",880
"Klaipėdos apskr.","Klaipėdos m.","9","5-10","0-10","Moteris",876
"Klaipėdos apskr.","Klaipėdos m.","10","10-15","10-20","Moteris",853
"Klaipėdos apskr.","Klaipėdos m.","11","10-15","10-20","Moteris",874
"Klaipėdos apskr.","Klaipėdos m.","12","10-15","10-20","Moteris",792
"Klaipėdos apskr.","Klaipėdos m.","13","10-15","10-20","Moteris",734
"Klaipėdos apskr.","Klaipėdos m.","14","10-15","10-20","Moteris",699
"Klaipėdos apskr.","Klaipėdos m.","15","15-20","10-20","Moteris",652
"Klaipėdos apskr.","Klaipėdos m.","16","15-20","10-20","Moteris",603
"Klaipėdos apskr.","Klaipėdos m.","17","15-20","10-20","Moteris",580
"Klaipėdos apskr.","Klaipėdos m.","18","15-20","10-20","Moteris",594
"Klaipėdos apskr.","Klaipėdos m.","19","15-20","10-20","Moteris",571
"Klaipėdos apskr.","Klaipėdos m.","20","20-25","20-30","Moteris",646
"Klaipėdos apskr.","Klaipėdos m.","21","20-25","20-30","Moteris",623
"Klaipėdos apskr.","Klaipėdos m.","22","20-25","20-30","Moteris",690
"Klaipėdos apskr.","Klaipėdos m.","23","20-25","20-30","Moteris",683
"Klaipėdos apskr.","Klaipėdos m.","24","20-25","20-30","Moteris",774
"Klaipėdos apskr.","Klaipėdos m.","25","25-30","20-30","Moteris",793
"Klaipėdos apskr.","Klaipėdos m.","26","25-30","20-30","Moteris",767
"Klaipėdos apskr.","Klaipėdos m.","27","25-30","20-30","Moteris",902
"Klaipėdos apskr.","Klaipėdos m.","28","25-30","20-30","Moteris",1061
"Klaipėdos apskr.","Klaipėdos m.","29","25-30","20-30","Moteris",1137
"Klaipėdos apskr.","Klaipėdos m.","30","30-35","30-40","Moteris",1157
"Klaipėdos apskr.","Klaipėdos m.","31","30-35","30-40","Moteris",1160
"Klaipėdos apskr.","Klaipėdos m.","32","30-35","30-40","Moteris",1238
"Klaipėdos apskr.","Klaipėdos m.","33","30-35","30-40","Moteris",1111
"Klaipėdos apskr.","Klaipėdos m.","34","30-35","30-40","Moteris",1187
"Klaipėdos apskr.","Klaipėdos m.","35","35-40","30-40","Moteris",1242
"Klaipėdos apskr.","Klaipėdos m.","36","35-40","30-40","Moteris",1283
"Klaipėdos apskr.","Klaipėdos m.","37","35-40","30-40","Moteris",1299
"Klaipėdos apskr.","Klaipėdos m.","38","35-40","30-40","Moteris",1185
"Klaipėdos apskr.","Klaipėdos m.","39","35-40","30-40","Moteris",1104
"Klaipėdos apskr.","Klaipėdos m.","40","40-45","40-50","Moteris",1076
"Klaipėdos apskr.","Klaipėdos m.","41","40-45","40-50","Moteris",1039
"Klaipėdos apskr.","Klaipėdos m.","42","40-45","40-50","Moteris",1062
"Klaipėdos apskr.","Klaipėdos m.","43","40-45","40-50","Moteris",976
"Klaipėdos apskr.","Klaipėdos m.","44","40-45","40-50","Moteris",995
"Klaipėdos apskr.","Klaipėdos m.","45","45-50","40-50","Moteris",973
"Klaipėdos apskr.","Klaipėdos m.","46","45-50","40-50","Moteris",957
"Klaipėdos apskr.","Klaipėdos m.","47","45-50","40-50","Moteris",947
"Klaipėdos apskr.","Klaipėdos m.","48","45-50","40-50","Moteris",920
"Klaipėdos apskr.","Klaipėdos m.","49","45-50","40-50","Moteris",933
"Klaipėdos apskr.","Klaipėdos m.","50","50-55","50-60","Moteris",886
"Klaipėdos apskr.","Klaipėdos m.","51","50-55","50-60","Moteris",849
"Klaipėdos apskr.","Klaipėdos m.","52","50-55","50-60","Moteris",783
"Klaipėdos apskr.","Klaipėdos m.","53","50-55","50-60","Moteris",824
"Klaipėdos apskr.","Klaipėdos m.","54","50-55","50-60","Moteris",888
"Klaipėdos apskr.","Klaipėdos m.","55","55-60","50-60","Moteris",855
"Klaipėdos apskr.","Klaipėdos m.","56","55-60","50-60","Moteris",889
"Klaipėdos apskr.","Klaipėdos m.","57","55-60","50-60","Moteris",903
"Klaipėdos apskr.","Klaipėdos m.","58","55-60","50-60","Moteris",1000
"Klaipėdos apskr.","Klaipėdos m.","59","55-60","50-60","Moteris",895
"Klaipėdos apskr.","Klaipėdos m.","60","60-65","60-70","Moteris",989
"Klaipėdos apskr.","Klaipėdos m.","61","60-65","60-70","Moteris",927
"Klaipėdos apskr.","Klaipėdos m.","62","60-65","60-70","Moteris",920
"Klaipėdos apskr.","Klaipėdos m.","63","60-65","60-70","Moteris",914
"Klaipėdos apskr.","Klaipėdos m.","64","60-65","60-70","Moteris",776
"Klaipėdos apskr.","Klaipėdos m.","65","65-70","60-70","Moteris",733
"Klaipėdos apskr.","Klaipėdos m.","66","65-70","60-70","Moteris",643
"Klaipėdos apskr.","Klaipėdos m.","67","65-70","60-70","Moteris",622
"Klaipėdos apskr.","Klaipėdos m.","68","65-70","60-70","Moteris",641
"Klaipėdos apskr.","Klaipėdos m.","69","65-70","60-70","Moteris",600
"Klaipėdos apskr.","Klaipėdos m.","70","70-75","70-80","Moteris",571
"Klaipėdos apskr.","Klaipėdos m.","71","70-75","70-80","Moteris",638
"Klaipėdos apskr.","Klaipėdos m.","72","70-75","70-80","Moteris",460
"Klaipėdos apskr.","Klaipėdos m.","73","70-75","70-80","Moteris",409
"Klaipėdos apskr.","Klaipėdos m.","74","70-75","70-80","Moteris",377
"Klaipėdos apskr.","Klaipėdos m.","75","75-80","70-80","Moteris",354
"Klaipėdos apskr.","Klaipėdos m.","76","75-80","70-80","Moteris",292
"Klaipėdos apskr.","Klaipėdos m.","77","75-80","70-80","Moteris",286
"Klaipėdos apskr.","Klaipėdos m.","78","75-80","70-80","Moteris",323
"Klaipėdos apskr.","Klaipėdos m.","79","75-80","70-80","Moteris",319
"Klaipėdos apskr.","Klaipėdos m.","80","80+","80+","Moteris",315
"Klaipėdos apskr.","Klaipėdos m.","81","80+","80+","Moteris",361
"Klaipėdos apskr.","Klaipėdos m.","82","80+","80+","Moteris",307
"Klaipėdos apskr.","Klaipėdos m.","83","80+","80+","Moteris",287
"Klaipėdos apskr.","Klaipėdos m.","84","80+","80+","Moteris",251
"Klaipėdos apskr.","Klaipėdos m.","85 ir vyresni","80+","80+","Moteris",966
"Klaipėdos apskr.","Klaipėdos r.","0","0-5","0-10","Moteris",316
"Klaipėdos apskr.","Klaipėdos r.","1","0-5","0-10","Moteris",333
"Klaipėdos apskr.","Klaipėdos r.","2","0-5","0-10","Moteris",364
"Klaipėdos apskr.","Klaipėdos r.","3","0-5","0-10","Moteris",358
"Klaipėdos apskr.","Klaipėdos r.","4","0-5","0-10","Moteris",341
"Klaipėdos apskr.","Klaipėdos r.","5","5-10","0-10","Moteris",362
"Klaipėdos apskr.","Klaipėdos r.","6","5-10","0-10","Moteris",364
"Klaipėdos apskr.","Klaipėdos r.","7","5-10","0-10","Moteris",371
"Klaipėdos apskr.","Klaipėdos r.","8","5-10","0-10","Moteris",364
"Klaipėdos apskr.","Klaipėdos r.","9","5-10","0-10","Moteris",307
"Klaipėdos apskr.","Klaipėdos r.","10","10-15","10-20","Moteris",405
"Klaipėdos apskr.","Klaipėdos r.","11","10-15","10-20","Moteris",438
"Klaipėdos apskr.","Klaipėdos r.","12","10-15","10-20","Moteris",362
"Klaipėdos apskr.","Klaipėdos r.","13","10-15","10-20","Moteris",347
"Klaipėdos apskr.","Klaipėdos r.","14","10-15","10-20","Moteris",355
"Klaipėdos apskr.","Klaipėdos r.","15","15-20","10-20","Moteris",316
"Klaipėdos apskr.","Klaipėdos r.","16","15-20","10-20","Moteris",322
"Klaipėdos apskr.","Klaipėdos r.","17","15-20","10-20","Moteris",335
"Klaipėdos apskr.","Klaipėdos r.","18","15-20","10-20","Moteris",305
"Klaipėdos apskr.","Klaipėdos r.","19","15-20","10-20","Moteris",316
"Klaipėdos apskr.","Klaipėdos r.","20","20-25","20-30","Moteris",378
"Klaipėdos apskr.","Klaipėdos r.","21","20-25","20-30","Moteris",391
"Klaipėdos apskr.","Klaipėdos r.","22","20-25","20-30","Moteris",391
"Klaipėdos apskr.","Klaipėdos r.","23","20-25","20-30","Moteris",314
"Klaipėdos apskr.","Klaipėdos r.","24","20-25","20-30","Moteris",307
"Klaipėdos apskr.","Klaipėdos r.","25","25-30","20-30","Moteris",393
"Klaipėdos apskr.","Klaipėdos r.","26","25-30","20-30","Moteris",413
"Klaipėdos apskr.","Klaipėdos r.","27","25-30","20-30","Moteris",447
"Klaipėdos apskr.","Klaipėdos r.","28","25-30","20-30","Moteris",510
"Klaipėdos apskr.","Klaipėdos r.","29","25-30","20-30","Moteris",547
"Klaipėdos apskr.","Klaipėdos r.","30","30-35","30-40","Moteris",507
"Klaipėdos apskr.","Klaipėdos r.","31","30-35","30-40","Moteris",527
"Klaipėdos apskr.","Klaipėdos r.","32","30-35","30-40","Moteris",471
"Klaipėdos apskr.","Klaipėdos r.","33","30-35","30-40","Moteris",561
"Klaipėdos apskr.","Klaipėdos r.","34","30-35","30-40","Moteris",563
"Klaipėdos apskr.","Klaipėdos r.","35","35-40","30-40","Moteris",557
"Klaipėdos apskr.","Klaipėdos r.","36","35-40","30-40","Moteris",539
"Klaipėdos apskr.","Klaipėdos r.","37","35-40","30-40","Moteris",593
"Klaipėdos apskr.","Klaipėdos r.","38","35-40","30-40","Moteris",496
"Klaipėdos apskr.","Klaipėdos r.","39","35-40","30-40","Moteris",518
"Klaipėdos apskr.","Klaipėdos r.","40","40-45","40-50","Moteris",522
"Klaipėdos apskr.","Klaipėdos r.","41","40-45","40-50","Moteris",509
"Klaipėdos apskr.","Klaipėdos r.","42","40-45","40-50","Moteris",513
"Klaipėdos apskr.","Klaipėdos r.","43","40-45","40-50","Moteris",571
"Klaipėdos apskr.","Klaipėdos r.","44","40-45","40-50","Moteris",515
"Klaipėdos apskr.","Klaipėdos r.","45","45-50","40-50","Moteris",530
"Klaipėdos apskr.","Klaipėdos r.","46","45-50","40-50","Moteris",526
"Klaipėdos apskr.","Klaipėdos r.","47","45-50","40-50","Moteris",565
"Klaipėdos apskr.","Klaipėdos r.","48","45-50","40-50","Moteris",580
"Klaipėdos apskr.","Klaipėdos r.","49","45-50","40-50","Moteris",588
"Klaipėdos apskr.","Klaipėdos r.","50","50-55","50-60","Moteris",509
"Klaipėdos apskr.","Klaipėdos r.","51","50-55","50-60","Moteris",564
"Klaipėdos apskr.","Klaipėdos r.","52","50-55","50-60","Moteris",498
"Klaipėdos apskr.","Klaipėdos r.","53","50-55","50-60","Moteris",518
"Klaipėdos apskr.","Klaipėdos r.","54","50-55","50-60","Moteris",476
"Klaipėdos apskr.","Klaipėdos r.","55","55-60","50-60","Moteris",469
"Klaipėdos apskr.","Klaipėdos r.","56","55-60","50-60","Moteris",472
"Klaipėdos apskr.","Klaipėdos r.","57","55-60","50-60","Moteris",426
"Klaipėdos apskr.","Klaipėdos r.","58","55-60","50-60","Moteris",448
"Klaipėdos apskr.","Klaipėdos r.","59","55-60","50-60","Moteris",503
"Klaipėdos apskr.","Klaipėdos r.","60","60-65","60-70","Moteris",428
"Klaipėdos apskr.","Klaipėdos r.","61","60-65","60-70","Moteris",436
"Klaipėdos apskr.","Klaipėdos r.","62","60-65","60-70","Moteris",410
"Klaipėdos apskr.","Klaipėdos r.","63","60-65","60-70","Moteris",421
"Klaipėdos apskr.","Klaipėdos r.","64","60-65","60-70","Moteris",289
"Klaipėdos apskr.","Klaipėdos r.","65","65-70","60-70","Moteris",300
"Klaipėdos apskr.","Klaipėdos r.","66","65-70","60-70","Moteris",290
"Klaipėdos apskr.","Klaipėdos r.","67","65-70","60-70","Moteris",237
"Klaipėdos apskr.","Klaipėdos r.","68","65-70","60-70","Moteris",219
"Klaipėdos apskr.","Klaipėdos r.","69","65-70","60-70","Moteris",234
"Klaipėdos apskr.","Klaipėdos r.","70","70-75","70-80","Moteris",210
"Klaipėdos apskr.","Klaipėdos r.","71","70-75","70-80","Moteris",194
"Klaipėdos apskr.","Klaipėdos r.","72","70-75","70-80","Moteris",169
"Klaipėdos apskr.","Klaipėdos r.","73","70-75","70-80","Moteris",176
"Klaipėdos apskr.","Klaipėdos r.","74","70-75","70-80","Moteris",152
"Klaipėdos apskr.","Klaipėdos r.","75","75-80","70-80","Moteris",130
"Klaipėdos apskr.","Klaipėdos r.","76","75-80","70-80","Moteris",79
"Klaipėdos apskr.","Klaipėdos r.","77","75-80","70-80","Moteris",115
"Klaipėdos apskr.","Klaipėdos r.","78","75-80","70-80","Moteris",131
"Klaipėdos apskr.","Klaipėdos r.","79","75-80","70-80","Moteris",126
"Klaipėdos apskr.","Klaipėdos r.","80","80+","80+","Moteris",128
"Klaipėdos apskr.","Klaipėdos r.","81","80+","80+","Moteris",96
"Klaipėdos apskr.","Klaipėdos r.","82","80+","80+","Moteris",111
"Klaipėdos apskr.","Klaipėdos r.","83","80+","80+","Moteris",92
"Klaipėdos apskr.","Klaipėdos r.","84","80+","80+","Moteris",65
"Klaipėdos apskr.","Klaipėdos r.","85 ir vyresni","80+","80+","Moteris",263
"Klaipėdos apskr.","Kretingos r.","0","0-5","0-10","Moteris",160
"Klaipėdos apskr.","Kretingos r.","1","0-5","0-10","Moteris",210
"Klaipėdos apskr.","Kretingos r.","2","0-5","0-10","Moteris",211
"Klaipėdos apskr.","Kretingos r.","3","0-5","0-10","Moteris",217
"Klaipėdos apskr.","Kretingos r.","4","0-5","0-10","Moteris",204
"Klaipėdos apskr.","Kretingos r.","5","5-10","0-10","Moteris",199
"Klaipėdos apskr.","Kretingos r.","6","5-10","0-10","Moteris",187
"Klaipėdos apskr.","Kretingos r.","7","5-10","0-10","Moteris",196
"Klaipėdos apskr.","Kretingos r.","8","5-10","0-10","Moteris",189
"Klaipėdos apskr.","Kretingos r.","9","5-10","0-10","Moteris",223
"Klaipėdos apskr.","Kretingos r.","10","10-15","10-20","Moteris",224
"Klaipėdos apskr.","Kretingos r.","11","10-15","10-20","Moteris",200
"Klaipėdos apskr.","Kretingos r.","12","10-15","10-20","Moteris",200
"Klaipėdos apskr.","Kretingos r.","13","10-15","10-20","Moteris",180
"Klaipėdos apskr.","Kretingos r.","14","10-15","10-20","Moteris",183
"Klaipėdos apskr.","Kretingos r.","15","15-20","10-20","Moteris",190
"Klaipėdos apskr.","Kretingos r.","16","15-20","10-20","Moteris",180
"Klaipėdos apskr.","Kretingos r.","17","15-20","10-20","Moteris",199
"Klaipėdos apskr.","Kretingos r.","18","15-20","10-20","Moteris",213
"Klaipėdos apskr.","Kretingos r.","19","15-20","10-20","Moteris",187
"Klaipėdos apskr.","Kretingos r.","20","20-25","20-30","Moteris",245
"Klaipėdos apskr.","Kretingos r.","21","20-25","20-30","Moteris",204
"Klaipėdos apskr.","Kretingos r.","22","20-25","20-30","Moteris",241
"Klaipėdos apskr.","Kretingos r.","23","20-25","20-30","Moteris",236
