"administrative_level_2","administrative_level_3","age","age5","age10","population"
"Šiaulių apskr.","Akmenės r.","5","5-9","0-9",160
"Šiaulių apskr.","Akmenės r.","6","5-9","0-9",191
"Šiaulių apskr.","Akmenės r.","7","5-9","0-9",173
"Šiaulių apskr.","Akmenės r.","8","5-9","0-9",186
"Šiaulių apskr.","Akmenės r.","9","5-9","0-9",222
"Šiaulių apskr.","Akmenės r.","10","10-14","10-19",160
"Šiaulių apskr.","Akmenės r.","11","10-14","10-19",161
"Šiaulių apskr.","Akmenės r.","12","10-14","10-19",157
"Šiaulių apskr.","Akmenės r.","13","10-14","10-19",171
"Šiaulių apskr.","Akmenės r.","14","10-14","10-19",165
"Šiaulių apskr.","Akmenės r.","15","15-19","10-19",160
"Šiaulių apskr.","Akmenės r.","16","15-19","10-19",183
"Šiaulių apskr.","Akmenės r.","17","15-19","10-19",192
"Šiaulių apskr.","Akmenės r.","18","15-19","10-19",194
"Šiaulių apskr.","Akmenės r.","19","15-19","10-19",195
"Šiaulių apskr.","Akmenės r.","20","20-24","20-29",209
"Šiaulių apskr.","Akmenės r.","21","20-24","20-29",231
"Šiaulių apskr.","Akmenės r.","22","20-24","20-29",251
"Šiaulių apskr.","Akmenės r.","23","20-24","20-29",258
"Šiaulių apskr.","Akmenės r.","24","20-24","20-29",230
"Šiaulių apskr.","Akmenės r.","25","25-29","20-29",224
"Šiaulių apskr.","Akmenės r.","26","25-29","20-29",233
"Šiaulių apskr.","Akmenės r.","27","25-29","20-29",267
"Šiaulių apskr.","Akmenės r.","28","25-29","20-29",267
"Šiaulių apskr.","Akmenės r.","29","25-29","20-29",204
"Šiaulių apskr.","Akmenės r.","30","30-34","30-39",117
"Šiaulių apskr.","Akmenės r.","31","30-34","30-39",125
"Šiaulių apskr.","Akmenės r.","32","30-34","30-39",141
"Šiaulių apskr.","Akmenės r.","33","30-34","30-39",185
"Šiaulių apskr.","Akmenės r.","34","30-34","30-39",118
"Šiaulių apskr.","Akmenės r.","35","35-39","30-39",114
"Šiaulių apskr.","Akmenės r.","36","35-39","30-39",140
"Šiaulių apskr.","Akmenės r.","37","35-39","30-39",143
"Šiaulių apskr.","Akmenės r.","38","35-39","30-39",92
"Šiaulių apskr.","Akmenės r.","39","35-39","30-39",128
"Šiaulių apskr.","Akmenės r.","40","40-44","40-49",101
"Šiaulių apskr.","Akmenės r.","41","40-44","40-49",150
"Šiaulių apskr.","Akmenės r.","42","40-44","40-49",161
"Šiaulių apskr.","Akmenės r.","43","40-44","40-49",201
"Šiaulių apskr.","Akmenės r.","44","40-44","40-49",171
"Šiaulių apskr.","Akmenės r.","45","45-49","40-49",198
"Šiaulių apskr.","Akmenės r.","46","45-49","40-49",203
"Šiaulių apskr.","Akmenės r.","47","45-49","40-49",256
"Šiaulių apskr.","Akmenės r.","48","45-49","40-49",265
"Šiaulių apskr.","Akmenės r.","49","45-49","40-49",274
"Šiaulių apskr.","Akmenės r.","50","50-54","50-59",274
"Šiaulių apskr.","Akmenės r.","51","50-54","50-59",261
"Šiaulių apskr.","Akmenės r.","52","50-54","50-59",345
"Šiaulių apskr.","Akmenės r.","53","50-54","50-59",306
"Šiaulių apskr.","Akmenės r.","54","50-54","50-59",302
"Šiaulių apskr.","Akmenės r.","55","55-59","50-59",297
"Šiaulių apskr.","Akmenės r.","56","55-59","50-59",322
"Šiaulių apskr.","Akmenės r.","57","55-59","50-59",333
"Šiaulių apskr.","Akmenės r.","58","55-59","50-59",345
"Šiaulių apskr.","Akmenės r.","59","55-59","50-59",356
"Šiaulių apskr.","Akmenės r.","60","60-64","60-69",350
"Šiaulių apskr.","Akmenės r.","61","60-64","60-69",330
"Šiaulių apskr.","Akmenės r.","62","60-64","60-69",318
"Šiaulių apskr.","Akmenės r.","63","60-64","60-69",326
"Šiaulių apskr.","Akmenės r.","64","60-64","60-69",297
"Šiaulių apskr.","Akmenės r.","65","65-69","60-69",255
"Šiaulių apskr.","Akmenės r.","66","65-69","60-69",298
"Šiaulių apskr.","Akmenės r.","67","65-69","60-69",237
"Šiaulių apskr.","Akmenės r.","68","65-69","60-69",246
"Šiaulių apskr.","Akmenės r.","69","65-69","60-69",257
"Šiaulių apskr.","Akmenės r.","70","70-74","70-79",237
"Šiaulių apskr.","Akmenės r.","71","70-74","70-79",229
"Šiaulių apskr.","Akmenės r.","72","70-74","70-79",222
"Šiaulių apskr.","Akmenės r.","73","70-74","70-79",187
"Šiaulių apskr.","Akmenės r.","74","70-74","70-79",192
"Šiaulių apskr.","Akmenės r.","75","75-79","70-79",173
"Šiaulių apskr.","Akmenės r.","76","75-79","70-79",144
"Šiaulių apskr.","Akmenės r.","77","75-79","70-79",185
"Šiaulių apskr.","Akmenės r.","78","75-79","70-79",217
"Šiaulių apskr.","Akmenės r.","79","75-79","70-79",179
"Šiaulių apskr.","Akmenės r.","80","80+","80+",204
"Šiaulių apskr.","Akmenės r.","81","80+","80+",142
"Šiaulių apskr.","Akmenės r.","82","80+","80+",129
"Šiaulių apskr.","Akmenės r.","83","80+","80+",136
"Šiaulių apskr.","Akmenės r.","84","80+","80+",135
"Šiaulių apskr.","Akmenės r.","85 ir vyresni","80+","80+",609
"Šiaulių apskr.","Joniškio r.","0","0-4","0-9",138
"Šiaulių apskr.","Joniškio r.","1","0-4","0-9",152
"Šiaulių apskr.","Joniškio r.","2","0-4","0-9",175
"Šiaulių apskr.","Joniškio r.","3","0-4","0-9",167
"Šiaulių apskr.","Joniškio r.","4","0-4","0-9",190
"Šiaulių apskr.","Joniškio r.","5","5-9","0-9",184
"Šiaulių apskr.","Joniškio r.","6","5-9","0-9",169
"Šiaulių apskr.","Joniškio r.","7","5-9","0-9",202
"Šiaulių apskr.","Joniškio r.","8","5-9","0-9",188
"Šiaulių apskr.","Joniškio r.","9","5-9","0-9",203
"Šiaulių apskr.","Joniškio r.","10","10-14","10-19",146
"Šiaulių apskr.","Joniškio r.","11","10-14","10-19",179
"Šiaulių apskr.","Joniškio r.","12","10-14","10-19",186
"Šiaulių apskr.","Joniškio r.","13","10-14","10-19",162
"Šiaulių apskr.","Joniškio r.","14","10-14","10-19",194
"Šiaulių apskr.","Joniškio r.","15","15-19","10-19",183
"Šiaulių apskr.","Joniškio r.","16","15-19","10-19",242
"Šiaulių apskr.","Joniškio r.","17","15-19","10-19",231
"Šiaulių apskr.","Joniškio r.","18","15-19","10-19",244
"Šiaulių apskr.","Joniškio r.","19","15-19","10-19",236
"Šiaulių apskr.","Joniškio r.","20","20-24","20-29",253
"Šiaulių apskr.","Joniškio r.","21","20-24","20-29",253
"Šiaulių apskr.","Joniškio r.","22","20-24","20-29",273
"Šiaulių apskr.","Joniškio r.","23","20-24","20-29",237
"Šiaulių apskr.","Joniškio r.","24","20-24","20-29",273
"Šiaulių apskr.","Joniškio r.","25","25-29","20-29",255
"Šiaulių apskr.","Joniškio r.","26","25-29","20-29",284
"Šiaulių apskr.","Joniškio r.","27","25-29","20-29",288
"Šiaulių apskr.","Joniškio r.","28","25-29","20-29",285
"Šiaulių apskr.","Joniškio r.","29","25-29","20-29",203
"Šiaulių apskr.","Joniškio r.","30","30-34","30-39",181
"Šiaulių apskr.","Joniškio r.","31","30-34","30-39",148
"Šiaulių apskr.","Joniškio r.","32","30-34","30-39",150
"Šiaulių apskr.","Joniškio r.","33","30-34","30-39",115
"Šiaulių apskr.","Joniškio r.","34","30-34","30-39",115
"Šiaulių apskr.","Joniškio r.","35","35-39","30-39",121
"Šiaulių apskr.","Joniškio r.","36","35-39","30-39",107
"Šiaulių apskr.","Joniškio r.","37","35-39","30-39",118
"Šiaulių apskr.","Joniškio r.","38","35-39","30-39",132
"Šiaulių apskr.","Joniškio r.","39","35-39","30-39",127
"Šiaulių apskr.","Joniškio r.","40","40-44","40-49",168
"Šiaulių apskr.","Joniškio r.","41","40-44","40-49",190
"Šiaulių apskr.","Joniškio r.","42","40-44","40-49",185
"Šiaulių apskr.","Joniškio r.","43","40-44","40-49",247
"Šiaulių apskr.","Joniškio r.","44","40-44","40-49",251
"Šiaulių apskr.","Joniškio r.","45","45-49","40-49",248
"Šiaulių apskr.","Joniškio r.","46","45-49","40-49",268
"Šiaulių apskr.","Joniškio r.","47","45-49","40-49",282
"Šiaulių apskr.","Joniškio r.","48","45-49","40-49",312
"Šiaulių apskr.","Joniškio r.","49","45-49","40-49",348
"Šiaulių apskr.","Joniškio r.","50","50-54","50-59",358
"Šiaulių apskr.","Joniškio r.","51","50-54","50-59",301
"Šiaulių apskr.","Joniškio r.","52","50-54","50-59",372
"Šiaulių apskr.","Joniškio r.","53","50-54","50-59",351
"Šiaulių apskr.","Joniškio r.","54","50-54","50-59",375
"Šiaulių apskr.","Joniškio r.","55","55-59","50-59",373
"Šiaulių apskr.","Joniškio r.","56","55-59","50-59",376
"Šiaulių apskr.","Joniškio r.","57","55-59","50-59",370
"Šiaulių apskr.","Joniškio r.","58","55-59","50-59",382
"Šiaulių apskr.","Joniškio r.","59","55-59","50-59",343
"Šiaulių apskr.","Joniškio r.","60","60-64","60-69",407
"Šiaulių apskr.","Joniškio r.","61","60-64","60-69",347
"Šiaulių apskr.","Joniškio r.","62","60-64","60-69",364
"Šiaulių apskr.","Joniškio r.","63","60-64","60-69",297
"Šiaulių apskr.","Joniškio r.","64","60-64","60-69",298
"Šiaulių apskr.","Joniškio r.","65","65-69","60-69",276
"Šiaulių apskr.","Joniškio r.","66","65-69","60-69",267
"Šiaulių apskr.","Joniškio r.","67","65-69","60-69",272
"Šiaulių apskr.","Joniškio r.","68","65-69","60-69",266
"Šiaulių apskr.","Joniškio r.","69","65-69","60-69",247
"Šiaulių apskr.","Joniškio r.","70","70-74","70-79",285
"Šiaulių apskr.","Joniškio r.","71","70-74","70-79",232
"Šiaulių apskr.","Joniškio r.","72","70-74","70-79",207
"Šiaulių apskr.","Joniškio r.","73","70-74","70-79",211
"Šiaulių apskr.","Joniškio r.","74","70-74","70-79",197
"Šiaulių apskr.","Joniškio r.","75","75-79","70-79",216
"Šiaulių apskr.","Joniškio r.","76","75-79","70-79",182
"Šiaulių apskr.","Joniškio r.","77","75-79","70-79",222
"Šiaulių apskr.","Joniškio r.","78","75-79","70-79",191
"Šiaulių apskr.","Joniškio r.","79","75-79","70-79",227
"Šiaulių apskr.","Joniškio r.","80","80+","80+",157
"Šiaulių apskr.","Joniškio r.","81","80+","80+",161
"Šiaulių apskr.","Joniškio r.","82","80+","80+",147
"Šiaulių apskr.","Joniškio r.","83","80+","80+",134
"Šiaulių apskr.","Joniškio r.","84","80+","80+",147
"Šiaulių apskr.","Joniškio r.","85 ir vyresni","80+","80+",598
"Šiaulių apskr.","Kelmės r.","0","0-4","0-9",162
"Šiaulių apskr.","Kelmės r.","1","0-4","0-9",198
"Šiaulių apskr.","Kelmės r.","2","0-4","0-9",195
"Šiaulių apskr.","Kelmės r.","3","0-4","0-9",194
"Šiaulių apskr.","Kelmės r.","4","0-4","0-9",214
"Šiaulių apskr.","Kelmės r.","5","5-9","0-9",218
"Šiaulių apskr.","Kelmės r.","6","5-9","0-9",238
"Šiaulių apskr.","Kelmės r.","7","5-9","0-9",245
"Šiaulių apskr.","Kelmės r.","8","5-9","0-9",218
"Šiaulių apskr.","Kelmės r.","9","5-9","0-9",213
"Šiaulių apskr.","Kelmės r.","10","10-14","10-19",197
"Šiaulių apskr.","Kelmės r.","11","10-14","10-19",208
"Šiaulių apskr.","Kelmės r.","12","10-14","10-19",232
"Šiaulių apskr.","Kelmės r.","13","10-14","10-19",206
"Šiaulių apskr.","Kelmės r.","14","10-14","10-19",198
"Šiaulių apskr.","Kelmės r.","15","15-19","10-19",216
"Šiaulių apskr.","Kelmės r.","16","15-19","10-19",240
"Šiaulių apskr.","Kelmės r.","17","15-19","10-19",289
"Šiaulių apskr.","Kelmės r.","18","15-19","10-19",264
"Šiaulių apskr.","Kelmės r.","19","15-19","10-19",288
"Šiaulių apskr.","Kelmės r.","20","20-24","20-29",293
"Šiaulių apskr.","Kelmės r.","21","20-24","20-29",319
"Šiaulių apskr.","Kelmės r.","22","20-24","20-29",356
"Šiaulių apskr.","Kelmės r.","23","20-24","20-29",323
"Šiaulių apskr.","Kelmės r.","24","20-24","20-29",362
"Šiaulių apskr.","Kelmės r.","25","25-29","20-29",322
"Šiaulių apskr.","Kelmės r.","26","25-29","20-29",316
"Šiaulių apskr.","Kelmės r.","27","25-29","20-29",323
"Šiaulių apskr.","Kelmės r.","28","25-29","20-29",348
"Šiaulių apskr.","Kelmės r.","29","25-29","20-29",251
"Šiaulių apskr.","Kelmės r.","30","30-34","30-39",190
"Šiaulių apskr.","Kelmės r.","31","30-34","30-39",203
