"evrk_section_code","evrk_section_title","evrk_chapter_code","evrk_chapter_title","evrk_group_code","evrk_group_title","evrk_class_code","evrk_class_title","evrk_subclass_code","evrk_subclass_title"
"N","Administracinė ir aptarnavimo veikla","82","Administracinė veikla, įstaigų ir kitų verslo įmonių aptarnavimo veikla","821","Įstaigų administracinė ir aptarnavimo veikla","8219","Fotokopijavimo, dokumentų rengimo ir kita specializuota įstaigai būdingų paslaugų veikla","821900","Fotokopijavimo, dokumentų rengimo ir kita specializuota įstaigai būdingų paslaugų veikla"
"N","Administracinė ir aptarnavimo veikla","82","Administracinė veikla, įstaigų ir kitų verslo įmonių aptarnavimo veikla","829","Niekur kitur nepriskirta verslui būdingų paslaugų veikla","8291","Išieškojimo agentūrų ir kredito biurų veikla","829100","Išieškojimo agentūrų ir kredito biurų veikla"
"N","Administracinė ir aptarnavimo veikla","82","Administracinė veikla, įstaigų ir kitų verslo įmonių aptarnavimo veikla","829","Niekur kitur nepriskirta verslui būdingų paslaugų veikla","8292","Fasavimo ir pakavimo veikla","829200","Fasavimo ir pakavimo veikla"
"O","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","84","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","840","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","8400","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","840000","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas"
"O","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","84","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","841","Valstybės valdymas ir bendroji ekonominė bei socialinė bendruomenės politika","8411","Bendroji viešojo valdymo veikla","841100","Bendroji viešojo valdymo veikla"
"O","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","84","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","841","Valstybės valdymas ir bendroji ekonominė bei socialinė bendruomenės politika","8411","Bendroji viešojo valdymo veikla","841110","Lietuvos Respublikos apskričių veikla"
"O","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","84","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","841","Valstybės valdymas ir bendroji ekonominė bei socialinė bendruomenės politika","8411","Bendroji viešojo valdymo veikla","841120","Lietuvos Respublikos savivaldybių veikla"
"O","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","84","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","841","Valstybės valdymas ir bendroji ekonominė bei socialinė bendruomenės politika","8411","Bendroji viešojo valdymo veikla","841140","Iždo valdymas ir priežiūra"
"O","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","84","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","841","Valstybės valdymas ir bendroji ekonominė bei socialinė bendruomenės politika","8411","Bendroji viešojo valdymo veikla","841150","Biudžeto vykdymas ir valstybinių fondų tvarkymas"
"O","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","84","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","841","Valstybės valdymas ir bendroji ekonominė bei socialinė bendruomenės politika","8412","Sveikatos priežiūros, švietimo, kultūros ir kitų socialinių paslaugų, išskyrus socialinį draudimą, veiklos reguliavimas","841200","Sveikatos priežiūros, švietimo, kultūros ir kitų socialinių paslaugų, išskyrus socialinį draudimą, veiklos reguliavimas"
"O","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","84","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","842","Bendruomenei teikiamų paslaugų užtikrinimas","8421","Užsienio reikalai","842100","Užsienio reikalai"
"O","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","84","Viešasis valdymas ir gynyba; privalomasis socialinis draudimas","842","Bendruomenei teikiamų paslaugų užtikrinimas","8422","Gynybos veikla","842200","Gynybos veikla"
"P","Švietimas","85","Švietimas","850","Švietimas","8500","Švietimas","850000","Švietimas"
"P","Švietimas","85","Švietimas","855","Kitas mokymas","8550","Kitas mokymas","855000","Kitas mokymas"
"P","Švietimas","85","Švietimas","855","Kitas mokymas","8551","Sportinis ir rekreacinis švietimas","855100","Sportinis ir rekreacinis švietimas"
"P","Švietimas","85","Švietimas","855","Kitas mokymas","8552","Kultūrinis švietimas","855200","Kultūrinis švietimas"
"Q","Žmonių sveikatos priežiūra ir socialinis darbas","86","Žmonių sveikatos priežiūros veikla","862","Medicininės ir odontologinės praktikos veikla","8623","Odontologinės praktikos veikla","862300","Odontologinės praktikos veikla"
"Q","Žmonių sveikatos priežiūra ir socialinis darbas","87","Kita stacionarinė globos veikla","879","Kita stacionarinė globos veikla","8790","Kita stacionarinė globos veikla","879000","Kita stacionarinė globos veikla"
"Q","Žmonių sveikatos priežiūra ir socialinis darbas","88","Nesusijusio su apgyvendinimu socialinio darbo veikla","881","Nesusijusio su apgyvendinimu socialinio darbo su pagyvenusiais ir neįgaliaisiais asmenimis veikla","8810","Nesusijusio su apgyvendinimu socialinio darbo su pagyvenusiais ir neįgaliaisiais asmenimis veikla","881000","Nesusijusio su apgyvendinimu socialinio darbo su pagyvenusiais ir neįgaliaisiais asmenimis veikla"
"R","Meninė, pramoginė ir poilsio organizavimo veikla","90","Kūrybinė, meninė ir pramogų organizavimo veikla","900","Kūrybinė, meninė ir pramogų organizavimo veikla","9004","Meno įrenginių eksploatavimo veikla","900400","Meno įrenginių eksploatavimo veikla"
"R","Meninė, pramoginė ir poilsio organizavimo veikla","91","Bibliotekų, archyvų, muziejų ir kita kultūrinė veikla","910","Bibliotekų, archyvų, muziejų ir kita kultūrinė veikla","9103","Istorinių vietų ir pastatų bei panašių turistų lankomų vietų eksploatavimas","910300","Istorinių vietų ir pastatų bei panašių turistų lankomų vietų eksploatavimas"
"R","Meninė, pramoginė ir poilsio organizavimo veikla","91","Bibliotekų, archyvų, muziejų ir kita kultūrinė veikla","910","Bibliotekų, archyvų, muziejų ir kita kultūrinė veikla","9104","Botanikos ir zoologijos sodų bei gamtos rezervatų veikla","910410","Zoologijos sodų veikla"
"R","Meninė, pramoginė ir poilsio organizavimo veikla","91","Bibliotekų, archyvų, muziejų ir kita kultūrinė veikla","910","Bibliotekų, archyvų, muziejų ir kita kultūrinė veikla","9104","Botanikos ir zoologijos sodų bei gamtos rezervatų veikla","910420","Botanikos sodų veikla"
"R","Meninė, pramoginė ir poilsio organizavimo veikla","92","Azartinių žaidimų ir lažybų organizavimo veikla","920","Azartinių žaidimų ir lažybų organizavimo veikla","9200","Azartinių žaidimų ir lažybų organizavimo veikla","920000","Azartinių žaidimų ir lažybų organizavimo veikla"
"R","Meninė, pramoginė ir poilsio organizavimo veikla","92","Azartinių žaidimų ir lažybų organizavimo veikla","920","Azartinių žaidimų ir lažybų organizavimo veikla","9200","Azartinių žaidimų ir lažybų organizavimo veikla","920020","Azartinių lošimų ir lažybų organizavimo veikla"
"R","Meninė, pramoginė ir poilsio organizavimo veikla","93","Sportinė veikla, pramogų ir poilsio organizavimo veikla","930","Sportinė veikla, pramogų ir poilsio organizavimo veikla","9300","Sportinė veikla, pramogų ir poilsio organizavimo veikla","930000","Sportinė veikla, pramogų ir poilsio organizavimo veikla"
"R","Meninė, pramoginė ir poilsio organizavimo veikla","93","Sportinė veikla, pramogų ir poilsio organizavimo veikla","931","Sportinė veikla","9319","Kita sportinė veikla","931900","Kita sportinė veikla"
"R","Meninė, pramoginė ir poilsio organizavimo veikla","93","Sportinė veikla, pramogų ir poilsio organizavimo veikla","932","Pramogų ir poilsio organizavimo veikla","9321","Atrakcionų ir teminių parkų veikla","932100","Atrakcionų ir teminių parkų veikla"
"R","Meninė, pramoginė ir poilsio organizavimo veikla","93","Sportinė veikla, pramogų ir poilsio organizavimo veikla","932","Pramogų ir poilsio organizavimo veikla","9329","Kita pramogų ir poilsio organizavimo veikla","932900","Kita pramogų ir poilsio organizavimo veikla"
"S","Kita aptarnavimo veikla","94","Narystės organizacijų veikla","941","Verslininkų, darbdavių ir profesinių narystės organizacijų veikla","9411","Verslininkų ir darbdavių narystės organizacijų veikla","941100","Verslininkų ir darbdavių narystės organizacijų veikla"
"S","Kita aptarnavimo veikla","94","Narystės organizacijų veikla","949","Kitų narystės organizacijų veikla","9490","Kitų narystės organizacijų veikla","949000","Kitų narystės organizacijų veikla"
"S","Kita aptarnavimo veikla","94","Narystės organizacijų veikla","949","Kitų narystės organizacijų veikla","9491","Religinių organizacijų veikla","949110","Religinių bendrijų veikla"
"S","Kita aptarnavimo veikla","95","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","950","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","9500","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","950000","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas"
"S","Kita aptarnavimo veikla","95","Kompiuterių ir asmeninių bei namų ūkio reikmenų taisymas","951","Kompiuterių ir ryšių įrangos remontas","9510","Kompiuterių ir ryšių įrangos remontas","951000","Kompiuterių ir ryšių įrangos remontas"
"S","Kita aptarnavimo veikla","96","Kita asmenų aptarnavimo veikla","960","Kita asmenų aptarnavimo veikla","9604","Fizinės gerovės užtikrinimo veikla","960400","Fizinės gerovės užtikrinimo veikla"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","011","Vienmečių augalų auginimas","0112","Ryžių auginimas","011200","Ryžių auginimas"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","011","Vienmečių augalų auginimas","0113","Daržovių ir melionų, šakniavaisių ir gumbavaisių auginimas","011340","Daržovių auginimas uždarame grunte"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","011","Vienmečių augalų auginimas","0115","Tabako auginimas","011500","Tabako auginimas"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","012","Daugiamečių augalų auginimas","0121","Vynuogių auginimas","012100","Vynuogių auginimas"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","012","Daugiamečių augalų auginimas","0125","Kitų vaismedžių, uogakrūmių ir riešutmedžių vaisių auginimas","012500","Kitų vaismedžių, uogakrūmių ir riešutmedžių vaisių auginimas"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","012","Daugiamečių augalų auginimas","0129","Kitų daugiamečių augalų auginimas","012900","Kitų daugiamečių augalų auginimas"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","014","Gyvulininkystė","0141","Pieninių galvijų auginimas","014100","Pieninių galvijų auginimas"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","014","Gyvulininkystė","0144","Kupranugarių ir Camelidae šeimos gyvūnų auginimas","014400","Kupranugarių ir Camelidae šeimos gyvūnų auginimas"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","014","Gyvulininkystė","0145","Avių ir ožkų auginimas","014510","Avių auginimas"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","014","Gyvulininkystė","0145","Avių ir ožkų auginimas","014520","Ožkų auginimas"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","014","Gyvulininkystė","0146","Kiaulių auginimas","014610","Kiaulių auginimas ir penėjimas mėsai"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","014","Gyvulininkystė","0147","Naminių paukščių auginimas","014710","Naminių paukščių auginimas mėsai ir kiaušinių gavybai"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","014","Gyvulininkystė","0149","Kitų gyvūnų auginimas","014900","Kitų gyvūnų auginimas"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","01","Augalininkystė ir gyvulininkystė, medžioklė ir susijusių paslaugų veikla","016","Žemės ūkiui būdingų paslaugų ir derliaus apdorojimo veikla","0162","Gyvulininkystei būdingų paslaugų veikla","016200","Gyvulininkystei būdingų paslaugų veikla"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","02","Miškininkystė ir medienos ruoša","023","Laukinių nemedieninių produktų rinkimas","0230","Laukinių nemedieninių produktų rinkimas","023000","Laukinių nemedieninių produktų rinkimas"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","03","Žvejyba ir akvakultūra","030","Žvejyba ir akvakultūra","0300","Žvejyba ir akvakultūra","030000","Žvejyba ir akvakultūra"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","03","Žvejyba ir akvakultūra","032","Akvakultūra","0320","Akvakultūra","032000","Akvakultūra"
"B","Kasyba ir karjerų eksploatavimas","07","Metalų rūdų kasyba","070","Metalų rūdų kasyba","0700","Metalų rūdų kasyba","070000","Metalų rūdų kasyba"
"B","Kasyba ir karjerų eksploatavimas","07","Metalų rūdų kasyba","072","Spalvotųjų metalų rūdų kasyba","0720","Spalvotųjų metalų rūdų kasyba","072000","Spalvotųjų metalų rūdų kasyba"
"B","Kasyba ir karjerų eksploatavimas","07","Metalų rūdų kasyba","072","Spalvotųjų metalų rūdų kasyba","0729","Kitų spalvotųjų metalų rūdų kasyba","072900","Kitų spalvotųjų metalų rūdų kasyba"
"B","Kasyba ir karjerų eksploatavimas","08","Kita kasyba ir karjerų eksploatavimas","080","Kita kasyba ir karjerų eksploatavimas","0800","Kita kasyba ir karjerų eksploatavimas","080000","Kita kasyba ir karjerų eksploatavimas"
"A","Žemės ūkis, miškininkystė ir žuvininkystė","03","Žvejyba ir akvakultūra","031","Žvejyba","0310","Žvejyba","031000","Žvejyba"
"B","Kasyba ir karjerų eksploatavimas","08","Kita kasyba ir karjerų eksploatavimas","081","Akmens, smėlio ir molio karjerų eksploatavimas","0812","Smėlio ir žvyro karjerų eksploatavimas; molio ir kaolino kasyba","081200","Smėlio ir žvyro karjerų eksploatavimas; molio ir kaolino kasyba"
"B","Kasyba ir karjerų eksploatavimas","08","Kita kasyba ir karjerų eksploatavimas","089","Niekur kitur nepriskirta kasyba ir karjerų eksploatavimas","0890","Niekur kitur nepriskirta kasyba ir karjerų eksploatavimas","089000","Niekur kitur nepriskirta kasyba ir karjerų eksploatavimas"
"C","Apdirbamoji gamyba","10","Maisto produktų gamyba","100","Maisto produktų gamyba","1000","Maisto produktų gamyba","100000","Maisto produktų gamyba"
"C","Apdirbamoji gamyba","10","Maisto produktų gamyba","103","Vaisių ir daržovių perdirbimas ir konservavimas","1032","Vaisių, uogų ir daržovių sulčių gamyba","103200","Vaisių, uogų ir daržovių sulčių gamyba"
"C","Apdirbamoji gamyba","10","Maisto produktų gamyba","105","Pieno produktų gamyba","1050","Pieno produktų gamyba","105000","Pieno produktų gamyba"
"C","Apdirbamoji gamyba","10","Maisto produktų gamyba","106","Grūdų malimo produktų, krakmolo ir krakmolo produktų gamyba","1061","Grūdų malimo produktų gamyba","106100","Grūdų malimo produktų gamyba"
"C","Apdirbamoji gamyba","10","Maisto produktų gamyba","108","Kitų maisto produktų gamyba","1081","Cukraus gamyba","108100","Cukraus gamyba"
"C","Apdirbamoji gamyba","10","Maisto produktų gamyba","108","Kitų maisto produktų gamyba","1085","Paruoštų valgių ir patiekalų gamyba","108500","Paruoštų valgių ir patiekalų gamyba"
"C","Apdirbamoji gamyba","10","Maisto produktų gamyba","109","Paruoštų pašarų gyvuliams gamyba","1091","Paruoštų pašarų ūkio gyvuliams gamyba","109100","Paruoštų pašarų ūkio gyvuliams gamyba"
"C","Apdirbamoji gamyba","11","Gėrimų gamyba","110","Gėrimų gamyba","1107","Nealkoholinių gėrimų gamyba; mineralinio ir kito, pilstomo į butelius, vandens gamyba","110700","Nealkoholinių gėrimų gamyba; mineralinio ir kito, pilstomo į butelius, vandens gamyba"
"C","Apdirbamoji gamyba","13","Tekstilės gaminių gamyba","131","Tekstilės pluoštų paruošimas ir verpimas","1310","Tekstilės pluoštų paruošimas ir verpimas","131000","Tekstilės pluoštų paruošimas ir verpimas"
"C","Apdirbamoji gamyba","13","Tekstilės gaminių gamyba","132","Tekstilės audimas","1320","Tekstilės audimas","132010","Lininių audinių audimas"
"C","Apdirbamoji gamyba","13","Tekstilės gaminių gamyba","133","Tekstilės apdaila","1330","Tekstilės apdaila","133000","Tekstilės apdaila"
"C","Apdirbamoji gamyba","13","Tekstilės gaminių gamyba","139","Kitų tekstilės gaminių ir dirbinių gamyba","1393","Kilimų ir kilimėlių gamyba","139300","Kilimų ir kilimėlių gamyba"
"C","Apdirbamoji gamyba","14","Drabužių siuvimas (gamyba)","141","Drabužių, išskyrus kailinius drabužius, siuvimas (gamyba)","1410","Drabužių, išskyrus kailinius drabužius, siuvimas (gamyba)","141000","Drabužių, išskyrus kailinius drabužius, siuvimas (gamyba)"
"C","Apdirbamoji gamyba","14","Drabužių siuvimas (gamyba)","141","Drabužių, išskyrus kailinius drabužius, siuvimas (gamyba)","1413","Kitų viršutinių drabužių siuvimas","141320","Moteriškų viršutinių drabužių siuvimas"
"C","Apdirbamoji gamyba","16","Medienos bei medienos ir kamštienos gaminių, išskyrus baldus, gamyba; gaminių iš šiaudų ir pynimo medžiagų gamyba","162","Gaminių ir dirbinių iš medienos, kamštienos, šiaudų ir pynimo medžiagų gamyba","1620","Gaminių ir dirbinių iš medienos, kamštienos, šiaudų ir pynimo medžiagų gamyba","162000","Gaminių ir dirbinių iš medienos, kamštienos, šiaudų ir pynimo medžiagų gamyba"
"C","Apdirbamoji gamyba","16","Medienos bei medienos ir kamštienos gaminių, išskyrus baldus, gamyba; gaminių iš šiaudų ir pynimo medžiagų gamyba","162","Gaminių ir dirbinių iš medienos, kamštienos, šiaudų ir pynimo medžiagų gamyba","1621","Faneravimo dangos ir medienos plokščių gamyba","162100","Faneravimo dangos ir medienos plokščių gamyba"
"C","Apdirbamoji gamyba","16","Medienos bei medienos ir kamštienos gaminių, išskyrus baldus, gamyba; gaminių iš šiaudų ir pynimo medžiagų gamyba","162","Gaminių ir dirbinių iš medienos, kamštienos, šiaudų ir pynimo medžiagų gamyba","1621","Faneravimo dangos ir medienos plokščių gamyba","162120","Presuotos medienos gamyba"
"C","Apdirbamoji gamyba","16","Medienos bei medienos ir kamštienos gaminių, išskyrus baldus, gamyba; gaminių iš šiaudų ir pynimo medžiagų gamyba","162","Gaminių ir dirbinių iš medienos, kamštienos, šiaudų ir pynimo medžiagų gamyba","1629","Kitų medienos gaminių gamyba; dirbinių iš kamštienos, šiaudų ir pynimo medžiagų gamyba","162900","Kitų medienos gaminių gamyba; dirbinių iš kamštienos, šiaudų ir pynimo medžiagų gamyba"
"C","Apdirbamoji gamyba","17","Popieriaus ir popieriaus gaminių gamyba","172","Popieriaus ir kartoninių gaminių gamyba","1720","Popieriaus ir kartoninių gaminių gamyba","172000","Popieriaus ir kartoninių gaminių gamyba"
"C","Apdirbamoji gamyba","17","Popieriaus ir popieriaus gaminių gamyba","172","Popieriaus ir kartoninių gaminių gamyba","1721","Gofruotojo popieriaus ir kartono bei taros iš popieriaus ir kartono gamyba","172100","Gofruotojo popieriaus ir kartono bei taros iš popieriaus ir kartono gamyba"
"C","Apdirbamoji gamyba","17","Popieriaus ir popieriaus gaminių gamyba","172","Popieriaus ir kartoninių gaminių gamyba","1723","Popierinių raštinės reikmenų gamyba","172300","Popierinių raštinės reikmenų gamyba"
"C","Apdirbamoji gamyba","17","Popieriaus ir popieriaus gaminių gamyba","172","Popieriaus ir kartoninių gaminių gamyba","1729","Kitų popierinių ir kartoninių gaminių gamyba","172900","Kitų popierinių ir kartoninių gaminių gamyba"
"C","Apdirbamoji gamyba","18","Spausdinimas ir įrašytų laikmenų tiražavimas","181","Spausdinimas ir su spausdinimu susijusios paslaugos","1810","Spausdinimas ir su spausdinimu susijusios paslaugos","181000","Spausdinimas ir su spausdinimu susijusios paslaugos"
"C","Apdirbamoji gamyba","18","Spausdinimas ir įrašytų laikmenų tiražavimas","181","Spausdinimas ir su spausdinimu susijusios paslaugos","1814","Įrišimas ir susijusios paslaugos","181400","Įrišimas ir susijusios paslaugos"
"C","Apdirbamoji gamyba","19","Kokso ir rafinuotų naftos produktų gamyba","190","Kokso ir rafinuotų naftos produktų gamyba","1900","Kokso ir rafinuotų naftos produktų gamyba","190000","Kokso ir rafinuotų naftos produktų gamyba"
"C","Apdirbamoji gamyba","19","Kokso ir rafinuotų naftos produktų gamyba","192","Rafinuotų naftos produktų gamyba","1920","Rafinuotų naftos produktų gamyba","192010","Skystojo arba dujinio kuro gamyba"
"C","Apdirbamoji gamyba","19","Kokso ir rafinuotų naftos produktų gamyba","192","Rafinuotų naftos produktų gamyba","1920","Rafinuotų naftos produktų gamyba","192020","Tepalų ir kitų alyvų gamyba"
"C","Apdirbamoji gamyba","20","Chemikalų ir chemijos produktų gamyba","201","Pagrindinių chemikalų, trąšų ir azoto junginių, pirminių plastikų ir pirminio sintetinio kaučiuko gamyba","2010","Pagrindinių chemikalų, trąšų ir azoto junginių, pirminių plastikų ir pirminio sintetinio kaučiuko gamyba","201000","Pagrindinių chemikalų, trąšų ir azoto junginių, pirminių plastikų ir pirminio sintetinio kaučiuko gamyba"
"F","Statyba","43","Specializuota statybos veikla","430","Specializuota statybos veikla","4300","Specializuota statybos veikla","430000","Specializuota statybos veikla"
"C","Apdirbamoji gamyba","20","Chemikalų ir chemijos produktų gamyba","201","Pagrindinių chemikalų, trąšų ir azoto junginių, pirminių plastikų ir pirminio sintetinio kaučiuko gamyba","2013","Kitų pagrindinių neorganinių chemikalų gamyba","201300","Kitų pagrindinių neorganinių chemikalų gamyba"
"C","Apdirbamoji gamyba","20","Chemikalų ir chemijos produktų gamyba","201","Pagrindinių chemikalų, trąšų ir azoto junginių, pirminių plastikų ir pirminio sintetinio kaučiuko gamyba","2015","Trąšų ir azoto junginių gamyba","201500","Trąšų ir azoto junginių gamyba"
"C","Apdirbamoji gamyba","20","Chemikalų ir chemijos produktų gamyba","204","Muilo ir ploviklių, valiklių ir blizgiklių, kvepalų ir tualeto priemonių gamyba","2042","Kvepalų ir tualeto priemonių gamyba","204200","Kvepalų ir tualeto priemonių gamyba"
"C","Apdirbamoji gamyba","20","Chemikalų ir chemijos produktų gamyba","205","Kitų cheminių medžiagų gamyba","2059","Kitų, niekur kitur nepriskirtų, cheminių medžiagų gamyba","205940","Rašalo ir tušo gamyba"
"C","Apdirbamoji gamyba","21","Pagrindinių vaistų pramonės gaminių ir farmacinių preparatų gamyba","212","Farmacinių preparatų gamyba","2120","Farmacinių preparatų gamyba","212000","Farmacinių preparatų gamyba"
"C","Apdirbamoji gamyba","21","Pagrindinių vaistų pramonės gaminių ir farmacinių preparatų gamyba","212","Farmacinių preparatų gamyba","2120","Farmacinių preparatų gamyba","212020","Veterinarinių vaistų gamyba"
"C","Apdirbamoji gamyba","22","Guminių ir plastikinių gaminių gamyba","221","Guminių gaminių gamyba","2211","Guminių padangų ir kamerų gamyba; guminių padangų restauravimas ir atnaujinimas","221100","Guminių padangų ir kamerų gamyba; guminių padangų restauravimas ir atnaujinimas"
"C","Apdirbamoji gamyba","22","Guminių ir plastikinių gaminių gamyba","221","Guminių gaminių gamyba","2219","Kitų guminių gaminių gamyba","221900","Kitų guminių gaminių gamyba"
"C","Apdirbamoji gamyba","23","Kitų nemetalo mineralinių produktų gamyba","231","Stiklo ir stiklo gaminių bei dirbinių gamyba","2310","Stiklo ir stiklo gaminių bei dirbinių gamyba","231000","Stiklo ir stiklo gaminių bei dirbinių gamyba"
"C","Apdirbamoji gamyba","23","Kitų nemetalo mineralinių produktų gamyba","231","Stiklo ir stiklo gaminių bei dirbinių gamyba","2312","Plokščiojo stiklo pjaustymas ir apdorojimas","231200","Plokščiojo stiklo pjaustymas ir apdorojimas"
"C","Apdirbamoji gamyba","23","Kitų nemetalo mineralinių produktų gamyba","231","Stiklo ir stiklo gaminių bei dirbinių gamyba","2314","Stiklo pluoštų gamyba","231400","Stiklo pluoštų gamyba"
"C","Apdirbamoji gamyba","23","Kitų nemetalo mineralinių produktų gamyba","233","Statybinių medžiagų iš molio gamyba","2331","Keraminių apdailos ir šaligatvio plytelių gamyba","233110","Koklių gamyba"
"C","Apdirbamoji gamyba","23","Kitų nemetalo mineralinių produktų gamyba","233","Statybinių medžiagų iš molio gamyba","2332","Degto molio plytų, plytelių ir statybinių dirbinių gamyba","233200","Degto molio plytų, plytelių ir statybinių dirbinių gamyba"
"C","Apdirbamoji gamyba","23","Kitų nemetalo mineralinių produktų gamyba","234","Kitų porcelianinių ir keraminių gaminių bei dirbinių gamyba","2340","Kitų porcelianinių ir keraminių gaminių bei dirbinių gamyba","234000","Kitų porcelianinių ir keraminių gaminių bei dirbinių gamyba"
"C","Apdirbamoji gamyba","23","Kitų nemetalo mineralinių produktų gamyba","234","Kitų porcelianinių ir keraminių gaminių bei dirbinių gamyba","2342","Keraminių santechnikos gaminių ir dirbinių gamyba","234200","Keraminių santechnikos gaminių ir dirbinių gamyba"
"C","Apdirbamoji gamyba","23","Kitų nemetalo mineralinių produktų gamyba","235","Cemento, kalkių ir gipso gamyba","2352","Kalkių ir gipso gamyba","235200","Kalkių ir gipso gamyba"
"C","Apdirbamoji gamyba","23","Kitų nemetalo mineralinių produktų gamyba","236","Betono, cemento ir gipso gaminių bei dirbinių gamyba","2360","Betono, cemento ir gipso gaminių bei dirbinių gamyba","236000","Betono, cemento ir gipso gaminių bei dirbinių gamyba"
"C","Apdirbamoji gamyba","23","Kitų nemetalo mineralinių produktų gamyba","236","Betono, cemento ir gipso gaminių bei dirbinių gamyba","2365","Fibrolito gamyba","236500","Fibrolito gamyba"
"C","Apdirbamoji gamyba","23","Kitų nemetalo mineralinių produktų gamyba","237","Akmens pjaustymas, tašymas ir apdailinimas","2370","Akmens pjaustymas, tašymas ir apdailinimas","237000","Akmens pjaustymas, tašymas ir apdailinimas"
"C","Apdirbamoji gamyba","23","Kitų nemetalo mineralinių produktų gamyba","239","Abrazyvinių gaminių ir niekur kitur nepriskirtų nemetalo mineralinių produktų gamyba","2399","Kitų, niekur kitur nepriskirtų, nemetalo mineralinių produktų gamyba","239920","Frikcinių medžiagų ir jų gaminių gamyba"
"C","Apdirbamoji gamyba","24","Pagrindinių metalų gamyba","244","Pagrindinių tauriųjų ir kitų spalvotųjų metalų gamyba","2441","Tauriųjų metalų gamyba","244100","Tauriųjų metalų gamyba"
"C","Apdirbamoji gamyba","24","Pagrindinių metalų gamyba","245","Metalų liejinių gamyba","2452","Plieno liejinių gamyba","245200","Plieno liejinių gamyba"
"C","Apdirbamoji gamyba","25","Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba","251","Konstrukcinių metalo gaminių gamyba","2510","Konstrukcinių metalo gaminių gamyba","251000","Konstrukcinių metalo gaminių gamyba"
"C","Apdirbamoji gamyba","25","Metalo gaminių, išskyrus mašinas ir įrenginius, gamyba","257","Valgomųjų įrankių, kitų įrankių ir bendrųjų metalo dirbinių gamyba","2573","Kitų įrankių gamyba","257300","Kitų įrankių gamyba"
